amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.5,,,,,0.5,buy,98041.78,BTC-26NOV24-95000-P,68.07,0.00514924,0.005,3,1732492767027,329266609,240
0.5,,,,,0.5,sell,98041.78,BTC-26NOV24-100000-C,67.06,0.00880498,0.0085,2,1732492766857,329266608,254
0.1,,,,,0.1,sell,98040.27,BTC-25NOV24-94000-P,76.4,0.00032442,0.0003,3,1732492738965,329266565,196
0.2,,,,,0.2,buy,98003.28,BTC-13DEC24-101000-C,62.67,0.04677403,0.0465,3,1732492708471,329266545,64
0.1,,,,,0.1,buy,97944.5,BTC-29NOV24-98000-P,64.49,0.02726316,0.027,0,1732492694345,329266499,329
1.2,,,,,1.2,buy,97875.39,BTC-25NOV24-102000-C,68.92,0.00029725,0.0002,2,1732492608004,329266408,251
0.1,,,,,0.1,buy,97967.78,BTC-25NOV24-101000-C,66.51,0.00073927,0.0006,2,1732492543781,329266320,203
1.5,,,,,1.5,buy,98001.45,BTC-25NOV24-100000-C,60.64,0.00153524,0.0013,2,1732492528498,329266292,353
2.6,,,,,2.6,buy,98008.82,BTC-26NOV24-108000-C,86.26,0.00058422,0.0007,3,1732492460500,329266182,29
0.1,,,,,0.1,sell,98120.31,BTC-29NOV24-85000-P,82.23,0.00168628,0.0018,3,1732492326573,329265834,1399
0.7,,,,,0.7,sell,98081.63,BTC-25NOV24-98000-P,57.37,0.0065438,0.0065,2,1732492312606,329265801,315
2.3,,,,,2.3,sell,98075.92,BTC-25NOV24-97500-P,58.91,0.00441233,0.0045,2,1732492307139,329265751,107
0.4,,,,,0.4,sell,98014.01,BTC-25NOV24-99000-P,61.84,0.01326692,0.0135,3,1732492284143,329265719,248
1.0,,,,,1.0,sell,97875.45,BTC-29NOV24-90000-C,71.78,0.08784087,0.088,1,1732492212901,329265620,4233
0.1,,,,,0.1,sell,97886.25,BTC-26NOV24-98000-P,63.3,0.01624457,0.0155,0,1732492203679,329265602,70
0.1,,,,,0.1,sell,97886.25,BTC-26NOV24-97000-P,64.08,0.01146251,0.011,0,1732492203654,329265601,210
0.7,,,,,0.7,sell,97886.25,BTC-6DEC24-99000-C,61.96,0.04136806,0.041,2,1732492203550,329265599,360
0.1,,,,,0.1,sell,97933.57,BTC-25NOV24-90000-P,116.65,0.00013229,0.0001,3,1732492121482,329265521,160
0.1,,,,,0.1,buy,97944.28,BTC-25NOV24-96500-P,62.21,0.00217099,0.0023,0,1732492120781,329265517,49
1.0,,,,,1.0,buy,97728.57,BTC-6DEC24-93000-C,61.53,0.07473411,0.0745,0,1732491962687,329265216,136
