amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.3,,,,sell,28701.47,BTC-18AUG23-29000-P,28.18,0.01275798,0.013,1,1692230372144,262659790,1290
0.1,,,,sell,28702.64,BTC-29DEC23-38000-C,42.64,0.02501625,0.025,2,1692230355019,262659781,462
0.9,,,,sell,28703.58,BTC-25AUG23-30000-C,32.73,0.0054348,0.0055,3,1692230347520,262659780,4679
0.2,,,,buy,28703.64,BTC-29DEC23-26000-P,39.2,0.04189183,0.0425,0,1692230346724,262659779,484
1.0,,,,buy,28703.71,BTC-17AUG23-28750-C,28.23,0.00274225,0.0027,2,1692230341517,262659778,3
0.6,,,,sell,28698.45,BTC-18AUG23-30000-C,43.06,0.00050309,0.0005,3,1692230290896,262659775,1583
5.0,,,,buy,28704.34,BTC-19AUG23-29750-C,34.14,0.00135261,0.0013,3,1692230282396,262659763,27
1.7,,,,buy,28705.93,BTC-18AUG23-28500-C,27.11,0.01133748,0.011,3,1692230270707,262659750,86
0.2,,,,buy,28698.06,BTC-19AUG23-28250-P,30.52,0.00366626,0.0036,0,1692230258201,262659699,13
0.2,,,,buy,28698.53,BTC-25AUG23-27000-P,36.94,0.00347448,0.0035,0,1692230250712,262659685,2209
1.0,,,,sell,28698.31,BTC-1SEP23-29000-C,30.81,0.02207687,0.022,2,1692230249389,262659684,52
1.0,,,,sell,28706.17,BTC-25AUG23-29000-C,29.43,0.01433308,0.014,2,1692230238896,262659644,2108
0.9,,,,sell,28720.01,BTC-1SEP23-28500-P,30.95,0.02018492,0.02,0,1692230208624,262659597,109
3.0,,,,sell,28722.24,BTC-17AUG23-29250-C,35.11,0.00019823,0.0002,3,1692230181882,262659571,258
0.7,,,,sell,28718.51,BTC-27OCT23-30000-C,35.6,0.0499,0.05,2,1692230171905,262659546,367
1.0,,,,sell,28713.66,BTC-29SEP23-29000-C,33.15,0.04589987,0.0455,3,1692230164639,262659517,1143
0.2,,,,sell,28708.91,BTC-17AUG23-29500-C,43.53,0.00010827,0.0001,3,1692230131217,262659464,228
0.1,,,,buy,28708.53,BTC-25AUG23-24000-P,59.92,0.00061647,0.0007,0,1692230116223,262659451,1133
0.1,,,,sell,28700.01,BTC-19AUG23-28750-P,28.06,0.00928302,0.0095,0,1692230113125,262659436,60
0.1,,,,sell,28708.85,BTC-29DEC23-34000-C,39.58,0.04348779,0.0435,3,1692230081313,262659347,496
1.0,,,,buy,28713.34,BTC-28JUN24-25000-P,44.13,0.07750188,0.077,0,1692230076183,262659333,93
1.0,,,,buy,28710.85,BTC-19AUG23-28500-P,28.26,0.00557989,0.0055,0,1692230051936,262659263,32
1.4,,,,buy,28712.47,BTC-29SEP23-33000-C,38.08,0.01209683,0.012,2,1692230044807,262659205,2068
0.9,,,,sell,28712.82,BTC-1SEP23-31500-C,36.51,0.00465243,0.0045,3,1692230038173,262659203,182
0.8,,,,buy,28712.44,BTC-18AUG23-30500-C,53.07,0.00040008,0.0004,3,1692230029168,262659200,1311
0.1,,,,buy,28718.59,BTC-18AUG23-28750-C,28.17,0.00643596,0.0065,3,1692229982314,262659181,7
0.1,,,,buy,28719.05,BTC-17AUG23-28000-P,53.29,0.0003128,0.0004,1,1692229955978,262659179,61
0.2,,,,buy,28719.82,BTC-25AUG23-29000-P,30.46,0.0221107,0.0225,0,1692229921038,262659156,2599
5.0,,,,buy,28733.06,BTC-19AUG23-29500-C,31.02,0.00209005,0.002,2,1692229818722,262659067,28
1.4,,,,sell,28740.56,BTC-29MAR24-32000-C,41.49,0.10183941,0.1015,2,1692229808095,262659042,170
1.8,,,,sell,28740.56,BTC-29MAR24-34000-C,42.29,0.08277881,0.0825,2,1692229808062,262659041,61
0.1,,,,buy,28737.3,BTC-18AUG23-29500-C,32.58,0.00091273,0.0009,3,1692229778442,262659031,1468
1.0,,,,sell,28733.81,BTC-18AUG23-27000-P,52.99,0.00041591,0.0003,2,1692229761427,262659027,307
1.0,,,,buy,28733.18,BTC-18AUG23-31000-C,64.13,0.00034442,0.0004,0,1692229743956,262659010,1199
0.3,,,,sell,28729.94,BTC-17AUG23-28750-P,26.23,0.00374547,0.0035,3,1692229644015,262658954,120
0.7,,,,sell,28733.39,BTC-29SEP23-34000-C,40.29,0.00964873,0.0095,3,1692229626712,262658952,1788
3.3,,,,buy,28733.39,BTC-29SEP23-31000-C,34.69,0.02303815,0.0225,3,1692229626334,262658951,2367
1.0,,,,sell,28733.33,BTC-19AUG23-27500-P,38.52,0.00119732,0.001,1,1692229617734,262658945,24
25.0,BLOCK-90310,1,,buy,28733.33,BTC-25AUG23-28000-P,31.99,0.00780267,0.0083,0,1692229617577,262658944,2427
0.9,,,,sell,28735.12,BTC-29DEC23-32000-C,38.44,0.0601846,0.06,2,1692229594853,262658901,677
2.5,,,,buy,28740.7,BTC-29SEP23-29000-P,33.44,0.04565627,0.0455,3,1692229573308,262658898,1361
0.4,,,,sell,28736.77,BTC-1SEP23-26500-P,36.72,0.00472233,0.0047,0,1692229572668,262658897,20
5.0,,,,sell,28724.96,BTC-29SEP23-30000-C,34.02,0.03265418,0.0325,3,1692229548587,262658859,3690
1.2,,,,sell,28724.96,BTC-27OCT23-24000-P,40.05,0.01104561,0.011,1,1692229548537,262658857,82
1.0,,,,buy,28719.91,BTC-29SEP23-27000-P,35.23,0.02009651,0.02,1,1692229544995,262658847,1585
4.0,,,,sell,28716.18,BTC-1SEP23-27500-P,32.98,0.00958233,0.0095,1,1692229541030,262658846,70
0.2,,,,buy,28719.86,BTC-18AUG23-30500-P,57.05,0.06184286,0.062,1,1692229524393,262658840,46
4.0,,,,buy,28720.07,BTC-1SEP23-32500-C,41.04,0.00294928,0.0031,2,1692229494004,262658788,152
1.0,,,,sell,28709.98,BTC-18AUG23-26500-P,65.53,0.00033403,0.0003,3,1692229470399,262658769,135
9.5,,,,buy,28711.48,BTC-1SEP23-32000-C,39.05,0.00368544,0.0038,2,1692229462292,262658762,188
1.1,,,,sell,28712.19,BTC-29DEC23-33000-C,38.78,0.05115407,0.0505,2,1692229461661,262658754,640
0.1,,,,sell,28713.71,BTC-1SEP23-27000-P,34.42,0.00664195,0.0065,1,1692229460539,262658751,62
0.1,,,,sell,28722.71,BTC-18AUG23-27500-P,44.99,0.00068992,0.0006,1,1692229401170,262658684,443
0.3,,,,buy,28725.54,BTC-1SEP23-33000-C,42.73,0.00234569,0.0025,2,1692229391637,262658636,141
0.1,,,,sell,28729.2,BTC-29DEC23-31000-C,37.97,0.07107296,0.0705,2,1692229382669,262658607,519
2.0,,,,buy,28730.34,BTC-1SEP23-28000-P,32.27,0.01382598,0.014,0,1692229370275,262658588,114
0.1,,,,sell,28735.28,BTC-28JUN24-35000-C,45.92,0.11584071,0.115,2,1692229364181,262658578,66
0.6,,,,buy,28735.22,BTC-29MAR24-37000-C,44.03,0.06301194,0.0625,2,1692229361002,262658572,91
6.8,,,,buy,28737.89,BTC-19AUG23-28000-P,33.93,0.00222033,0.0023,0,1692229354255,262658569,5
7.3,,,,sell,28736.82,BTC-29MAR24-50000-C,50.98,0.02495953,0.024,3,1692229350103,262658566,656
0.9,,,,sell,28737.1,BTC-25AUG23-31000-C,38.61,0.00291228,0.003,3,1692229326922,262658538,4109
0.3,,,,buy,28743.24,BTC-1SEP23-30500-C,33.72,0.0084256,0.0085,2,1692229316636,262658524,160
2.8,,,,sell,28744.5,BTC-29MAR24-30000-C,40.73,0.12796159,0.1255,2,1692229313409,262658523,230
2.5,,,,buy,28744.32,BTC-29SEP23-38000-C,47.73,0.00401256,0.004,2,1692229295218,262658516,1091
0.1,,,,buy,28750.72,BTC-18AUG23-28750-P,28.44,0.00621418,0.0065,0,1692229292756,262658511,12
0.6,,,,buy,28757.36,BTC-25AUG23-32000-C,45.38,0.00196065,0.002,3,1692229280634,262658458,4193
0.9,,,,buy,28757.75,BTC-29DEC23-35000-C,40.54,0.03897972,0.0385,2,1692229276716,262658449,1589
0.4,,,,buy,28757.76,BTC-1SEP23-30000-C,32.69,0.01182351,0.012,3,1692229275037,262658448,249
3.0,,,,sell,28757.75,BTC-29DEC23-36000-C,41.3,0.03397594,0.0335,2,1692229273572,262658447,571
0.5,,,,sell,28757.75,BTC-29DEC23-15000-P,60.81,0.00332014,0.0034,0,1692229273568,262658446,438
3.3,,,,sell,28757.75,BTC-29DEC23-45000-C,48.73,0.01279143,0.0125,2,1692229273566,262658445,1604
2.4,,,,sell,28757.75,BTC-29DEC23-50000-C,52.04,0.00841106,0.008,0,1692229273564,262658444,1570
1.2,,,,buy,28757.75,BTC-29DEC23-10000-P,79.65,0.00111766,0.0012,0,1692229273030,262658442,317
3.2,,,,sell,28755.7,BTC-29DEC23-40000-C,44.28,0.02102915,0.02,3,1692229272879,262658437,2559
0.5,,,,buy,28757.94,BTC-29SEP23-21000-P,54.8,0.00256738,0.0028,0,1692229241725,262658381,1099
1.8,,,,buy,28743.2,BTC-1SEP23-31000-C,35.58,0.00622082,0.0065,2,1692229181308,262658275,209
0.5,,,,buy,28733.4,BTC-18AUG23-29000-C,26.46,0.00302875,0.003,2,1692229114759,262658138,633
0.2,,,,sell,28741.51,BTC-25AUG23-28500-P,29.65,0.01293088,0.013,1,1692229103978,262658126,192
0.1,,,,buy,28722.45,BTC-29MAR24-25000-P,42.29,0.0567686,0.0565,0,1692229064788,262657934,187
0.2,,,,buy,28733.2,BTC-17AUG23-29000-P,33.38,0.00972334,0.01,0,1692229064045,262657858,329
0.1,,,,buy,28733.2,BTC-29SEP23-25000-P,39.26,0.0087431,0.0085,1,1692229063993,262657855,1695
0.1,,,,buy,28740.37,BTC-18AUG23-28500-P,28.0,0.00324154,0.0032,0,1692229062975,262657838,1043
0.1,,,,buy,28768.51,BTC-1SEP23-28000-C,31.71,0.0438319,0.0435,1,1692229031305,262657715,1
0.1,,,,sell,28757.53,BTC-25AUG23-27500-P,33.09,0.00481989,0.0046,0,1692229025224,262657684,137
0.2,,,,sell,28751.16,BTC-28JUN24-45000-C,50.14,0.06215711,0.062,2,1692229019469,262657637,159
0.1,,,,buy,28762.56,BTC-29SEP23-28000-P,34.03,0.03013679,0.03,0,1692229017317,262657582,1443
1.0,,,,sell,28763.8,BTC-1SEP23-29000-P,31.41,0.02792111,0.028,0,1692229016506,262657546,154
0.8,,,,buy,28776.39,BTC-19AUG23-28750-C,25.27,0.00959192,0.009,2,1692229014516,262657525,7
0.1,,,,buy,28794.0,BTC-19AUG23-30000-C,36.7,0.00116637,0.0012,3,1692228956880,262657196,36
0.2,,,,buy,28809.89,BTC-1SEP23-29500-C,31.24,0.01732683,0.017,3,1692228926380,262657152,250
0.1,,,,sell,28812.51,BTC-18AUG23-28000-P,36.87,0.00116975,0.001,2,1692228870502,262657141,686
0.8,,,,sell,28812.19,BTC-29SEP23-37000-C,45.26,0.00515772,0.0047,3,1692228867759,262657138,1001
0.5,,,,buy,28819.02,BTC-29MAR24-38000-C,45.14,0.0597875,0.0595,2,1692228775550,262657016,92
0.6,,,,buy,28819.12,BTC-18AUG23-25500-P,81.46,5.02e-05,0.0001,3,1692228771519,262656999,59
1.0,,,,buy,28817.29,BTC-17AUG23-28500-P,32.8,0.00067871,0.0007,2,1692228720922,262656975,112
2.4,,,,buy,28814.69,BTC-25AUG23-30500-C,35.32,0.00427448,0.0044,1,1692228681480,262656956,247
0.3,,,,sell,28806.84,BTC-27OCT23-32000-C,36.88,0.03152569,0.031,2,1692228667128,262656912,300
