amount,block_trade_id,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,sell,27222.96,BTC-24MAY23-27750-C,44.78,0.0007003,0.0005,3,1684886232393,255679389,123
0.2,,,sell,27223.53,BTC-24MAY23-27500-C,35.05,0.00133243,0.001,3,1684886196523,255679388,201
0.3,,,buy,27225.28,BTC-26MAY23-27500-C,42.33,0.00903626,0.0095,1,1684885840759,255679374,492
0.1,,,sell,27225.79,BTC-24MAY23-27000-P,31.36,0.00135481,0.001,3,1684885414634,255679206,228
6.0,,,sell,27223.86,BTC-26MAY23-30000-C,61.43,0.00070603,0.0005,3,1684885306443,255679189,3865
1.0,,,sell,27223.83,BTC-29SEP23-50000-C,60.1,0.0092308,0.009,1,1684885302409,255679188,804
2.9,,,buy,27223.62,BTC-29SEP23-12000-P,72.84,0.00302551,0.003,3,1684885286776,255679184,226
0.1,,,sell,27225.92,BTC-9JUN23-25000-P,47.21,0.01008,0.01,2,1684885268234,255679163,75
1.0,,,buy,27249.21,BTC-29DEC23-70000-C,63.24,0.00886497,0.0085,2,1684884777749,255678470,172
1.0,,,sell,27250.16,BTC-29DEC23-75000-C,63.93,0.00732889,0.0065,2,1684884740540,255678469,89
0.7,,,sell,27249.4,BTC-26MAY23-27000-P,38.77,0.00851355,0.008,2,1684884675308,255678456,2897
0.3,,,sell,27252.1,BTC-2JUN23-34000-C,61.52,0.00073781,0.0005,2,1684884612385,255678428,63
0.1,,,buy,27254.3,BTC-26MAY23-28000-C,44.89,0.00471615,0.005,0,1684884591073,255678413,4097
0.3,,,sell,27254.57,BTC-25MAY23-27000-P,35.27,0.00487056,0.0045,2,1684884581019,255678399,107
4.0,,,sell,27254.53,BTC-29DEC23-11000-P,69.7,0.00646248,0.006,2,1684884579848,255678398,123
2.0,,,sell,27254.78,BTC-29DEC23-13000-P,65.02,0.0104476,0.01,2,1684884555600,255678379,98
1.0,,,sell,27254.02,BTC-29DEC23-12000-P,67.62,0.00845308,0.008,1,1684884537444,255678376,119
0.1,,,buy,27247.34,BTC-24MAY23-27250-C,32.56,0.00412449,0.004,1,1684884446189,255678172,151
0.1,,,buy,27243.57,BTC-26MAY23-28250-C,46.65,0.00336385,0.0035,3,1684884445339,255678164,75
0.1,,,sell,27243.57,BTC-2JUN23-30000-C,48.74,0.00484454,0.0045,3,1684884444600,255678142,508
0.1,,,buy,27237.11,BTC-9JUN23-27500-C,43.89,0.0335805,0.0335,2,1684884293001,255678095,57
0.2,,,buy,27236.09,BTC-26MAY23-26750-P,41.78,0.00596107,0.006,2,1684884283976,255678092,51
3.4,,,buy,27233.26,BTC-30JUN23-31000-C,49.33,0.01989019,0.02,1,1684884271571,255678077,1734
0.2,,,buy,27231.5,BTC-25MAY23-27000-C,36.53,0.01414041,0.014,3,1684884269015,255678049,35
0.2,,,sell,27229.05,BTC-25MAY23-26500-P,39.43,0.00164907,0.0015,3,1684884251656,255678045,63
0.2,,,buy,27220.94,BTC-28JUL23-27000-P,46.16,0.07133669,0.0715,3,1684884070646,255677902,245
1.0,,,sell,27225.69,BTC-25MAY23-27750-C,39.09,0.00311889,0.003,3,1684883988332,255677870,43
0.5,,,buy,27219.55,BTC-26MAY23-27750-C,42.9,0.00638726,0.0065,1,1684883985628,255677838,153
3.4,,,sell,27213.78,BTC-29SEP23-21000-P,52.85,0.03039797,0.03,0,1684883960019,255677690,361
2.3,,,sell,27205.73,BTC-25MAY23-28500-C,51.23,0.00093733,0.001,3,1684883927358,255677657,40
3.6,,,sell,27205.85,BTC-26MAY23-26500-P,39.73,0.00403751,0.0035,2,1684883855419,255677649,442
0.1,,,buy,27204.83,BTC-28JUL23-27000-C,45.7,0.08315565,0.0825,2,1684883725454,255677631,88
0.1,,,sell,27213.08,BTC-25MAY23-26250-P,36.95,0.00091024,0.0005,2,1684883339914,255677422,62
0.9,,,sell,27211.95,BTC-25MAY23-27500-C,37.27,0.00512549,0.005,3,1684883174849,255677277,57
1.0,,,buy,27209.45,BTC-2JUN23-28000-C,45.67,0.01742166,0.018,0,1684883100461,255677228,374
0.1,,,sell,27205.86,BTC-26MAY23-26000-P,43.49,0.00173094,0.0015,2,1684882991623,255677181,2695
1.3,,,sell,27203.42,BTC-2JUN23-27500-C,44.0,0.02399958,0.024,0,1684882569888,255677119,767
0.5,,,sell,27206.41,BTC-2JUN23-22000-P,62.15,0.00071569,0.0005,3,1684882356336,255677025,58
0.6,,,buy,27198.21,BTC-2JUN23-27500-P,44.06,0.03294842,0.033,3,1684882269888,255676975,126
0.4,,,sell,27188.01,BTC-24MAY23-27250-P,29.59,0.00554323,0.005,3,1684881969437,255676899,223
0.2,,,sell,27188.01,BTC-25MAY23-28000-C,40.17,0.00176571,0.0015,2,1684881967595,255676881,48
1.0,,,buy,27188.07,BTC-26MAY23-31000-C,78.57,0.00021076,0.0005,3,1684881964611,255676879,2914
5.0,,,buy,27188.38,BTC-26MAY23-32000-C,94.34,0.00020485,0.0005,3,1684881957447,255676870,4622
1.0,,,sell,27193.14,BTC-29DEC23-31000-C,48.81,0.10501712,0.105,0,1684881906887,255676844,82
1.4,,,buy,27193.99,BTC-29DEC23-25000-P,49.44,0.10225835,0.1025,1,1684881906317,255676837,275
1.5,,,buy,27193.99,BTC-29DEC23-26000-P,49.11,0.11859866,0.1195,0,1684881906310,255676836,113
2.7,,,sell,27198.54,BTC-29DEC23-32000-C,48.99,0.09494287,0.095,0,1684881889996,255676827,98
1.6,,,buy,27199.28,BTC-29DEC23-24000-P,50.02,0.08673227,0.0875,0,1684881865095,255676826,158
0.1,,,sell,27199.46,BTC-30JUN23-23000-P,52.5,0.01290019,0.0125,2,1684881863636,255676825,1562
0.1,,,sell,27197.75,BTC-30JUN23-33000-C,52.09,0.01198925,0.0115,2,1684881839162,255676824,1412
0.1,,,sell,27191.57,BTC-25MAY23-26750-P,36.95,0.00328576,0.003,3,1684881706368,255676804,63
0.1,,,buy,27192.39,BTC-30JUN23-22000-P,55.9,0.0092409,0.009,1,1684881667638,255676791,1424
0.6,,,sell,27194.23,BTC-30JUN23-27000-P,45.54,0.05351071,0.053,3,1684881536596,255676608,1328
0.1,,,sell,27194.54,BTC-30JUN23-35000-C,55.91,0.00795554,0.0075,1,1684881502844,255676604,3592
1.0,,,sell,27194.67,BTC-26MAY23-29000-C,54.11,0.00171625,0.0015,3,1684881498756,255676603,2760
2.0,,,buy,27196.59,BTC-26MAY23-28000-P,42.11,0.03295894,0.0325,0,1684881473740,255676602,1598
0.1,,,buy,27196.33,BTC-30JUN23-38000-C,63.13,0.00447053,0.005,0,1684881361557,255676510,829
0.3,,,buy,27196.68,BTC-26MAY23-26250-P,45.05,0.00278198,0.003,3,1684881357157,255676487,129
3.6,,,sell,27194.83,BTC-24MAY23-26750-P,37.68,0.00070215,0.0005,3,1684881272226,255676407,193
