amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,sell,58974.27,BTC-6SEP24-58000-P,41.38,0.01303569,0.0125,2,1725148570203,316184938,1141
0.5,,,,0.5,sell,58969.3,BTC-20SEP24-62000-C,45.82,0.02353554,0.023,2,1725148328493,316184921,159
0.1,,,,0.1,buy,58969.24,BTC-3SEP24-60000-C,34.01,0.00438885,0.0044,2,1725148312832,316184920,101
0.1,,,,0.1,buy,58961.48,BTC-1SEP24-59500-C,25.95,0.00054273,0.0005,2,1725148196733,316184912,220
0.1,,,,0.1,sell,58957.86,BTC-6SEP24-61000-C,39.87,0.00750577,0.007,2,1725148160476,316184909,1104
0.6,,,,0.6,buy,58954.56,BTC-3SEP24-60500-C,34.72,0.00264003,0.0027,3,1725148040736,316184861,39
0.3,,,,0.3,sell,58942.1,BTC-27SEP24-52000-P,51.81,0.01227818,0.0125,2,1725147650239,316184832,1837
0.3,,,,0.3,sell,58944.25,BTC-27SEP24-67000-C,48.46,0.01294597,0.0125,2,1725147626806,316184831,815
1.0,,,,1.0,buy,58953.5,BTC-1SEP24-56500-P,74.63,0.00015406,0.0003,0,1725147228488,316184791,57
1.0,,,,1.0,buy,58953.76,BTC-1SEP24-56000-P,81.8,5.168e-05,0.0002,1,1725147215720,316184790,71
0.5,,,,0.5,buy,58957.06,BTC-27DEC24-80000-C,62.65,0.05029435,0.05,2,1725147040194,316184759,3322
0.2,,,,0.2,buy,58957.65,BTC-27DEC24-60000-C,60.43,0.14062401,0.14,0,1725147000653,316184750,1461
4.0,,,,4.0,buy,58977.14,BTC-27SEP24-70000-C,50.18,0.007464,0.0075,3,1725146876383,316184731,6353
0.2,,,,0.2,buy,58968.1,BTC-2SEP24-64000-C,56.16,2.068e-05,0.0001,3,1725146813014,316184718,20
0.1,,,,0.1,buy,58965.32,BTC-2SEP24-63500-C,51.44,2.594e-05,0.0001,3,1725146771745,316184717,7
10.0,,,,10.0,sell,58965.29,BTC-13SEP24-48000-P,64.84,0.00164855,0.0018,0,1725146765670,316184715,233
0.1,,,,0.1,buy,58963.42,BTC-2SEP24-63000-C,46.69,5.781e-05,0.0001,3,1725146741308,316184714,37
1.0,,,,1.0,sell,58952.31,BTC-6SEP24-54000-P,51.28,0.00223809,0.0021,2,1725146644970,316184706,420
5.0,,,,5.0,sell,58952.63,BTC-2SEP24-61000-C,36.22,0.00057394,0.0006,0,1725146614676,316184705,99
0.3,,,,0.3,buy,58949.1,BTC-27SEP24-125000-C,95.92,0.00014434,0.0002,1,1725146547583,316184680,861
0.1,,,,0.1,buy,58939.56,BTC-27SEP24-34000-P,88.41,0.00055244,0.0006,2,1725146429984,316184625,365
0.1,,,,0.1,buy,58939.56,BTC-27SEP24-40000-P,75.43,0.00160619,0.0017,0,1725146429931,316184623,1334
0.1,,,,0.1,sell,58960.85,BTC-1SEP24-59000-C,23.85,0.00255071,0.0027,2,1725145986086,316184554,169
0.7,,,,0.7,buy,58989.61,BTC-6SEP24-57000-C,43.81,0.04227789,0.042,3,1725145569420,316184526,107
1.0,,,,1.0,buy,58983.85,BTC-13SEP24-57000-C,45.26,0.05353485,0.053,2,1725145563396,316184511,219
0.3,,,,0.3,buy,58984.92,BTC-25OCT24-55000-P,52.13,0.04397099,0.0445,0,1725145546099,316184507,258
2.1,,,,2.1,buy,58984.82,BTC-3SEP24-62000-C,38.14,0.00059826,0.0007,1,1725145534818,316184503,2
0.7,,,,0.7,buy,58997.35,BTC-27DEC24-75000-P,61.22,0.30321262,0.301,2,1725145464493,316184464,371
0.5,,,,0.5,buy,59019.49,BTC-2SEP24-59000-C,25.73,0.0067078,0.0065,2,1725145443571,316184450,60
0.2,,,,0.2,buy,59021.15,BTC-3SEP24-59000-P,33.42,0.01059492,0.0105,3,1725145434374,316184444,20
0.6,,,,0.6,buy,59018.31,BTC-28MAR25-180000-C,73.96,0.01035991,0.01,3,1725145407274,316184443,254
1.0,,,,1.0,sell,59024.95,BTC-27SEP24-70000-P,51.24,0.18958585,0.19,0,1725145382411,316184439,1357
1.0,,,,1.0,sell,59025.84,BTC-27DEC24-100000-C,65.6,0.01929531,0.0195,2,1725145337302,316184432,5424
3.6,,,,3.6,sell,59025.84,BTC-27DEC24-130000-C,70.04,0.00638796,0.006,3,1725145337272,316184431,643
0.2,,,,0.2,buy,59043.33,BTC-3SEP24-59500-C,33.66,0.0076398,0.0075,3,1725145316088,316184415,64
0.1,,,,0.1,sell,59020.32,BTC-6SEP24-56000-C,47.58,0.05693622,0.057,3,1725145234881,316184362,35
3.0,,,,3.0,sell,59019.75,BTC-27DEC24-120000-C,68.44,0.0089798,0.0085,2,1725145196196,316184360,1470
0.1,,,,0.1,sell,59014.13,BTC-3SEP24-58000-P,34.69,0.00501597,0.0045,2,1725145066900,316184306,66
0.1,,,,0.1,sell,59015.06,BTC-6SEP24-57000-P,43.82,0.00828154,0.008,2,1725144927362,316184300,811
0.4,,,,0.4,buy,59014.86,BTC-27SEP24-55000-P,49.83,0.02282413,0.0235,0,1725144897248,316184299,2769
0.7,,,,0.7,buy,59014.72,BTC-27SEP24-62000-P,46.61,0.07872925,0.078,2,1725144839211,316184285,1804
0.1,,,,0.1,sell,59017.08,BTC-25OCT24-88000-C,57.22,0.00448056,0.0042,3,1725144799023,316184284,144
0.5,,,,0.5,buy,59016.1,BTC-27DEC24-62000-P,61.18,0.15017183,0.151,2,1725144692723,316184280,340
0.7,,,,0.7,sell,59019.83,BTC-2SEP24-59500-C,27.45,0.00333849,0.0035,3,1725144504541,316184242,62
0.1,,,,0.1,sell,59018.98,BTC-1SEP24-60000-C,33.22,0.00027198,0.0003,2,1725144381018,316184201,196
0.4,,,,0.4,buy,59027.8,BTC-27SEP24-62000-C,47.89,0.03204523,0.0325,1,1725144133026,316184182,1665
1.0,,,,1.0,buy,59031.24,BTC-27SEP24-63000-C,47.18,0.02683907,0.0265,2,1725144109415,316184180,928
3.0,,,,3.0,sell,59028.19,BTC-6SEP24-65000-C,45.8,0.0011576,0.001,3,1725143845601,316184162,826
0.1,,,,0.1,buy,59028.07,BTC-20SEP24-74000-C,53.97,0.00204623,0.002,3,1725143821383,316184159,28
2.8,,,,2.8,sell,59028.07,BTC-13SEP24-68000-C,49.75,0.00238365,0.0027,1,1725143821313,316184158,958
6.6,,,,6.6,buy,59034.23,BTC-13SEP24-76000-C,58.32,0.00037502,0.0004,3,1725143776015,316184154,98
9.7,,,,9.7,buy,59034.23,BTC-25OCT24-85000-C,57.1,0.00549188,0.006,3,1725143775957,316184152,201
0.1,,,,0.1,sell,59047.91,BTC-1SEP24-59000-P,22.02,0.00268669,0.0025,0,1725143607044,316184140,207
1.0,,,,1.0,buy,59046.0,BTC-20SEP24-56000-C,47.71,0.0754716,0.075,0,1725143604096,316184134,77
0.2,,,,0.2,buy,59040.85,BTC-27JUN25-65000-P,63.76,0.24414928,0.242,2,1725143535738,316184124,128
0.1,,,,0.1,sell,59030.45,BTC-29NOV24-52000-P,58.82,0.05318164,0.053,2,1725143492209,316184120,29
29.5,,,,29.5,sell,59031.51,BTC-6SEP24-52000-P,58.69,0.00118566,0.001,2,1725143408814,316184115,430
3.1,,,,3.1,sell,59021.16,BTC-6SEP24-46000-P,87.5,0.00039464,0.0003,3,1725143347809,316184107,301
