amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
5.0,,,,,,5.0,sell,89161.31,BTC-6FEB26-86000-P,37.56,0.00841419,0.0085,1,1769644783084,410377899,338
2.0,,,,,,2.0,buy,89164.02,BTC-29JAN26-88000-P,32.43,0.00038718,0.0004,2,1769644777888,410377898,200
0.1,,,,,,0.1,sell,89194.44,BTC-30JAN26-90000-C,35.1,0.0049686,0.0049,3,1769644706239,410377780,4327
0.1,,,,,,0.1,buy,89204.53,BTC-27MAR26-155000-C,54.17,0.00049765,0.0005,1,1769644602275,410377762,1410
0.1,,,,,,0.1,sell,89175.6,BTC-27MAR26-86000-P,38.87,0.0409857,0.041,0,1769644595566,410377745,948
0.5,,,,,,0.5,buy,89214.89,BTC-27MAR26-88000-P,38.4,0.04992916,0.05,3,1769644585037,410377708,875
0.2,,,,,,0.2,sell,89214.89,BTC-29JAN26-87000-P,41.13,0.00012736,0.0001,3,1769644584712,410377704,163
0.2,,,,,,0.2,sell,89162.8,BTC-30JAN26-89000-P,35.71,0.00743296,0.0075,2,1769644560778,410377635,780
0.1,,,,,,0.1,sell,89156.85,BTC-30JAN26-96000-P,59.22,0.07641778,0.0765,0,1769644555453,410377634,740
0.2,,,,,,0.2,buy,89161.75,BTC-30JAN26-88000-P,37.52,0.00362127,0.0038,0,1769644384728,410377567,3430
0.1,,,,,,0.1,buy,89159.17,BTC-27MAR26-180000-C,60.96,0.0001903,0.0002,3,1769644307421,410377564,1791
2.2,,,,,,2.2,buy,89155.5,BTC-26JUN26-125000-C,42.48,0.01861772,0.0185,3,1769644283142,410377559,1334
0.1,,,,,,0.1,sell,89178.03,BTC-27MAR26-85000-P,39.2,0.0369402,0.037,1,1769644265811,410377547,10251
9.0,,,,,,9.0,sell,89168.06,BTC-30JAN26-98000-C,63.74,0.00014081,0.0001,3,1769644191187,410377542,2943
1.0,,,,,,1.0,sell,89193.65,BTC-13FEB26-94000-C,35.77,0.01103742,0.011,0,1769644182704,410377540,273
1.0,,,,BTC-RR-13FEB26-82000_95000,410377446,1.0,sell,89275.41,BTC-13FEB26-95000-C,36.06,0.00887952,0.009,0,1769644101390,410377448,218
1.0,,,,BTC-RR-13FEB26-82000_95000,410377446,1.0,buy,89275.41,BTC-13FEB26-82000-P,40.95,0.00619614,0.0062,2,1769644101390,410377447,151
0.2,,,,,,0.2,sell,89248.28,BTC-29JAN26-92000-C,47.52,0.00016189,0.0001,3,1769644094486,410377440,305
0.2,,,,,,0.2,sell,89233.66,BTC-31JAN26-96000-C,46.95,0.00031344,0.0004,3,1769644078962,410377422,33
0.2,,,,,,0.2,buy,89214.19,BTC-27MAR26-100000-C,37.3,0.02182268,0.0215,1,1769644074645,410377415,3643
1.0,,,,BTC-PS-25DEC26-80000_65000,410377381,1.0,sell,89200.79,BTC-25DEC26-65000-P,51.44,0.05315243,0.0534,2,1769643949903,410377383,32
1.0,,,,BTC-PS-25DEC26-80000_65000,410377381,1.0,buy,89200.79,BTC-25DEC26-80000-P,48.58,0.10714475,0.107,2,1769643949903,410377382,252
0.3,,,,,,0.3,buy,89199.11,BTC-26JUN26-105000-C,41.88,0.05355482,0.053,2,1769643945563,410377380,1316
0.7,,,,,,0.7,buy,89187.75,BTC-27MAR26-105000-C,37.78,0.01253912,0.0125,3,1769643909839,410377377,4519
0.9,,,,,,0.9,sell,89185.56,BTC-25DEC26-65000-C,51.58,0.357427,0.358,0,1769643901775,410377376,7
0.3,,,,,,0.3,buy,89185.88,BTC-29JAN26-94000-C,75.85,2.013e-05,0.0001,3,1769643896691,410377375,511
0.6,,,,,,0.6,buy,89181.82,BTC-29JAN26-90000-C,31.3,0.00097995,0.0009,3,1769643890691,410377364,356
0.4,,,,,,0.4,buy,89153.24,BTC-25DEC26-80000-C,48.41,0.25064004,0.25,3,1769643858014,410377333,22
4.4,,,,,,4.4,buy,89152.94,BTC-31JAN26-93000-C,37.84,0.00134843,0.0012,3,1769643856432,410377331,12
5.0,,,,,,5.0,sell,89147.94,BTC-29JAN26-91000-C,41.61,0.00032639,0.0003,2,1769643825624,410377316,285
0.9,,,,,,0.9,buy,89089.19,BTC-27FEB26-85000-P,37.83,0.02150018,0.0215,0,1769643616011,410377227,1248
8.0,,,,,,8.0,buy,89109.07,BTC-29JAN26-89000-P,31.21,0.00304451,0.0032,0,1769643572509,410377196,130
0.2,,,,,,0.2,buy,89143.88,BTC-1FEB26-86000-P,36.01,0.00242342,0.0025,2,1769643552364,410377144,9
0.1,,,,,,0.1,sell,89136.93,BTC-26JUN26-90000-P,43.14,0.10444503,0.1045,2,1769643483048,410377110,3581
1.0,,,,,,1.0,sell,89121.84,BTC-6FEB26-94000-C,35.28,0.00502667,0.0048,3,1769643332336,410377078,412
5.0,,,,,,5.0,sell,89121.27,BTC-6FEB26-85000-P,37.53,0.00645983,0.006,2,1769643317955,410377070,651
0.5,,,,,,0.5,sell,89140.27,BTC-13FEB26-93000-C,35.44,0.01357723,0.0135,3,1769643190430,410377032,272
2.5,,,,,,2.5,buy,89172.37,BTC-6FEB26-80000-P,47.72,0.00192652,0.0019,3,1769642946656,410376939,559
0.1,,,,,,0.1,sell,89169.47,BTC-6FEB26-88000-C,35.87,0.02948675,0.0295,2,1769642913780,410376876,84
0.1,,,,,,0.1,buy,89229.94,BTC-27FEB26-80000-P,41.53,0.00957651,0.01,2,1769642867883,410376806,1616
0.5,,,,,,0.5,sell,89294.04,BTC-1FEB26-88000-P,31.95,0.00616391,0.006,3,1769642703228,410376740,23
2.7,,,,,,2.7,buy,89297.5,BTC-6FEB26-83000-P,41.88,0.00357001,0.0036,0,1769642701455,410376739,14
0.1,,,,,,0.1,buy,89337.05,BTC-31JAN26-90000-C,36.07,0.00824751,0.0085,0,1769642636421,410376714,89
0.1,,,,,,0.1,sell,89313.56,BTC-6FEB26-78000-P,51.82,0.00126896,0.0012,2,1769642340325,410376038,176
12.5,32866,BLOCK-257865,2,BTC-PDIAG-6FEB26_30JAN26-87000_89000,,12.5,sell,89328.08,BTC-6FEB26-87000-P,36.09,0.01070303,0.0105,2,1769642267227,410375996,230
1.0,,,,,,1.0,buy,89258.22,BTC-27MAR26-95000-C,37.55,0.03712679,0.037,1,1769642160941,410375856,2414
0.1,,,,,,0.1,sell,89222.71,BTC-27MAR26-90000-P,37.97,0.06070906,0.0605,2,1769642107693,410375831,4920
0.2,,,,,,0.2,sell,89234.91,BTC-27FEB26-96000-C,35.88,0.0156386,0.0155,1,1769642083366,410375819,1005
