amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,sell,25905.82,BTC-9SEP23-26250-C,27.38,0.00028372,0.0002,3,1694217369040,264338479,291
0.2,,,,,sell,25905.77,BTC-9SEP23-25750-P,18.41,0.0009211,0.0004,3,1694217176693,264338474,374
0.2,,,,,sell,25905.77,BTC-9SEP23-26000-C,15.47,0.00156684,0.0006,1,1694217176527,264338473,373
1.8,,,,,buy,25906.13,BTC-10SEP23-25750-P,18.2,0.00346698,0.002,2,1694216996586,264338467,137
0.4,,,,,sell,25906.23,BTC-29SEP23-36000-C,57.09,0.00053594,0.0004,2,1694216969144,264338466,1338
0.1,,,,,sell,25906.23,BTC-29DEC23-20000-P,49.6,0.02024019,0.02,3,1694216950977,264338465,1259
0.3,,,,,sell,25906.18,BTC-27OCT23-31000-C,43.54,0.01223338,0.012,3,1694216937965,264338462,841
0.7,,,,,sell,25906.13,BTC-29SEP23-28000-C,33.56,0.00799449,0.0075,3,1694216937709,264338461,3428
4.1,,,,,sell,25906.16,BTC-10SEP23-25500-P,22.35,0.00114433,0.0008,1,1694216888658,264338460,68
0.1,,,,,buy,25899.45,BTC-29SEP23-23000-P,43.14,0.00591105,0.0055,3,1694216637639,264338416,2050
1.6,,,,,buy,25904.02,BTC-22SEP23-24500-P,36.7,0.00816118,0.008,3,1694216536304,264338383,391
0.1,,,,,sell,25904.22,BTC-10SEP23-26000-P,18.36,0.00804996,0.0065,1,1694216497825,264338378,86
3.2,,,,,buy,25904.35,BTC-15SEP23-24000-P,41.35,0.00204681,0.0019,3,1694216479964,264338374,470
0.8,,,,,sell,25904.86,BTC-10SEP23-26000-C,15.37,0.0044326,0.0022,3,1694216432354,264338367,68
0.2,,,,,sell,25905.5,BTC-15SEP23-27000-C,28.25,0.00272526,0.0026,2,1694216316202,264338352,838
0.1,,,,,sell,25905.39,BTC-29DEC23-21000-P,47.47,0.02634596,0.0255,3,1694216286059,264338345,722
0.2,,,,,buy,25899.6,BTC-29SEP23-29000-C,36.76,0.00443781,0.0044,3,1694216095951,264338337,3164
0.6,,,,,sell,25902.8,BTC-15SEP23-25500-P,29.0,0.00896477,0.0085,3,1694215909966,264338304,1040
0.1,,,,,sell,25901.68,BTC-22SEP23-26000-C,30.37,0.02234077,0.022,0,1694215739902,264338272,673
0.3,,,,,sell,25903.05,BTC-27OCT23-29000-C,40.21,0.02110789,0.021,3,1694215684732,264338266,815
0.3,,,,,sell,25903.4,BTC-22SEP23-25000-P,34.23,0.01157601,0.0115,3,1694215678907,264338265,326
0.1,,,,,sell,25906.19,BTC-24NOV23-26000-P,39.91,0.06943774,0.0695,3,1694215621421,264338257,202
0.1,,,,,sell,25910.19,BTC-9SEP23-26500-C,36.09,0.00014368,0.0001,3,1694215457314,264338228,267
0.1,,,,,sell,25910.92,BTC-27OCT23-32000-C,45.45,0.00955251,0.0095,2,1694215399671,264338220,952
0.1,,,,,sell,25907.32,BTC-11SEP23-26000-P,19.04,0.00988324,0.008,1,1694215323616,264338206,15
0.6,,,,,sell,25903.23,BTC-10SEP23-24500-P,40.49,8.86e-05,0.0001,3,1694215315921,264338197,59
2.0,,,,,buy,25912.94,BTC-24NOV23-24000-P,42.13,0.03933951,0.0395,3,1694215071799,264338129,197
0.1,,,,,sell,25919.6,BTC-15SEP23-27500-C,30.87,0.00146506,0.0014,3,1694214951811,264338105,790
0.4,,,,,sell,25921.96,BTC-11SEP23-26000-C,19.0,0.00670483,0.0048,3,1694214901560,264338093,42
0.1,,,,,buy,25920.94,BTC-24NOV23-20000-P,50.37,0.01202653,0.012,1,1694214878880,264338085,98
3.6,,,,,buy,25914.11,BTC-15SEP23-26000-C,27.28,0.01287304,0.013,1,1694214737721,264338021,1206
1.5,,,,,buy,25913.19,BTC-29DEC23-22000-P,45.89,0.03358053,0.033,2,1694214670191,264337946,821
15.0,,,,,sell,25912.58,BTC-27OCT23-23000-P,44.43,0.01921456,0.019,2,1694214621444,264337941,657
1.3,,,,,sell,25912.87,BTC-29DEC23-25000-P,42.73,0.06978975,0.0695,2,1694214621005,264337940,1379
2.0,,,,,sell,25912.46,BTC-11SEP23-24500-P,34.07,0.00028095,0.0002,2,1694214410547,264337916,47
2.0,,,,,sell,25911.95,BTC-11SEP23-25000-P,28.83,0.00067766,0.0006,3,1694214351768,264337913,34
1.5,,,,,sell,25913.19,BTC-9SEP23-25250-P,40.13,0.00016041,0.0001,3,1694214312435,264337908,156
1.6,,,,,sell,25913.29,BTC-9SEP23-25500-P,30.58,0.00025363,0.0002,2,1694214303373,264337903,257
0.8,,,,,buy,25917.97,BTC-24NOV23-29000-C,40.32,0.03503246,0.035,2,1694214294382,264337902,166
0.1,,,,,sell,25904.13,BTC-29SEP23-26000-C,32.59,0.03022835,0.03,0,1694214274018,264337811,2899
0.1,,,,,sell,25905.59,BTC-22SEP23-27000-C,30.15,0.00874226,0.0085,2,1694213866318,264337785,406
2.1,,,,,sell,25906.4,BTC-10SEP23-26750-C,27.63,0.00021492,0.0002,3,1694213400099,264337753,41
3.0,,,,,buy,25902.92,BTC-9SEP23-27000-C,58.72,8.314e-05,0.0001,2,1694213343006,264337749,307
0.1,,,,,sell,25902.82,BTC-22SEP23-32000-C,46.41,0.00033835,0.0003,3,1694213338726,264337748,37
0.1,,,,,sell,25909.63,BTC-11SEP23-26750-C,22.52,0.0005056,0.0003,2,1694212772407,264337671,8
0.2,,,,,sell,25907.22,BTC-29SEP23-27000-C,32.17,0.01565827,0.015,1,1694212614156,264337632,2724
0.1,,,,,sell,25900.62,BTC-15SEP23-22500-P,56.52,0.00089582,0.0008,3,1694212431796,264337607,101
1.0,,,,,buy,25900.32,BTC-27OCT23-28000-C,38.69,0.0285471,0.0285,2,1694212388360,264337597,936
2.0,,,,,buy,25901.19,BTC-9SEP23-25000-P,50.85,9.685e-05,0.0001,3,1694212371856,264337586,223
0.2,,,,,sell,25903.14,BTC-10SEP23-25000-P,32.35,0.00020446,0.0003,3,1694212000786,264337454,94
0.1,,,,,sell,25909.85,BTC-15SEP23-22000-P,61.2,0.00069473,0.0006,3,1694211957367,264337402,271
1.0,,,,,buy,25909.89,BTC-29DEC23-30000-C,43.74,0.04651788,0.047,1,1694211868836,264337339,2231
1.0,,,,,sell,25904.64,BTC-29DEC23-24000-P,43.35,0.05532547,0.0545,2,1694211841138,264337312,783
1.0,,,,,buy,25903.87,BTC-29SEP23-24500-P,37.79,0.0132923,0.0135,3,1694211763994,264337304,488
1.0,,,,,buy,25906.03,BTC-27OCT23-20000-P,52.9,0.00631582,0.0065,1,1694211478354,264337266,273
1.8,,,,,buy,25906.22,BTC-27OCT23-24000-P,41.44,0.02690005,0.0265,2,1694211420179,264337263,893
0.8,,,,,sell,25901.15,BTC-27OCT23-25000-P,39.41,0.03869877,0.038,3,1694211300964,264337237,1028
0.1,,,,,sell,25900.47,BTC-15SEP23-25000-P,34.21,0.0054877,0.0055,3,1694211275050,264337231,1234
0.6,,,,,sell,25896.0,BTC-27OCT23-26000-P,38.26,0.05519797,0.0545,3,1694211254301,264337215,1051
1.8,,,,,sell,25901.69,BTC-10SEP23-24000-P,52.37,0.00016919,0.0001,2,1694211240117,264337189,29
11.9,,,,,sell,25901.69,BTC-24NOV23-27000-P,39.67,0.09158015,0.091,0,1694211239272,264337187,92
3.2,,,,,sell,25901.39,BTC-27OCT23-26000-C,38.56,0.05725061,0.057,1,1694211226816,264337185,679
0.9,,,,,sell,25900.45,BTC-24NOV23-25000-P,41.13,0.0537677,0.0535,2,1694211203071,264337179,161
0.3,,,,,sell,25897.16,BTC-10SEP23-25250-P,28.48,0.00059083,0.0006,1,1694210568887,264337034,55
0.2,,,,,sell,25896.82,BTC-22SEP23-24000-P,38.7,0.00568359,0.0055,2,1694209878818,264336909,251
2.7,,,,,sell,25873.72,BTC-29MAR24-34000-C,49.39,0.06170488,0.0615,1,1694209550743,264336817,116
3.2,,,,,buy,25881.69,BTC-22SEP23-25500-P,32.44,0.01736927,0.0175,3,1694209417963,264336802,286
0.1,,,,,buy,25885.18,BTC-10SEP23-26250-C,21.17,0.00160215,0.001,3,1694209353103,264336767,114
7.0,,,,,buy,25901.43,BTC-22SEP23-26500-C,30.25,0.01408813,0.014,3,1694208979178,264336681,237
0.1,,,,,sell,25890.88,BTC-29DEC23-19000-P,52.11,0.0164614,0.016,2,1694208936360,264336648,551
2.3,,,,,buy,25885.28,BTC-22SEP23-28000-C,33.24,0.00361923,0.0036,2,1694208928861,264336644,346
1.6,,,,,sell,25883.91,BTC-10SEP23-26500-C,25.41,0.00047187,0.0005,3,1694208772994,264336571,123
5.0,,,,,sell,25880.48,BTC-11SEP23-27000-C,26.24,0.00028232,0.0002,3,1694208756543,264336561,34
0.1,,,,,sell,25873.99,BTC-27OCT23-27000-C,38.62,0.0409002,0.0405,2,1694208412638,264336486,851
1.3,,,,,sell,25884.81,BTC-10SEP23-23500-P,63.76,7.065e-05,0.0001,3,1694208059598,264336377,15
0.4,,,,,buy,25890.96,BTC-11SEP23-24000-P,43.45,0.00027308,0.0002,3,1694207859193,264336329,8
0.1,,,,,buy,25889.92,BTC-29DEC23-23000-P,45.22,0.04431757,0.044,2,1694207693479,264336280,761
0.1,,,,,buy,25912.01,BTC-11SEP23-25750-C,22.81,0.01167747,0.011,0,1694207642211,264336177,32
2.5,,,,,sell,25908.69,BTC-15SEP23-26000-P,26.2,0.0171724,0.0155,2,1694207641482,264336152,626
