amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,,1.0,buy,60315.44,BTC-28MAR25-120000-C,67.63,,0.02834446,0.0285,2,1726617594042,317893494,1070
0.1,,,,0.1,sell,60315.87,BTC-27SEP24-66000-C,54.81,,0.00761019,0.0075,2,1726617586029,317893492,1228
0.1,,,,0.1,sell,60305.71,BTC-18SEP24-61000-C,36.8,,0.00118269,0.0009,2,1726617547634,317893483,245
0.1,,,,0.1,buy,60307.91,BTC-20SEP24-61500-C,59.1,,0.01107141,0.011,2,1726617504622,317893480,78
1.0,,,,1.0,buy,60304.12,BTC-20SEP24-61500-P,58.73,,0.0302112,0.03,2,1726617420902,317893467,9
1.0,,,,1.0,buy,60308.46,BTC-20SEP24-60500-P,58.71,,0.02006719,0.02,2,1726617404977,317893466,42
0.1,,,,0.1,buy,60306.76,BTC-20SEP24-57500-P,64.89,,0.00480073,0.0048,2,1726617389664,317893465,131
0.1,,,,0.1,buy,60300.8,BTC-20SEP24-61000-C,59.08,,0.01405115,0.014,1,1726617375868,317893464,1606
0.9,,,,0.9,sell,60299.99,BTC-20SEP24-58000-C,63.57,,0.0448343,0.045,0,1726617367290,317893463,790
2.0,,,,2.0,sell,60298.06,BTC-20SEP24-50000-P,107.52,,0.00043797,0.0004,3,1726617357762,317893462,640
0.1,,,,0.1,buy,60311.19,BTC-18SEP24-58000-P,71.34,,0.00023648,0.0003,3,1726617233767,317893440,154
0.1,,,,0.1,sell,60316.48,BTC-27DEC24-32000-P,72.46,,0.00465237,0.0048,2,1726617157185,317893388,188
9.5,,,,9.5,sell,60316.46,BTC-27SEP24-56000-P,54.69,,0.00931887,0.009,3,1726617156744,317893385,5102
0.1,,,,0.1,sell,60315.15,BTC-8NOV24-67000-C,58.07,,0.04971398,0.049,3,1726617061873,317893295,405
0.1,,,,0.1,sell,60308.23,BTC-18SEP24-62500-C,54.65,,0.00018612,0.0001,2,1726617053608,317893280,63
0.1,,,,0.1,sell,60296.65,BTC-8NOV24-55000-P,58.45,,0.04423822,0.044,3,1726617016398,317893271,1026
0.1,,,,0.1,sell,60283.24,BTC-20SEP24-60000-P,59.75,,0.01634934,0.0165,3,1726616999877,317893261,306
0.9,,,,0.9,sell,60267.63,BTC-20SEP24-59000-P,59.73,,0.01019973,0.01,3,1726616861528,317893214,393
0.2,,,,0.2,sell,60257.86,BTC-20SEP24-63000-C,63.12,,0.00542999,0.0055,1,1726616831687,317893158,1552
4.0,,,,4.0,buy,60248.28,BTC-25OCT24-65000-C,51.37,,0.03734072,0.0375,1,1726616772548,317893074,1007
0.1,,,,0.1,sell,60225.22,BTC-20SEP24-57000-P,67.17,,0.00399715,0.0041,2,1726616764525,317893044,1350
0.2,,,,0.2,buy,60225.34,BTC-18SEP24-60500-C,40.11,,0.00290573,0.003,1,1726616730261,317893022,200
5.0,,,,5.0,sell,60207.64,BTC-19SEP24-53000-P,104.96,,0.0005865,0.0005,3,1726616690578,317892980,37
2.0,,,,2.0,sell,60207.64,BTC-27JUN25-100000-C,65.92,,0.09075281,0.089,2,1726616687437,317892979,499
1.8,,,,1.8,buy,60211.22,BTC-27JUN25-40000-P,63.94,,0.05070497,0.0495,3,1726616624797,317892970,350
0.3,,,,0.3,buy,60208.89,BTC-27SEP24-58000-P,52.85,,0.01753965,0.0175,3,1726616596368,317892966,1945
2.0,,,,2.0,sell,60250.99,BTC-27JUN25-60000-P,64.34,,0.18510689,0.187,3,1726616518918,317892938,185
1.3,,,,1.3,sell,60241.05,BTC-18SEP24-56500-P,90.7,,0.00012259,0.0001,3,1726616450678,317892912,83
0.1,,,,0.1,sell,60238.64,BTC-4OCT24-63000-C,50.11,,0.02527046,0.025,0,1726616406953,317892907,216
