amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,buy,35761.22,BTC-26JAN24-44000-C,63.53,,0.04030678,0.0405,2,1700611199372,272287571,319
0.1,,,,,buy,35761.22,BTC-29DEC23-41000-C,57.75,,0.02785456,0.028,2,1700611198794,272287564,783
2.8,,,,,buy,35755.9,BTC-22NOV23-35500-P,59.6,,0.00458114,0.0041,1,1700611198012,272287539,142
0.4,,,,,buy,35755.9,BTC-29DEC23-35000-P,53.06,T,0.05238812,0.0535,0,1700611197875,272287537,1465
0.1,,,,,buy,35763.75,BTC-22NOV23-34000-P,107.69,,0.00081677,0.0008,1,1700611197253,272287487,135
6.0,,,,,buy,35763.75,BTC-1DEC23-31000-P,61.88,,0.00300921,0.003,0,1700611197134,272287484,280
0.2,,,,,buy,35763.75,BTC-23NOV23-34500-P,62.04,,0.00333009,0.0033,1,1700611197106,272287481,40
0.1,,,,,buy,35763.75,BTC-22NOV23-36500-P,73.92,,0.02149537,0.0225,1,1700611197040,272287467,400
0.1,,,,,buy,35763.75,BTC-22NOV23-36750-P,82.2,,0.0280497,0.029,0,1700611196826,272287444,356
0.1,,,,,sell,35780.07,BTC-29DEC23-30000-C,55.08,,0.18040644,0.18,3,1700611196520,272287443,4802
0.1,,,,,buy,35780.07,BTC-22NOV23-36000-P,62.27,,0.01040045,0.011,0,1700611196452,272287433,477
0.4,,,,,buy,35780.07,BTC-24NOV23-34000-P,62.59,,0.00391807,0.004,1,1700611196231,272287396,3896
3.4,,,,,sell,35780.07,BTC-26JAN24-50000-C,69.17,,0.0231766,0.0235,2,1700611196195,272287389,715
0.2,,,,,sell,35780.07,BTC-23NOV23-36500-C,54.55,,0.00531631,0.0055,2,1700611196166,272287376,52
0.1,,,,,buy,35780.07,BTC-22NOV23-36250-P,63.61,,0.01538717,0.016,0,1700611196166,272287375,199
0.1,,,,,sell,35783.36,BTC-26JAN24-32000-P,57.1,,0.04355059,0.0435,0,1700611195604,272287336,200
30.0,BLOCK-111346,2,BTC-CS-24NOV23-36000_37000,,sell,35787.25,BTC-24NOV23-37000-C,51.43,,0.00479112,0.0048,0,1700611193642,272287301,3500
30.0,BLOCK-111346,2,BTC-CS-24NOV23-36000_37000,,buy,35787.25,BTC-24NOV23-36000-C,50.56,,0.01282248,0.0131,2,1700611193642,272287302,4281
0.1,,,,,buy,35787.87,BTC-22NOV23-35750-C,58.01,,0.0077158,0.0075,2,1700611192385,272287300,9
0.3,,,,,sell,35788.72,BTC-29DEC23-42000-C,58.49,,0.02378862,0.0235,2,1700611187414,272287289,997
0.1,,,,,sell,35788.76,BTC-24NOV23-35000-P,52.55,,0.00834764,0.008,0,1700611185932,272287261,2972
6.0,,,,,buy,35818.89,BTC-26JAN24-38000-C,58.49,,0.07966925,0.079,3,1700611174884,272287235,425
0.1,,,,,sell,35787.54,BTC-1DEC23-32000-P,57.78,,0.00457472,0.0047,0,1700611167890,272287197,360
0.1,,,,,sell,35850.51,BTC-29DEC23-33000-P,52.59,,0.03002889,0.03,3,1700611151450,272287041,1382
0.1,,,,,sell,35857.44,BTC-24NOV23-37750-C,54.35,,0.0027156,0.0025,2,1700611150173,272286996,56
0.1,,,,,sell,35857.44,BTC-8DEC23-28000-P,64.56,,0.00188354,0.0016,3,1700611149690,272286995,43
0.1,,,,,sell,35845.88,BTC-29DEC23-30000-P,54.95,,0.01249717,0.012,1,1700611141652,272286965,2825
