amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,63572.47,BTC-27SEP24-64000-C,50.82,0.02016523,0.0195,2,1727049598176,318450112,2355
0.1,,,,,0.1,sell,63591.9,BTC-23SEP24-62500-P,52.72,0.00099649,0.0011,0,1727049576515,318450101,269
0.1,,,,,0.1,buy,63592.0,BTC-25SEP24-64500-C,49.57,0.01013109,0.01,0,1727049574429,318450100,27
0.1,,,,,0.1,buy,63592.18,BTC-4OCT24-58000-P,53.48,0.00697509,0.0075,1,1727049573844,318450099,419
0.1,,,,,0.1,buy,63592.04,BTC-4OCT24-74000-C,54.23,0.00240669,0.0026,3,1727049572347,318450098,134
0.3,,,,,0.3,sell,63591.84,BTC-8NOV24-80000-C,59.3,0.01853967,0.018,3,1727049567527,318450096,988
0.5,,,,,0.5,buy,63636.23,BTC-4OCT24-62000-P,48.48,0.02165302,0.0215,3,1727049537550,318450074,78
0.1,,,,,0.1,buy,63642.46,BTC-28MAR25-150000-C,70.65,0.01610131,0.0165,0,1727049530738,318450064,411
7.0,,,,,7.0,buy,63625.63,BTC-27SEP24-65000-P,50.86,0.03463904,0.034,0,1727049448690,318450040,2136
0.1,,,,,0.1,buy,63618.67,BTC-23SEP24-63500-C,53.76,0.00658289,0.0075,1,1727049428773,318450033,178
0.1,,,,,0.1,buy,63597.29,BTC-24SEP24-63000-P,46.71,0.00732563,0.007,2,1727049408705,318449989,54
0.1,,,,,0.1,buy,63597.62,BTC-25SEP24-62500-P,50.19,0.00859567,0.0085,1,1727049401618,318449988,47
0.1,,,,,0.1,buy,63600.29,BTC-27SEP24-59000-P,58.67,0.00321681,0.0035,1,1727049397375,318449985,2545
0.5,,,,,0.5,sell,63545.44,BTC-25SEP24-61500-P,52.44,0.00510568,0.005,0,1727049391066,318449974,49
0.1,,,,,0.1,buy,63545.67,BTC-27SEP24-63000-C,53.83,0.02795504,0.0285,2,1727049390907,318449971,2359
0.1,,,,,0.1,buy,63545.44,BTC-4OCT24-70000-C,49.55,0.00646741,0.0065,3,1727049390724,318449904,284
0.1,,,,,0.1,sell,63545.93,BTC-23SEP24-64000-C,43.6,0.00280508,0.0025,2,1727049386757,318449832,325
0.5,,,,,0.5,buy,63546.4,BTC-24SEP24-61500-P,50.26,0.00216509,0.0021,2,1727049383079,318449829,60
