amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,buy,62848.19,BTC-27SEP24-65000-C,49.78,,0.04564908,0.0455,1,1724716796600,315559768,4413
0.1,,,,0.1,sell,62856.03,BTC-27JUN25-40000-P,64.52,,0.04530441,0.0435,1,1724716780908,315559760,296
1.0,,,,1.0,sell,62857.09,BTC-13SEP24-61000-C,48.2,,0.05893488,0.059,2,1724716755743,315559749,242
2.0,,,,2.0,sell,62877.43,BTC-6SEP24-68000-C,45.5,,0.00683017,0.0065,3,1724716683813,315559708,476
0.1,,,,0.1,buy,62875.8,BTC-27SEP24-59000-P,51.1,,0.03014469,0.0305,1,1724716636030,315559693,1362
0.1,,,,0.1,buy,62872.08,BTC-27DEC24-100000-C,65.61,,0.02894879,0.0295,1,1724716615658,315559688,5299
1.0,,,,1.0,sell,62876.72,BTC-30AUG24-62000-P,45.28,,0.01066098,0.011,1,1724716584510,315559677,1717
0.4,,,,0.4,buy,62867.49,BTC-13SEP24-60000-C,48.06,,0.06944931,0.069,3,1724716579383,315559665,159
14.0,,,,14.0,sell,62862.07,BTC-27SEP24-50000-P,58.4,,0.0060467,0.006,1,1724716576647,315559651,2518
0.1,,,,0.1,buy,62850.02,BTC-25OCT24-47000-P,60.22,,0.01063975,0.0105,0,1724716538597,315559617,70
0.1,,,,0.1,sell,62850.02,BTC-29AUG24-60500-P,47.62,,0.00336437,0.0031,1,1724716538263,315559565,11
2.1,,,,2.1,buy,62837.38,BTC-27SEP24-64000-C,49.78,,0.05222903,0.052,2,1724716521347,315559533,594
2.0,,,,2.0,buy,62840.26,BTC-6SEP24-70000-C,49.04,,0.00374759,0.004,3,1724716520526,315559530,556
0.2,,,,0.2,buy,62877.51,BTC-30AUG24-59000-P,52.97,,0.00257838,0.0025,0,1724716518101,315559515,1931
0.1,,,,0.1,sell,62849.54,BTC-25OCT24-77000-C,54.28,,0.02554047,0.0255,2,1724716516461,315559504,77
0.2,,,,0.2,sell,62849.54,BTC-13SEP24-65000-C,47.56,,0.02813898,0.028,2,1724716516180,315559497,209
0.2,,,,0.2,buy,62849.54,BTC-6SEP24-59000-P,46.96,,0.00918758,0.009,1,1724716516124,315559489,408
0.2,,,,0.2,sell,62877.56,BTC-27SEP24-68000-C,50.17,,0.03009416,0.03,2,1724716516119,315559487,493
1.0,,,,1.0,sell,62877.56,BTC-27AUG24-63000-C,36.29,,0.00348528,0.0035,2,1724716512824,315559455,40
0.2,,,,0.2,buy,62878.22,BTC-27JUN25-40000-C,67.95,,0.45947924,0.464,0,1724716512588,315559452,23
2.8,,,,2.8,sell,62877.56,BTC-30AUG24-66000-C,48.32,,0.00350747,0.0036,3,1724716511812,315559425,2636
9.0,,,,9.0,sell,62880.47,BTC-13SEP24-68000-C,47.49,,0.01505747,0.0145,3,1724716499988,315559405,469
1.0,,,,1.0,sell,62882.3,BTC-27AUG24-63500-C,38.07,,0.00122761,0.0013,2,1724716499127,315559401,45
0.2,,,,0.2,buy,62894.47,BTC-30AUG24-65500-C,46.21,,0.00438853,0.0044,2,1724716469845,315559360,45
0.2,,,,0.2,sell,62914.06,BTC-30AUG24-63000-C,44.72,,0.01638987,0.0165,2,1724716447192,315559315,2787
2.1,,,,2.1,buy,62924.26,BTC-29AUG24-69000-C,57.27,,0.00032474,0.0004,2,1724716427305,315559299,8
0.1,,,,0.1,sell,62921.44,BTC-29AUG24-65500-C,46.29,,0.0026301,0.0027,2,1724716415754,315559291,29
0.2,,,,0.2,sell,62932.94,BTC-27SEP24-59000-C,49.75,,0.09703145,0.096,2,1724716375614,315559271,839
1.0,,,,1.0,sell,62949.37,BTC-30AUG24-67000-C,50.89,,0.00224083,0.0024,3,1724716358064,315559264,2621
1.0,,,,1.0,sell,62922.33,BTC-30AUG24-65000-C,45.92,,0.00589884,0.006,3,1724716343957,315559239,3254
0.1,,,,0.1,buy,62923.81,BTC-30AUG24-69000-C,59.21,,0.00121543,0.0013,3,1724716325869,315559234,2307
0.1,,,,0.1,sell,62916.8,BTC-29AUG24-64000-C,43.19,,0.00728134,0.007,3,1724716299761,315559228,43
1.0,,,,1.0,sell,62928.89,BTC-30AUG24-65000-P,46.73,,0.03873403,0.039,0,1724716286184,315559215,1192
1.0,,,,1.0,buy,62916.49,BTC-28AUG24-63000-P,42.78,,0.01105471,0.011,1,1724716286086,315559214,85
0.1,,,,0.1,sell,62915.69,BTC-6SEP24-61000-C,45.58,,0.0485179,0.0485,2,1724716276213,315559197,546
1.0,,,,1.0,buy,62915.69,BTC-30AUG24-62000-C,43.91,,0.02506598,0.025,2,1724716276068,315559196,3116
1.0,,,,1.0,sell,62916.08,BTC-30AUG24-62500-C,43.16,,0.02035171,0.02,2,1724716265759,315559190,30
0.1,,,,0.1,sell,62916.0,BTC-30AUG24-61000-P,45.56,,0.00628794,0.006,0,1724716252040,315559187,1497
1.0,,,,1.0,sell,62928.47,BTC-30AUG24-70000-C,59.28,,0.000831,0.0007,3,1724716137097,315559131,4273
0.1,,,,0.1,sell,62936.06,BTC-27JUN25-150000-C,68.83,,0.04692065,0.0455,3,1724716130632,315559126,37
1.0,,,,1.0,buy,62932.97,BTC-29AUG24-68000-C,51.49,,0.00057008,0.0005,3,1724716122355,315559125,12
0.1,,,,0.1,sell,62941.05,BTC-29AUG24-64500-C,43.41,,0.00527399,0.005,2,1724716088127,315559105,71
0.1,,,,0.1,sell,62963.42,BTC-8NOV24-60000-C,59.62,,0.13742585,0.1375,2,1724716025703,315559080,432
0.1,,,,0.1,buy,62963.42,BTC-13SEP24-61000-P,48.03,,0.02662541,0.0265,1,1724716025524,315559079,115
0.1,,,,0.1,sell,62986.35,BTC-29AUG24-62000-P,44.47,,0.00772853,0.0075,0,1724715991947,315559060,26
0.5,,,,0.5,buy,63003.09,BTC-30AUG24-61000-C,46.77,,0.03795219,0.038,2,1724715965738,315559039,2276
0.1,,,,0.1,buy,62981.04,BTC-27DEC24-80000-C,63.5,,0.07167976,0.072,3,1724715909779,315559006,3092
0.1,,,,0.1,buy,62985.77,BTC-13SEP24-66000-C,47.66,,0.02367975,0.0235,3,1724715892692,315558998,169
0.1,,,,0.1,sell,62955.95,BTC-27AUG24-62000-P,39.51,,0.00091361,0.0006,2,1724715828559,315558947,114
0.1,,,,0.1,sell,62962.26,BTC-13SEP24-67000-C,47.98,,0.01904978,0.019,3,1724715820896,315558944,152
0.1,,,,0.1,sell,62962.57,BTC-29AUG24-61000-P,46.3,,0.0042509,0.004,0,1724715792543,315558921,16
0.1,,,,0.1,sell,62973.32,BTC-29AUG24-62000-C,45.44,,0.02331131,0.0235,3,1724715777051,315558914,11
0.1,,,,0.1,sell,62999.47,BTC-27DEC24-110000-C,65.65,,0.01910831,0.0185,2,1724715739047,315558892,1329
5.0,,,,5.0,sell,62985.61,BTC-28AUG24-66000-C,48.15,,0.00073562,0.0007,2,1724715713558,315558886,87
0.1,,,,0.1,buy,63005.96,BTC-25OCT24-70000-C,53.98,,0.0499294,0.0505,3,1724715653488,315558859,500
0.9,,,,0.9,sell,63005.93,BTC-27AUG24-65500-C,58.24,,0.00011677,0.0001,3,1724715650144,315558854,228
0.1,,,,0.1,buy,62996.04,BTC-27DEC24-70000-C,62.95,,0.11366827,0.1145,2,1724715599498,315558819,2960
0.1,,,,0.1,sell,63010.65,BTC-29AUG24-61500-P,45.61,,0.00569761,0.0055,1,1724715527058,315558786,24
0.9,,,,0.9,sell,63022.4,BTC-30AUG24-71000-C,61.55,,0.00061879,0.0005,3,1724715500750,315558773,2367
7.1,,,,7.1,sell,63042.09,BTC-28AUG24-64000-C,43.29,,0.00455645,0.0047,3,1724715433574,315558744,45
0.1,,,,0.1,sell,63030.25,BTC-29AUG24-66000-C,47.15,,0.00205494,0.0021,3,1724715433118,315558743,123
0.1,,,,0.1,sell,63041.61,BTC-6SEP24-64000-C,45.21,,0.02374886,0.024,3,1724715424759,315558732,627
1.4,,,,1.4,buy,63041.62,BTC-29AUG24-56000-P,74.42,,0.00060125,0.0005,3,1724715423731,315558731,8
0.1,,,,0.1,buy,63045.76,BTC-29AUG24-62500-P,43.57,,0.01023407,0.01,1,1724715418059,315558712,69
0.1,,,,0.1,buy,63106.25,BTC-13SEP24-57000-P,51.18,,0.01003889,0.01,1,1724715291828,315558661,196
3.0,,,,3.0,buy,63104.0,BTC-27SEP24-35000-P,82.33,,0.00036804,0.0004,0,1724715231397,315558644,821
0.1,,,,0.1,sell,63090.95,BTC-28AUG24-59000-P,60.84,,0.00072723,0.0005,2,1724715214571,315558635,21
0.9,,,,0.9,buy,63098.92,BTC-28AUG24-66500-C,47.36,,0.00042894,0.0004,3,1724715144470,315558605,34
0.1,,,,0.1,buy,63105.5,BTC-28AUG24-63000-C,41.69,,0.01118624,0.011,2,1724715120476,315558589,19
0.1,,,,0.1,buy,63124.38,BTC-30AUG24-57000-C,61.43,,0.09834682,0.098,2,1724714943882,315558517,740
1.0,,,,1.0,buy,63149.21,BTC-27DEC24-80000-P,62.98,,0.30065587,0.3,0,1724714843003,315558475,279
0.1,,,,0.1,sell,63148.29,BTC-25OCT24-100000-C,59.93,,0.00377558,0.0038,1,1724714689310,315558427,731
1.0,,,,1.0,sell,63076.13,BTC-29AUG24-60000-P,50.6,,0.00226501,0.0021,0,1724714098129,315558096,3
2.0,,,,2.0,buy,63075.6,BTC-27SEP24-63000-C,50.58,,0.06117982,0.062,3,1724714089025,315558088,809
0.1,,,,0.1,buy,63061.03,BTC-13SEP24-56000-P,52.5,,0.00810577,0.008,0,1724714057771,315558078,108
0.1,,,,0.1,sell,63011.62,BTC-29AUG24-66500-C,49.74,,0.00169479,0.0017,2,1724713652024,315557824,17
2.0,,,,2.0,buy,62980.66,BTC-27AUG24-63000-P,34.96,,0.00475547,0.0046,2,1724713559515,315557715,171
11.3,,,,11.3,sell,62980.66,BTC-29AUG24-72000-C,65.2,,0.00019954,0.0001,2,1724713558703,315557714,3
7.3,,,,7.3,sell,62980.69,BTC-29AUG24-71000-C,68.13,,0.00037433,0.0003,3,1724713548411,315557711,9
4.9,,,,4.9,sell,62980.43,BTC-29AUG24-70000-C,63.83,,0.00050461,0.0004,0,1724713537813,315557706,11
3.2,,,,3.2,sell,62982.08,BTC-27AUG24-65000-C,52.44,,0.00027033,0.0002,3,1724713419241,315557635,286
2.0,,,,2.0,buy,62985.05,BTC-30AUG24-73000-C,70.96,,0.00039484,0.0004,3,1724713406643,315557627,2172
1.0,,,,1.0,sell,62985.03,BTC-27DEC24-160000-C,72.29,,0.0037264,0.0036,2,1724713398464,315557624,787
0.3,,,,0.3,sell,62997.58,BTC-6SEP24-55000-P,56.49,,0.00291354,0.003,0,1724713373502,315557611,313
0.1,,,,0.1,sell,62967.42,BTC-27AUG24-61000-P,52.99,,0.00031759,0.0002,2,1724713282556,315557533,90
0.1,,,,0.1,buy,62974.18,BTC-25OCT24-69000-P,53.73,,0.13628027,0.1365,3,1724713227797,315557356,58
0.1,,,,0.1,buy,62974.53,BTC-25OCT24-68000-P,53.72,,0.12566154,0.126,3,1724713225034,315557341,65
1.0,,,,1.0,buy,62977.58,BTC-30AUG24-68000-C,53.55,,0.00142612,0.0016,2,1724713218343,315557316,2782
2.0,,,,2.0,sell,63004.56,BTC-8NOV24-50000-P,61.68,,0.02442984,0.0245,0,1724713192221,315557226,483
1.2,,,,1.2,sell,63031.44,BTC-30AUG24-77000-C,78.22,,0.00017675,0.0001,2,1724713113766,315557134,1227
0.1,,,,0.1,sell,63043.04,BTC-28AUG24-67000-C,50.5,,0.00033339,0.0003,3,1724713037434,315557067,24
0.1,,,,0.1,sell,63072.02,BTC-28AUG24-67500-C,52.06,,0.00034912,0.0002,2,1724713010241,315557054,18
0.1,,,,0.1,buy,63054.56,BTC-27AUG24-64000-C,37.1,,0.00073482,0.0006,0,1724712977935,315557039,118
0.6,,,,0.6,sell,63011.67,BTC-27AUG24-66000-C,64.86,,0.00013507,0.0001,3,1724712918856,315556949,171
0.5,,,,0.5,sell,62999.59,BTC-27DEC24-140000-C,68.93,,0.00650081,0.006,2,1724712908121,315556935,1123
0.5,,,,0.5,sell,62952.39,BTC-13SEP24-59000-P,49.48,,0.01703847,0.017,0,1724712876246,315556873,218
0.1,,,,0.1,sell,62986.6,BTC-29AUG24-61500-C,46.2,,0.02956693,0.0295,1,1724712511055,315556405,7
12.0,,,,12.0,sell,62987.01,BTC-27SEP24-26000-P,104.12,,0.00019012,0.0001,3,1724712391124,315556361,356
