amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,107394.83,BTC-26SEP25-150000-C,44.66,0.00898699,0.009,3,1750895998666,373379985,2372
0.2,,,,,,0.2,buy,107397.04,BTC-26SEP25-110000-C,41.45,0.07775709,0.078,0,1750895972876,373379982,3565
0.1,,,,,,0.1,sell,107391.56,BTC-26SEP25-100000-P,41.32,0.04568119,0.0455,2,1750895913442,373379933,1664
0.1,,,,,,0.1,buy,107398.51,BTC-26JUN25-108500-C,26.6,0.00045853,0.0004,3,1750895865349,373379869,90
0.1,,,,,,0.1,sell,107405.65,BTC-26SEP25-125000-C,41.93,0.03455552,0.0345,3,1750895862848,373379868,1559
0.8,,,,,,0.8,sell,107412.64,BTC-25JUL25-96000-P,40.57,0.00901044,0.009,3,1750895847221,373379828,1591
0.1,,,,,,0.1,sell,107393.21,BTC-26SEP25-105000-P,41.23,0.06515393,0.065,3,1750895828164,373379803,1238
0.4,,,,,,0.4,sell,107385.9,BTC-27JUN25-104000-P,36.58,0.00071546,0.0007,2,1750895828149,373379802,430
4.5,,,,,,4.5,buy,107378.83,BTC-11JUL25-108000-C,35.08,0.02653199,0.0265,3,1750895826324,373379763,247
2.0,,,,,,2.0,sell,107351.6,BTC-26JUN25-107500-P,19.67,0.00353329,0.0031,0,1750895823457,373379749,38
2.0,,,,,,2.0,buy,107351.6,BTC-26JUN25-107500-C,21.55,0.00221098,0.002,2,1750895823375,373379694,69
0.4,,,,,,0.4,sell,107352.65,BTC-28JUN25-105000-P,31.31,0.00261298,0.0025,0,1750895821629,373379691,38
0.1,,,,,,0.1,sell,107288.18,BTC-29AUG25-190000-C,55.55,0.00081025,0.0008,3,1750895791842,373379644,177
0.1,,,,,,0.1,buy,107288.18,BTC-4JUL25-107000-C,32.82,0.02153697,0.0215,0,1750895791306,373379643,352
0.8,,,,,,0.8,buy,107292.33,BTC-29AUG25-125000-C,40.03,0.01957758,0.0195,3,1750895671699,373379580,308
0.8,,,,,,0.8,buy,107292.33,BTC-29AUG25-124000-C,39.91,0.02109093,0.021,3,1750895671684,373379579,203
0.1,,,,,,0.1,buy,107291.69,BTC-4JUL25-104000-P,35.52,0.00837804,0.009,1,1750895664018,373379578,446
0.8,,,,,,0.8,sell,107291.69,BTC-25JUL25-100000-P,38.79,0.01598723,0.016,1,1750895661438,373379577,5962
0.4,,,,,,0.4,buy,107291.7,BTC-27JUN25-102000-P,44.42,0.00024684,0.0003,3,1750895658507,373379571,4258
