amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,sell,25799.12,BTC-22SEP23-28500-C,31.85,,0.00379961,0.0036,3,1693612748010,264025452,81
1.1,,,,,sell,25800.44,BTC-29MAR24-50000-C,56.82,,0.01828044,0.018,0,1693612620171,264025443,831
0.1,,,,,buy,25800.74,BTC-29SEP23-26500-C,31.9,,0.02429478,0.0245,1,1693612607214,264025442,516
0.1,,,,,buy,25805.54,BTC-29SEP23-23000-P,39.34,,0.00702065,0.007,3,1693612534624,264025428,1666
1.0,,,,,buy,25808.72,BTC-2SEP23-25500-P,30.23,,0.00025261,0.0004,0,1693612529046,264025421,296
0.3,,,,,buy,25810.55,BTC-8SEP23-22000-P,58.65,,0.00037858,0.0005,0,1693612487064,264025420,201
4.2,,,,,buy,25809.69,BTC-29SEP23-24500-P,34.6,,0.01559569,0.016,1,1693612479671,264025419,287
0.1,,,,,sell,25814.69,BTC-2SEP23-26000-C,17.02,,0.00071375,0.0002,2,1693612441915,264025413,298
1.0,,,,,buy,25819.0,BTC-3SEP23-25000-P,33.91,,0.00037952,0.0005,0,1693612418797,264025409,141
0.1,,,,,sell,25825.77,BTC-27OCT23-29000-C,36.52,,0.01921827,0.019,3,1693612284489,264025397,593
0.2,,,,,buy,25822.14,BTC-29SEP23-27000-C,32.17,,0.01820332,0.0185,1,1693612189790,264025380,2268
0.1,,,,,buy,25813.99,BTC-29SEP23-32000-C,42.73,,0.00179725,0.0018,3,1693612076687,264025346,4053
0.1,,,,,buy,25813.67,BTC-29MAR24-45000-C,54.16,,0.02450299,0.0245,1,1693611970633,264025341,689
0.5,,,,,sell,25823.02,BTC-3SEP23-26000-C,19.51,,0.00327805,0.0021,0,1693611716811,264025292,171
0.1,,,,,sell,25822.1,BTC-22SEP23-23000-P,39.16,,0.00440603,0.0042,2,1693611698528,264025291,22
2.8,,,,,sell,25802.76,BTC-29SEP23-21000-P,48.61,,0.00303636,0.003,3,1693611300187,264025234,1489
