amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,buy,27591.53,BTC-29DEC23-40000-C,49.26,0.00675697,0.007,3,1696895994965,266368705,4039
9.8,,,,,sell,27583.73,BTC-29MAR24-38000-C,50.97,0.04421288,0.044,3,1696895977744,266368658,404
0.3,,,,,sell,27585.03,BTC-29MAR24-18000-P,56.49,0.01842111,0.0185,3,1696895953751,266368656,513
4.0,,,,,sell,27588.72,BTC-13OCT23-30000-C,42.44,0.00040113,0.0003,3,1696895853528,266368639,869
1.3,,,BTC-ICOND-10OCT23-27000_27250_27750_28250,266368621,sell,27594.55,BTC-10OCT23-27750-C,24.89,0.00102977,0.001,3,1696895810302,266368623,311
1.3,,,BTC-ICOND-10OCT23-27000_27250_27750_28250,266368621,buy,27594.55,BTC-10OCT23-28250-C,47.04,0.00019309,0.0003,1,1696895810302,266368625,324
1.3,,,BTC-ICOND-10OCT23-27000_27250_27750_28250,266368621,sell,27594.55,BTC-10OCT23-27250-P,28.98,0.0003959,0.0003,3,1696895810302,266368624,206
1.3,,,BTC-ICOND-10OCT23-27000_27250_27750_28250,266368621,buy,27594.55,BTC-10OCT23-27000-P,47.34,0.00015401,0.0004,0,1696895810302,266368622,141
2.0,,,,,buy,27594.24,BTC-27OCT23-25000-C,40.73,0.10129115,0.101,0,1696895778119,266368618,255
2.0,,,,,buy,27595.05,BTC-27OCT23-23000-P,52.1,0.00216488,0.0023,3,1696895726196,266368617,1636
0.4,,,,,sell,27590.17,BTC-11OCT23-27500-P,31.25,0.00599138,0.006,3,1696895644867,266368592,40
0.1,,,,,sell,27590.47,BTC-29DEC23-27000-P,37.56,0.05420844,0.0545,1,1696895613384,266368590,1548
0.1,,,,,sell,27595.75,BTC-27OCT23-25000-P,40.87,0.0057175,0.0055,2,1696895405924,266368575,2885
0.1,,,,,sell,27595.96,BTC-11OCT23-28500-C,34.94,0.00072194,0.0006,3,1696895310411,266368553,46
8.1,,,,,buy,27597.82,BTC-12OCT23-27500-P,33.48,0.00899761,0.009,2,1696895296989,266368537,30
0.2,,,,,buy,27595.12,BTC-11OCT23-27750-C,29.99,0.00493268,0.0048,2,1696895232799,266368518,91
0.1,,,,,buy,27592.77,BTC-29DEC23-45000-C,54.17,0.00377522,0.0037,3,1696895231424,266368517,2262
1.1,,,,,sell,27579.77,BTC-12OCT23-29500-C,44.0,0.00052545,0.0004,3,1696895006814,266368420,7
10.0,,,,,sell,27580.04,BTC-11OCT23-28750-C,37.17,0.00035956,0.0003,2,1696894984540,266368417,26
1.0,,,,,sell,27580.17,BTC-10OCT23-28250-P,45.17,0.02443139,0.0245,0,1696894943912,266368411,14
0.5,,,,,buy,27579.45,BTC-24NOV23-28000-C,33.02,0.04197559,0.042,2,1696894923181,266368404,1351
1.0,,,,,buy,27578.87,BTC-10OCT23-27500-C,23.02,0.00472448,0.0045,2,1696894881083,266368398,121
5.0,,,,,sell,27582.57,BTC-13OCT23-24000-P,69.29,0.00049425,0.0004,3,1696894725015,266368374,213
5.0,,,,,sell,27580.33,BTC-12OCT23-24500-P,69.02,0.00039206,0.0003,2,1696894678047,266368369,5
3.0,,,,,sell,27580.19,BTC-11OCT23-29000-C,40.64,0.00018009,0.0002,2,1696894621210,266368367,23
1.9,,,,,sell,27581.68,BTC-11OCT23-25000-P,77.45,0.00034824,0.0003,1,1696894608823,266368366,18
0.1,,,,,sell,27581.01,BTC-12OCT23-26750-P,37.61,0.00257168,0.0024,2,1696894557242,266368359,5
1.0,,,,,buy,27581.17,BTC-11OCT23-26500-P,45.5,0.00076997,0.0009,2,1696894546448,266368356,40
1.0,,,,,sell,27598.74,BTC-10OCT23-27500-P,22.98,0.00164868,0.0014,2,1696894483122,266368323,437
0.5,,,,,buy,27598.15,BTC-20OCT23-27500-C,32.26,0.02393046,0.024,1,1696894459372,266368311,277
2.5,,,,,sell,27598.04,BTC-10OCT23-28000-C,31.44,0.00041682,0.0003,2,1696894432120,266368308,528
0.6,,,,,buy,27589.8,BTC-20OCT23-27500-P,32.17,0.01946546,0.0195,3,1696894312480,266368275,343
1.2,,,,,buy,27586.89,BTC-12OCT23-27000-P,36.03,0.00378024,0.0038,1,1696894270455,266368259,17
6.0,,,,,buy,27586.89,BTC-24NOV23-21000-P,49.88,0.00360815,0.0037,2,1696894270171,266368257,396
1.0,,,,,sell,27586.74,BTC-12OCT23-27250-P,32.97,0.00588916,0.0055,2,1696894270051,266368256,25
1.0,,,,,sell,27589.56,BTC-12OCT23-28000-C,35.36,0.00562963,0.0055,3,1696894222763,266368169,129
1.0,,,,,buy,27590.12,BTC-12OCT23-27750-C,34.66,0.00822054,0.0085,3,1696894211077,266368168,51
0.1,,,,,buy,27584.57,BTC-12OCT23-27500-C,33.86,0.01240152,0.0125,2,1696894168844,266368149,43
2.5,,,,,sell,27583.64,BTC-10OCT23-26500-P,59.53,0.00017252,0.0001,3,1696894152563,266368121,113
0.1,,,,,sell,27584.68,BTC-11OCT23-28000-C,32.94,0.00265914,0.0027,3,1696894149463,266368117,95
3.0,,,,,sell,27585.37,BTC-10OCT23-28500-C,49.64,0.00017153,0.0001,3,1696894146130,266368077,183
0.3,,,,,sell,27586.62,BTC-20OCT23-29000-C,33.15,0.00627605,0.006,2,1696894121317,266368074,653
