amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,buy,43997.13,BTC-29DEC23-36000-P,67.49,0.00029692,0.0003,3,1703289515440,276463248,3160
0.1,,,,0.1,sell,44001.2,BTC-29DEC23-49000-C,52.55,0.00229647,0.0021,2,1703289509389,276463246,1215
1.0,,,,1.0,sell,44003.77,BTC-23DEC23-44000-P,29.21,0.00306149,0.0034,0,1703289491935,276463243,189
0.2,,,,0.2,sell,43997.06,BTC-29DEC23-44500-C,40.37,0.01783929,0.0175,0,1703289462736,276463227,883
0.1,,,,0.1,buy,44006.55,BTC-25DEC23-43750-P,30.41,0.00644162,0.0065,2,1703289443335,276463223,50
3.6,,,,3.6,sell,44013.7,BTC-5JAN24-44500-C,45.58,0.03230259,0.0325,1,1703289441462,276463215,149
2.0,,,,2.0,sell,44018.56,BTC-23DEC23-45250-C,53.23,0.00033837,0.0003,1,1703289437922,276463190,59
0.1,,,,0.1,buy,44019.09,BTC-23DEC23-43250-P,37.95,0.00011488,0.0003,0,1703289426871,276463189,185
4.7,,,,4.7,sell,44023.91,BTC-29DEC23-34000-P,80.22,0.00024375,0.0002,3,1703289390774,276463169,2223
2.0,,,,2.0,sell,44023.94,BTC-29DEC23-39500-P,48.68,0.00124404,0.001,3,1703289378093,276463168,645
5.0,,,,5.0,sell,44023.21,BTC-29DEC23-39000-P,51.12,0.00093474,0.0008,2,1703289360184,276463165,2387
3.7,,,,3.7,buy,44023.67,BTC-29DEC23-38500-P,52.94,0.00073205,0.0006,3,1703289351101,276463164,402
1.0,,,,1.0,buy,44022.82,BTC-29DEC23-44000-C,40.16,0.02319438,0.023,2,1703289342003,276463161,4671
2.1,,,,2.1,buy,44014.57,BTC-25DEC23-40500-P,48.68,0.00032387,0.0002,3,1703289336198,276463144,16
0.1,,,,0.1,buy,43995.04,BTC-24DEC23-40500-P,58.14,0.00021766,0.0001,3,1703289277788,276463106,29
3.2,,,,3.2,sell,44014.1,BTC-23DEC23-44250-C,32.48,0.00168108,0.0019,1,1703289156550,276463017,213
0.3,,,,0.3,sell,44022.4,BTC-23DEC23-45000-C,44.04,0.00046092,0.0003,2,1703289083574,276462997,208
1.6,,,,1.6,buy,44022.49,BTC-24DEC23-42500-P,38.3,0.00040904,0.0006,3,1703289079403,276462996,54
2.4,,,,2.4,buy,44032.02,BTC-5JAN24-43500-P,44.04,0.0250279,0.025,1,1703289011730,276462912,145
0.4,,,,0.4,sell,44032.07,BTC-23DEC23-43750-P,24.71,0.00078753,0.0008,0,1703289007355,276462894,291
0.2,,,,0.2,sell,44004.2,BTC-25DEC23-43000-P,30.33,0.00219237,0.002,2,1703288873065,276462853,12
0.1,,,,0.1,sell,43985.36,BTC-23DEC23-44500-P,37.48,0.01227635,0.0125,2,1703288816916,276462799,17
0.1,,,,0.1,sell,43973.35,BTC-26JAN24-44000-C,53.92,0.07310528,0.0725,0,1703288736959,276462699,1493
0.1,,,,0.1,sell,43986.28,BTC-25DEC23-44500-C,32.33,0.00615834,0.006,2,1703288687331,276462673,55
6.0,,,,6.0,buy,43976.49,BTC-24DEC23-43250-P,26.99,0.00119085,0.0012,2,1703288651632,276462665,25
0.3,,,,0.3,sell,43979.91,BTC-29DEC23-43000-C,40.97,0.0360662,0.0365,3,1703288625158,276462601,3840
0.5,,,,0.5,sell,43985.1,BTC-12JAN24-45000-C,53.92,0.0448788,0.0445,2,1703288594816,276462588,268
0.1,,,,0.1,buy,43987.92,BTC-5JAN24-42000-P,45.34,0.01391867,0.014,2,1703288590367,276462587,199
0.6,,,,0.6,sell,44000.01,BTC-12JAN24-46000-C,54.83,0.0366482,0.0365,3,1703288589607,276462573,252
0.1,,,,0.1,buy,43995.09,BTC-23DEC23-43750-C,22.07,0.0066556,0.0065,1,1703288569211,276462531,154
0.2,,,,0.2,buy,44036.44,BTC-29DEC23-43000-P,39.92,0.0100002,0.01,3,1703288396524,276462410,1368
9.0,,,,9.0,sell,43998.06,BTC-24DEC23-44500-C,31.05,0.00284872,0.0034,3,1703288292812,276462303,64
3.9,,,,3.9,buy,44030.93,BTC-29DEC23-44500-P,41.01,0.0254268,0.0255,2,1703288276317,276462237,224
1.4,,,,1.4,sell,44074.1,BTC-5JAN24-43000-P,44.63,0.02038744,0.0205,3,1703288159475,276462092,202
10.0,,,,10.0,buy,44058.69,BTC-25DEC23-44250-C,32.73,0.00845528,0.009,0,1703288148918,276462045,68
0.2,,,,0.2,buy,44058.0,BTC-24DEC23-46500-C,47.95,0.00045212,0.0004,3,1703288146675,276462044,40
10.4,,,,10.4,buy,44058.0,BTC-24DEC23-47000-C,53.15,0.00029352,0.0003,3,1703288146222,276462043,80
0.1,,,,0.1,buy,44057.33,BTC-29DEC23-38000-P,57.39,0.00050047,0.0006,1,1703288132793,276462040,2743
2.3,,,,2.3,sell,44042.41,BTC-23DEC23-44500-C,29.23,0.00075525,0.0006,3,1703288084441,276462004,408
0.1,,,,0.1,buy,44034.88,BTC-24DEC23-42000-P,42.22,0.00032794,0.0003,3,1703288061798,276461987,36
100.0,,,,100.0,sell,44036.55,BTC-5JAN24-70000-C,81.93,0.00016241,0.0001,3,1703288019406,276461953,5
10.0,,,,10.0,buy,44034.27,BTC-25DEC23-44750-C,33.82,0.00480283,0.005,0,1703287998324,276461887,16
0.1,,,,0.1,sell,44010.46,BTC-29DEC23-55000-C,72.63,0.00057814,0.0004,2,1703287960159,276461869,4316
2.1,,,,2.1,sell,44014.15,BTC-24DEC23-45000-C,33.8,0.00133086,0.0016,1,1703287907296,276461821,112
0.8,,,,0.8,buy,44013.91,BTC-29DEC23-48000-C,51.32,0.00345838,0.0037,0,1703287902879,276461812,1350
0.1,,,,0.1,sell,44014.15,BTC-29DEC23-43500-P,38.4,0.01399039,0.0135,2,1703287896991,276461798,380
22.0,,,,22.0,sell,44017.91,BTC-5JAN24-67000-C,80.2,0.00026924,0.0002,2,1703287887480,276461794,6
0.1,,,,0.1,sell,43999.24,BTC-29DEC23-50000-C,58.88,0.00173969,0.0019,0,1703287811384,276461711,8563
1.4,,,,1.4,buy,44014.03,BTC-24DEC23-44250-P,26.25,0.00883256,0.009,2,1703287789334,276461685,39
0.6,,,,0.6,sell,44010.41,BTC-25DEC23-49500-C,63.14,0.00029238,0.0002,2,1703287766076,276461678,11
1.0,,,,1.0,sell,43999.81,BTC-24DEC23-47500-C,57.58,0.00032195,0.0002,2,1703287449413,276461495,19
0.1,,,,0.1,sell,43988.18,BTC-23FEB24-37000-P,56.88,0.02395609,0.024,3,1703287405387,276461441,135
2.0,,,,2.0,sell,43998.2,BTC-23DEC23-45500-C,50.3,0.00018889,0.0001,2,1703287295296,276461365,242
0.1,,,,0.1,buy,44003.64,BTC-5JAN24-38000-P,53.86,0.00281869,0.0029,2,1703287278215,276461347,113
0.1,,,,0.1,sell,44050.96,BTC-26JAN24-45000-C,54.27,0.06319289,0.063,1,1703287209504,276461249,758
0.2,,,,0.2,sell,44051.36,BTC-5JAN24-40000-P,48.53,0.0058603,0.006,3,1703287169475,276461137,185
0.1,,,,0.1,buy,44051.36,BTC-12JAN24-52000-C,61.26,0.01080383,0.011,0,1703287169408,276461135,29
0.1,,,,0.1,sell,44055.11,BTC-23DEC23-43000-C,48.2,0.0241855,0.0245,0,1703287149693,276461092,29
0.4,,,,0.4,buy,44050.78,BTC-12JAN24-41000-C,54.29,0.09688004,0.097,2,1703287147203,276461051,36
0.1,,,,0.1,buy,44038.82,BTC-23DEC23-44000-C,26.29,0.00377298,0.0038,1,1703287146404,276461005,432
0.1,,,,0.1,buy,44038.82,BTC-25DEC23-47000-C,49.05,0.00092966,0.0009,1,1703287146282,276460981,15
0.1,,,,0.1,sell,44038.82,BTC-26JAN24-43000-P,54.06,0.04828223,0.048,3,1703287146279,276460980,510
0.8,,,,0.8,buy,44029.62,BTC-26JAN24-42000-P,54.25,0.0391892,0.039,3,1703287143412,276460942,815
2.2,,,,2.2,sell,44018.96,BTC-26JAN24-47000-C,55.23,0.04618992,0.046,0,1703287076772,276460849,378
0.2,,,,0.2,sell,44024.23,BTC-27SEP24-35000-P,59.3,0.07512176,0.075,2,1703287051717,276460840,61
0.1,,,,0.1,sell,44022.23,BTC-26JAN24-32000-P,68.56,0.00425387,0.0043,2,1703287024555,276460824,913
0.1,,,,0.1,sell,44017.17,BTC-26JAN24-40000-P,55.23,0.025104,0.025,3,1703286988185,276460796,1098
0.3,,,,0.3,sell,44013.11,BTC-24DEC23-44000-P,24.51,0.0054547,0.0055,3,1703286987023,276460785,73
0.1,,,,0.1,sell,44013.6,BTC-5JAN24-44000-C,44.3,0.03702282,0.037,1,1703286980851,276460774,299
7.2,,,,7.2,buy,44018.85,BTC-24DEC23-44250-C,24.57,0.00405957,0.004,1,1703286960450,276460737,89
9.7,,,,9.7,sell,44019.8,BTC-29MAR24-40000-P,57.22,0.05980315,0.06,3,1703286945176,276460702,308
0.4,,,,0.4,buy,43985.67,BTC-28JUN24-38000-P,58.14,0.07489489,0.075,0,1703286925562,276460609,94
0.1,,,,0.1,sell,43967.87,BTC-23FEB24-36000-P,57.65,0.02005914,0.02,3,1703286906675,276460596,114
0.1,,,,0.1,sell,43961.37,BTC-29MAR24-37000-P,57.87,0.03899737,0.039,3,1703286861730,276460572,233
0.1,,,,0.1,buy,43959.86,BTC-26JAN24-37000-P,59.07,0.01254276,0.013,2,1703286836008,276460538,956
1.0,,,,1.0,sell,43972.26,BTC-23DEC23-44750-C,35.53,0.0004957,0.0003,2,1703286822036,276460499,163
0.1,,,,0.1,buy,43976.74,BTC-26JAN24-44000-P,54.21,0.05954561,0.0595,2,1703286791694,276460384,415
15.6,,,,15.6,buy,43985.52,BTC-24DEC23-44000-C,23.78,0.00598559,0.006,0,1703286763670,276460110,116
0.1,,,,0.1,sell,43982.71,BTC-26JAN24-36000-P,60.03,0.00992722,0.01,2,1703286760091,276460102,873
2.4,,,,2.4,sell,43961.71,BTC-29DEC23-41000-P,44.42,0.00294488,0.0029,2,1703286749128,276460047,1631
14.8,,,,14.8,buy,43959.85,BTC-29DEC23-46000-C,43.71,0.00783128,0.008,0,1703286741190,276460032,1596
6.5,,,,6.5,buy,43947.46,BTC-29DEC23-47500-C,48.43,0.003897,0.004,0,1703286707649,276459982,370
0.5,,,,0.5,buy,43927.29,BTC-29DEC23-46500-C,44.74,0.00608137,0.006,3,1703286652089,276459890,498
0.1,,,,0.1,sell,43928.49,BTC-23DEC23-42750-C,57.0,0.02708054,0.0275,0,1703286651144,276459889,30
0.5,,,,0.5,sell,43918.71,BTC-29DEC23-42000-P,41.11,0.00575099,0.0055,2,1703286611692,276459858,2126
0.5,,,,0.5,buy,43921.04,BTC-12JAN24-44000-C,54.4,0.05385012,0.0545,0,1703286600473,276459852,194
0.1,,,,0.1,sell,43901.67,BTC-5JAN24-41000-P,46.17,0.0094033,0.0095,3,1703286580850,276459749,154
2.3,,,,2.3,sell,43901.0,BTC-23DEC23-43500-P,22.13,0.00055641,0.0003,3,1703286562358,276459702,328
0.6,,,,0.6,sell,43899.83,BTC-24DEC23-43750-C,23.5,0.00816167,0.008,1,1703286548026,276459694,96
2.1,,,,2.1,buy,43860.66,BTC-25DEC23-43250-P,27.84,0.00357238,0.0033,3,1703286402252,276459560,13
5.0,,,,5.0,buy,43866.33,BTC-5JAN24-45000-C,45.32,0.02569544,0.026,0,1703286377407,276459523,259
0.2,,,,0.2,sell,43851.61,BTC-26JAN24-41000-P,54.48,0.03270488,0.0325,3,1703286309208,276459444,772
0.1,,,,0.1,sell,43864.31,BTC-26JAN24-51000-C,57.4,0.02380044,0.0235,1,1703286190776,276459350,343
0.6,,,,0.6,buy,43854.86,BTC-23FEB24-42000-C,54.97,0.12278514,0.123,0,1703286185662,276459347,211
2.8,,,,2.8,sell,43852.83,BTC-29DEC23-41500-P,43.28,0.00449368,0.0045,3,1703286173622,276459309,621
0.2,,,,0.2,buy,43852.83,BTC-29DEC23-40500-P,47.19,0.00237133,0.0026,3,1703286173456,276459308,690
0.2,,,,0.2,sell,43845.45,BTC-23DEC23-43000-P,31.69,0.00016014,0.0001,2,1703286154268,276459292,248
0.2,,,,0.2,buy,43844.5,BTC-29DEC23-43500-C,39.43,0.02639511,0.0265,1,1703286151029,276459286,486
0.2,,,,0.2,sell,43844.3,BTC-26JAN24-39000-P,55.76,0.02073374,0.0205,3,1703286146873,276459280,696
0.1,,,,0.1,sell,43802.16,BTC-12JAN24-41000-P,53.8,0.02126292,0.021,3,1703285598716,276459040,198
0.8,,,,0.8,buy,43809.18,BTC-12JAN24-47000-C,55.5,0.02772,0.028,0,1703285378794,276459011,254
1.0,,,,1.0,sell,43809.23,BTC-23FEB24-60000-C,61.24,0.01803322,0.018,2,1703285333463,276459006,118
1.5,,,,1.5,sell,43809.61,BTC-23DEC23-42000-P,60.1,0.00013793,0.0001,2,1703285306231,276459002,106
1.3,,,,1.3,buy,43812.64,BTC-25DEC23-45000-C,32.87,0.00255814,0.0024,3,1703285189856,276458948,24
0.1,,,,0.1,sell,43773.55,BTC-25DEC23-42750-P,29.41,0.00197646,0.0018,2,1703284657826,276458716,22
0.1,,,,0.1,sell,43753.58,BTC-24DEC23-44750-C,29.17,0.00127406,0.001,3,1703284504965,276458589,68
0.1,,,,0.1,buy,43749.42,BTC-24DEC23-42250-P,37.3,0.00050394,0.0006,2,1703284431047,276458430,48
0.1,,,,0.1,sell,43748.02,BTC-25DEC23-43500-P,28.02,0.00617091,0.006,2,1703284370466,276458379,35
0.1,,,,0.1,buy,43752.34,BTC-12JAN24-34000-P,67.59,0.0028251,0.003,1,1703284334581,276458346,61
0.1,,,,0.1,buy,43750.05,BTC-23DEC23-42500-P,51.91,0.0001688,0.0003,2,1703284304636,276458333,212
0.1,,,,0.1,sell,43746.73,BTC-23DEC23-42250-P,60.14,0.00013884,0.0003,2,1703284271730,276458255,262
0.2,,,,0.2,buy,43722.7,BTC-12JAN24-32000-P,74.37,0.00190537,0.002,1,1703284046805,276458133,46
0.1,,,,0.1,sell,43727.37,BTC-29MAR24-29000-C,65.21,0.37019101,0.3705,3,1703283919061,276458070,588
0.8,,,,0.8,sell,43738.73,BTC-5JAN24-45500-C,44.89,0.02088887,0.0205,2,1703283799764,276458033,136
1.0,,,,1.0,sell,43738.03,BTC-25DEC23-43750-C,26.38,0.00976412,0.009,2,1703283708069,276458029,43
0.1,,,,0.1,sell,43738.24,BTC-28JUN24-120000-C,71.36,0.01029626,0.01,3,1703283532375,276458016,693
0.3,,,,0.3,buy,43737.11,BTC-23FEB24-24000-P,79.66,0.00274796,0.0027,2,1703283467994,276458009,113
0.1,,,,0.1,buy,43731.31,BTC-29MAR24-28000-C,64.95,0.39053037,0.39,3,1703283444690,276458003,503
1.8,,,,1.8,buy,43711.62,BTC-25DEC23-44000-P,27.96,0.01242048,0.012,3,1703283335317,276457982,28
