amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,sell,26007.63,BTC-8SEP23-26000-C,29.63,0.02261042,0.0225,2,1693091561767,263563182,730
0.1,,,buy,26007.63,BTC-29AUG23-26000-P,22.88,0.00604113,0.007,0,1693091561707,263563181,13
2.0,,,buy,26011.85,BTC-29SEP23-28000-P,33.6,0.08749722,0.0875,2,1693091559630,263563165,1832
1.0,,,sell,26015.39,BTC-29SEP23-31000-C,40.7,0.00531478,0.005,3,1693091350104,263563136,3081
0.1,,,sell,26023.16,BTC-8SEP23-31000-C,47.12,0.00074276,0.0008,0,1693091302083,263563094,183
0.1,,,sell,26024.97,BTC-8SEP23-25500-P,29.67,0.01306196,0.0125,3,1693090477808,263563059,400
1.0,,,buy,26029.71,BTC-29SEP23-26500-C,31.32,0.03158717,0.0315,3,1693089664363,263562991,113
2.0,,,buy,26030.73,BTC-29SEP23-24000-C,35.21,0.09426926,0.094,3,1693089392750,263562977,311
0.1,,,buy,26030.7,BTC-28AUG23-26000-P,18.84,0.00358202,0.004,0,1693089388397,263562976,86
0.3,,,sell,26032.44,BTC-27AUG23-26000-P,8.63,0.00138551,0.0006,1,1693089207037,263562970,242
0.1,,,sell,26028.76,BTC-27OCT23-27000-P,37.63,0.07753437,0.078,3,1693089156694,263562956,432
1.4,,,buy,26029.66,BTC-29DEC23-27000-C,41.36,0.08745573,0.0875,3,1693086661227,263562744,578
0.1,,,sell,26029.4,BTC-8SEP23-20000-P,63.11,0.00047679,0.0004,3,1693086607681,263562739,34
0.4,,,sell,26031.73,BTC-28AUG23-25500-P,25.34,0.00077559,0.0007,3,1693085569424,263562708,32
0.1,,,buy,26027.59,BTC-24NOV23-27000-P,40.03,0.09301446,0.093,2,1693084493018,263562655,15
1.0,,,buy,26018.71,BTC-15SEP23-21000-P,51.21,0.00119163,0.0014,2,1693083930816,263562379,17
10.0,,,buy,26020.92,BTC-1SEP23-30000-C,53.98,0.00024487,0.0004,0,1693083638505,263562371,586
2.3,,,buy,26021.68,BTC-1SEP23-29500-C,48.48,0.00029638,0.0004,2,1693083602026,263562363,642
0.1,,,sell,26021.5,BTC-28AUG23-26750-C,21.18,0.00017886,0.0001,3,1693083592049,263562360,91
0.1,,,sell,26025.75,BTC-15SEP23-27500-C,29.89,0.00950467,0.009,2,1693083222306,263562319,85
1.0,,,sell,26016.63,BTC-8SEP23-22000-P,48.94,0.0010692,0.001,2,1693082624292,263562266,160
0.1,,,sell,26016.67,BTC-1SEP23-28000-C,37.17,0.00123769,0.0011,2,1693082411189,263562257,661
3.0,,,sell,26018.83,BTC-28AUG23-25250-P,29.18,0.00055058,0.0004,2,1693082186979,263562251,49
0.3,,,sell,26021.13,BTC-29AUG23-26750-C,24.3,0.00072491,0.0008,2,1693082043983,263562224,13
0.2,,,buy,26021.36,BTC-29AUG23-26250-C,20.35,0.00305723,0.0033,0,1693081983695,263562222,11
0.1,,,buy,26021.46,BTC-27OCT23-22000-P,42.97,0.01354334,0.0135,3,1693081977048,263562215,307
0.1,,,sell,26029.12,BTC-24NOV23-26000-C,40.48,0.08535832,0.086,0,1693081608207,263562192,20
0.1,,,sell,26030.97,BTC-29SEP23-24000-P,34.87,0.01244907,0.012,2,1693081411760,263562180,1865
0.1,,,sell,26029.27,BTC-8SEP23-24000-P,36.28,0.00362411,0.0034,3,1693081164297,263562163,177
0.1,,,sell,26022.41,BTC-29DEC23-25000-P,42.1,0.06996955,0.07,3,1693080959809,263562120,1119
0.1,,,sell,26024.58,BTC-24NOV23-44000-C,56.51,0.00508514,0.0047,2,1693080174489,263561994,6
1.0,,,sell,26026.93,BTC-24NOV23-32000-C,44.13,0.02494261,0.0245,3,1693079310879,263561970,24
0.1,,,sell,26010.98,BTC-1SEP23-29000-C,44.22,0.00049477,0.0005,0,1693078185618,263561826,564
0.1,,,buy,26012.61,BTC-8SEP23-24500-P,34.31,0.00528627,0.0055,1,1693077951456,263561820,214
0.1,,,sell,26015.45,BTC-29AUG23-27000-C,26.08,0.00045721,0.0004,1,1693077735669,263561755,5
1.0,,,sell,26017.12,BTC-29SEP23-36000-C,51.87,0.00157513,0.0014,2,1693077460399,263561743,1258
0.1,,,sell,26017.31,BTC-28AUG23-27000-C,26.63,0.00014409,0.0001,3,1693077421158,263561739,70
0.1,,,buy,26013.09,BTC-24NOV23-22000-P,44.09,0.02323283,0.023,3,1693076909820,263561707,26
0.5,,,buy,26012.4,BTC-15SEP23-26000-C,28.95,0.02843753,0.028,3,1693076884372,263561706,93
0.1,,,sell,26010.68,BTC-27OCT23-46000-C,60.89,0.00159107,0.0014,2,1693076635777,263561699,71
0.1,,,sell,26010.72,BTC-27OCT23-38000-C,53.19,0.00514352,0.0048,2,1693076520792,263561696,302
0.7,,,buy,26012.74,BTC-28AUG23-24000-P,57.57,2.221e-05,0.0002,1,1693076172952,263561690,19
1.4,,,sell,26012.68,BTC-28AUG23-24500-P,40.53,0.00017988,0.0001,2,1693076168165,263561685,19
0.1,,,buy,26012.42,BTC-29SEP23-26000-P,31.62,0.03591639,0.036,1,1693075844887,263561670,2324
6.0,,,sell,26003.76,BTC-29SEP23-23000-P,38.14,0.00776723,0.0075,3,1693075624339,263561645,1377
3.0,,,buy,26003.76,BTC-29SEP23-24500-P,34.12,0.01620507,0.0165,2,1693075615347,263561644,80
0.2,,,buy,26003.48,BTC-29AUG23-26500-C,21.96,0.00144443,0.0015,3,1693075589682,263561641,12
0.1,,,buy,26000.93,BTC-29SEP23-22000-P,43.43,0.00512476,0.0055,1,1693075543195,263561637,1387
0.3,,,sell,26005.72,BTC-24NOV23-31000-C,43.14,0.02978771,0.0295,3,1693075253799,263561549,23
30.0,,,buy,26005.78,BTC-1SEP23-24500-P,37.81,0.00199343,0.0021,0,1693074697990,263561397,333
0.1,,,sell,26009.25,BTC-27OCT23-34000-C,48.28,0.01000638,0.01,3,1693074334464,263561392,963
0.1,,,sell,26006.79,BTC-8SEP23-22500-P,44.61,0.00134883,0.0012,2,1693073892302,263561366,62
0.1,,,buy,26007.46,BTC-29AUG23-25250-P,27.82,0.0009576,0.0011,0,1693073886646,263561365,4
0.1,,,sell,26006.4,BTC-8SEP23-30000-C,41.71,0.00123493,0.0011,3,1693073777255,263561360,265
1.4,,,sell,26007.81,BTC-24NOV23-21000-P,46.31,0.0175234,0.0175,3,1693073555929,263561339,25
0.1,,,buy,26013.8,BTC-29DEC23-33000-P,45.14,0.28123674,0.28,0,1693073397863,263561309,151
0.5,,,buy,26013.82,BTC-29DEC23-40000-C,53.03,0.01578372,0.016,1,1693073148983,263561303,3143
0.3,,,sell,26015.05,BTC-15SEP23-30000-C,37.18,0.00219875,0.002,2,1693073056449,263561300,45
0.3,,,buy,26016.72,BTC-29SEP23-34000-C,48.72,0.0023414,0.0025,3,1693072646176,263561252,2078
1.4,,,sell,26003.8,BTC-24NOV23-20000-P,48.35,0.01296435,0.013,3,1693072239521,263561177,14
3.0,,,buy,26005.03,BTC-29SEP23-35000-C,51.4,0.00191492,0.0021,1,1693072196626,263561140,3310
0.1,,,sell,26005.92,BTC-29SEP23-25000-P,33.06,0.02112183,0.0215,1,1693072076339,263561129,2543
1.0,,,sell,26005.96,BTC-27AUG23-25500-P,25.19,0.00019452,0.0001,3,1693071914018,263561078,187
7.4,,,buy,26008.5,BTC-29SEP23-21000-P,46.96,0.00329746,0.0035,2,1693071786440,263561036,1362
0.2,,,sell,26008.54,BTC-1SEP23-32500-C,66.65,0.00010391,0.0001,2,1693071768106,263561031,193
1.0,,,sell,26009.47,BTC-27AUG23-26500-C,23.88,0.00024535,0.0001,3,1693071721665,263561027,174
0.1,,,sell,26007.6,BTC-28AUG23-26000-C,15.02,0.00551387,0.0042,2,1693071685930,263561018,79
1.0,,,buy,26004.94,BTC-29DEC23-50000-C,62.29,0.00748723,0.008,1,1693071606954,263561006,1631
0.1,,,sell,26006.29,BTC-8SEP23-31500-C,48.28,0.00059446,0.0006,2,1693071144869,263560850,83
1.9,,,sell,26006.48,BTC-24NOV23-34000-C,46.5,0.01743473,0.0175,2,1693070922249,263560778,15
0.1,,,buy,26012.44,BTC-8SEP23-28000-C,33.46,0.00370154,0.0039,3,1693069822506,263560500,520
2.0,,,sell,26012.48,BTC-29MAR24-70000-C,67.84,0.00913513,0.0105,3,1693069709337,263560492,122
0.3,,,buy,26012.12,BTC-28JUN24-20000-C,52.52,0.31998623,0.3275,0,1693069657471,263560487,25
0.1,,,sell,26019.34,BTC-8SEP23-23500-P,39.74,0.0025402,0.0026,2,1693069456442,263560465,140
0.6,BTC-PBUT-8SEP23-25000_26000_27000,263560459,sell,26019.26,BTC-8SEP23-26000-P,28.32,0.02047365,0.02,3,1693069378112,263560462,445
0.3,BTC-PBUT-8SEP23-25000_26000_27000,263560459,buy,26019.26,BTC-8SEP23-27000-P,30.25,0.04495426,0.0455,1,1693069378112,263560461,96
4.4,,,buy,26031.74,BTC-27OCT23-31000-C,42.77,0.01756705,0.0175,0,1693068974551,263560396,535
5.0,,,sell,26031.74,BTC-29SEP23-30000-C,38.77,0.00779835,0.0075,3,1693068974511,263560395,4572
0.2,,,buy,26014.98,BTC-8SEP23-27000-C,29.34,0.0085321,0.0085,0,1693068605501,263560312,388
0.1,,,sell,26015.33,BTC-27OCT23-27000-C,37.46,0.0481291,0.0485,2,1693068541659,263560295,381
0.5,,,sell,26017.01,BTC-29SEP23-27000-P,32.46,0.05854421,0.059,0,1693068339480,263560187,2037
0.1,,,buy,26022.62,BTC-28JUN24-27000-P,47.87,0.16897138,0.1705,2,1693068068145,263560097,172
1.0,,,sell,26024.79,BTC-1SEP23-22000-P,60.57,0.00038907,0.0003,3,1693068059357,263560031,155
0.1,,,sell,26026.7,BTC-29DEC23-29000-C,42.23,0.06203243,0.062,2,1693067671925,263560018,682
0.1,,,sell,26027.93,BTC-8SEP23-26500-C,28.6,0.01428544,0.014,3,1693067648393,263560016,622
1.0,,,sell,26031.8,BTC-29MAR24-60000-C,62.91,0.0141431,0.014,2,1693066729176,263559976,374
0.6,,,sell,26041.25,BTC-28AUG23-25750-P,18.44,0.00149329,0.0012,2,1693066464354,263559895,28
0.5,,,sell,26047.99,BTC-8SEP23-28500-C,34.29,0.00271863,0.0025,2,1693065853735,263559768,359
0.1,,,sell,26044.13,BTC-1SEP23-28500-C,39.5,0.00080112,0.0007,3,1693064874077,263559724,670
0.5,,,sell,26042.48,BTC-15SEP23-28500-C,32.66,0.00517541,0.0048,2,1693064715512,263559705,68
18.9,,,buy,26044.83,BTC-29AUG23-24000-P,51.14,0.00047812,0.0005,0,1693064444261,263559672,2
0.7,,,buy,26047.02,BTC-15SEP23-28000-C,31.85,0.00719447,0.007,3,1693064426954,263559661,52
2.4,,,sell,26047.09,BTC-27OCT23-30000-C,41.02,0.02200683,0.022,0,1693063928346,263559622,851
8.1,,,sell,26046.93,BTC-27AUG23-27000-C,43.1,3.949e-05,0.0002,1,1693063914559,263559615,120
0.3,,,buy,26043.77,BTC-27AUG23-28000-C,70.92,3.42e-06,0.0001,3,1693063894782,263559595,40
0.8,,,buy,26043.77,BTC-27AUG23-29000-C,100.21,2.8e-07,0.0001,3,1693063893451,263559593,11
0.2,,,buy,26043.77,BTC-27AUG23-29500-C,114.05,1.1e-07,0.0001,3,1693063889915,263559591,25
0.8,,,buy,26043.77,BTC-27AUG23-27500-C,55.3,6.69e-06,0.0001,2,1693063887735,263559589,36
0.6,,,buy,26042.69,BTC-29SEP23-28500-C,34.88,0.0129535,0.013,3,1693063579989,263559538,45
0.1,,,sell,26049.22,BTC-15SEP23-26000-P,29.75,0.02526072,0.0255,0,1693063208780,263559390,25
2.5,,,buy,26047.58,BTC-27OCT23-21000-P,45.56,0.00959107,0.0095,3,1693063046340,263559325,232
3.0,,,buy,26048.84,BTC-1SEP23-30500-C,55.4,0.00018041,0.0003,0,1693063019131,263559324,354
1.7,,,sell,26049.94,BTC-1SEP23-31000-C,60.29,0.00020887,0.0003,3,1693062858300,263559318,528
2.5,,,sell,26043.41,BTC-1SEP23-23000-P,49.89,0.00062665,0.0005,3,1693060666199,263558942,154
0.5,,,sell,26019.78,BTC-29AUG23-23500-P,56.27,0.00039179,0.0003,0,1693059938916,263558737,2
0.6,,,buy,26018.66,BTC-29MAR24-50000-C,58.07,0.02139673,0.022,3,1693059767035,263558716,790
0.1,,,buy,26023.57,BTC-27AUG23-27250-C,46.28,1.167e-05,0.0001,3,1693059683990,263558687,51
0.1,,,sell,26024.75,BTC-29DEC23-35000-C,47.41,0.02648612,0.026,2,1693059635877,263558676,1954
1.8,,,sell,26024.74,BTC-15SEP23-33000-C,48.91,0.00079214,0.0009,1,1693059601331,263558671,17
3.6,,,sell,26026.4,BTC-27OCT23-65000-C,76.97,0.00046818,0.0003,2,1693059447967,263558655,31
0.2,,,buy,26026.63,BTC-15SEP23-31000-C,41.3,0.00152926,0.0015,2,1693059405806,263558652,17
0.4,,,sell,26032.85,BTC-1SEP23-20000-P,78.73,0.00017908,0.0001,3,1693058637449,263558565,51
1.0,,,sell,26028.18,BTC-29SEP23-38000-C,57.42,0.00124975,0.0012,1,1693058298681,263558516,1198
2.0,,,buy,26026.39,BTC-29SEP23-28000-C,33.86,0.01605856,0.016,2,1693057214804,263558366,2095
2.0,,,sell,26026.22,BTC-15SEP23-34000-C,51.0,0.00072933,0.0006,3,1693057199188,263558364,10
0.1,,,sell,26025.42,BTC-29DEC23-32000-C,44.91,0.03922249,0.0395,1,1693057092437,263558350,910
2.0,,,sell,26022.86,BTC-1SEP23-31500-C,61.86,0.00017542,0.0002,0,1693056949252,263558338,344
0.9,,,sell,26022.74,BTC-1SEP23-32000-C,66.29,0.0001682,0.0002,1,1693056917994,263558336,320
0.1,,,sell,26023.07,BTC-8SEP23-29000-C,36.91,0.00210928,0.0019,2,1693056860493,263558328,324
0.1,,,sell,26014.11,BTC-27OCT23-28000-P,38.42,0.10396554,0.1045,2,1693056343387,263558183,396
0.1,,,sell,26014.24,BTC-29SEP23-27000-C,32.5,0.0256959,0.0255,2,1693055834906,263558131,1762
1.4,,,sell,26014.23,BTC-29SEP23-25500-P,32.32,0.02852996,0.028,2,1693055826027,263558128,32
0.1,,,sell,26014.18,BTC-15SEP23-24000-P,35.36,0.00651301,0.0065,2,1693055824403,263558127,15
0.6,,,buy,26015.15,BTC-15SEP23-26500-C,29.82,0.02064104,0.0205,0,1693055803358,263558123,76
1.4,,,sell,26014.95,BTC-29DEC23-36000-C,48.71,0.02407817,0.0235,2,1693055767450,263558107,887
2.2,,,sell,26014.95,BTC-29DEC23-38000-C,50.75,0.01949485,0.019,3,1693055767429,263558101,589
1.3,,,sell,26014.95,BTC-29DEC23-34000-C,46.77,0.03057165,0.03,2,1693055767428,263558099,871
2.0,,,sell,26014.86,BTC-15SEP23-35000-C,55.71,0.00069479,0.0006,2,1693055734055,263558082,3
0.4,,,sell,26013.92,BTC-29SEP23-40000-C,61.47,0.00099668,0.0009,0,1693055617517,263558070,3553
3.0,,,sell,26013.65,BTC-15SEP23-40000-C,63.46,0.00017966,0.0001,3,1693055528762,263558057,7
1.6,,,sell,26012.99,BTC-15SEP23-25000-P,31.3,0.01295941,0.0125,2,1693054806331,263557970,42
0.5,,,buy,26011.44,BTC-27AUG23-26000-C,13.08,0.00398147,0.0027,2,1693054786142,263557961,136
0.1,,,sell,26009.91,BTC-8SEP23-29500-C,38.98,0.00161299,0.0014,2,1693054474566,263557920,233
0.1,,,sell,26004.2,BTC-24NOV23-16000-P,58.05,0.00412618,0.0038,2,1693054335834,263557863,8
0.1,,,buy,25997.68,BTC-27OCT23-20000-P,48.42,0.00699042,0.007,2,1693053633711,263557574,209
2.5,,,sell,25997.68,BTC-27OCT23-55000-C,67.97,0.00083594,0.0005,2,1693053617383,263557570,45
0.1,,,sell,25999.39,BTC-27OCT23-35000-C,49.19,0.00845245,0.008,2,1693053329823,263557548,391
0.1,,,buy,25998.72,BTC-29DEC23-30000-P,43.0,0.18796089,0.187,2,1693052840151,263557519,606
0.2,,,buy,26023.58,BTC-29AUG23-25750-P,22.22,0.0034562,0.0035,0,1693052573501,263557399,8
0.1,,,sell,26023.58,BTC-15SEP23-27000-C,30.92,0.01496447,0.015,0,1693052573221,263557383,74
2.3,,,buy,26032.03,BTC-24NOV23-38000-C,51.04,0.01045225,0.01,3,1693051331099,263557163,10
0.1,,,buy,26029.3,BTC-8SEP23-16000-P,99.32,0.00010691,0.0002,0,1693050171178,263557111,4
0.1,,,buy,26029.13,BTC-29MAR24-10000-P,69.32,0.00308223,0.004,0,1693049974794,263557089,245
0.1,,,buy,26029.73,BTC-15SEP23-15000-P,93.78,0.00017505,0.0003,0,1693049708247,263557079,5
0.1,,,sell,26029.73,BTC-27AUG23-26750-C,27.49,0.00010738,0.0001,3,1693049705404,263557078,89
0.2,,,sell,26029.17,BTC-27OCT23-25000-P,37.6,0.04021953,0.0395,2,1693049668489,263557073,546
0.1,,,buy,26028.69,BTC-24NOV23-10000-P,86.76,0.0008311,0.0011,0,1693049664545,263557071,2
0.1,,,buy,26028.13,BTC-24NOV23-55000-C,68.07,0.00217033,0.0025,0,1693049649530,263557058,4
0.1,,,buy,26030.02,BTC-29SEP23-70000-C,107.68,0.00015695,0.0002,0,1693049613524,263557037,319
0.2,,,buy,26033.35,BTC-29SEP23-11000-P,108.85,0.00015994,0.0003,0,1693049575940,263557032,226
0.2,,,buy,26029.85,BTC-29DEC23-10000-P,78.59,0.00162014,0.0017,2,1693049444818,263557001,334
0.5,,,buy,26027.23,BTC-29DEC23-5000-P,117.17,0.00045706,0.0007,0,1693049416856,263556997,298
0.1,,,sell,26027.9,BTC-15SEP23-22500-P,41.28,0.0025974,0.0024,2,1693049086267,263556937,21
0.1,,,sell,26027.85,BTC-29AUG23-23000-P,61.43,0.00024336,0.0002,1,1693048743294,263556907,1
0.1,,,sell,26016.5,BTC-28JUN24-45000-C,56.74,0.05585079,0.0575,0,1693046564290,263556706,280
2.5,,,sell,26016.65,BTC-8SEP23-32000-C,49.6,0.00064158,0.0005,3,1693045473248,263556524,192
0.1,,,buy,26010.84,BTC-29MAR24-24000-P,45.58,0.08659218,0.0865,2,1693045262042,263556474,152
0.4,,,sell,26010.33,BTC-27OCT23-26000-C,36.81,0.06499077,0.0645,0,1693045234162,263556472,169
0.5,,,buy,26010.24,BTC-29SEP23-45000-C,68.66,0.00058704,0.0004,3,1693045227176,263556471,1580
0.3,,,sell,26009.51,BTC-27OCT23-25000-C,37.98,0.08661233,0.087,2,1693045197960,263556468,48
0.1,,,sell,26009.08,BTC-15SEP23-25500-P,30.51,0.01896197,0.0185,1,1693045062293,263556460,27
0.1,,,sell,26007.79,BTC-29SEP23-18000-P,61.7,0.00144912,0.0014,3,1693044884577,263556454,929
0.1,,,sell,26008.58,BTC-27OCT23-33000-C,45.93,0.01200182,0.0115,2,1693044826077,263556451,659
0.1,,,sell,26007.89,BTC-29AUG23-25500-P,22.65,0.00185776,0.0017,0,1693044501998,263556411,2
0.1,,,sell,26004.15,BTC-8SEP23-23000-P,43.25,0.00201181,0.0021,3,1693044452669,263556390,138
0.1,,,sell,26007.68,BTC-24NOV23-45000-C,57.89,0.00498494,0.0045,2,1693043788687,263556284,6
0.1,,,sell,26007.72,BTC-29SEP23-27500-C,33.03,0.02070527,0.02,2,1693043719776,263556276,71
0.1,,,buy,26001.76,BTC-27OCT23-23000-P,41.15,0.01966062,0.02,3,1693042807376,263556148,274
0.2,,,sell,26003.83,BTC-24NOV23-36000-C,48.75,0.01348141,0.013,2,1693041828507,263556081,8
0.1,,,buy,26018.72,BTC-28JUN24-21000-P,48.78,0.06950428,0.0685,2,1693039946163,263555656,107
6.3,,,sell,26013.83,BTC-15SEP23-41000-C,66.4,0.00021178,0.0001,1,1693039864870,263555643,1
0.2,,,buy,26004.89,BTC-15SEP23-23500-P,37.32,0.00480912,0.0048,0,1693038904473,263555291,14
0.3,,,sell,26009.35,BTC-1SEP23-21000-P,69.1,0.00030929,0.0002,3,1693038785412,263555113,95
0.1,,,sell,26008.88,BTC-29AUG23-25000-P,28.84,0.00091357,0.0007,1,1693038780236,263555112,1
0.9,,,sell,26026.14,BTC-27OCT23-29000-C,39.4,0.02810588,0.028,3,1693038692271,263555013,381
0.1,,,buy,26041.86,BTC-27OCT23-26000-P,37.18,0.05576318,0.056,2,1693038691237,263554989,641
2.2,,,buy,26042.9,BTC-8SEP23-21000-P,58.27,0.00073103,0.0009,0,1693038646407,263554868,75
0.1,,,sell,26043.32,BTC-29AUG23-27500-C,26.45,0.00025207,0.0001,2,1693038604933,263554852,2
0.4,,,buy,26042.66,BTC-1SEP23-33000-C,73.24,0.00015952,0.0002,0,1693038547028,263554849,231
4.0,,,buy,26041.6,BTC-29SEP23-33000-C,46.88,0.00335537,0.0035,0,1693038302582,263554800,2562
0.1,,,sell,26045.64,BTC-29SEP23-17000-P,66.59,0.00113845,0.001,3,1693038049564,263554720,770
0.1,,,sell,26043.2,BTC-29DEC23-24000-P,42.18,0.05481157,0.054,2,1693037912036,263554681,640
8.0,,,buy,26041.75,BTC-29SEP23-19000-P,57.85,0.00195034,0.0021,0,1693037864150,263554671,1503
4.5,,,sell,26038.14,BTC-15SEP23-39000-C,63.82,0.00032428,0.0002,1,1693037138597,263554517,1
0.1,,,sell,26037.68,BTC-29SEP23-25500-C,32.9,0.05272247,0.053,0,1693037090101,263554503,11
0.1,,,sell,26051.39,BTC-29MAR24-35000-C,49.68,0.0614452,0.062,1,1693035564729,263553685,311
0.1,,,buy,26059.35,BTC-26AUG23-26000-P,23.94,4.969e-05,0.0001,3,1693034904347,263553555,358
0.1,,,buy,26061.97,BTC-29MAR24-28000-P,45.3,0.16579194,0.1645,0,1693034330476,263553485,134
0.4,,,buy,26067.71,BTC-24NOV23-40000-C,53.25,0.00794476,0.008,2,1693033981370,263553436,8
0.1,,,sell,26066.69,BTC-28JUN24-34000-C,50.89,0.10391143,0.105,0,1693033954765,263553426,36
0.1,,,sell,26063.18,BTC-27OCT23-24000-P,38.71,0.02739427,0.027,2,1693033186074,263553312,511
0.4,,,buy,26061.26,BTC-29DEC23-45000-C,57.79,0.01050618,0.011,0,1693033112071,263553289,1774
4.5,,,sell,26052.37,BTC-29SEP23-55000-C,87.18,0.00036789,0.0003,0,1693032607955,263553208,746
6.0,,,sell,26049.81,BTC-1SEP23-34000-C,75.12,0.00014325,0.0001,3,1693032483964,263553196,113
0.8,,,sell,26048.13,BTC-28JUN24-70000-C,65.54,0.02222931,0.023,0,1693031326143,263553083,51
0.1,,,buy,26047.6,BTC-28JUN24-22000-P,48.47,0.08225067,0.0815,1,1693028840915,263552824,108
0.3,,,sell,26058.11,BTC-26AUG23-26000-C,22.92,0.00282337,0.003,3,1693026580754,263552590,332
3.0,,,sell,26063.8,BTC-28AUG23-27500-C,30.99,0.00014455,0.0001,3,1693025875331,263552520,17
1.0,,,buy,26056.48,BTC-26AUG23-26250-C,23.72,9.275e-05,0.0001,3,1693025205667,263552488,478
0.2,BTC-CCOND-1SEP23-23500_25000_27500_29000,263552408,sell,26058.76,BTC-1SEP23-25000-C,31.5,0.04432228,0.0443,2,1693024551583,263552410,37
0.2,BTC-CCOND-1SEP23-23500_25000_27500_29000,263552408,buy,26058.76,BTC-1SEP23-23500-C,46.8,0.09954562,0.0997,2,1693024551583,263552409,3
1.0,,,buy,26071.09,BTC-28JUN24-30000-P,48.59,0.24235364,0.242,2,1693022439667,263552163,160
3.5,,,buy,26078.03,BTC-28AUG23-28000-C,39.19,8.038e-05,0.0001,3,1693022068601,263552112,10
