amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.8,,,,,,0.8,buy,102812.35,BTC-27JUN25-115000-C,46.47,0.02769615,0.0275,2,1747094373557,366048177,2964
1.0,,,,,,1.0,buy,102812.47,BTC-16MAY25-90000-C,56.61,0.12567396,0.1255,2,1747094361985,366048175,17
0.1,,,,,,0.1,buy,102827.66,BTC-16MAY25-103000-P,38.26,0.01502809,0.015,1,1747094306403,366048136,501
0.7,,,,,,0.7,buy,102836.0,BTC-27JUN25-120000-C,47.51,0.0190886,0.019,3,1747094259181,366048114,5258
1.0,,,,,,1.0,sell,102830.61,BTC-26DEC25-120000-C,52.13,0.12011888,0.1205,2,1747094222989,366048109,638
0.8,,,,,,0.8,buy,102845.51,BTC-16MAY25-102000-P,38.51,0.01047811,0.0105,1,1747094164168,366048088,395
0.6,,,,,,0.6,buy,102846.99,BTC-27JUN25-110000-C,45.94,0.04064177,0.0405,1,1747094148867,366048079,6263
0.1,,,,,,0.1,buy,102868.23,BTC-27JUN25-250000-C,91.88,0.00048779,0.0005,3,1747094105063,366048051,1178
0.1,,,,,,0.1,sell,102871.49,BTC-27JUN25-140000-C,52.61,0.00485372,0.0048,1,1747094097010,366048047,3674
1.2,,,,,,1.2,buy,102870.29,BTC-16MAY25-101000-P,38.62,0.00707712,0.007,3,1747094095235,366048044,371
0.1,,,,,,0.1,sell,102869.36,BTC-16MAY25-106000-C,39.35,0.00510704,0.0048,0,1747094034924,366048033,1042
1.0,,,,,,1.0,sell,102873.27,BTC-13MAY25-102000-P,32.19,0.00089621,0.001,3,1747093971851,366047972,328
9.0,,,,,,9.0,sell,102882.45,BTC-16MAY25-103000-C,38.48,0.01462329,0.0145,3,1747093959905,366047951,690
0.2,,,,,,0.2,buy,102922.09,BTC-13MAY25-102500-P,29.78,0.00174156,0.0019,1,1747093939863,366047943,145
0.1,,,,,,0.1,sell,102957.38,BTC-23MAY25-99000-P,40.27,0.01137737,0.011,3,1747093800483,366047902,197
0.5,,,,,,0.5,buy,102950.75,BTC-14MAY25-114000-C,74.44,5.171e-05,0.0002,0,1747093769617,366047894,60
1.5,,,,,,1.5,sell,102918.28,BTC-26DEC25-170000-C,54.35,0.03992114,0.039,2,1747093730942,366047888,280
0.1,,,,,,0.1,buy,102936.24,BTC-14MAY25-103000-C,37.57,0.00914706,0.009,0,1747093638426,366047862,49
0.1,,,,,,0.1,sell,102948.43,BTC-14MAY25-100000-P,41.62,0.00142288,0.0015,2,1747093634422,366047861,56
0.1,,,,,,0.1,buy,102942.51,BTC-14MAY25-104000-C,37.51,0.00529304,0.005,3,1747093600789,366047857,39
0.7,,,,,,0.7,buy,102868.57,BTC-14MAY25-106000-C,42.32,0.00141646,0.0016,3,1747093512714,366047804,115
0.1,,,,,,0.1,buy,102873.01,BTC-14MAY25-103000-P,37.34,0.00973635,0.0095,0,1747093501905,366047794,152
1.0,,,,,,1.0,buy,102878.98,BTC-15MAY25-96000-P,49.41,0.00050398,0.0006,2,1747093483921,366047789,9
10.0,3641,BLOCK-197826,3,BTC-CBUT111-26SEP25-110000_160000_200000,,10.0,buy,102878.67,BTC-26SEP25-110000-C,50.49,0.10558095,0.1057,0,1747093479607,366047784,2015
10.0,3641,BLOCK-197826,3,BTC-CBUT111-26SEP25-110000_160000_200000,,10.0,sell,102878.67,BTC-26SEP25-160000-C,54.69,0.02138698,0.021,2,1747093479607,366047785,718
