amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.6,,,,buy,26215.23,BTC-29MAR24-65000-C,68.99,0.0106222,0.0105,2,1695772718844,265389365,299
0.2,,,,buy,26210.0,BTC-13OCT23-29500-C,36.07,0.00217317,0.0022,0,1695772634092,265389314,144
1.0,,,,sell,26209.26,BTC-28SEP23-25000-P,52.01,0.00099158,0.0009,2,1695772606191,265389311,34
1.2,,,,buy,26209.8,BTC-27OCT23-25500-C,34.11,0.05593318,0.0555,1,1695772561361,265389305,1
0.8,,,,buy,26203.45,BTC-29MAR24-41000-C,57.01,0.03785631,0.0375,2,1695772518183,265389292,349
0.2,,,,sell,26203.39,BTC-28SEP23-23000-P,86.38,9.654e-05,0.0001,3,1695772510843,265389291,15
0.1,,,,sell,26219.81,BTC-24NOV23-16000-P,68.88,0.00302933,0.0029,2,1695772384874,265389205,75
8.1,,,,buy,26218.98,BTC-13OCT23-26500-C,29.6,0.02052343,0.0205,0,1695772365172,265389204,248
0.9,,,,sell,26222.53,BTC-29MAR24-36000-C,53.4,0.05495216,0.0545,2,1695772299108,265389186,433
2.0,,,,buy,26228.8,BTC-29DEC23-11000-P,84.25,0.00193934,0.0019,0,1695772280321,265389170,235
25.3,,,,buy,26228.8,BTC-24NOV23-28000-C,37.46,0.03581041,0.036,0,1695772267322,265389167,638
3.2,,,,buy,26228.8,BTC-24NOV23-31000-C,41.56,0.01598454,0.016,3,1695772266403,265389166,315
1.0,,,,buy,26230.83,BTC-6OCT23-23000-P,56.23,0.00260188,0.0027,0,1695772118255,265389106,98
0.1,,,,buy,26228.35,BTC-29SEP23-30000-C,66.26,0.00018772,0.0001,3,1695772048798,265389086,6799
0.9,,,,sell,26228.51,BTC-24NOV23-26000-P,37.6,0.05205352,0.052,3,1695772010981,265389082,580
0.1,,,,sell,26230.06,BTC-29SEP23-24500-P,56.6,0.00148556,0.0013,3,1695771989404,265389048,1600
0.8,,,,buy,26231.28,BTC-29SEP23-25500-P,40.18,0.00342687,0.0034,2,1695771979584,265389036,2107
0.9,,,,buy,26234.62,BTC-27OCT23-19000-P,63.25,0.00214152,0.0023,0,1695771945415,265389008,178
2.4,,,,sell,26239.46,BTC-28SEP23-26250-P,27.55,0.00695147,0.007,2,1695771932728,265388998,143
0.8,,,,sell,26239.86,BTC-29SEP23-26500-C,28.91,0.00546959,0.005,1,1695771921211,265388988,2739
0.9,,,,buy,26238.78,BTC-24NOV23-24000-P,41.06,0.02693723,0.027,3,1695771910144,265388963,489
2.5,,,,sell,26238.58,BTC-27OCT23-29000-C,36.43,0.01077134,0.0105,3,1695771887705,265388953,1530
2.5,,,,sell,26238.58,BTC-24NOV23-22000-P,46.48,0.01473537,0.0145,2,1695771879768,265388950,416
1.0,,,,sell,26234.88,BTC-28SEP23-27500-C,38.87,0.0003162,0.0002,3,1695771741325,265388917,40
1.2,,,,buy,26237.52,BTC-27OCT23-24000-P,39.53,0.01312304,0.013,3,1695771680166,265388883,1608
0.1,,,,sell,26236.06,BTC-27OCT23-22000-P,48.26,0.00607366,0.006,2,1695771671284,265388878,810
0.1,,,,sell,26231.98,BTC-27OCT23-26000-P,33.51,0.03299447,0.033,3,1695771581384,265388755,1906
0.6,,,,sell,26218.38,BTC-28SEP23-25750-P,35.28,0.00246854,0.0025,2,1695771576712,265388719,106
1.0,,,,buy,26218.38,BTC-29MAR24-26000-C,48.79,0.15129887,0.151,3,1695771575923,265388651,120
1.5,,,,buy,26218.38,BTC-6OCT23-26500-C,30.52,0.01435159,0.0145,1,1695771575830,265388650,443
3.6,,,,buy,26214.43,BTC-6OCT23-27000-C,30.13,0.00815867,0.008,3,1695771573267,265388613,506
4.8,,,,buy,26213.25,BTC-27OCT23-27000-C,33.3,0.02617523,0.0265,0,1695771565450,265388611,1964
1.7,,,,buy,26213.25,BTC-27OCT23-26500-C,33.04,0.03374655,0.034,0,1695771565408,265388610,51
0.4,,,,buy,26210.35,BTC-29DEC23-27000-C,42.16,0.07712143,0.077,3,1695771563663,265388597,1184
0.1,,,,sell,26210.35,BTC-27OCT23-27000-P,33.05,0.05401001,0.054,3,1695771563639,265388593,1032
0.2,,,,buy,26205.54,BTC-29DEC23-26000-P,42.35,0.07504618,0.075,3,1695771556813,265388561,1329
5.4,,,,sell,26208.32,BTC-24NOV23-29000-C,38.83,0.02740423,0.027,2,1695771506844,265388547,485
0.3,,,,sell,26205.07,BTC-6OCT23-24500-P,42.11,0.00561955,0.0055,3,1695771428322,265388534,244
0.5,,,,buy,26203.05,BTC-29MAR24-27000-C,48.7,0.1343506,0.134,2,1695771408954,265388526,191
0.1,,,,buy,26200.95,BTC-29SEP23-23000-P,80.29,0.00045226,0.0005,1,1695771394016,265388525,3536
0.3,,,,sell,26200.72,BTC-27SEP23-26000-P,27.84,0.00107506,0.0009,3,1695771389178,265388524,371
0.5,,,,sell,26202.09,BTC-24NOV23-27000-C,37.58,0.04956169,0.0495,3,1695771242817,265388404,611
1.4,,,,buy,26199.07,BTC-29DEC23-32000-C,46.21,0.03082475,0.0305,2,1695771220090,265388394,1398
4.0,,,,buy,26202.35,BTC-27OCT23-28500-C,35.68,0.01288258,0.013,3,1695771119405,265388352,20
1.6,,,,sell,26193.02,BTC-27SEP23-26250-P,24.9,0.00401963,0.0044,1,1695770986968,265388279,279
0.7,,,,buy,26194.88,BTC-13OCT23-25000-P,35.01,0.01134075,0.0115,0,1695770864726,265388265,137
1.0,,,,sell,26194.58,BTC-28SEP23-26250-C,24.66,0.00531546,0.0048,2,1695770814854,265388263,135
0.4,,,,sell,26189.69,BTC-28SEP23-26000-C,24.75,0.01108218,0.01,2,1695770785238,265388260,86
1.3,,,,sell,26182.58,BTC-29DEC23-22000-P,48.04,0.02820643,0.028,1,1695770466390,265388183,1008
