amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,68300.65,BTC-9MAR24-66500-P,58.78,,0.0006351,0.0005,3,1709942391219,289652056,293
0.1,,,,,0.1,sell,68299.16,BTC-9MAR24-69500-C,55.07,,0.00126066,0.0013,3,1709942389980,289652055,310
0.1,,,,,0.1,buy,68298.84,BTC-26APR24-53000-P,72.16,,0.01661555,0.0165,0,1709942364235,289652039,218
0.2,,,,,0.2,sell,68301.91,BTC-22MAR24-80000-C,76.68,,0.0129172,0.0125,2,1709942354984,289652032,598
0.1,,,,,0.1,buy,68305.18,BTC-11MAR24-72000-C,59.71,,0.00342002,0.0035,2,1709942320878,289652016,74
0.1,,,,,0.1,buy,68316.85,BTC-9MAR24-68000-P,50.67,,0.00409856,0.004,3,1709942311544,289652013,408
0.1,,,,,0.1,sell,68329.12,BTC-26APR24-70000-C,68.99,,0.10193631,0.1015,1,1709942300657,289651997,1225
0.1,,,,,0.1,buy,68352.1,BTC-10MAR24-62000-P,77.85,,0.0002393,0.0003,2,1709942289259,289651984,90
0.1,,,,,0.1,sell,68357.47,BTC-26APR24-69000-C,68.78,,0.10863755,0.108,1,1709942288138,289651983,137
0.4,,,,,0.4,sell,68357.06,BTC-11MAR24-67500-P,51.93,,0.0110433,0.0105,2,1709942234764,289651973,49
0.1,,,,,0.1,sell,68361.47,BTC-22MAR24-76000-C,74.07,,0.02183576,0.0215,3,1709942126735,289651951,431
0.2,,,,,0.2,sell,68361.47,BTC-9MAR24-66000-C,80.27,,0.03506957,0.0355,1,1709942126714,289651949,107
0.1,,,,,0.1,sell,68361.53,BTC-22MAR24-78000-C,75.35,,0.01690854,0.0165,3,1709942121757,289651939,334
0.1,,,,,0.1,buy,68341.27,BTC-9MAR24-68000-C,54.6,,0.00917971,0.0095,1,1709942072980,289651920,275
0.2,,,,,0.2,buy,68352.72,BTC-29MAR24-55000-P,75.65,,0.00718512,0.0075,0,1709941975842,289651880,1206
1.0,,,,,1.0,sell,68340.13,BTC-10MAR24-67000-P,51.76,,0.00466797,0.0048,0,1709941801820,289651749,122
0.1,,,,,0.1,sell,68302.09,BTC-22MAR24-70000-C,70.88,,0.04650808,0.0465,2,1709941766048,289651723,671
0.1,,,,,0.1,sell,68272.96,BTC-26APR24-52000-P,72.68,,0.01482276,0.0145,3,1709941745777,289651698,394
0.1,,,,,0.1,sell,68273.19,BTC-26APR24-68000-C,68.79,,0.11495846,0.1145,2,1709941739020,289651694,388
0.1,,,,,0.1,sell,68263.37,BTC-29MAR24-57000-P,72.1,,0.01023007,0.01,3,1709941700539,289651580,679
0.1,,,,,0.1,buy,68264.44,BTC-29MAR24-53000-P,78.3,,0.00538351,0.0055,1,1709941677792,289651566,1616
0.1,,,,,0.1,buy,68271.35,BTC-22MAR24-58000-P,73.58,,0.00706947,0.007,3,1709941640968,289651537,285
0.4,,,,,0.4,buy,68309.97,BTC-9MAR24-71000-C,69.28,,0.00026999,0.0003,3,1709941632167,289651489,142
0.1,,,,,0.1,buy,68296.14,BTC-11MAR24-67000-P,54.37,,0.00888522,0.009,2,1709941614446,289651478,56
0.1,,,,,0.1,buy,68249.79,BTC-28JUN24-85000-C,73.04,,0.09702732,0.098,0,1709941594863,289651409,1158
