amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,,buy,29774.45,BTC-18AUG23-24000-P,63.37,,0.00044595,0.0005,1,1691539095830,262290882,25
0.3,,,,buy,29773.69,BTC-10AUG23-29250-P,32.09,,0.00154893,0.0017,2,1691539094011,262290881,130
0.3,,,,buy,29772.19,BTC-11AUG23-31500-C,47.26,,0.00125213,0.0013,2,1691539071337,262290879,527
1.0,,,,sell,29767.17,BTC-28JUN24-80000-C,63.82,,0.02467173,0.024,2,1691539050379,262290851,40
15.0,,,,sell,29767.9,BTC-11AUG23-30000-C,33.36,,0.00835567,0.008,3,1691538956959,262290844,2056
2.0,,,,sell,29761.65,BTC-25AUG23-28000-P,36.16,,0.00830806,0.008,0,1691538898270,262290814,1908
2.0,,,,sell,29763.16,BTC-25AUG23-32000-C,40.72,,0.01130749,0.011,3,1691538837446,262290784,3639
0.3,,,,sell,29767.81,BTC-11AUG23-30500-C,37.45,,0.00402402,0.004,0,1691538831791,262290778,1036
0.3,,,,buy,29766.48,BTC-27OCT23-55000-C,58.37,,0.00203191,0.0018,1,1691538738876,262290761,16
3.0,,,,sell,29766.77,BTC-27OCT23-50000-C,54.99,,0.00333911,0.0031,0,1691538725038,262290759,33
0.1,,,,sell,29774.27,BTC-9AUG23-30500-C,38.92,,0.00017952,0.0001,3,1691538635633,262290734,207
0.1,,,,sell,29766.38,BTC-29DEC23-30000-C,40.82,,0.11002884,0.11,0,1691538351136,262290660,1542
0.5,,,,buy,29765.01,BTC-29SEP23-36000-C,43.71,,0.01233837,0.0125,3,1691538327510,262290656,1018
1.9,,,,buy,29765.11,BTC-29SEP23-35000-C,42.16,,0.0151614,0.0155,3,1691538325242,262290654,2962
0.1,,,,sell,29758.1,BTC-27OCT23-20000-P,50.7,,0.00338093,0.0031,2,1691538294463,262290643,83
0.1,,,,sell,29760.24,BTC-27OCT23-48000-C,53.49,,0.00407391,0.0039,0,1691538278514,262290642,37
2.5,,,,sell,29762.21,BTC-18AUG23-32000-C,42.24,,0.00586315,0.0055,2,1691538264085,262290640,258
2.5,,,,buy,29763.0,BTC-11AUG23-33000-C,64.25,,0.00038372,0.0005,2,1691538238889,262290639,301
0.1,,,,sell,29763.2,BTC-25AUG23-35000-C,50.83,,0.00383505,0.0037,2,1691538148484,262290598,1639
0.5,,,,sell,29765.2,BTC-25AUG23-27000-P,39.61,,0.0043157,0.0043,2,1691538144591,262290597,1930
5.0,,,,sell,29772.53,BTC-25AUG23-29000-P,35.84,,0.01695487,0.017,3,1691538126860,262290587,1963
0.1,,,,sell,29775.19,BTC-11AUG23-29000-P,34.58,,0.00231478,0.0022,3,1691538102610,262290582,957
0.2,,,,sell,29775.2,BTC-9AUG23-29750-P,23.81,,0.00271258,0.0024,0,1691538080112,262290576,103
0.5,,,,buy,29775.37,BTC-11AUG23-29000-C,34.46,,0.03014168,0.03,2,1691538069347,262290575,741
0.1,,,,sell,29776.06,BTC-18AUG23-33000-C,47.41,,0.00356739,0.0035,0,1691538035799,262290574,108
0.9,,,,buy,29776.53,BTC-9AUG23-29500-C,25.85,,0.01005262,0.01,2,1691538003155,262290573,218
