amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,buy,56159.2,BTC-7SEP24-60000-C,66.92,,0.00083549,0.0009,1,1725580743143,316622360,86
0.1,,,,0.1,sell,56157.41,BTC-6SEP24-53000-P,98.92,,0.00028124,0.0003,2,1725580707447,316622357,652
1.0,,,,1.0,buy,56157.11,BTC-7SEP24-60500-C,68.08,,0.00065452,0.0006,0,1725580664526,316622354,56
0.1,,,,0.1,buy,56158.54,BTC-6SEP24-59000-C,72.82,,0.00015873,0.0001,3,1725580660003,316622353,1249
1.0,,,,1.0,buy,56160.09,BTC-7SEP24-56500-P,59.35,,0.01793539,0.0175,2,1725580653282,316622347,59
1.1,,,,1.1,sell,56166.27,BTC-6SEP24-58500-C,68.32,,0.00021969,0.0002,3,1725580645673,316622346,518
1.0,,,,1.0,sell,56165.4,BTC-6SEP24-57000-P,54.83,,0.01635157,0.0165,3,1725580625865,316622344,1143
0.4,,,,0.4,sell,56150.0,BTC-7SEP24-55000-P,65.4,,0.00773973,0.0075,3,1725580609002,316622340,49
0.1,,,,0.1,sell,56124.02,BTC-6SEP24-52000-P,117.45,,0.00021523,0.0002,3,1725580517152,316622317,738
0.1,,,,0.1,sell,56178.94,BTC-7SEP24-52000-P,88.43,,0.00163031,0.0017,0,1725580447431,316622297,29
0.1,,,,0.1,sell,56150.43,BTC-7SEP24-50000-P,102.32,,0.00084401,0.0007,3,1725580278752,316622240,50
1.0,,,,1.0,buy,56135.84,BTC-27SEP24-52000-C,56.67,,0.09903421,0.099,2,1725580276794,316622237,364
0.3,,,,0.3,sell,56160.71,BTC-6SEP24-58000-C,55.84,,0.00036926,0.0002,2,1725580177607,316622189,679
0.5,,,,0.5,sell,56159.34,BTC-6SEP24-59500-C,82.53,,0.00012322,0.0001,3,1725580173529,316622188,398
0.1,,,,0.1,sell,56158.42,BTC-6SEP24-56500-C,50.25,,0.00387821,0.0036,0,1725580170514,316622187,96
0.1,,,,0.1,sell,56173.74,BTC-13SEP24-58000-C,54.54,,0.01806673,0.018,0,1725580009235,316622138,348
0.1,,,,0.1,buy,56162.41,BTC-6SEP24-46000-C,0.0,,0.18103609,0.181,0,1725580000939,316622137,7
0.4,,,,0.4,sell,56162.41,BTC-6SEP24-55000-P,68.21,,0.00165148,0.0017,3,1725580000830,316622135,1123
0.1,,,,0.1,sell,56135.03,BTC-13SEP24-57000-C,54.89,,0.02438568,0.0245,2,1725579939376,316622099,396
0.1,,,,0.1,buy,56127.85,BTC-27SEP24-66000-C,55.8,,0.00857812,0.0085,3,1725579775877,316622051,809
0.5,,,,0.5,buy,56088.24,BTC-27DEC24-57000-P,61.69,,0.13153375,0.1315,0,1725579633675,316622017,356
0.1,,,,0.1,sell,56074.34,BTC-27SEP24-85000-C,71.61,,0.00054381,0.0006,2,1725579618893,316622014,4458
0.1,,,,0.1,sell,56058.79,BTC-6SEP24-56000-P,53.55,,0.00628803,0.006,3,1725579556182,316622005,1226
0.1,,,,0.1,sell,56073.88,BTC-7SEP24-58500-C,63.22,,0.00266348,0.0027,0,1725579536521,316621997,111
0.1,,,,0.1,sell,56073.65,BTC-7SEP24-59000-C,64.92,,0.00187107,0.0019,3,1725579530311,316621990,139
1.0,,,,1.0,sell,56072.53,BTC-7SEP24-61000-C,69.96,,0.0005582,0.0004,2,1725579517970,316621989,61
0.1,,,,0.1,sell,56077.68,BTC-7SEP24-59500-C,67.26,,0.00137197,0.0014,2,1725579476267,316621974,113
0.1,,,,0.1,buy,56067.0,BTC-7SEP24-61500-C,75.59,,0.00047675,0.0004,0,1725579458240,316621971,31
3.0,,,,3.0,buy,56067.0,BTC-7SEP24-62000-C,77.71,,0.00039959,0.0003,0,1725579458229,316621970,44
2.6,,,,2.6,buy,56046.36,BTC-7SEP24-63000-C,83.66,,0.0001969,0.0002,1,1725579418458,316621960,42
0.3,,,,0.3,sell,56045.43,BTC-6SEP24-50000-P,149.98,,0.00015074,0.0001,3,1725579386298,316621956,400
1.0,,,,1.0,sell,56038.15,BTC-7SEP24-58000-C,60.28,,0.0037708,0.0035,2,1725579319467,316621940,118
0.1,,,,0.1,buy,56038.12,BTC-25OCT24-46000-P,60.3,,0.01857561,0.019,1,1725579318112,316621939,138
1.0,,,,1.0,sell,56061.72,BTC-13SEP24-64000-C,58.41,,0.00225945,0.0021,2,1725579085203,316621888,646
1.7,,,,1.7,buy,56064.57,BTC-8SEP24-60500-C,57.52,,0.00117191,0.001,3,1725579070142,316621887,7
0.6,,,,0.6,buy,56066.55,BTC-6SEP24-56000-C,55.33,,0.00743926,0.0075,1,1725578918801,316621841,158
0.1,,,,0.1,buy,56066.37,BTC-13SEP24-52000-P,63.1,,0.00921176,0.0095,3,1725578871483,316621824,380
0.1,,,,0.1,sell,56063.11,BTC-13SEP24-54000-P,57.25,,0.01707394,0.0165,2,1725578836573,316621818,512
0.1,,,,0.1,buy,56062.51,BTC-27SEP24-65000-C,55.12,,0.0101085,0.01,2,1725578836142,316621817,4754
0.2,,,,0.2,buy,56047.17,BTC-20SEP24-61000-C,54.83,,0.01404587,0.0145,1,1725578687400,316621776,349
1.0,,,,1.0,sell,56044.58,BTC-27SEP24-50000-P,58.68,,0.01573496,0.0155,2,1725578657686,316621771,3058
