amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,89495.37,BTC-27MAR26-160000-C,54.22,0.0004924,0.0005,1,1769212794368,409778486,2203
0.1,,,,,,0.1,buy,89509.3,BTC-27MAR26-150000-C,50.88,0.00069624,0.0007,3,1769212758421,409778473,2965
0.5,,,,,,0.5,sell,89514.46,BTC-24JAN26-89000-P,18.13,0.00039463,0.0004,2,1769212730829,409778446,423
0.1,,,,,,0.1,sell,89519.49,BTC-27MAR26-85000-P,39.72,0.03849201,0.0385,2,1769212634136,409778416,9390
0.5,,,,,,0.5,buy,89485.06,BTC-26JAN26-91000-C,24.17,0.00226027,0.0022,2,1769212615374,409778392,230
0.1,,,,,,0.1,buy,89473.94,BTC-27MAR26-155000-C,52.73,0.0005357,0.0006,1,1769212595713,409778360,1216
0.3,,,,,,0.3,buy,89420.08,BTC-25JAN26-94000-C,36.61,6.788e-05,0.0001,3,1769212320271,409778230,488
0.1,,,,,,0.1,sell,89408.8,BTC-27JAN26-89000-P,28.89,0.00873728,0.0085,0,1769212275739,409778208,12
0.1,,,,,,0.1,sell,89408.8,BTC-27FEB26-70000-P,50.13,0.00312728,0.003,2,1769212272813,409778205,982
0.4,,,,,,0.4,sell,89408.72,BTC-24JAN26-90000-C,17.69,0.00040448,0.0003,2,1769212253653,409778201,385
0.3,,,,,,0.3,buy,89419.74,BTC-25JAN26-80000-P,75.16,3.969e-05,0.0001,3,1769212185169,409778178,366
0.1,,,,,,0.1,buy,89429.18,BTC-26JAN26-87000-P,28.62,0.0012297,0.0012,0,1769212149580,409778095,77
0.1,,,,,,0.1,sell,89383.21,BTC-30JAN26-85000-P,40.89,0.00502869,0.0047,2,1769212082758,409777974,4007
1.8,,,,,,1.8,sell,89393.91,BTC-24JAN26-90000-P,0.0,0.00708721,0.0065,0,1769212036524,409777946,218
0.3,,,,,,0.3,sell,89438.5,BTC-30JAN26-87000-P,39.02,0.008888,0.009,1,1769211729927,409777825,456
0.1,,,,,,0.1,buy,89427.78,BTC-27FEB26-94000-C,36.36,0.02573055,0.026,0,1769211696212,409777819,1281
0.1,,,,,,0.1,sell,89425.12,BTC-30JAN26-89000-P,35.22,0.01591723,0.0155,2,1769211662945,409777812,569
0.3,,,,,,0.3,buy,89419.46,BTC-25JAN26-89000-P,12.26,0.00122239,0.0011,1,1769211642060,409777811,319
1.3,,,,,,1.3,sell,89421.73,BTC-27FEB26-80000-P,41.04,0.01206313,0.0115,3,1769211627327,409777806,1158
0.5,,,,,,0.5,sell,89421.73,BTC-27FEB26-82000-P,39.92,0.01593824,0.0155,1,1769211627180,409777804,826
0.1,,,,,,0.1,sell,89422.48,BTC-30JAN26-91000-C,33.75,0.01148314,0.011,2,1769211624875,409777803,331
0.1,,,,,,0.1,sell,89458.6,BTC-30JAN26-65000-P,89.51,0.00013601,0.0001,2,1769211434638,409777676,3159
0.3,,,,,,0.3,sell,89471.52,BTC-27JAN26-84000-P,40.73,0.00086852,0.0008,3,1769211286538,409777626,13
0.1,,,,,,0.1,buy,89479.25,BTC-25JAN26-91000-C,16.31,0.00018049,0.0002,0,1769210940012,409777343,401
0.5,,,,,,0.5,buy,89472.1,BTC-30JAN26-84000-P,44.08,0.00356794,0.0038,0,1769210178672,409776957,1828
0.1,,,,,,0.1,sell,89450.01,BTC-25JAN26-91000-P,0.0,0.01715957,0.017,1,1769209898940,409776890,139
0.1,,,,,,0.1,sell,89446.38,BTC-25JAN26-90000-C,10.91,0.00077915,0.0007,3,1769209574538,409776724,363
0.1,,,,,,0.1,sell,89479.51,BTC-30JAN26-93000-C,33.36,0.00555431,0.005,2,1769209427468,409776672,388
0.1,,,,,,0.1,buy,89465.49,BTC-26JAN26-82000-P,52.94,0.00018638,0.0003,0,1769209407998,409776656,38
0.1,,,,,,0.1,buy,89457.3,BTC-25JAN26-96000-C,48.9,5.13e-06,0.0001,3,1769209393477,409776645,73
4.4,,,,,,4.4,buy,89470.52,BTC-25JAN26-90000-P,8.52,0.00642964,0.006,1,1769209365634,409776633,516
0.1,,,,,,0.1,sell,89470.77,BTC-13FEB26-93000-C,34.47,0.01847767,0.018,2,1769209361698,409776617,99
0.1,,,,,,0.1,buy,89476.67,BTC-24JAN26-91000-C,27.69,0.00010962,0.0001,3,1769209337665,409776608,714
0.1,,,,,,0.1,buy,89480.74,BTC-27JAN26-90000-C,28.15,0.00862836,0.0085,3,1769208964026,409776371,25
2.0,,,,,,2.0,buy,89453.65,BTC-26JAN26-93000-C,27.71,0.00039948,0.0004,1,1769208813309,409776312,105
0.1,,,,,,0.1,sell,89488.51,BTC-26JAN26-90000-C,22.27,0.00521418,0.0049,2,1769208779923,409776204,32
0.1,,,,,,0.1,sell,89531.03,BTC-27JAN26-90000-P,27.53,0.0133894,0.013,2,1769208536378,409775753,27
2.0,,,,,,2.0,buy,89532.99,BTC-26JUN26-170000-C,46.91,0.00318976,0.0031,3,1769208480774,409775669,661
0.1,,,,,,0.1,sell,89532.17,BTC-26JAN26-88000-P,25.97,0.00218524,0.0023,0,1769208444749,409775650,48
0.1,,,,,,0.1,buy,89532.04,BTC-24JAN26-86000-P,57.56,0.00014521,0.0001,3,1769208421773,409775633,169
0.1,,,,,,0.1,sell,89501.34,BTC-25SEP26-200000-C,48.29,0.00547541,0.0055,2,1769208383358,409775560,786
0.1,,,,,,0.1,buy,89495.74,BTC-26JAN26-89000-P,23.19,0.00494479,0.0048,2,1769208283932,409775462,34
0.1,,,,,,0.1,buy,89519.65,BTC-25JAN26-89000-C,15.0,0.00725794,0.0075,2,1769208261705,409775442,311
0.1,,,,,,0.1,sell,89609.02,BTC-27MAR26-105000-C,37.74,0.01518042,0.015,1,1769208149371,409775318,4212
0.2,,,,,,0.2,buy,89590.33,BTC-27JAN26-91000-C,28.12,0.00520413,0.005,0,1769207959017,409775067,48
2.2,,,,,,2.2,sell,89510.85,BTC-26JAN26-92000-C,25.22,0.00088065,0.0009,2,1769207770286,409774928,161
0.2,,,,,,0.2,buy,89529.95,BTC-30JAN26-82000-P,47.39,0.00208942,0.0021,1,1769207758881,409774904,2048
0.1,,,,,,0.1,buy,89552.1,BTC-6FEB26-100000-C,36.72,0.00189426,0.002,0,1769207735134,409774881,288
4.9,,,,,,4.9,sell,89609.07,BTC-27MAR26-104000-C,37.11,0.01687362,0.016,2,1769207382376,409774568,471
0.1,,,,,,0.1,buy,89617.5,BTC-6FEB26-95000-C,34.54,0.00749,0.0075,0,1769207348223,409774539,234
1.0,,,,,,1.0,buy,89615.37,BTC-13FEB26-100000-C,35.1,0.00410885,0.0041,3,1769207208415,409774371,117
8.0,,,,,,8.0,buy,89624.97,BTC-13FEB26-80000-P,43.02,0.00593311,0.006,2,1769207187970,409774359,157
0.1,,,,,,0.1,sell,89623.44,BTC-27MAR26-102000-C,37.53,0.02089643,0.0205,0,1769207121007,409774323,467
0.1,,,,,,0.1,buy,89624.63,BTC-25JAN26-93000-C,30.75,0.00016463,0.0002,0,1769207093664,409774309,69
