amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.4,,,,,,0.4,buy,102292.69,BTC-26DEC25-118000-C,42.43,0.01635363,0.0165,3,1762646396345,397119580,1468
0.4,,,,,,0.4,sell,102286.36,BTC-11NOV25-105000-C,35.98,0.00314957,0.0029,3,1762646367506,397119575,36
1.6,,,,,,1.6,sell,102285.37,BTC-10NOV25-108000-C,43.73,0.00028317,0.0002,2,1762646355962,397119573,179
1.6,,,,,,1.6,sell,102285.37,BTC-10NOV25-107000-C,42.03,0.00045092,0.0004,1,1762646355959,397119572,92
0.4,,,,,,0.4,sell,102293.43,BTC-12NOV25-103000-C,36.87,0.01144971,0.011,0,1762646291950,397119540,6
0.3,,,,,,0.3,sell,102276.88,BTC-9NOV25-103000-C,24.66,0.00085169,0.0007,2,1762646250055,397119529,890
0.2,,,,,,0.2,sell,102276.88,BTC-9NOV25-102000-P,21.88,0.00181389,0.0015,2,1762646250053,397119528,349
0.1,,,,,,0.1,buy,102281.75,BTC-26DEC25-145000-C,48.81,0.00196686,0.002,3,1762645881213,397119332,1931
0.1,,,,,,0.1,sell,102286.28,BTC-9NOV25-104000-C,35.36,0.00034744,0.0003,3,1762645691913,397119094,693
0.1,,,,,,0.1,buy,102310.39,BTC-28NOV25-96000-C,44.3,0.07913934,0.079,0,1762645657778,397119063,5
0.1,,,,,,0.1,sell,102319.84,BTC-9NOV25-102000-C,26.05,0.0048775,0.005,3,1762645635620,397118976,515
0.1,,,,,,0.1,sell,102355.1,BTC-28NOV25-96000-P,44.48,0.01555891,0.0155,2,1762645215343,397118720,182
0.2,,,,,,0.2,sell,102317.98,BTC-14NOV25-98000-P,43.66,0.00628978,0.006,2,1762645148431,397118640,367
0.1,,,,,,0.1,sell,102318.6,BTC-10NOV25-105000-C,35.2,0.00130686,0.0012,2,1762645110934,397118570,266
0.1,,,,,,0.1,sell,102395.81,BTC-9NOV25-101000-C,31.59,0.01412841,0.014,0,1762644922397,397118472,232
