amount,block_trade_id,block_trade_leg_count,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.4,,,0.4,sell,67756.93,BTC-14JUN24-65000-C,43.87,0.05951397,0.0595,2,1717281134432,303808767,227
0.2,,,0.2,sell,67782.76,BTC-3JUN24-64000-P,45.75,0.00019188,0.0002,1,1717281063857,303808725,46
6.9,,,6.9,sell,67788.6,BTC-3JUN24-64500-P,43.29,0.00036249,0.0003,2,1717281033807,303808705,9
0.5,,,0.5,sell,67812.4,BTC-2JUN24-66000-P,40.55,0.00013341,0.0001,3,1717280963028,303808682,101
0.1,,,0.1,buy,67803.66,BTC-27SEP24-39000-P,65.13,0.00585285,0.006,0,1717280943977,303808651,163
0.1,,,0.1,sell,67803.08,BTC-26JUL24-57000-P,54.81,0.01852387,0.0185,2,1717280858984,303808611,327
0.2,,,0.2,sell,67806.36,BTC-2JUN24-67000-C,27.2,0.01223737,0.0125,0,1717280854186,303808598,60
0.2,,,0.2,buy,67809.19,BTC-4JUN24-67000-P,30.94,0.00484389,0.0047,2,1717280853343,303808595,42
0.2,,,0.2,buy,67821.27,BTC-2JUN24-67500-C,17.98,0.0056046,0.0055,1,1717280795328,303808528,148
0.7,,,0.7,sell,67798.27,BTC-21JUN24-68000-P,46.35,0.0401917,0.04,2,1717280793170,303808513,52
1.0,,,1.0,buy,67798.27,BTC-3JUN24-68500-C,25.65,0.0027412,0.0027,1,1717280793023,303808512,127
0.1,,,0.1,buy,67797.92,BTC-28JUN24-75000-C,49.37,0.0206958,0.0205,1,1717280789652,303808440,6321
0.1,,,0.1,buy,67746.38,BTC-21JUN24-86000-C,52.62,0.00159539,0.0015,3,1717280570718,303808261,40
1.0,,,1.0,buy,67714.25,BTC-21JUN24-65000-C,46.03,0.06989323,0.0695,1,1717280464098,303808189,61
0.1,,,0.1,buy,67709.07,BTC-26JUL24-105000-C,61.42,0.00446712,0.0046,0,1717280421200,303808178,243
0.1,,,0.1,buy,67708.58,BTC-26JUL24-64000-C,53.31,0.12269961,0.122,0,1717280405576,303808174,193
0.1,,,0.1,sell,67720.21,BTC-26JUL24-58000-P,54.48,0.02162922,0.0215,2,1717280347378,303808127,248
0.1,,,0.1,buy,67720.18,BTC-26JUL24-64000-P,54.11,0.047627,0.048,0,1717280333644,303808123,214
0.1,,,0.1,buy,67746.87,BTC-28JUN24-70000-C,48.86,0.04254066,0.0425,3,1717280111969,303808029,7204
0.8,,,0.8,sell,67750.38,BTC-27SEP24-100000-C,62.64,0.03765542,0.037,2,1717279983196,303807970,1918
0.1,,,0.1,sell,67746.0,BTC-26JUL24-59000-P,54.5,0.02497389,0.025,3,1717279903660,303807909,152
0.1,,,0.1,sell,67750.91,BTC-14JUN24-65000-P,43.46,0.01380155,0.0135,2,1717279697148,303807806,481
0.4,,,0.4,buy,67673.03,BTC-21JUN24-76000-C,47.71,0.00985117,0.01,2,1717279304765,303807563,64
0.4,,,0.4,buy,67671.95,BTC-28JUN24-64000-C,48.82,0.08922609,0.089,1,1717279285934,303807549,1058
0.1,,,0.1,buy,67671.05,BTC-2JUN24-67000-P,22.22,0.00025065,0.0003,3,1717279266453,303807506,196
0.1,,,0.1,sell,67675.13,BTC-7JUN24-72000-C,40.51,0.00290154,0.0029,2,1717279262781,303807493,1116
0.6,,,0.6,sell,67675.13,BTC-21JUN24-64000-C,46.0,0.07974118,0.0795,0,1717279262778,303807492,26
1.3,,,1.3,buy,67675.13,BTC-3JUN24-66500-P,29.14,0.00135171,0.0014,0,1717279262747,303807491,55
0.3,,,0.3,sell,67675.13,BTC-7JUN24-75000-C,46.11,0.00089222,0.0009,0,1717279262701,303807490,722
0.9,,,0.9,sell,67675.13,BTC-21JUN24-71000-C,46.56,0.02653241,0.0265,1,1717279262685,303807488,53
0.1,,,0.1,buy,67675.13,BTC-21JUN24-67000-P,46.74,0.03361308,0.034,3,1717279262538,303807486,82
1.1,,,1.1,sell,67690.67,BTC-4JUN24-71500-C,38.6,0.00060992,0.0006,1,1717279261712,303807471,8
0.2,,,0.2,sell,67722.83,BTC-14JUN24-58000-P,51.26,0.00157984,0.0016,2,1717279079131,303807322,176
9.0,,,9.0,buy,67727.59,BTC-27SEP24-110000-C,64.36,0.02456595,0.025,0,1717278794789,303807159,482
0.1,,,0.1,buy,67760.54,BTC-27SEP24-32000-P,70.46,0.00221246,0.0023,0,1717278631038,303807114,143
0.1,,,0.1,buy,67760.66,BTC-26JUL24-88000-C,56.17,0.01648718,0.0165,1,1717278583261,303807068,110
0.3,,,0.3,buy,67761.34,BTC-30AUG24-90000-C,59.01,0.03587552,0.036,3,1717278439667,303807020,21
0.1,,,0.1,buy,67758.74,BTC-27SEP24-31000-P,71.44,0.0019283,0.002,0,1717278314079,303806964,126
0.1,,,0.1,buy,67749.36,BTC-27SEP24-37000-P,65.84,0.0043271,0.0044,0,1717278273427,303806949,140
0.8,,,0.8,sell,67751.93,BTC-3JUN24-68000-P,27.91,0.00813759,0.0085,3,1717278242154,303806898,39
0.1,,,0.1,buy,67750.62,BTC-3JUN24-70000-C,30.79,0.00039641,0.0004,1,1717278240309,303806895,93
1.1,,,1.1,sell,67750.22,BTC-3JUN24-70500-C,34.31,0.00027308,0.0003,3,1717278226896,303806882,79
0.1,,,0.1,buy,67750.22,BTC-3JUN24-67500-P,26.55,0.00408079,0.0046,2,1717278226885,303806881,74
0.5,,,0.5,buy,67750.72,BTC-4JUN24-69000-C,32.7,0.00409256,0.0043,0,1717278059315,303806846,37
0.1,,,0.1,buy,67753.51,BTC-27SEP24-38000-P,65.08,0.00499794,0.005,0,1717277999592,303806821,213
0.1,,,0.1,buy,67742.64,BTC-27SEP24-36000-P,66.43,0.00370745,0.0038,0,1717277903252,303806753,149
0.1,,,0.1,buy,67736.79,BTC-27SEP24-34000-P,68.09,0.00280893,0.0029,0,1717277867748,303806742,155
0.1,,,0.1,buy,67721.93,BTC-27SEP24-35000-P,67.14,0.00321923,0.0033,0,1717277723391,303806698,247
0.1,,,0.1,sell,67707.95,BTC-4JUN24-67500-P,30.9,0.00808556,0.008,3,1717277495793,303806595,16
0.3,,,0.3,sell,67709.06,BTC-21JUN24-64000-P,46.42,0.01757392,0.0175,3,1717277461719,303806586,62
0.1,,,0.1,sell,67710.02,BTC-27DEC24-63000-C,64.21,0.2559086,0.256,2,1717277444837,303806580,92
0.1,,,0.1,buy,67730.94,BTC-27SEP24-33000-P,68.85,0.00242415,0.0025,0,1717277393529,303806545,123
0.1,,,0.1,sell,67729.13,BTC-4JUN24-69500-C,31.58,0.00264246,0.0024,2,1717277314665,303806503,14
0.1,,,0.1,sell,67735.81,BTC-7JUN24-60000-P,50.97,0.00045787,0.0005,3,1717277124587,303806442,479
0.1,,,0.1,buy,67704.47,BTC-28MAR25-100000-C,67.99,0.14433985,0.1455,0,1717276983433,303806285,429
8.9,,,8.9,sell,67700.07,BTC-26JUL24-67000-C,53.82,0.09835575,0.098,2,1717276973769,303806261,275
1.3,,,1.3,sell,67700.07,BTC-26JUL24-67000-P,53.92,0.06719891,0.067,2,1717276973511,303806259,145
5.0,,,5.0,sell,67700.07,BTC-28MAR25-90000-C,67.35,0.17661001,0.176,2,1717276973249,303806258,182
5.0,,,5.0,sell,67700.07,BTC-28MAR25-85000-C,66.99,0.19460555,0.194,0,1717276973243,303806257,127
1.0,,,1.0,buy,67693.48,BTC-30AUG24-54000-P,57.74,0.02445893,0.0245,0,1717276417008,303805937,36
0.1,,,0.1,buy,67695.09,BTC-28JUN24-85000-C,54.24,0.00469074,0.0049,0,1717276382505,303805888,4024
0.4,,,0.4,buy,67706.33,BTC-28MAR25-85000-P,66.42,0.32296495,0.3215,2,1717276081698,303805826,38
0.2,,,0.2,buy,67707.79,BTC-7JUN24-73000-C,42.43,0.00197621,0.002,0,1717276036489,303805821,841
4.0,,,4.0,sell,67716.36,BTC-27SEP24-120000-C,66.13,0.01758007,0.0175,0,1717275873997,303805771,751
4.0,,,4.0,sell,67716.36,BTC-27SEP24-130000-C,67.72,0.01273106,0.0125,2,1717275873971,303805770,281
0.1,,,0.1,buy,67722.94,BTC-26JUL24-48000-P,62.07,0.00514349,0.0055,1,1717275712257,303805707,165
0.1,,,0.1,sell,67741.13,BTC-30AUG24-60000-P,57.51,0.04805133,0.048,2,1717275640591,303805615,25
0.5,,,0.5,buy,67742.53,BTC-21JUN24-68000-C,46.68,0.04483386,0.045,2,1717275608037,303805595,124
1.0,,,1.0,buy,67742.53,BTC-26JUL24-85000-C,55.67,0.02146462,0.0215,2,1717275608028,303805594,275
1.2,,,1.2,sell,67742.53,BTC-14JUN24-68000-P,43.2,0.0312343,0.031,2,1717275608015,303805593,391
0.1,,,0.1,sell,67740.17,BTC-21JUN24-60000-P,48.58,0.0064692,0.0065,3,1717275450699,303805576,87
2.0,,,2.0,sell,67705.07,BTC-14JUN24-71000-C,43.36,0.01597371,0.0155,3,1717275301686,303805528,384
0.2,,,0.2,buy,67705.07,BTC-14JUN24-80000-C,51.53,0.00168893,0.0019,1,1717275297540,303805526,179
0.1,,,0.1,buy,67700.36,BTC-14JUN24-56000-P,56.18,0.00094788,0.0011,3,1717275075342,303805513,102
1.0,,,1.0,buy,67704.13,BTC-30AUG24-95000-C,59.75,0.02719847,0.027,3,1717274931303,303805490,31
0.1,,,0.1,sell,67709.61,BTC-28JUN24-55000-P,54.31,0.00383546,0.0039,2,1717274828227,303805458,1939
0.1,,,0.1,buy,67711.14,BTC-28JUN24-60000-P,50.02,0.01099905,0.011,3,1717274814448,303805457,5296
0.1,,,0.1,sell,67703.78,BTC-14JUN24-62000-P,44.48,0.00534168,0.005,2,1717274420071,303805384,293
0.1,,,0.1,buy,67698.48,BTC-26JUL24-92000-C,57.48,0.01179496,0.012,3,1717274298790,303805379,177
0.1,,,0.1,buy,67689.81,BTC-26JUL24-60000-C,54.41,0.1619501,0.1615,1,1717273845703,303805331,75
3.0,,,3.0,buy,67676.82,BTC-3JUN24-69500-C,30.07,0.00063386,0.0008,2,1717273668652,303805312,48
0.4,,,0.4,sell,67678.25,BTC-7JUN24-66000-P,38.7,0.00805449,0.008,3,1717273629121,303805306,852
1.0,,,1.0,sell,67687.83,BTC-14JUN24-82000-C,53.83,0.00110132,0.0013,1,1717272369580,303805030,147
0.1,,,0.1,sell,67682.42,BTC-28JUN24-95000-C,59.5,0.00128131,0.0014,1,1717272240934,303805002,2189
0.1,,,0.1,buy,67711.52,BTC-7JUN24-67000-C,39.17,0.02621987,0.0265,0,1717271832731,303804861,338
0.2,,,0.2,buy,67706.73,BTC-28MAR25-80000-P,66.53,0.27724571,0.277,0,1717271780872,303804852,15
0.1,,,0.1,sell,67714.96,BTC-27DEC24-200000-C,74.13,0.01296443,0.013,2,1717271614809,303804843,624
18.9,,,18.9,sell,67706.05,BTC-28JUN24-105000-C,67.51,0.00055402,0.0007,3,1717271554304,303804833,1047
200.0,BLOCK-143194,2,200.0,sell,67734.59,BTC-14JUN24-73000-C,43.78,0.00945092,0.0091,2,1717271074990,303804710,481
0.1,,,0.1,sell,67717.72,BTC-28JUN24-56000-P,53.3,0.00484408,0.0048,3,1717270961094,303804682,1022
0.4,,,0.4,sell,67720.93,BTC-2JUN24-66500-P,29.08,0.00019165,0.0002,3,1717270924651,303804678,140
0.1,,,0.1,sell,67716.97,BTC-28MAR25-140000-P,70.36,0.93295523,0.9335,2,1717270921593,303804677,4
0.4,,,0.4,sell,67695.72,BTC-28JUN24-65000-P,48.77,0.02993268,0.03,2,1717270865356,303804649,2466
0.3,,,0.3,sell,67688.92,BTC-28MAR25-100000-P,67.83,0.47267519,0.474,0,1717270862009,303804634,25
0.1,,,0.1,sell,67661.75,BTC-4JUN24-62000-P,48.97,0.00026175,0.0002,3,1717270571788,303804593,22
0.1,,,0.1,buy,67660.9,BTC-27SEP24-75000-C,59.8,0.11132843,0.111,3,1717270526133,303804588,1678
0.1,,,0.1,sell,67667.7,BTC-21JUN24-65000-P,46.46,0.02272093,0.0225,3,1717270382084,303804544,76
0.1,,,0.1,sell,67683.88,BTC-14JUN24-70000-C,43.2,0.02019042,0.02,2,1717270255790,303804455,278
0.1,,,0.1,sell,67676.19,BTC-14JUN24-60000-P,47.71,0.00298346,0.0029,2,1717269897584,303804424,266
0.4,,,0.4,sell,67676.07,BTC-26JUL24-65000-P,54.14,0.05476913,0.0545,0,1717269426378,303804318,240
3.6,,,3.6,sell,67686.19,BTC-7JUN24-65000-P,39.62,0.00513407,0.0049,2,1717269137702,303804256,853
0.3,,,0.3,sell,67676.65,BTC-7JUN24-67000-P,38.32,0.01310238,0.013,3,1717269134511,303804250,979
5.0,,,5.0,sell,67707.82,BTC-28JUN24-78000-C,49.82,0.01285859,0.0125,3,1717268608367,303804141,795
0.1,,,0.1,buy,67688.22,BTC-27DEC24-85000-C,65.07,0.1384876,0.1385,3,1717267273289,303803980,532
1.0,,,1.0,sell,67699.6,BTC-21JUN24-74000-C,47.08,0.01549116,0.015,1,1717266856147,303803918,58
0.4,,,0.4,buy,67681.12,BTC-28JUN24-66000-P,48.29,0.03557038,0.0355,2,1717266823993,303803893,409
0.3,,,0.3,sell,67710.42,BTC-7JUN24-69000-C,37.13,0.01222621,0.0115,3,1717265673361,303803696,757
0.2,,,0.2,sell,67728.29,BTC-28MAR25-110000-P,68.86,0.5832639,0.5835,0,1717265065326,303803611,10
0.1,,,0.1,buy,67753.87,BTC-2JUN24-66000-C,39.85,0.0263534,0.0265,0,1717264908605,303803584,27
0.1,,,0.1,sell,67755.56,BTC-4JUN24-68000-C,30.01,0.00953647,0.009,0,1717264794874,303803517,9
0.1,,,0.1,sell,67779.33,BTC-4JUN24-65500-P,33.75,0.0012942,0.0014,2,1717264752491,303803489,15
0.3,,,0.3,buy,67778.97,BTC-7JUN24-71000-C,39.34,0.00538497,0.005,1,1717264751279,303803470,975
1.3,,,1.3,buy,67755.73,BTC-26JUL24-90000-C,56.65,0.01397576,0.014,3,1717264750467,303803457,425
2.9,,,2.9,sell,67723.24,BTC-26JUL24-53000-P,57.64,0.01108962,0.011,3,1717264734820,303803394,130
0.6,,,0.6,buy,67702.69,BTC-28JUN24-62000-P,49.49,0.01699734,0.017,2,1717264700703,303803272,630
4.7,,,4.7,buy,67708.8,BTC-14JUN24-67000-C,43.42,0.0406704,0.0405,1,1717264681367,303803243,199
4.5,,,4.5,buy,67689.75,BTC-14JUN24-69000-C,43.48,0.02613379,0.026,1,1717264672062,303803210,378
6.2,,,6.2,buy,67640.71,BTC-28JUN24-68000-P,48.39,0.05060147,0.0495,3,1717264474397,303803111,684
0.1,,,0.1,buy,67635.58,BTC-26JUL24-82000-C,55.45,0.02782806,0.028,1,1717264428545,303803071,226
0.3,,,0.3,buy,67580.93,BTC-7JUN24-56000-P,64.38,0.00018218,0.0002,3,1717264146801,303802785,210
0.1,,,0.1,buy,67531.94,BTC-28JUN24-50000-P,60.98,0.00155213,0.0016,3,1717264141562,303802757,1625
0.1,,,0.1,buy,67543.11,BTC-28MAR25-80000-C,65.78,0.21277953,0.2105,0,1717264082543,303802623,1036
1.0,,,1.0,sell,67527.17,BTC-27SEP24-70000-C,59.84,0.1390353,0.139,0,1717263970252,303802363,1445
0.3,,,0.3,buy,67592.17,BTC-14JUN24-67000-P,44.26,0.02554411,0.026,0,1717263958761,303802175,598
0.1,,,0.1,buy,67599.19,BTC-28JUN24-72000-C,50.18,0.03195696,0.0325,3,1717263949581,303802048,714
1.2,,,1.2,sell,67616.6,BTC-7JUN24-78000-C,50.61,0.00032563,0.0003,2,1717263717574,303802001,637
0.2,,,0.2,sell,67633.95,BTC-14JUN24-68000-C,43.79,0.03260618,0.0325,3,1717263071533,303801945,332
0.7,,,0.7,buy,67623.48,BTC-21JUN24-62000-P,46.99,0.01106108,0.011,3,1717262943904,303801929,77
0.1,,,0.1,sell,67614.63,BTC-2JUN24-65500-P,42.06,9.351e-05,0.0002,1,1717262816547,303801921,49
3.1,,,3.1,buy,67631.92,BTC-28JUN24-57000-P,52.14,0.00594812,0.006,3,1717262547065,303801901,1212
0.1,,,0.1,sell,67610.62,BTC-7JUN24-62000-P,43.15,0.00115225,0.001,2,1717262228445,303801857,407
0.1,,,0.1,buy,67616.19,BTC-14JUN24-94000-C,66.58,0.00013513,0.0002,3,1717262055263,303801710,44
0.1,,,0.1,buy,67630.33,BTC-28JUN24-74000-C,50.52,0.02415102,0.0245,1,1717261870081,303801574,525
5.0,,,5.0,buy,67630.35,BTC-28MAR25-70000-C,65.71,0.26205848,0.262,2,1717261867799,303801571,237
0.5,,,0.5,sell,67586.86,BTC-14JUN24-60000-C,48.21,0.11995738,0.12,2,1717261595659,303801372,4
0.2,,,0.2,buy,67610.4,BTC-3JUN24-67500-C,25.11,0.00800025,0.008,2,1717261434903,303801326,52
0.1,,,0.1,sell,67616.37,BTC-4JUN24-71000-C,34.85,0.00078719,0.0007,2,1717260410118,303801094,2
0.1,,,0.1,sell,67622.63,BTC-4JUN24-70500-C,32.46,0.0011195,0.0009,2,1717260391710,303801093,4
0.1,,,0.1,sell,67633.22,BTC-26JUL24-52000-P,57.25,0.0091233,0.009,3,1717260105152,303801068,217
0.1,,,0.1,sell,67625.06,BTC-21JUN24-69000-C,46.57,0.03767743,0.0375,3,1717259968274,303801048,144
0.3,,,0.3,buy,67593.43,BTC-26JUL24-68000-P,54.01,0.07509298,0.075,0,1717258636603,303800798,147
0.1,,,0.1,buy,67577.04,BTC-30AUG24-64000-P,56.96,0.06987639,0.07,2,1717258623310,303800735,4
1.0,,,1.0,sell,67577.04,BTC-4JUN24-67000-C,31.79,0.0162675,0.0165,2,1717258622992,303800731,2
0.2,,,0.2,sell,67602.44,BTC-21JUN24-63000-P,46.28,0.01423879,0.014,0,1717258588572,303800677,61
1.3,,,1.3,buy,67616.24,BTC-26JUL24-69000-P,54.07,0.08241624,0.0825,0,1717258578291,303800667,141
1.0,,,1.0,sell,67654.29,BTC-21JUN24-58000-P,49.81,0.00409467,0.0039,2,1717258227903,303800589,33
1.7,,,1.7,buy,67656.97,BTC-21JUN24-78000-C,49.83,0.00721118,0.0075,1,1717258198561,303800587,67
1.0,,,1.0,sell,67657.25,BTC-7JUN24-66000-C,39.17,0.03611579,0.036,3,1717257724582,303800502,305
1.1,,,1.1,buy,67666.25,BTC-14JUN24-76000-C,45.99,0.00401004,0.0042,1,1717257685420,303800492,259
1.3,,,1.3,sell,67678.58,BTC-26JUL24-66000-C,53.91,0.10626373,0.106,3,1717257445396,303800215,280
8.2,,,8.2,buy,67717.47,BTC-30AUG24-58000-P,57.18,0.03863826,0.0385,0,1717256924873,303800048,13
3.1,,,3.1,sell,67732.78,BTC-21JUN24-90000-C,55.98,0.0010441,0.0009,0,1717255994278,303799923,17
0.3,,,0.3,sell,67714.02,BTC-4JUN24-64000-P,38.24,0.00064347,0.0005,1,1717255813433,303799911,3
0.1,,,0.1,sell,67716.75,BTC-26JUL24-63000-C,53.89,0.13259464,0.132,0,1717255532766,303799844,91
0.9,,,0.9,buy,67711.01,BTC-2JUN24-70000-C,39.74,0.00017151,0.0002,1,1717254835267,303799633,188
0.3,,,0.3,sell,67745.41,BTC-4JUN24-66000-C,0.0,0.02978034,0.027,1,1717254033837,303799467,1
0.1,,,0.1,sell,67738.76,BTC-26JUL24-71000-C,54.61,0.07276573,0.073,0,1717253797697,303799407,214
0.1,,,0.1,sell,67738.62,BTC-26JUL24-69000-C,54.53,0.08526489,0.0855,0,1717253794115,303799406,293
0.2,,,0.2,sell,67718.12,BTC-26JUL24-70000-C,54.35,0.07855941,0.0785,3,1717253415173,303799290,570
0.1,,,0.1,buy,67710.46,BTC-21JUN24-70000-C,47.63,0.03251262,0.033,3,1717253390643,303799283,88
0.1,,,0.1,sell,67706.87,BTC-26JUL24-72000-C,54.58,0.06689801,0.067,1,1717253328141,303799279,397
0.1,,,0.1,sell,67745.54,BTC-26JUL24-73000-C,54.67,0.06176844,0.062,1,1717253125678,303799213,493
0.1,,,0.1,sell,67774.12,BTC-28JUN24-35000-P,92.51,0.00032143,0.0002,2,1717252651239,303799006,1043
0.2,,,0.2,sell,67769.94,BTC-28JUN24-39000-P,82.09,0.00036996,0.0003,3,1717252641383,303799004,563
0.1,,,0.1,sell,67763.84,BTC-28JUN24-40000-P,81.34,0.0004353,0.0004,3,1717252593414,303798988,1348
1.0,,,1.0,sell,67786.98,BTC-26JUL24-46000-P,62.63,0.00369803,0.0037,0,1717252467545,303798940,78
1.0,,,1.0,sell,67724.26,BTC-21JUN24-94000-C,58.51,0.00062281,0.0005,0,1717252306008,303798826,23
2.7,,,2.7,sell,67724.11,BTC-21JUN24-92000-C,57.62,0.00083711,0.0007,0,1717252295000,303798824,18
0.6,,,0.6,sell,67723.17,BTC-4JUN24-75000-C,47.38,0.00017467,0.0001,3,1717252031209,303798725,18
1.0,,,1.0,sell,67735.67,BTC-3JUN24-72000-C,38.02,0.00016955,0.0001,3,1717251920180,303798638,34
