amount,block_trade_id,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,,sell,26706.4,BTC-2JUN23-29000-C,43.2,0.00221679,0.002,1,1685143642988,256002094,870
0.7,,,,buy,26707.81,BTC-29MAR24-60000-C,57.35,0.02055674,0.0225,3,1685143602286,256002093,74
2.5,,,,sell,26707.68,BTC-16JUN23-17000-P,81.86,0.00072586,0.0005,1,1685143525591,256002073,15
0.1,,,,sell,26709.51,BTC-27MAY23-26500-C,31.06,0.00937954,0.009,3,1685143513105,256002072,297
0.5,,,,sell,26718.59,BTC-27MAY23-26500-P,30.21,0.00144448,0.001,3,1685143488741,256002032,165
0.5,,,,sell,26718.7,BTC-9JUN23-18000-P,89.51,0.00052376,0.0005,1,1685143484103,256002031,36
0.1,,,,sell,26718.5,BTC-29MAY23-26500-C,30.81,0.01462036,0.0145,2,1685143463581,256002030,14
0.2,,,,buy,26726.96,BTC-28MAY23-26500-C,33.03,0.01323426,0.013,2,1685143250353,256001927,86
1.0,,,,sell,26733.07,BTC-2JUN23-27000-C,37.92,0.01549013,0.0155,3,1685143242106,256001925,2735
10.0,,,,buy,26738.23,BTC-29MAY23-25000-P,46.21,0.00046293,0.0005,3,1685143113025,256001885,44
1.0,,,,buy,26733.34,BTC-29MAR24-80000-C,63.67,0.01081272,0.0125,0,1685142934072,256001856,40
4.9,,,,buy,26724.71,BTC-28MAY23-26000-P,39.44,0.00094953,0.0015,1,1685142855673,256001818,79
0.4,,,,sell,26723.39,BTC-2JUN23-25500-P,40.7,0.00590871,0.0055,3,1685142840499,256001799,355
1.0,,,,buy,26710.0,BTC-29MAR24-70000-C,60.52,0.01423214,0.016,1,1685142797912,256001747,29
0.3,,,,sell,26711.18,BTC-9JUN23-23000-P,53.44,0.00323707,0.003,3,1685142652349,256001716,127
0.9,,,,sell,26710.32,BTC-2JUN23-23500-P,54.43,0.00123825,0.001,3,1685142623106,256001709,241
0.9,,,,sell,26711.61,BTC-2JUN23-24000-P,50.93,0.00174274,0.0015,3,1685142611181,256001708,415
0.2,,,,sell,26711.34,BTC-2JUN23-26000-P,38.76,0.00992838,0.0095,1,1685142603743,256001707,585
2.1,,,,sell,26710.63,BTC-29MAY23-28000-C,39.46,0.00097165,0.001,1,1685142273677,256001638,33
0.2,,,,buy,26710.44,BTC-28JUL23-31000-C,42.99,0.02126357,0.022,0,1685142153457,256001606,548
0.1,,,,sell,26715.13,BTC-29MAY23-27000-C,30.65,0.00529563,0.0055,2,1685141778072,256001413,67
1.0,,,,sell,26718.65,BTC-9JUN23-27000-C,37.66,0.02427896,0.024,3,1685141764222,256001398,315
0.1,,,,sell,26718.65,BTC-9JUN23-25500-P,40.96,0.0131831,0.013,1,1685141763482,256001397,227
0.1,,,,sell,26726.06,BTC-9JUN23-29000-C,40.28,0.00643794,0.006,3,1685141717159,256001321,416
0.1,,,,sell,26729.36,BTC-28MAY23-26750-C,27.91,0.00649452,0.0065,2,1685141572512,256001212,76
0.1,,,,buy,26728.98,BTC-9JUN23-25000-P,44.28,0.00956595,0.01,0,1685141461948,256001177,232
0.2,,,,sell,26728.58,BTC-16JUN23-30000-C,42.14,0.00693849,0.0065,2,1685141373051,256001172,82
0.1,,,,sell,26728.88,BTC-2JUN23-31000-C,53.42,0.00038674,0.0005,1,1685141351337,256001171,450
0.3,,,,sell,26737.85,BTC-9JUN23-23500-P,51.14,0.00424682,0.004,3,1685141121372,256001007,192
0.8,,,,sell,26741.72,BTC-2JUN23-25000-P,44.3,0.00376629,0.0035,2,1685140780178,256000939,467
0.2,,,,sell,26741.97,BTC-29MAY23-27250-C,31.66,0.003471,0.0035,3,1685140735596,256000923,20
0.1,,,,sell,26743.67,BTC-29MAY23-26500-P,30.87,0.00598751,0.006,3,1685140575953,256000914,47
0.1,,,,sell,26748.91,BTC-30JUN23-30000-C,42.36,0.01498062,0.0145,3,1685140444594,256000865,5090
20.0,,,,sell,26750.92,BTC-28MAY23-25750-P,37.92,0.00072162,0.0005,3,1685140387942,256000860,47
5.2,,,,sell,26751.11,BTC-28MAY23-25500-P,45.54,0.00072025,0.0005,3,1685140347397,256000855,32
3.0,,,,sell,26742.66,BTC-9JUN23-28500-C,38.98,0.0089395,0.0085,2,1685139729466,256000728,208
0.1,,,,sell,26753.5,BTC-25AUG23-25000-P,43.09,0.05330651,0.0525,0,1685139487612,256000685,8
0.1,,,,sell,26753.8,BTC-29MAY23-27500-C,32.18,0.00223029,0.002,0,1685139412987,256000683,21
0.7,,,,sell,26753.5,BTC-16JUN23-28000-C,40.17,0.02015331,0.02,2,1685139382084,256000680,81
0.4,,,,sell,26745.69,BTC-16JUN23-27500-C,39.42,0.02602284,0.0255,3,1685139040968,256000548,13
1.0,,,,sell,26739.74,BTC-29MAY23-26750-P,28.92,0.01008221,0.0095,3,1685138777632,256000506,62
3.0,,BTC-IBUT-28MAY23-26250_26750_27250,256000496,buy,26740.37,BTC-28MAY23-26750-P,27.24,0.00720159,0.0069,3,1685138748485,256000500,34
3.7,,,,buy,26743.56,BTC-2JUN23-26500-P,37.65,0.01616979,0.0155,3,1685138529644,256000392,542
1.0,,,,buy,26736.4,BTC-30JUN23-26000-P,40.74,0.03611942,0.036,0,1685138371483,256000361,1880
0.4,,BTC-ICOND-27MAY23-26000_26250_27000_27250,256000285,sell,26747.83,BTC-27MAY23-27250-C,44.38,0.00049272,0.0008,0,1685137922403,256000289,234
0.4,,BTC-ICOND-27MAY23-26000_26250_27000_27250,256000285,sell,26747.83,BTC-27MAY23-26000-P,58.91,0.00058624,0.0007,0,1685137922403,256000286,274
0.1,,,,buy,26745.79,BTC-30JUN23-20000-P,63.61,0.00450238,0.005,1,1685137688402,256000247,1847
0.9,,,,sell,26736.8,BTC-9JUN23-29500-C,41.82,0.00470386,0.0045,2,1685137462436,256000089,378
0.1,,,,buy,26739.18,BTC-2JUN23-26500-C,38.83,0.02528949,0.0255,2,1685136823548,255999975,451
0.1,,,,buy,26738.07,BTC-2JUN23-36000-C,96.12,3.359e-05,0.0005,3,1685136771835,255999969,26
2.1,,,,sell,26740.13,BTC-2JUN23-30000-C,48.27,0.00116935,0.001,3,1685136580154,255999822,717
1.0,,,,sell,26750.44,BTC-28JUL23-26000-P,42.68,0.05441927,0.055,0,1685136385904,255999591,290
1.0,,,,buy,26755.02,BTC-28MAY23-27500-C,33.79,0.00082303,0.001,3,1685136345539,255999564,69
0.6,,,,sell,26758.53,BTC-16JUN23-26500-C,39.36,0.0432496,0.0425,2,1685136228895,255999487,28
0.1,,,,sell,26763.85,BTC-2JUN23-24500-P,49.03,0.00274979,0.0025,1,1685136017894,255999357,309
0.1,,,,sell,26760.07,BTC-2JUN23-27000-P,37.21,0.02466795,0.0245,0,1685135915033,255999346,305
0.6,,,,sell,26783.22,BTC-2JUN23-28500-C,38.92,0.0035766,0.003,2,1685135254282,255998580,495
2.4,,,,sell,26783.31,BTC-2JUN23-29500-C,45.56,0.00176872,0.0015,1,1685135097698,255998524,544
0.1,,,,sell,26785.51,BTC-9JUN23-27500-C,37.86,0.01837924,0.018,1,1685135089324,255998509,203
0.2,,,,sell,26789.7,BTC-16JUN23-23000-P,51.13,0.0056701,0.0055,3,1685135072477,255998426,60
0.1,,,,sell,26772.15,BTC-16JUN23-34000-C,52.68,0.0017409,0.0015,1,1685135025436,255998325,40
2.0,,,,sell,26767.45,BTC-29MAY23-26000-P,33.41,0.00247145,0.002,3,1685134985726,255998303,21
1.0,,,,sell,26767.42,BTC-30JUN23-29000-C,41.35,0.02172158,0.0215,2,1685134923447,255998277,2368
0.2,,,,sell,26763.51,BTC-16JUN23-25500-P,42.07,0.01970305,0.0195,0,1685134726433,255998142,41
0.1,,,,buy,26755.64,BTC-30JUN23-28000-C,41.1,0.03160576,0.032,1,1685134654882,255998102,2541
1.0,,,,buy,26768.98,BTC-28MAY23-28500-C,54.75,0.00018894,0.0005,1,1685134509475,255997950,18
1.0,,,,sell,26770.14,BTC-28MAY23-25250-P,52.29,0.0002946,0.0005,3,1685134308585,255997769,44
25.0,76530,,,sell,26774.44,BTC-25AUG23-31000-C,42.83,0.03455722,0.0343,2,1685134288847,255997741,14
50.0,76529,BTC-CSR12-9JUN23-27000_30000,,buy,26779.9,BTC-9JUN23-30000-C,44.85,0.00375735,0.004,0,1685133379816,255997534,340
0.1,,,,sell,26776.58,BTC-30JUN23-23000-P,48.74,0.01162246,0.011,2,1685132677065,255997071,1767
15.0,76528,BTC-CSR23-25AUG23-30000_34000,,buy,26781.57,BTC-25AUG23-34000-C,45.35,0.01948474,0.0195,0,1685132630022,255996950,5
10.0,76528,BTC-CSR23-25AUG23-30000_34000,,sell,26781.57,BTC-25AUG23-30000-C,42.6,0.04307497,0.043,0,1685132630022,255996951,5
0.4,,,,buy,26788.67,BTC-30JUN23-27000-C,41.3,0.04670639,0.0475,0,1685131805877,255996405,1724
0.3,,,,buy,26788.54,BTC-30JUN23-27000-P,40.71,0.05344363,0.0535,2,1685131797965,255996404,1625
0.8,,,,sell,26772.86,BTC-16JUN23-27000-C,40.47,0.03440936,0.0345,1,1685131512447,255996278,45
0.1,,,,sell,26771.03,BTC-9JUN23-22000-P,60.58,0.00205615,0.002,0,1685131454892,255996225,182
0.1,,,,sell,26785.96,BTC-2JUN23-22500-P,62.43,0.00072174,0.0005,3,1685131257585,255996170,97
0.1,,,,buy,26783.62,BTC-29MAY23-26750-C,31.41,0.01089368,0.011,1,1685131210593,255996124,62
1.5,,,,sell,26777.55,BTC-9JUN23-27000-P,38.5,0.03399062,0.034,0,1685131204367,255996061,58
0.5,,,,sell,26796.59,BTC-30JUN23-32000-C,46.22,0.00803649,0.008,2,1685130969606,255995774,2008
19.1,,,,buy,26798.89,BTC-9JUN23-32000-C,53.85,0.00151811,0.002,1,1685130802671,255995612,155
0.3,,,,sell,26797.57,BTC-16JUN23-24500-P,45.22,0.01167535,0.0115,3,1685130723190,255995578,18
1.2,,,,sell,26797.47,BTC-30JUN23-25000-P,43.06,0.02406071,0.024,2,1685130716157,255995574,1925
0.7,,,,sell,26802.35,BTC-9JUN23-26500-P,38.49,0.0242656,0.024,1,1685130199717,255995064,145
5.7,,,,buy,26806.58,BTC-16JUN23-27000-P,40.06,0.04099279,0.0415,2,1685129778706,255994564,11
0.1,,,,buy,26806.46,BTC-16JUN23-26000-P,41.18,0.02450513,0.025,3,1685129776701,255994561,35
1.8,,,,buy,26805.22,BTC-29MAY23-28000-P,36.22,0.04569629,0.0455,2,1685129749066,255994556,3
3.8,,,,sell,26805.22,BTC-30JUN23-33000-C,48.04,0.00603395,0.006,1,1685129746002,255994554,1554
0.4,,,,sell,26805.05,BTC-28MAY23-28000-P,46.83,0.04479278,0.0455,3,1685129679130,255994522,3
0.1,,,,buy,26765.03,BTC-27MAY23-28000-C,70.25,7.586e-05,0.0005,3,1685129286259,255993815,53
0.1,,,,sell,26783.66,BTC-9JUN23-20000-P,75.13,0.00098071,0.001,3,1685128827432,255993629,26
4.0,,,,sell,26783.17,BTC-16JUN23-25000-P,43.0,0.01467013,0.0145,2,1685128717115,255993599,61
0.1,,,,buy,26790.89,BTC-29MAY23-27000-P,28.86,0.01397682,0.014,3,1685128551695,255993555,15
0.1,,,,sell,26782.45,BTC-28MAY23-27000-P,28.02,0.01214129,0.012,2,1685128494654,255993533,17
5.0,,,,sell,26786.96,BTC-29SEP23-21000-P,49.39,0.02762438,0.0275,2,1685128255651,255993424,373
0.1,,,,sell,26758.97,BTC-27MAY23-27500-C,46.48,0.00042366,0.0005,3,1685127727210,255992978,139
0.1,,,,sell,26764.11,BTC-16JUN23-32000-C,47.48,0.00289334,0.003,1,1685127718457,255992928,23
5.0,,,,sell,26754.83,BTC-29SEP23-20000-P,51.24,0.02196524,0.022,2,1685127357270,255992710,597
12.0,,,,sell,26749.2,BTC-29MAR24-27000-C,47.81,0.17771392,0.1785,0,1685127279391,255992683,11
0.4,,,,buy,26748.7,BTC-29MAR24-29000-P,47.38,0.20916013,0.21,0,1685127275437,255992682,28
1.0,,,,sell,26744.96,BTC-29SEP23-23000-P,46.68,0.04510781,0.0445,2,1685126872216,255992516,377
0.1,,,,buy,26751.31,BTC-29MAR24-24000-P,48.22,0.11240799,0.1105,2,1685126718843,255992477,24
0.1,,,,sell,26747.06,BTC-16JUN23-23500-P,48.63,0.00721762,0.007,3,1685126696720,255992472,40
0.2,,,,buy,26741.66,BTC-30JUN23-24000-P,46.29,0.01664417,0.017,2,1685126664475,255992454,1728
0.4,,,,buy,26750.03,BTC-29MAR24-15000-P,56.45,0.02362946,0.023,3,1685126551419,255992364,77
0.4,,,,buy,26743.61,BTC-29MAR24-18000-P,52.44,0.04182235,0.041,2,1685126520596,255992348,8
0.8,,,,sell,26739.7,BTC-29SEP23-17000-P,58.02,0.01090109,0.011,2,1685126490149,255992329,474
1.0,,,,buy,26745.58,BTC-29SEP23-14000-P,66.73,0.00501876,0.0055,2,1685126398294,255992304,285
0.5,,,,sell,26747.22,BTC-29DEC23-14000-P,60.95,0.01264029,0.012,2,1685126354604,255992284,93
1.8,,,,buy,26731.17,BTC-28JUL23-28000-C,41.0,0.04886867,0.049,1,1685126324358,255992250,202
0.3,,,,buy,26724.09,BTC-29DEC23-24000-P,47.43,0.08874377,0.0875,2,1685126311651,255992213,166
2.1,,,,sell,26716.47,BTC-29SEP23-33000-C,45.37,0.03672445,0.037,3,1685126271122,255992195,237
0.5,,,,sell,26715.88,BTC-29DEC23-38000-C,48.63,0.04319181,0.0435,3,1685126253808,255992193,62
1.4,,,,sell,26716.24,BTC-29DEC23-100000-C,71.45,0.00348527,0.003,3,1685126244431,255992191,329
0.1,,,,buy,26713.6,BTC-29MAR24-32000-C,47.97,0.11561347,0.115,2,1685126192747,255992186,74
0.1,,,,buy,26711.49,BTC-29MAR24-35000-C,48.46,0.09059189,0.0895,2,1685126154959,255992155,44
0.9,,,,sell,26718.35,BTC-29DEC23-37000-C,48.08,0.04752316,0.0475,3,1685126137625,255992123,52
0.1,,,,buy,26724.65,BTC-29MAR24-34000-C,48.21,0.09850895,0.097,0,1685126132861,255992092,5
0.1,,,,buy,26723.33,BTC-29MAR24-33000-C,48.19,0.10700675,0.106,0,1685126115400,255992053,21
0.1,,,,sell,26718.24,BTC-16JUN23-22500-P,53.09,0.00461796,0.0045,3,1685126077507,255992035,79
0.1,,,,sell,26710.77,BTC-25AUG23-19000-P,53.79,0.01061211,0.0105,2,1685126051536,255991982,3
1.0,,,,sell,26708.63,BTC-29SEP23-60000-C,64.86,0.00377132,0.0035,3,1685126024955,255991919,765
0.2,,,,sell,26695.78,BTC-29SEP23-29000-C,44.03,0.07194654,0.0715,0,1685125995043,255991876,235
3.0,,,,sell,26651.69,BTC-30JUN23-40000-C,62.47,0.00131279,0.0015,1,1685125044629,255991204,3016
0.1,,,,sell,26636.3,BTC-2JUN23-22000-P,67.25,0.00073793,0.0005,3,1685124711565,255990800,84
0.1,,,,sell,26623.35,BTC-29MAR24-25000-C,48.83,0.21390117,0.214,3,1685124595160,255990664,13
1.3,,,,sell,26656.82,BTC-30JUN23-22000-P,52.97,0.00871888,0.0085,1,1685124396475,255990327,1570
0.3,,,,buy,26679.92,BTC-2JUN23-32000-C,62.56,0.00033577,0.0005,3,1685124302750,255990143,184
0.5,,,,buy,26680.36,BTC-30JUN23-31000-C,44.6,0.01029681,0.0105,3,1685124293272,255990134,2029
1.0,,,,sell,26705.06,BTC-29SEP23-11000-P,76.69,0.00248561,0.0025,0,1685123697585,255989609,157
0.4,,,,buy,26718.86,BTC-30JUN23-28000-P,40.28,0.07703362,0.077,1,1685123198739,255988877,1090
0.1,,,,sell,26721.94,BTC-16JUN23-26500-P,39.75,0.03290402,0.033,0,1685123184130,255988769,15
0.1,,,,buy,26758.8,BTC-28JUL23-19000-P,57.39,0.00654582,0.0065,3,1685123100894,255988424,22
6.4,,,,buy,26786.82,BTC-30JUN23-19000-P,67.47,0.00326561,0.0035,1,1685122145064,255987727,1238
20.4,,,,sell,26815.72,BTC-16JUN23-38000-C,61.47,0.00068034,0.0005,1,1685121577818,255987406,2
0.3,,,,sell,26822.91,BTC-28JUL23-33000-C,44.35,0.013788,0.0135,0,1685121240241,255986734,176
0.1,,,,buy,26811.43,BTC-9JUN23-26500-C,39.37,0.03600957,0.0365,3,1685120523918,255986480,685
0.1,,,,sell,26817.64,BTC-16JUN23-28500-C,39.76,0.01564773,0.0155,0,1685119905310,255986229,61
14.0,,,,sell,26807.5,BTC-29SEP23-27000-C,44.47,0.10348933,0.103,0,1685119783477,255986133,328
4.0,,,,buy,26813.0,BTC-29DEC23-33000-C,46.15,0.07362462,0.071,3,1685119655944,255986114,151
2.0,,,,sell,26817.72,BTC-25AUG23-45000-C,54.66,0.00403244,0.004,3,1685119594881,255986096,15
1.0,,,,sell,26815.2,BTC-29MAR24-50000-C,53.43,0.0351039,0.0345,2,1685119593765,255986095,169
1.0,,,,sell,26815.33,BTC-29DEC23-35000-C,47.4,0.05994815,0.059,0,1685119590811,255986094,602
1.0,,,,buy,26820.2,BTC-30JUN23-38000-C,57.53,0.00174658,0.002,2,1685119322846,255985926,864
1.0,,,,buy,26822.6,BTC-30JUN23-35000-C,52.68,0.00350388,0.004,0,1685119213742,255985859,3682
0.1,,,,buy,26810.85,BTC-27MAY23-27000-P,38.1,0.01000659,0.0105,0,1685119087792,255985760,18
5.0,,,,sell,26806.91,BTC-28JUL23-26000-C,42.49,0.08603931,0.0865,0,1685118880406,255985606,62
0.1,,,,sell,26819.96,BTC-9JUN23-22500-P,57.75,0.00264076,0.0025,0,1685118754483,255985456,165
1.0,,,,buy,26810.23,BTC-28JUL23-20000-P,54.22,0.00874507,0.0085,2,1685118325217,255985095,100
2.0,,,,sell,26813.24,BTC-29SEP23-15000-P,62.93,0.00669916,0.0065,3,1685118236513,255985023,639
0.5,,,,buy,26810.69,BTC-28JUL23-22000-C,48.79,0.19737079,0.197,1,1685118126725,255984733,1
1.0,,,,sell,26784.63,BTC-9JUN23-31000-C,45.79,0.00225495,0.002,3,1685118018488,255984502,367
1.1,,,,sell,26774.73,BTC-30JUN23-21000-P,57.52,0.00626471,0.006,3,1685117663826,255984118,1367
0.1,,,,sell,26784.29,BTC-28JUL23-27000-P,41.9,0.07082649,0.072,0,1685117640648,255984055,265
0.1,,,,sell,26784.6,BTC-28JUL23-27000-C,41.43,0.06560628,0.066,0,1685117620018,255984045,129
1.0,,,,buy,26787.39,BTC-25AUG23-27000-C,42.26,0.08223311,0.082,0,1685117479291,255983982,4
0.1,,,,sell,26769.85,BTC-30JUN23-50000-C,78.17,0.00071494,0.0005,3,1685116997917,255983748,1461
0.3,,,,sell,26756.16,BTC-16JUN23-22000-P,55.18,0.00379495,0.0035,3,1685116873026,255983621,63
25.0,76517,BTC-PBUT-30JUN23-17000_22000_27000,,sell,26763.75,BTC-30JUN23-17000-P,72.04,0.00179575,0.0013,2,1685116702937,255983472,888
0.2,,,,buy,26771.47,BTC-28JUL23-21000-P,51.92,0.01162872,0.012,2,1685116542262,255983330,75
0.1,,,,buy,26758.18,BTC-29SEP23-50000-C,58.46,0.00594164,0.0065,3,1685116490895,255983282,815
2.2,,,,sell,26771.25,BTC-29MAY23-26250-P,31.05,0.00377382,0.0035,1,1685116302553,255983025,24
5.0,,,,buy,26773.07,BTC-9JUN23-34000-C,54.69,0.00043489,0.0005,3,1685116299592,255982999,63
0.2,,,,sell,26781.79,BTC-16JUN23-33000-C,46.86,0.00191116,0.0015,2,1685116227026,255982844,19
0.1,,,,buy,26793.13,BTC-27MAY23-25500-P,77.37,0.00019025,0.001,0,1685115544626,255982322,183
0.2,,,,buy,26792.49,BTC-30JUN23-34000-C,49.57,0.00419253,0.0045,1,1685115544225,255982320,1137
4.2,,,,buy,26816.11,BTC-27MAY23-25750-P,56.95,0.00045233,0.0005,3,1685115359394,255981996,130
0.2,,,,sell,26846.44,BTC-30JUN23-36000-C,51.97,0.00278814,0.0025,3,1685115071553,255981512,829
0.3,,,,sell,26812.83,BTC-16JUN23-37000-C,57.27,0.00072815,0.0005,1,1685114842819,255981037,1
0.3,,,,sell,26787.04,BTC-28JUL23-18000-P,61.13,0.0051421,0.005,3,1685114706859,255980914,69
0.3,,,,sell,26787.99,BTC-28JUL23-36000-C,47.68,0.00695489,0.007,0,1685114688928,255980896,149
12.0,,,,buy,26783.58,BTC-29MAY23-29000-C,48.96,0.00049547,0.0005,1,1685114681234,255980888,37
0.1,,,,sell,26815.56,BTC-25AUG23-29000-C,41.6,0.05286175,0.053,1,1685113982598,255980115,11
0.1,,,,sell,26826.79,BTC-25AUG23-24000-P,44.63,0.03972529,0.04,2,1685113950627,255980058,6
0.3,,,,buy,26820.72,BTC-30JUN23-26000-C,40.75,0.06642019,0.067,1,1685113662753,255979766,1224
0.1,,,,sell,26814.42,BTC-16JUN23-20000-P,65.05,0.0017561,0.0015,3,1685112991284,255979077,33
1.0,,,,sell,26814.28,BTC-16JUN23-19000-P,70.11,0.00124484,0.001,3,1685112973096,255979071,4
0.1,,,,sell,26814.28,BTC-25AUG23-36000-C,45.47,0.01309696,0.0125,3,1685112973095,255979070,8
0.4,,,,sell,26809.59,BTC-16JUN23-18000-P,79.69,0.00107569,0.001,1,1685112958329,255979061,9
0.1,,,,sell,26772.6,BTC-29DEC23-26000-P,46.32,0.12074638,0.119,2,1685112750284,255978830,121
0.1,,,,sell,26836.62,BTC-25AUG23-26000-P,42.14,0.06642923,0.0655,1,1685112482297,255978186,1
2.5,,,,sell,26821.0,BTC-28JUL23-25000-P,43.27,0.0385926,0.0385,3,1685112363620,255978088,301
0.8,,,,buy,26821.0,BTC-29SEP23-34000-C,45.33,0.03173959,0.0315,3,1685112363343,255978083,266
1.8,,,,buy,26795.05,BTC-29SEP23-25000-P,44.94,0.06941931,0.069,3,1685112275417,255977888,446
0.2,,,,sell,26885.56,BTC-29MAR24-26000-P,48.84,0.14610187,0.147,2,1685111789774,255976839,24
0.1,,,,buy,26899.64,BTC-9JUN23-26000-P,39.58,0.01564137,0.016,2,1685111728992,255976687,218
0.1,,,,sell,26913.4,BTC-29DEC23-25000-P,47.19,0.1015694,0.101,2,1685111690341,255976369,284
1.0,,,,buy,26915.59,BTC-2JUN23-26000-C,37.97,0.0421673,0.042,0,1685111684482,255976245,221
11.9,,,,buy,26896.17,BTC-16JUN23-21000-P,61.95,0.00249366,0.0025,3,1685111466266,255975685,24
0.1,,,,sell,26890.26,BTC-2JUN23-29000-P,40.5,0.08019594,0.08,3,1685111451562,255975534,9
0.3,,,,sell,26856.38,BTC-29SEP23-27000-P,44.19,0.10331205,0.103,3,1685111425509,255975239,199
0.1,,,,buy,26851.04,BTC-29DEC23-45000-C,51.82,0.0254549,0.025,1,1685111423250,255975221,369
0.3,,,,sell,26839.19,BTC-30JUN23-29000-P,39.55,0.09982733,0.0995,3,1685111417440,255975128,711
3.0,,,,sell,26798.06,BTC-29MAR24-37000-C,49.07,0.08011686,0.078,2,1685111344199,255974796,18
1.0,,,,buy,26823.77,BTC-25AUG23-40000-C,50.47,0.00743834,0.0075,0,1685111315635,255974706,4
0.4,,,,buy,26787.19,BTC-29MAR24-28000-C,47.94,0.16550727,0.1645,0,1685111207949,255973973,40
0.8,,,,sell,26762.18,BTC-9JUN23-25500-C,42.73,0.05981456,0.061,0,1685111133072,255973601,40
1.5,,,,buy,26769.67,BTC-29SEP23-30000-C,43.88,0.06074067,0.0605,0,1685111116863,255973472,1212
2.3,,,,buy,26724.3,BTC-29SEP23-32000-C,44.39,0.04263661,0.0425,1,1685111101563,255973186,449
0.1,,,,sell,26708.65,BTC-29SEP23-31000-C,43.98,0.05047346,0.05,0,1685111045302,255973033,234
2.0,,,,sell,26692.95,BTC-29DEC23-15000-P,59.71,0.01629953,0.016,2,1685110944270,255972808,273
3.0,,,,sell,26681.95,BTC-28JUL23-34000-C,45.95,0.01061912,0.0105,0,1685110837293,255972452,152
0.1,,,,sell,26664.07,BTC-28JUL23-24000-P,44.13,0.02990376,0.03,2,1685110796524,255972180,221
30.0,,,,sell,26653.9,BTC-16JUN23-31000-C,44.38,0.00415736,0.004,3,1685110783200,255972124,74
9.0,,,,sell,26651.4,BTC-29SEP23-36000-C,47.22,0.02391857,0.0235,2,1685110720465,255972050,107
1.0,,,,sell,26612.12,BTC-29MAY23-24500-P,51.08,0.00069905,0.0005,2,1685110399883,255971421,7
1.0,,,,sell,26612.81,BTC-28MAY23-25000-P,50.78,0.00066709,0.0005,3,1685110358247,255971366,43
2.6,,,,sell,26644.95,BTC-2JUN23-23000-P,59.45,0.00112937,0.001,3,1685110191231,255971107,176
0.1,,,,buy,26637.88,BTC-29DEC23-29000-C,47.17,0.11289699,0.115,0,1685110171457,255971060,118
2.2,,,,buy,26588.16,BTC-16JUN23-35000-C,55.02,0.00124094,0.001,3,1685109960114,255970390,7
1.0,,,,sell,26584.57,BTC-28JUL23-23000-P,45.89,0.02294604,0.0225,2,1685109633276,255969904,163
4.0,,,,sell,26573.05,BTC-29SEP23-26000-C,44.64,0.11768315,0.117,2,1685109482960,255969587,170
8.0,,,,buy,26589.35,BTC-28JUL23-32000-C,43.54,0.01565821,0.016,0,1685109099143,255969164,432
