amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.2,,,,0.2,buy,39866.58,BTC-2FEB24-41000-C,45.76,,0.01874603,0.0185,1,1706054393414,281381704,355
0.1,,,,0.1,buy,39869.79,BTC-24JAN24-40500-C,44.13,,0.00087157,0.0008,1,1706054386470,281381701,325
0.2,,,,0.2,buy,39867.66,BTC-26APR24-54000-C,51.99,,0.02211717,0.022,0,1706054384927,281381675,26
0.1,,,,0.1,sell,39865.98,BTC-24JAN24-39000-P,48.0,,0.00034979,0.0004,3,1706054383159,281381672,276
0.2,,,,0.2,sell,39864.98,BTC-23FEB24-37000-P,49.44,,0.0238858,0.024,3,1706054377851,281381668,900
0.4,,,,0.4,sell,39864.07,BTC-24JAN24-39500-P,40.81,,0.00166468,0.0016,2,1706054377327,281381666,177
2.3,,,,2.3,buy,39860.75,BTC-26JAN24-41000-C,48.34,,0.00549012,0.0055,1,1706054350508,281381606,1556
0.1,,,,0.1,sell,39846.76,BTC-26JAN24-34000-P,93.2,,0.0003758,0.0004,2,1706054295847,281381503,1705
0.1,,,,0.1,sell,39833.28,BTC-24JAN24-40000-P,37.78,,0.00739659,0.007,2,1706054284237,281381500,221
0.1,,,,0.1,sell,39833.28,BTC-24JAN24-40000-C,38.09,,0.00316027,0.0028,2,1706054284218,281381499,491
0.8,,,,0.8,buy,39816.23,BTC-26JAN24-39500-P,48.74,,0.01144618,0.0115,2,1706054276491,281381480,50
0.2,,,,0.2,sell,39810.84,BTC-26JAN24-40000-C,47.97,,0.01353183,0.0135,0,1706054265479,281381473,1623
0.2,,,,0.2,buy,39827.6,BTC-2FEB24-39000-P,48.09,,0.01991514,0.02,3,1706054253393,281381456,502
0.1,,,,0.1,buy,39823.25,BTC-24JAN24-39750-C,36.77,,0.00599118,0.0055,1,1706054242422,281381445,200
0.5,,,,0.5,buy,39843.4,BTC-26JAN24-39000-P,51.23,,0.00719301,0.0075,2,1706054219307,281381401,3149
0.1,,,,0.1,sell,39849.72,BTC-24JAN24-39750-P,38.05,,0.00374602,0.0034,2,1706054184054,281381386,25
0.1,,,,0.1,sell,39843.4,BTC-25JAN24-40500-C,44.74,,0.00519822,0.0047,0,1706054171039,281381369,166
0.1,,,,0.1,buy,39843.45,BTC-26APR24-58000-C,53.52,,0.01461024,0.0145,2,1706054169661,281381368,23
0.1,,,,0.1,buy,39843.45,BTC-26APR24-60000-C,54.39,,0.01208569,0.012,0,1706054169650,281381367,25
12.5,BLOCK-123428,2,BTC-CS-29MAR24-41000_42000,12.5,sell,39828.58,BTC-29MAR24-41000-C,47.3,,0.07360022,0.0738,0,1706054144381,281381319,997
12.5,BLOCK-123428,2,BTC-CS-29MAR24-41000_42000,12.5,buy,39828.58,BTC-29MAR24-42000-C,47.27,,0.06348857,0.0636,0,1706054144381,281381320,397
0.2,,,,0.2,buy,39837.01,BTC-26JAN24-38000-P,55.69,,0.00318463,0.0031,3,1706054119594,281381285,3528
