amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
9.8,,,,,buy,37244.78,BTC-30NOV23-40000-C,54.48,,0.00093634,0.001,3,1701129590463,272913308,14
0.2,,,,,sell,37248.89,BTC-29NOV23-37250-P,40.15,,0.00958502,0.0095,3,1701129582650,272913305,44
0.1,,,,,sell,37249.32,BTC-1DEC23-37000-C,41.81,,0.02034415,0.02,1,1701129569101,272913284,757
0.1,,,,,sell,37246.95,BTC-29DEC23-33000-P,48.51,,0.01314526,0.013,2,1701129565178,272913276,1677
0.6,,,,,sell,37238.64,BTC-29NOV23-37500-P,40.54,,0.01383578,0.0135,3,1701129563352,272913264,48
0.2,,,,,sell,37238.64,BTC-29NOV23-37000-P,39.52,,0.0066491,0.0065,2,1701129563207,272913263,76
0.6,,,,,buy,37240.23,BTC-28NOV23-37250-P,32.72,,0.00406209,0.004,3,1701129561927,272913262,205
0.2,,,,,buy,37248.44,BTC-29DEC23-39000-P,48.1,,0.07828949,0.078,3,1701129554718,272913256,438
0.2,,,,,sell,37258.78,BTC-29NOV23-38250-C,43.56,,0.00261062,0.0023,2,1701129524250,272913240,75
0.1,,,,,sell,37253.77,BTC-28NOV23-37000-P,31.53,,0.00160028,0.0013,2,1701129484351,272913236,263
1.6,,,,,buy,37256.14,BTC-1DEC23-38000-C,45.01,,0.0097895,0.0095,1,1701129390349,272913212,1506
0.1,,,,,sell,37257.46,BTC-8DEC23-38500-C,46.09,,0.01853185,0.0185,1,1701129382133,272913205,398
0.2,,,,,sell,37257.46,BTC-15DEC23-39000-C,46.83,,0.02413462,0.024,1,1701129382049,272913204,86
1.0,,,,,sell,37271.05,BTC-28NOV23-36000-P,54.24,,0.00014947,0.0001,3,1701129344327,272913186,294
0.9,,,,,sell,37270.52,BTC-29NOV23-36750-P,38.72,,0.00405814,0.0038,2,1701129322417,272913167,57
0.5,,,,,sell,37268.23,BTC-1DEC23-37500-C,42.93,,0.01440108,0.014,1,1701129304457,272913155,1272
0.1,,,,,sell,37276.77,BTC-28NOV23-38000-C,36.7,,0.00034955,0.0002,2,1701129245961,272913111,253
0.5,,,,,sell,37276.77,BTC-29NOV23-37250-C,39.03,,0.0104428,0.01,1,1701129243631,272913110,102
0.1,,,,,buy,37273.14,BTC-15DEC23-37500-P,45.91,,0.03994484,0.0405,2,1701129226647,272913064,163
0.1,,,,,sell,37272.44,BTC-30NOV23-37250-C,41.6,,0.01443937,0.014,1,1701129181346,272913037,24
0.5,,,,,sell,37269.43,BTC-1DEC23-36000-P,42.23,,0.00422812,0.0041,3,1701129175200,272913027,820
0.1,,,,,sell,37264.73,BTC-1DEC23-34500-P,50.22,,0.00097835,0.001,2,1701129173693,272913019,503
2.0,,,,,buy,37264.73,BTC-28NOV23-37250-C,32.43,,0.00427227,0.0042,2,1701129173660,272913015,206
0.4,,,,,sell,37257.36,BTC-26JAN24-38000-C,54.5,,0.08619448,0.086,0,1701129163710,272912993,499
0.3,,,,,buy,37257.19,BTC-1DEC23-39000-C,51.03,,0.00486039,0.0049,0,1701129158630,272912992,1351
0.1,,,,,sell,37256.98,BTC-30NOV23-36500-P,42.79,,0.00560982,0.0055,3,1701129150299,272912991,47
0.1,,,,,sell,37253.21,BTC-8DEC23-33000-P,50.23,,0.0025277,0.0025,3,1701129113977,272912982,176
0.1,,,,,buy,37245.34,BTC-29NOV23-37000-C,39.68,,0.01367096,0.0135,0,1701129064228,272912967,25
1.0,,,,,sell,37228.99,BTC-1DEC23-42000-C,65.15,,0.00081236,0.0007,2,1701128916934,272912837,1322
0.1,,,,,buy,37228.83,BTC-26JAN24-38000-P,54.38,,0.08991859,0.0895,2,1701128914171,272912836,142
4.0,,,,,sell,37222.75,BTC-30NOV23-34500-P,49.79,,0.00056962,0.0004,3,1701128826015,272912773,9
0.1,,,,,buy,37229.08,BTC-15DEC23-37000-P,44.75,,0.0337147,0.0335,2,1701128753606,272912685,80
0.6,,,,,buy,37252.39,BTC-8DEC23-37000-P,44.02,,0.0250981,0.025,2,1701128707681,272912631,264
0.1,,,,,sell,37252.98,BTC-28NOV23-37500-C,36.74,,0.00184239,0.002,1,1701128574736,272912538,294
1.0,,,,,buy,37263.43,BTC-30NOV23-36250-P,42.78,,0.00403728,0.0039,2,1701128542981,272912518,19
0.2,,,,,sell,37264.61,BTC-26JAN24-44000-C,58.26,,0.04035679,0.04,0,1701128534610,272912512,412
0.2,,,,,buy,37264.5,BTC-26JAN24-32000-P,54.84,,0.02609198,0.026,3,1701128477301,272912493,256
0.1,,,,,buy,37264.72,BTC-30NOV23-37250-P,43.74,,0.01328781,0.0135,2,1701128476470,272912492,12
3.0,,,,,buy,37267.83,BTC-1DEC23-40000-C,55.91,,0.00250093,0.0025,0,1701128446857,272912458,1524
0.2,,,,,buy,37263.41,BTC-26JAN24-36000-P,54.27,,0.06199222,0.0625,2,1701128420394,272912445,225
1.5,,,,,sell,37268.94,BTC-8DEC23-40000-C,49.37,,0.00991806,0.01,1,1701128386837,272912402,558
0.7,,,,,sell,37259.7,BTC-29NOV23-37500-C,42.04,,0.00758649,0.0075,0,1701128251305,272912339,30
