amount,block_trade_id,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,sell,26708.72,BTC-29MAR24-35000-C,50.59,,0.09805489,0.098,2,1684930411149,255739884,42
1.0,,,,buy,26731.54,BTC-26MAY23-30000-P,0.0,,0.12225978,0.122,3,1684929652683,255738768,635
4.2,,,,sell,26704.02,BTC-29DEC23-24000-P,49.49,,0.09484936,0.094,1,1684927862531,255736686,160
0.5,,,,buy,26734.87,BTC-26MAY23-30000-C,79.64,,0.0001207,0.0005,3,1684924566954,255732861,3878
10.3,,,,buy,26720.0,BTC-29SEP23-50000-C,59.59,,0.00773586,0.0075,3,1684924291543,255732468,808
1.0,,,,buy,26768.72,BTC-29SEP23-38000-C,51.68,,0.02342211,0.0235,3,1684921873101,255730148,257
0.7,,,,buy,26791.09,BTC-2JUN23-28500-P,44.34,,0.07064113,0.0705,2,1684921600442,255729773,21
0.1,,,,buy,26769.98,BTC-29DEC23-40000-C,51.79,,0.04276661,0.0425,2,1684919997426,255727452,898
3.4,,,,buy,26718.64,BTC-30JUN23-55000-C,85.75,,0.00068107,0.0005,3,1684918210381,255725617,488
1.0,,,,buy,26714.02,BTC-29SEP23-15000-P,64.01,,0.00734572,0.0075,1,1684918161195,255725571,632
1.0,,,,sell,26713.87,BTC-9JUN23-27000-P,41.58,,0.04094615,0.04,2,1684918152729,255725561,41
1.0,,,,buy,26710.54,BTC-29DEC23-80000-C,66.5,,0.00534702,0.0055,3,1684918027573,255725482,263
1.0,,,,sell,26727.11,BTC-29DEC23-50000-C,56.61,,0.02185759,0.0215,0,1684916774894,255724246,682
3.9,,,,buy,26718.75,BTC-29DEC23-11000-P,70.46,,0.00620808,0.007,0,1684916389639,255723557,124
1.0,,,,buy,26714.59,BTC-26MAY23-25000-C,61.16,,0.06511763,0.0655,2,1684916348724,255723342,534
1.0,,,,buy,26704.76,BTC-29DEC23-27000-P,48.29,,0.14805199,0.1475,0,1684916088632,255723139,117
0.1,,,,sell,26705.31,BTC-25MAY23-24000-C,90.43,,0.1013094,0.1015,0,1684915510902,255722252,2
0.3,,,,sell,26684.38,BTC-30JUN23-32000-P,52.19,,0.20951581,0.21,0,1684914850427,255720882,15
1.0,,,,sell,26687.32,BTC-29SEP23-15000-C,64.9,,0.44896595,0.4495,0,1684914143995,255719905,127
1.0,,,,buy,26682.33,BTC-29SEP23-45000-C,57.69,,0.01206149,0.0125,0,1684914117061,255719861,636
0.2,,,,buy,26705.3,BTC-24MAY23-26750-C,38.72,,0.00043312,0.0005,3,1684913456100,255718975,80
1.0,,,,buy,26710.88,BTC-29DEC23-15000-P,60.99,,0.01675389,0.0175,0,1684913266521,255718813,269
3.0,,,,sell,26694.32,BTC-29SEP23-36000-C,50.3,,0.02966822,0.0295,2,1684913185303,255718729,100
5.4,,,,buy,26704.94,BTC-28JUL23-38000-C,54.28,,0.00721681,0.0075,2,1684913072209,255718549,139
0.1,,,,buy,26636.73,BTC-24MAY23-26500-C,0.0,,0.00567975,0.0055,3,1684911562047,255716555,32
0.5,,,,buy,26636.73,BTC-24MAY23-26750-P,28.06,,0.00445697,0.004,1,1684911561616,255716543,261
0.3,,,,buy,26638.08,BTC-24MAY23-27000-P,90.83,,0.01323813,0.0135,1,1684911560767,255716525,259
0.1,,,,buy,26687.42,BTC-29DEC23-14000-P,61.69,,0.01303607,0.013,0,1684911333320,255715824,91
0.1,,,,buy,26708.55,BTC-24MAY23-27250-P,0.0,,0.02027547,0.02,0,1684910922331,255715204,230
0.1,,,,sell,26730.01,BTC-29DEC23-55000-C,58.06,,0.01642372,0.0155,3,1684908689281,255713052,261
2.1,,,,sell,26756.38,BTC-29SEP23-10000-C,84.13,,0.63034395,0.631,0,1684908201284,255712560,22
1.2,,,,buy,26780.4,BTC-24MAY23-26500-P,54.49,,0.00038602,0.0005,3,1684906933200,255711495,152
0.8,,,,sell,26777.41,BTC-24MAY23-27000-C,41.95,,0.00039107,0.0005,3,1684906679038,255711161,145
0.1,,,,buy,26751.65,BTC-24MAY23-27250-C,62.14,T,0.00011318,0.0005,3,1684900874195,255702864,211
0.1,,,,buy,26761.92,BTC-2JUN23-46000-C,134.48,,1.4e-06,0.0005,1,1684900336624,255701845,1
0.1,,,,buy,26745.35,BTC-24MAY23-27500-P,151.6,,0.02820108,0.032,0,1684899973578,255700689,39
0.1,,BTC-STRD-25MAY23-27250,255697295,buy,26738.12,BTC-25MAY23-27250-P,33.52,,0.02167997,0.0208,0,1684899420965,255697297,54
2.0,,,,sell,26724.96,BTC-24MAY23-26250-P,58.34,,0.00034848,0.0005,3,1684899386060,255696286,56
7.5,,,,buy,26841.04,BTC-24MAY23-27750-C,92.74,,9.87e-06,0.0005,3,1684899250536,255694972,155
0.8,,,,sell,27001.45,BTC-24MAY23-27500-C,55.36,,0.00037415,0.0005,3,1684898654635,255690599,212
2.9,,,,buy,27162.31,BTC-29DEC23-33000-C,48.48,,0.08227485,0.083,2,1684895958721,255686894,133
0.1,,,,sell,27160.67,BTC-28JUL23-60000-C,75.23,,0.00123381,0.001,2,1684895225911,255686641,12
1.0,,,,buy,27153.15,BTC-29SEP23-55000-C,62.61,,0.00603884,0.006,1,1684893121958,255685528,453
0.2,,,,buy,27171.92,BTC-29MAR24-75000-C,60.94,,0.01450097,0.014,3,1684892849079,255685269,12
2.8,,,,sell,27171.09,BTC-28JUL23-46000-C,60.52,,0.00280188,0.0025,2,1684890685797,255683230,33
2.0,,,,sell,27166.21,BTC-28JUL23-45000-C,60.16,,0.0032464,0.003,2,1684890645696,255683115,28
0.7,,,,buy,27208.95,BTC-28JUL23-19000-P,59.54,,0.00724226,0.007,3,1684887913249,255680757,18
5.0,,,,sell,27198.95,BTC-28JUL23-48000-C,62.29,,0.00244936,0.002,2,1684887748608,255680660,41
