amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.5,,,0.5,sell,68168.28,BTC-2AUG24-66000-P,66.44,,0.0293812,0.029,3,1721606399616,309959985,496
0.1,,,0.1,buy,68168.78,BTC-2AUG24-61000-P,67.67,,0.00928676,0.0095,3,1721606396216,309959983,629
0.1,,,0.1,sell,68169.32,BTC-2AUG24-88000-C,85.82,,0.0037594,0.0036,3,1721606388618,309959982,146
0.7,,,0.7,buy,68170.0,BTC-26JUL24-69000-P,64.96,,0.03339114,0.033,3,1721606386813,309959980,518
1.0,,,1.0,sell,68153.79,BTC-2AUG24-54000-P,74.95,,0.00169513,0.0016,2,1721606357722,309959960,742
5.0,,,5.0,buy,68154.33,BTC-26JUL24-69500-P,65.19,,0.03799356,0.0375,2,1721606346324,309959956,5
5.0,,,5.0,sell,68150.98,BTC-26JUL24-64000-P,63.28,,0.00627407,0.006,3,1721606340566,309959954,1608
0.1,,,0.1,sell,68159.85,BTC-26JUL24-73000-C,69.74,,0.00894996,0.0085,3,1721606329460,309959949,1839
0.1,,,0.1,buy,68144.86,BTC-24JUL24-69500-C,66.31,,0.01347265,0.0135,0,1721606324697,309959926,35
0.1,,,0.1,buy,68143.25,BTC-2AUG24-82000-C,81.2,,0.00788932,0.008,3,1721606320912,309959901,189
0.1,,,0.1,buy,68143.33,BTC-2AUG24-64000-P,66.15,,0.01948877,0.019,3,1721606312781,309959893,556
0.1,,,0.1,sell,68139.52,BTC-26JUL24-58000-P,79.69,,0.00086759,0.0009,2,1721606307455,309959878,2579
2.4,,,2.4,sell,68143.99,BTC-26JUL24-53000-P,99.37,,0.00038174,0.0003,2,1721606302127,309959875,1499
1.0,,,1.0,sell,68142.72,BTC-26JUL24-72000-C,69.77,,0.01153472,0.0115,1,1721606299035,309959873,2312
0.1,,,0.1,sell,68139.63,BTC-9AUG24-90000-C,78.48,,0.00559096,0.0055,3,1721606280435,309959862,50
0.5,,,0.5,sell,68146.12,BTC-23JUL24-63000-P,64.94,,0.00027666,0.0003,2,1721606264828,309959856,41
0.9,,,0.9,sell,68143.21,BTC-23JUL24-62000-P,65.53,,0.0001994,0.0001,2,1721606260829,309959846,34
1.0,,,1.0,sell,68127.57,BTC-22JUL24-65500-P,60.5,,0.00014497,0.0001,2,1721606252356,309959805,185
0.9,,,0.9,sell,68115.94,BTC-2AUG24-68000-P,68.19,,0.04375827,0.0435,3,1721606163485,309959717,162
8.6,,,8.6,buy,68105.87,BTC-23JUL24-73000-C,71.7,,0.00108277,0.0011,0,1721606134813,309959689,39
0.5,,,0.5,sell,68106.1,BTC-23JUL24-65000-P,60.27,,0.00148397,0.0016,2,1721606134519,309959680,65
0.1,,,0.1,buy,68085.97,BTC-30AUG24-82000-C,68.78,,0.03205914,0.032,0,1721606110157,309959650,921
0.1,,,0.1,sell,68076.7,BTC-22JUL24-67500-P,49.46,,0.0029509,0.0026,2,1721606098237,309959625,57
0.1,,,0.1,sell,68097.41,BTC-26JUL24-62000-P,67.12,,0.0028547,0.003,3,1721606018363,309959533,1880
0.1,,,0.1,buy,68039.32,BTC-23JUL24-70000-C,63.79,,0.00557461,0.0055,2,1721605980890,309959399,86
0.1,,,0.1,sell,68035.63,BTC-26JUL24-79000-C,79.01,,0.00186973,0.0017,3,1721605938585,309959382,756
1.0,,,1.0,sell,68019.91,BTC-27SEP24-58000-P,63.42,,0.03714226,0.0365,2,1721605936498,309959373,602
0.1,,,0.1,sell,68003.33,BTC-22JUL24-67000-C,60.51,,0.01650553,0.017,3,1721605923976,309959331,277
1.0,,,1.0,sell,67992.78,BTC-26JUL24-80000-C,79.42,,0.0013786,0.0012,2,1721605903252,309959278,2038
0.2,,,0.2,buy,67982.5,BTC-22JUL24-67500-C,56.23,,0.01070815,0.011,3,1721605894133,309959267,219
0.6,,,0.6,buy,67951.04,BTC-23JUL24-66500-P,58.04,,0.00555164,0.0055,1,1721605834477,309959196,57
1.0,,,1.0,buy,67942.8,BTC-26JUL24-60000-P,70.76,,0.00157577,0.0015,2,1721605814305,309959187,2880
1.0,,,1.0,sell,67936.87,BTC-26JUL24-82000-C,82.29,,0.00079851,0.0007,2,1721605790043,309959162,1068
0.1,,,0.1,sell,67939.15,BTC-30AUG24-77000-C,66.99,,0.04598185,0.046,2,1721605782041,309959161,719
1.0,,,1.0,sell,67939.45,BTC-26JUL24-84000-C,86.89,,0.00051231,0.0005,1,1721605778910,309959159,779
1.0,,,1.0,sell,67937.86,BTC-2AUG24-62000-P,65.31,,0.01285333,0.012,3,1721605776334,309959158,453
0.3,,,0.3,buy,67935.48,BTC-23JUL24-67000-P,58.85,,0.00786489,0.008,3,1721605773655,309959151,42
3.0,,,3.0,sell,67935.37,BTC-26JUL24-86000-C,84.98,,0.00034344,0.0002,2,1721605765676,309959149,917
1.0,,,1.0,sell,67926.33,BTC-26JUL24-69000-C,66.2,,0.02303229,0.023,2,1721605730544,309959124,2549
3.0,,,3.0,sell,67920.56,BTC-22JUL24-69500-C,65.57,,0.00109551,0.0013,0,1721605669276,309959023,52
0.1,,,0.1,sell,67953.08,BTC-22JUL24-68500-C,57.54,,0.00418529,0.004,3,1721605636521,309958901,138
0.1,,,0.1,buy,67970.32,BTC-9AUG24-59000-P,64.92,,0.01058049,0.0105,2,1721605635675,309958864,336
1.0,,,1.0,sell,67970.32,BTC-2AUG24-76000-C,75.12,,0.01717083,0.017,2,1721605635654,309958858,622
0.1,,,0.1,sell,67970.1,BTC-30AUG24-80000-C,67.85,,0.03679142,0.0365,2,1721605635414,309958838,1150
0.1,,,0.1,sell,67970.32,BTC-30AUG24-64000-C,62.34,,0.1212242,0.1205,2,1721605635350,309958833,1317
0.1,,,0.1,sell,67970.32,BTC-30AUG24-86000-C,70.34,,0.02364879,0.0235,2,1721605635242,309958824,487
0.1,,,0.1,sell,67970.1,BTC-30AUG24-78000-C,67.11,,0.04277258,0.0425,2,1721605635199,309958812,714
0.8,,,0.8,sell,67970.32,BTC-9AUG24-69000-C,66.33,,0.05662774,0.0565,0,1721605635198,309958811,89
0.2,,,0.2,sell,67970.1,BTC-2AUG24-74000-C,73.38,,0.02259556,0.0225,2,1721605635183,309958809,646
0.1,,,0.1,sell,67987.02,BTC-22JUL24-69000-C,61.59,,0.00232769,0.0024,0,1721605600547,309958713,161
0.5,,,0.5,sell,67968.95,BTC-9AUG24-65000-P,64.77,,0.03421402,0.034,2,1721605569203,309958696,138
4.6,,,4.6,sell,67973.43,BTC-24JUL24-60000-P,72.98,,0.00044242,0.0003,3,1721605551594,309958678,14
1.1,,,1.1,sell,67973.77,BTC-8NOV24-100000-C,73.39,,0.05152646,0.051,1,1721605426233,309958556,62
0.1,,,0.1,buy,67981.09,BTC-26JUL24-68000-P,65.14,,0.02706412,0.027,1,1721605423379,309958546,866
1.0,,,1.0,sell,67988.67,BTC-22JUL24-70000-C,58.03,,0.00061464,0.0004,3,1721605363061,309958406,110
0.1,,,0.1,sell,67984.42,BTC-22JUL24-71000-C,63.97,,0.00016712,0.0001,2,1721605331326,309958329,172
5.0,,,5.0,sell,67983.38,BTC-26JUL24-59000-P,74.06,,0.00130341,0.0011,0,1721605172392,309958222,1816
0.1,,,0.1,sell,67982.3,BTC-22JUL24-67000-P,47.81,,0.00176237,0.0012,3,1721605154076,309958205,172
0.2,,,0.2,buy,68004.97,BTC-23JUL24-63500-P,60.36,,0.00062972,0.0004,3,1721605148188,309958158,34
7.0,,,7.0,sell,68002.3,BTC-2AUG24-78000-C,77.0,,0.01319303,0.013,2,1721605142904,309958123,537
0.8,,,0.8,buy,68003.49,BTC-23JUL24-64000-P,58.83,,0.00087694,0.0006,3,1721605126687,309958114,33
0.2,,,0.2,buy,68006.65,BTC-24JUL24-61000-P,70.11,,0.00065149,0.0005,3,1721605113076,309958097,54
0.2,,,0.2,sell,68021.29,BTC-26JUL24-66000-C,64.68,,0.04686381,0.047,0,1721605059123,309958069,2985
0.2,,,0.2,buy,68025.22,BTC-26JUL24-68000-C,65.02,,0.03016931,0.03,3,1721605037485,309958054,2762
0.2,,,0.2,sell,68008.51,BTC-9AUG24-61000-P,63.79,,0.01626301,0.0155,3,1721604990486,309958031,55
0.2,,,0.2,buy,68008.51,BTC-30AUG24-55000-P,64.5,,0.01302,0.0135,0,1721604990228,309958030,1182
0.1,,,0.1,buy,68002.46,BTC-2AUG24-57000-P,71.79,,0.00358271,0.0038,1,1721604950374,309958018,505
0.1,,,0.1,buy,68014.72,BTC-9AUG24-72000-C,68.79,,0.04080994,0.0415,0,1721604895634,309957958,332
0.1,,,0.1,sell,68016.29,BTC-2AUG24-84000-C,83.03,,0.00619863,0.006,3,1721604878835,309957951,175
