amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.4,,,,,0.4,sell,105705.62,BTC-2JUL25-108000-C,35.91,0.00011571,0.0001,3,1751414364701,374014086,254
2.0,,,,,2.0,sell,105699.44,BTC-2JUL25-106000-C,21.97,0.00130987,0.0015,0,1751414309495,374013830,207
0.4,,,,,0.4,sell,105719.74,BTC-26SEP25-120000-C,41.39,0.03697139,0.037,1,1751414305644,374013787,3486
0.1,,,,,0.1,buy,105721.45,BTC-2JUL25-111000-C,72.06,1.19e-06,0.0001,3,1751414294542,374013644,138
0.2,,,,,0.2,sell,105718.62,BTC-18JUL25-111000-C,32.22,0.01076354,0.01,3,1751414290634,374013586,40
0.1,,,,,0.1,buy,105706.65,BTC-11JUL25-111000-C,31.55,0.00469291,0.0047,0,1751414289827,374013574,371
0.1,,,,,0.1,sell,105711.42,BTC-29AUG25-108000-P,38.98,0.07144291,0.071,2,1751414289242,374013572,422
0.4,,,,,0.4,buy,105706.65,BTC-4JUL25-108000-C,27.08,0.00203143,0.0019,1,1751414289230,374013571,1695
0.6,,,,,0.6,sell,105704.97,BTC-29AUG25-104000-P,39.1,0.05163849,0.0515,1,1751414282831,374013475,483
0.1,,,,,0.1,buy,105704.65,BTC-11JUL25-109000-C,31.14,0.00846636,0.0085,3,1751414282831,374013476,596
0.1,,,,,0.1,sell,105704.65,BTC-26SEP25-95000-P,41.0,0.03245449,0.0325,2,1751414281971,374013455,4288
0.1,,,,,0.1,sell,105662.8,BTC-2JUL25-107500-C,33.79,0.00021407,0.0002,3,1751414148159,374012636,119
0.1,,,,,0.1,buy,105662.8,BTC-4JUL25-106000-C,26.18,0.00705644,0.007,0,1751414148061,374012634,539
6.8,,,,,6.8,sell,105648.34,BTC-4JUL25-108000-P,28.16,0.02395725,0.024,3,1751414146002,374012585,259
0.7,,,,,0.7,buy,105648.34,BTC-25JUL25-112000-C,35.1,0.0146427,0.0145,3,1751414145966,374012583,2647
0.2,,,,,0.2,buy,105647.18,BTC-18JUL25-113000-C,33.59,0.00705284,0.007,2,1751414145876,374012569,139
0.1,,,,,0.1,buy,105619.89,BTC-29AUG25-90000-P,41.18,0.01242746,0.0125,1,1751414071195,374012496,767
0.1,,,,,0.1,buy,105624.19,BTC-4JUL25-101000-P,36.9,0.00066933,0.0008,0,1751414058415,374012493,431
