amount,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.4,1.4,sell,60771.53,BTC-31MAY24-94000-C,74.92,,0.00043845,0.0005,0,1715400561759,301124949,329
10.0,10.0,sell,60775.55,BTC-31MAY24-85000-C,66.34,,0.00100757,0.0011,0,1715400519758,301124932,1245
0.1,0.1,sell,60769.86,BTC-28JUN24-57000-P,53.34,,0.0432982,0.0435,3,1715400264431,301124851,664
0.2,0.2,sell,60877.43,BTC-26JUL24-59000-P,54.03,,0.07459719,0.0735,2,1715396355478,301123218,31
1.5,1.5,sell,60822.9,BTC-27SEP24-100000-C,65.83,,0.03031421,0.032,0,1715395867835,301122973,1566
0.1,0.1,sell,60816.53,BTC-27DEC24-200000-C,77.68,,0.01300534,0.0135,0,1715395849928,301122942,563
0.1,0.1,buy,60810.12,BTC-27DEC24-160000-C,74.13,,0.02215867,0.0235,0,1715395837967,301122937,416
0.5,0.5,sell,60912.03,BTC-28JUN24-41000-P,63.45,,0.00305966,0.0029,2,1715395797871,301122582,520
90.0,90.0,buy,60763.98,BTC-11MAY24-62500-C,53.69,,9.361e-05,0.0001,3,1715394002633,301121903,271
0.1,0.1,sell,60794.06,BTC-26JUL24-90000-C,61.65,,0.01451242,0.0145,2,1715393583138,301121467,112
0.1,0.1,sell,60824.8,BTC-11MAY24-61500-P,31.24,,0.01155275,0.0115,3,1715393356487,301121376,147
0.1,0.1,sell,60868.94,BTC-11MAY24-63000-C,61.61,,0.00012367,0.0001,3,1715392611144,301120961,331
1.0,1.0,sell,60865.53,BTC-17MAY24-82000-C,81.57,,0.00013017,0.0001,3,1715392493578,301120931,119
0.1,0.1,sell,60893.43,BTC-13MAY24-67000-C,49.71,,8.817e-05,0.0001,3,1715392414371,301120904,8
20.0,20.0,sell,60889.95,BTC-11MAY24-63500-C,71.72,,0.00013559,0.0001,3,1715391859918,301120561,207
0.1,0.1,buy,60895.28,BTC-31MAY24-50000-C,68.72,,0.18680383,0.1895,2,1715391105200,301120014,85
0.1,0.1,sell,60971.76,BTC-28JUN24-110000-C,73.97,,0.00199461,0.002,2,1715390904360,301119810,927
4.6,4.6,buy,61051.57,BTC-26JUL24-44000-P,59.47,,0.01136608,0.011,3,1715390485755,301119487,33
0.3,0.3,sell,61061.05,BTC-28JUN24-40000-P,66.97,,0.00284065,0.0029,1,1715390370671,301119276,1177
0.1,0.1,sell,61059.5,BTC-11MAY24-61000-P,28.68,,0.00313701,0.0027,2,1715390303501,301119224,286
1.0,1.0,sell,60986.98,BTC-11MAY24-58000-P,81.45,,0.000103,0.0001,2,1715390174362,301119123,275
0.1,0.1,buy,60773.89,BTC-31MAY24-47000-P,66.24,,0.00270005,0.0027,1,1715389010675,301118058,560
6.0,6.0,sell,60776.46,BTC-11MAY24-65000-C,101.58,,2.122e-05,0.0001,2,1715389008374,301118054,179
0.5,0.5,buy,60645.32,BTC-27DEC24-40000-C,62.68,,0.41167192,0.411,2,1715388420867,301117839,395
1.0,1.0,buy,60732.52,BTC-26JUL24-63000-P,55.19,,0.11204084,0.111,2,1715387769097,301117306,28
2.0,2.0,sell,60848.17,BTC-11MAY24-57000-P,95.58,,7.827e-05,0.0001,2,1715386552226,301116447,139
0.1,0.1,buy,60810.93,BTC-31MAY24-57000-C,52.78,,0.08789326,0.088,2,1715385792356,301115101,323
