amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
3.0,,,,,3.0,sell,52169.04,BTC-8MAR24-57000-C,53.24,,0.02102256,0.0205,0,1708127972871,284446778,41
3.0,,,,,3.0,sell,52165.13,BTC-8MAR24-53000-P,51.03,,0.05294863,0.0525,2,1708127956212,284446770,87
2.0,,,,,2.0,buy,52164.98,BTC-18FEB24-54000-C,38.96,,0.0006322,0.0008,3,1708127925342,284446764,60
0.8,,,,,0.8,buy,52167.85,BTC-18FEB24-50500-P,38.51,,0.00058905,0.0008,3,1708127918783,284446761,84
0.1,,,,,0.1,sell,52162.26,BTC-8MAR24-48000-P,51.05,,0.0151299,0.015,3,1708127909692,284446755,37
0.1,,,,,0.1,sell,52176.14,BTC-29MAR24-43000-P,54.66,,0.01101007,0.0105,3,1708127838529,284446678,1029
3.0,,,,,3.0,sell,52179.99,BTC-23FEB24-43000-P,71.94,,0.00064935,0.0006,3,1708127800615,284446673,1975
0.1,,,,,0.1,sell,52191.87,BTC-8MAR24-62000-C,57.41,,0.00812042,0.008,1,1708127728213,284446596,72
0.1,,,,,0.1,buy,52178.9,BTC-17FEB24-49500-P,77.69,,0.00010617,0.0001,3,1708127721823,284446580,175
0.8,,,,,0.8,buy,52170.66,BTC-23FEB24-37000-P,96.11,,9.949e-05,0.0001,3,1708127717503,284446560,1887
1.9,,,,,1.9,buy,52166.75,BTC-1MAR24-47000-P,53.31,,0.0070751,0.007,2,1708127704000,284446510,622
4.0,,,,,4.0,buy,52180.11,BTC-8MAR24-52000-P,51.11,,0.04241362,0.0425,3,1708127686531,284446498,76
0.1,,,,,0.1,sell,52183.07,BTC-1MAR24-40000-P,65.61,,0.00079736,0.0006,2,1708127667835,284446454,413
0.2,,,,,0.2,buy,52184.54,BTC-19FEB24-47000-P,54.21,,0.00014121,0.0001,3,1708127655965,284446450,14
1.0,,,,,1.0,sell,52184.22,BTC-19FEB24-46000-P,63.92,,0.00021523,0.0001,2,1708127647648,284446444,13
1.0,,,,,1.0,sell,52184.25,BTC-18FEB24-47500-P,64.99,,0.00021531,0.0001,3,1708127633420,284446423,27
5.6,,,,,5.6,sell,52191.06,BTC-19FEB24-51000-P,32.72,,0.00288719,0.0025,2,1708127591197,284446334,48
0.1,,,,,0.1,sell,52195.58,BTC-29MAR24-42000-P,56.57,,0.00881108,0.009,1,1708127551943,284446287,947
4.1,,,,,4.1,buy,52210.72,BTC-18FEB24-51500-P,28.18,,0.00221662,0.0019,3,1708127435672,284446109,129
5.4,,,,,5.4,buy,52226.09,BTC-29MAR24-54000-C,55.43,,0.06658285,0.0665,1,1708127426195,284446076,596
1.2,,,,,1.2,sell,52217.94,BTC-17FEB24-53000-C,29.64,,0.00034715,0.0002,2,1708127376820,284446048,312
1.2,,,,,1.2,sell,52218.57,BTC-17FEB24-52000-P,25.7,,0.00168103,0.0014,3,1708127373709,284446043,306
0.3,,,,,0.3,sell,52218.57,BTC-17FEB24-52500-C,26.6,,0.00151059,0.0013,1,1708127373693,284446041,338
0.1,,,,,0.1,buy,52231.49,BTC-19FEB24-52000-P,33.03,,0.00802942,0.008,2,1708127238519,284445823,48
0.1,,,,,0.1,buy,52231.76,BTC-8MAR24-60000-C,56.88,,0.01203988,0.0125,0,1708127236919,284445822,65
0.1,,,,,0.1,buy,52244.59,BTC-23FEB24-49000-P,51.16,,0.00507744,0.0055,2,1708127203543,284445798,842
1.0,,,,,1.0,buy,52247.04,BTC-23FEB24-53000-C,48.87,,0.02039252,0.0205,0,1708127173274,284445738,1627
200.0,BLOCK-126419,3,BTC-PBUT-29MAR24-48000_52000_56000,,200.0,buy,52235.07,BTC-29MAR24-52000-P,54.82,,0.06289887,0.0631,2,1708127137652,284445682,240
100.0,BLOCK-126419,3,BTC-PBUT-29MAR24-48000_52000_56000,,100.0,sell,52235.07,BTC-29MAR24-48000-P,54.01,,0.03144556,0.0314,2,1708127137652,284445681,619
100.0,BLOCK-126419,3,BTC-PBUT-29MAR24-48000_52000_56000,,100.0,sell,52235.07,BTC-29MAR24-56000-P,56.58,,0.108387,0.1086,2,1708127137652,284445680,18
0.1,,,,,0.1,sell,52234.86,BTC-17FEB24-51500-P,31.63,,0.00025381,0.0003,3,1708127129692,284445677,356
0.1,,,,,0.1,sell,52232.59,BTC-1MAR24-51000-P,50.52,,0.02575796,0.0255,2,1708127123069,284445676,269
0.1,,,,,0.1,sell,52229.01,BTC-17FEB24-50000-P,65.23,,0.00015333,0.0001,2,1708127118234,284445675,414
0.1,,,,,0.1,buy,52221.01,BTC-17FEB24-54000-C,57.34,,0.00019215,0.0002,3,1708127084226,284445634,207
7.0,,,,,7.0,buy,52230.71,BTC-1MAR24-46000-P,54.85,,0.00502217,0.0049,3,1708127038561,284445453,617
