amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,sell,106488.3,BTC-20MAY25-106000-P,45.74,0.00864524,0.0085,1,1747612799354,367127194,78
0.1,,,,,,0.1,buy,106489.51,BTC-30MAY25-101000-P,42.47,0.00970618,0.0095,2,1747612798368,367127190,538
0.1,,,,,,0.1,buy,106499.15,BTC-6JUN25-96000-P,44.2,0.0063572,0.0065,2,1747612797510,367127188,96
0.1,,,,,,0.1,buy,106525.35,BTC-26SEP25-80000-P,50.21,0.01903083,0.0195,2,1747612792943,367127151,2009
1.5,,,,,,1.5,sell,106552.54,BTC-30MAY25-110000-C,43.18,0.01892147,0.0185,1,1747612785321,367127133,4698
0.2,,,,,,0.2,buy,106523.24,BTC-27MAR26-75000-P,52.16,0.04251812,0.042,2,1747612782536,367127112,175
0.2,,,,,,0.2,sell,106523.24,BTC-19MAY25-104000-P,58.66,0.00062946,0.0007,1,1747612781811,367127111,317
0.1,,,,,,0.1,buy,106528.64,BTC-20MAY25-107000-P,42.78,0.01306399,0.013,1,1747612779100,367127069,1
0.1,,,,,,0.1,buy,106506.45,BTC-30MAY25-99000-P,44.3,0.00638267,0.0065,2,1747612775919,367127059,251
0.1,,,,,,0.1,buy,106446.62,BTC-23MAY25-110000-C,46.43,0.00827873,0.0085,0,1747612774700,367127058,1184
0.1,,,,,,0.1,buy,106446.62,BTC-19MAY25-107000-C,48.69,0.0035578,0.0037,1,1747612774330,367127054,170
0.7,,,,,,0.7,sell,106465.84,BTC-21MAY25-106000-P,43.85,0.01164243,0.0115,1,1747612774284,367127053,81
0.1,,,,,,0.1,sell,106465.84,BTC-20MAY25-104000-P,48.49,0.00324129,0.0034,2,1747612774197,367127049,177
2.0,,,,,,2.0,buy,106446.62,BTC-27JUN25-120000-C,47.09,0.02236906,0.0225,1,1747612773717,367127026,5861
1.3,,,,,,1.3,sell,106423.62,BTC-23MAY25-106000-P,44.48,0.01651448,0.0165,1,1747612771901,367126988,100
1.0,,,,,,1.0,buy,106423.62,BTC-20MAY25-106000-C,45.91,0.0134439,0.0135,3,1747612771239,367126987,228
0.5,,,,,,0.5,buy,106418.58,BTC-30MAY25-105000-P,42.44,0.02199071,0.022,3,1747612769788,367126977,264
0.1,,,,,,0.1,buy,106422.74,BTC-23MAY25-101000-P,46.06,0.00360704,0.0035,2,1747612751443,367126925,605
0.1,,,,,,0.1,buy,106403.43,BTC-20MAY25-103000-P,49.83,0.00204744,0.002,0,1747612747397,367126878,269
0.1,,,,,,0.1,buy,106396.58,BTC-20MAY25-100000-P,61.92,0.00073924,0.0007,3,1747612746776,367126877,60
0.1,,,,,,0.1,buy,106396.58,BTC-20MAY25-107000-C,49.06,0.00870902,0.0095,2,1747612746311,367126863,67
