amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,,buy,37714.12,BTC-2DEC23-38000-C,44.03,0.00695868,0.0075,1,1701388784430,273217097,126
0.3,,,,sell,37713.76,BTC-15DEC23-40000-C,44.93,0.01512575,0.015,2,1701388780508,273217096,263
1.1,,,,buy,37709.98,BTC-1DEC23-38500-C,49.53,0.00070678,0.0006,3,1701388754856,273217081,1511
0.4,,,,sell,37709.24,BTC-1DEC23-39250-C,60.58,0.00016871,0.0001,3,1701388697139,273217072,79
1.0,,,,buy,37709.34,BTC-1DEC23-38000-C,36.86,0.00190907,0.0017,3,1701388695303,273217069,2733
0.1,,,,sell,37709.05,BTC-3DEC23-35000-P,49.14,0.00049753,0.0004,3,1701388659726,273217066,17
0.3,,,,sell,37713.31,BTC-1DEC23-37250-P,35.07,0.00084113,0.0006,2,1701388621351,273217063,208
1.1,,,,buy,37712.38,BTC-1DEC23-37500-C,25.58,0.00790001,0.007,3,1701388561929,273217059,1505
0.1,,,,sell,37714.04,BTC-1DEC23-36500-C,67.54,0.03265738,0.033,2,1701388554308,273217057,530
0.5,,,,buy,37714.58,BTC-29DEC23-38000-P,45.1,0.05025985,0.05,2,1701388535036,273217042,1026
0.1,,,,buy,37714.45,BTC-8DEC23-36500-C,39.27,0.04367728,0.043,2,1701388514453,273217041,166
0.2,,,,sell,37714.77,BTC-3DEC23-34500-P,54.51,0.00040236,0.0003,3,1701388496659,273217040,11
0.3,,,,sell,37714.3,BTC-8DEC23-32500-P,54.6,0.00081761,0.0007,3,1701388480657,273217038,181
0.2,,,,sell,37716.0,BTC-2DEC23-35500-P,54.49,0.00047698,0.0004,3,1701388416653,273217034,34
1.0,,,,sell,37715.53,BTC-27SEP24-22000-P,60.42,0.02877793,0.027,3,1701388338711,273217026,29
1.5,,,,sell,37715.52,BTC-15DEC23-36500-P,41.65,0.01810189,0.0175,2,1701388332862,273217025,161
0.2,,,,sell,37719.22,BTC-15DEC23-37000-C,42.07,0.04590699,0.0455,3,1701388314977,273217023,130
0.7,,,,sell,37734.71,BTC-1DEC23-37500-P,33.29,0.00182848,0.0016,3,1701388244700,273216996,1336
0.3,,,,buy,37736.25,BTC-1DEC23-39000-C,64.3,0.000294,0.0004,1,1701388214743,273216988,1804
0.1,,,,buy,37732.83,BTC-26JAN24-54000-C,65.62,0.01286324,0.013,2,1701388179955,273216966,432
2.0,,,,sell,37725.28,BTC-3DEC23-34000-P,62.08,0.00032381,0.0003,3,1701388107063,273216906,3
10.7,,,,sell,37714.95,BTC-15DEC23-37000-P,42.39,0.02324589,0.023,2,1701388007567,273216872,219
15.0,,,,sell,37714.95,BTC-15DEC23-36000-P,42.67,0.01410282,0.014,0,1701388007467,273216871,157
0.5,,,,sell,37715.8,BTC-29MAR24-85000-C,75.95,0.00906001,0.009,2,1701387989581,273216861,212
0.1,,,,sell,37715.81,BTC-29MAR24-75000-C,72.3,0.01358407,0.0135,2,1701387988929,273216860,290
5.2,,,,buy,37715.96,BTC-29MAR24-65000-C,67.49,0.02179473,0.021,3,1701387987822,273216859,723
0.7,,,,sell,37727.96,BTC-1DEC23-39500-C,74.25,0.00019874,0.0002,1,1701387851241,273216822,1375
10.0,,,,buy,37726.6,BTC-29MAR24-32000-P,57.86,0.05030116,0.051,0,1701387841344,273216818,165
0.5,,,,sell,37718.15,BTC-15DEC23-38000-C,43.29,0.0324032,0.0325,3,1701387776669,273216803,388
1.3,,,,sell,37729.16,BTC-2DEC23-34500-P,67.78,0.00025373,0.0002,3,1701387604219,273216786,35
0.2,,,,sell,37710.37,BTC-1DEC23-37750-C,33.14,0.00404236,0.0037,0,1701387523456,273216776,289
0.1,,,,sell,37710.2,BTC-1DEC23-36500-P,50.74,0.00012514,0.0001,2,1701387516925,273216775,1489
100.0,BLOCK-112950,2,BTC-CDIAG-23FEB24_22DEC23-56000_40000,buy,37714.39,BTC-22DEC23-40000-C,46.35,0.02319938,0.0237,0,1701387493915,273216772,38
100.0,BLOCK-112950,2,BTC-CDIAG-23FEB24_22DEC23-56000_40000,sell,37714.39,BTC-23FEB24-56000-C,63.98,0.02044998,0.0201,3,1701387493915,273216773,18
1.2,,,,sell,37718.82,BTC-22DEC23-43000-C,48.3,0.00926196,0.009,2,1701387451804,273216766,51
0.9,,,,sell,37718.25,BTC-2DEC23-40000-C,61.65,0.00104239,0.001,3,1701387389704,273216752,67
1.0,,,,sell,37723.78,BTC-2DEC23-39000-C,48.39,0.0021849,0.002,0,1701387366773,273216751,104
0.7,,,,buy,37726.66,BTC-23FEB24-45000-C,58.55,0.05556474,0.0555,2,1701387353017,273216748,23
1.4,,,,buy,37722.8,BTC-8DEC23-38000-P,41.77,0.0261953,0.0265,0,1701387330103,273216732,344
3.9,,,,sell,37724.48,BTC-1DEC23-41000-C,111.76,7.19e-06,0.0001,2,1701387287466,273216724,1319
0.1,,,,buy,37725.76,BTC-29DEC23-37000-P,44.96,0.03678437,0.037,3,1701387204693,273216716,1544
14.0,,,,sell,37727.58,BTC-22DEC23-38500-C,44.65,0.0365593,0.0365,3,1701387202871,273216714,18
0.1,,,,sell,37727.58,BTC-15DEC23-39000-C,44.09,0.0223967,0.0225,2,1701387202861,273216712,239
0.8,,,,sell,37733.33,BTC-22DEC23-36500-P,43.7,0.02519038,0.025,3,1701387179061,273216684,11
0.2,,,,buy,37734.42,BTC-15DEC23-25000-P,84.84,0.00024728,0.0003,3,1701387165063,273216664,23
0.5,,,,sell,37734.42,BTC-22DEC23-36000-P,43.85,0.02068228,0.0205,3,1701387164914,273216654,12
50.0,BLOCK-112947,2,BTC-CDIAG-23FEB24_22DEC23-60000_40000,sell,37733.74,BTC-23FEB24-60000-C,66.38,0.01536383,0.015,2,1701387156656,273216626,19
1.0,,,,sell,37726.84,BTC-2DEC23-40500-C,64.68,0.0007209,0.0006,2,1701387151611,273216608,63
0.1,,,,buy,37725.65,BTC-27SEP24-45000-P,60.19,0.29056484,0.2905,0,1701387127518,273216605,20
0.1,,,,buy,37724.75,BTC-8DEC23-39500-C,43.94,0.0090531,0.009,2,1701387118030,273216604,480
0.1,,,,sell,37724.2,BTC-8DEC23-38000-C,41.58,0.02081788,0.021,0,1701387111006,273216603,839
3.0,,,,sell,37726.07,BTC-27SEP24-50000-C,60.96,0.14391162,0.142,2,1701387092219,273216600,260
0.1,,,,sell,37720.7,BTC-29DEC23-45000-C,52.85,0.01012861,0.01,3,1701387071550,273216591,6110
3.0,,,,buy,37720.54,BTC-27SEP24-37000-P,59.58,0.16323979,0.166,0,1701387068983,273216590,39
0.5,,,,sell,37719.54,BTC-22DEC23-37000-P,43.73,0.03067221,0.0305,2,1701387061795,273216585,22
0.1,,,,sell,37715.28,BTC-15DEC23-35000-P,44.14,0.00841875,0.0085,0,1701387052059,273216580,232
0.6,,,,buy,37715.49,BTC-22DEC23-38000-P,44.61,0.04365552,0.044,0,1701387048553,273216573,8
1.4,,,,buy,37714.54,BTC-22DEC23-39500-C,45.43,0.02687383,0.027,2,1701387039018,273216570,16
