amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,sell,29040.4,BTC-7AUG23-29000-P,21.59,,0.00226018,0.0019,2,1691366355391,262161775,237
0.7,,,,,buy,29041.34,BTC-7AUG23-29750-C,50.75,,0.00029119,0.0004,0,1691366263947,262161773,90
0.2,,,,,buy,29041.85,BTC-7AUG23-29250-C,29.27,,0.00125184,0.0011,3,1691366174558,262161770,292
1.1,,,,,sell,29044.73,BTC-7AUG23-29500-C,35.96,,0.00052672,0.0004,2,1691365978772,262161744,126
0.1,,,,,sell,29048.53,BTC-8AUG23-30500-C,42.1,,0.00040492,0.0003,2,1691365762503,262161729,26
25.0,BLOCK-88544,1,,,sell,29053.32,BTC-11AUG23-28500-P,29.88,,0.00546354,0.005,2,1691365637925,262161716,580
5.0,,,,,buy,29051.86,BTC-11AUG23-29500-C,31.18,,0.0080589,0.008,2,1691365357867,262161689,1117
1.0,,,,,sell,29054.1,BTC-25AUG23-29000-C,29.31,,0.02949702,0.029,2,1691365024282,262161657,1586
0.3,,,,,sell,29056.69,BTC-9AUG23-29000-P,27.7,,0.00747094,0.0075,1,1691364993983,262161656,16
1.0,,,,,buy,29059.08,BTC-25AUG23-33000-C,39.25,,0.00327337,0.0034,1,1691364801037,262161606,1862
1.5,,,,,sell,29059.25,BTC-25AUG23-36000-C,49.68,,0.00124779,0.0014,1,1691364800013,262161605,2053
0.3,,,,,buy,29054.98,BTC-25AUG23-30000-C,30.98,,0.01580665,0.016,2,1691364752495,262161581,3301
12.5,BLOCK-88543,2,BTC-STRD-29SEP23-29000,,buy,29053.58,BTC-29SEP23-29000-P,31.12,,0.04160309,0.0411,2,1691364719543,262161578,883
12.5,BLOCK-88543,2,BTC-STRD-29SEP23-29000,,buy,29053.58,BTC-29SEP23-29000-C,32.37,,0.05420905,0.0556,0,1691364719543,262161577,882
0.1,,,,,buy,29052.96,BTC-25AUG23-38000-C,55.04,,0.00069346,0.0008,1,1691364696710,262161574,1193
1.0,,,,,buy,29053.54,BTC-11AUG23-33000-C,54.47,,0.00039143,0.0004,2,1691364669840,262161571,271
3.8,,,,,buy,29054.14,BTC-7AUG23-28750-P,26.91,,0.00023889,0.0004,0,1691364644248,262161569,190
0.3,,,,,sell,29053.92,BTC-7AUG23-28250-P,44.19,,0.00020778,0.0001,3,1691364642081,262161568,33
1.0,,,,,sell,29054.33,BTC-29SEP23-23000-P,41.41,,0.0039078,0.0037,2,1691364517919,262161558,849
1.6,,,,,buy,29054.46,BTC-7AUG23-29000-C,25.54,,0.00409432,0.0043,2,1691364505681,262161539,145
1.0,,,,,sell,29053.4,BTC-29SEP23-40000-C,45.02,,0.00309271,0.0029,0,1691364488589,262161522,3232
0.1,,,,,sell,29054.16,BTC-11AUG23-30000-C,33.78,,0.00471283,0.0044,2,1691364263773,262161501,1500
0.5,,,,,buy,29043.2,BTC-8AUG23-29000-P,26.67,,0.00539434,0.0055,1,1691363942727,262161475,108
0.4,,,,,sell,29042.21,BTC-8AUG23-29250-C,27.68,,0.00407956,0.004,3,1691363878558,262161466,41
0.3,,,,,buy,29040.59,BTC-25AUG23-29000-P,29.69,,0.02407124,0.024,0,1691363658458,262161394,1627
11.0,,,,,buy,29044.76,BTC-29SEP23-28000-P,32.01,,0.02750715,0.028,1,1691363504113,262161352,1061
1.3,,,,,buy,29040.08,BTC-8AUG23-29000-C,26.2,,0.00746519,0.0075,1,1691363317891,262161281,39
0.7,,,,,sell,29051.37,BTC-9AUG23-29750-C,31.28,,0.0026712,0.0026,2,1691363114756,262161208,13
0.2,,,,,sell,29051.79,BTC-11AUG23-27500-P,37.62,,0.00156201,0.0015,2,1691363029472,262161203,250
1.0,,,,,buy,29056.1,BTC-29DEC23-18000-P,51.65,,0.00631785,0.0065,2,1691362768357,262161180,297
0.6,,,,,buy,29058.73,BTC-18AUG23-28000-P,29.6,,0.00655633,0.0065,3,1691362613712,262161175,193
0.3,,,,,buy,29057.63,BTC-25AUG23-31000-C,33.18,,0.00886931,0.009,3,1691362595776,262161170,3072
1.5,,,,,sell,29060.58,BTC-7AUG23-30000-C,46.65,,0.00017585,0.0001,3,1691362255186,262161140,82
2.6,,,,,sell,29066.41,BTC-29DEC23-20000-P,47.23,,0.01027873,0.01,3,1691362162328,262161110,952
0.9,,,,,buy,29098.68,BTC-25AUG23-31000-P,32.91,,0.070045,0.07,2,1691360773161,262160905,478
10.0,,,,,sell,29106.16,BTC-18AUG23-31000-C,33.49,,0.00501139,0.005,3,1691360408760,262160849,360
0.3,,,,,buy,29105.19,BTC-25AUG23-26000-P,37.59,,0.00302971,0.003,3,1691360368384,262160814,1343
18.7,,,,,sell,29094.56,BTC-29SEP23-37000-C,40.77,,0.00553927,0.0055,3,1691360250517,262160777,903
1.0,,,,,buy,29090.13,BTC-9AUG23-29250-C,27.45,,0.007023,0.007,2,1691359876890,262160575,24
0.3,,,,,sell,29082.18,BTC-11AUG23-29000-P,29.59,,0.01082774,0.0105,0,1691359639967,262160447,682
0.1,,,,,sell,29066.61,BTC-8AUG23-30000-C,35.2,,0.00085821,0.0008,2,1691359521435,262160335,24
0.2,,,,,sell,29051.05,BTC-7AUG23-28500-P,36.5,,9.422e-05,0.0003,0,1691359405853,262160280,94
0.6,,,,,sell,29049.19,BTC-11AUG23-29000-C,29.34,,0.01543016,0.015,3,1691359289320,262160200,437
0.3,,,,,sell,29021.64,BTC-11AUG23-32000-C,48.25,,0.0008066,0.0008,2,1691359265155,262160163,412
