amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
10.0,,,,,10.0,sell,63139.36,BTC-26SEP24-64000-C,38.1,,0.00061496,0.0007,0,1727308788486,318771246,158
0.1,,,,,0.1,sell,63138.01,BTC-26SEP24-64500-C,35.6,,0.00017336,0.0001,2,1727308736342,318771242,231
0.1,,,,,0.1,sell,63135.54,BTC-25OCT24-70000-C,47.92,,0.01959005,0.0195,3,1727308722472,318771241,1771
0.2,,,,,0.2,sell,63135.16,BTC-26SEP24-61000-P,53.95,,0.00014066,0.0001,2,1727308722246,318771240,123
0.1,,,,,0.1,sell,63149.76,BTC-26SEP24-62000-P,39.12,,0.00040719,0.0003,3,1727308686857,318771228,146
0.2,,,,,0.2,buy,63148.42,BTC-27SEP24-63000-P,45.28,,0.0093362,0.0095,2,1727308635409,318771209,969
0.1,,,,,0.1,sell,63153.28,BTC-28SEP24-62000-P,42.22,,0.00620244,0.006,2,1727308605685,318771203,41
0.1,,,,,0.1,buy,63145.9,BTC-4OCT24-70000-P,46.16,,0.10961127,0.1095,2,1727308603279,318771198,2
0.4,,,,,0.4,sell,63123.31,BTC-27SEP24-62000-P,45.23,,0.00415792,0.004,2,1727308574610,318771187,2767
0.1,,,,,0.1,buy,63121.78,BTC-4OCT24-56000-C,52.58,,0.11616113,0.116,2,1727308570915,318771186,37
0.1,,,,,0.1,sell,63131.7,BTC-8NOV24-50000-P,59.18,,0.01103733,0.0105,2,1727308543340,318771180,1033
0.2,,,,,0.2,sell,63145.19,BTC-27SEP24-55000-C,110.69,,0.12978498,0.13,2,1727308527951,318771173,1257
0.8,,,,,0.8,buy,63149.33,BTC-8NOV24-72000-C,56.11,,0.03259086,0.0325,2,1727308503824,318771155,500
0.5,,,,,0.5,sell,63145.87,BTC-4OCT24-59000-P,45.59,,0.00580069,0.0055,2,1727308488900,318771145,695
0.2,,,,,0.2,sell,63119.19,BTC-25OCT24-50000-P,58.5,,0.00507822,0.005,1,1727308466694,318771118,1162
