amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.5,,,,buy,27026.77,BTC-6OCT23-27500-C,29.78,0.01022269,0.01,3,1695945593131,265569290,790
4.0,,,,sell,27024.76,BTC-29DEC23-55000-C,67.02,0.0034403,0.0032,1,1695945589658,265569288,1181
0.1,,,,sell,27024.36,BTC-24NOV23-19000-P,58.54,0.00514675,0.0048,2,1695945559483,265569263,105
1.5,,,,sell,27022.7,BTC-27OCT23-44000-C,65.71,0.00039034,0.0003,1,1695945484994,265569247,109
0.2,,,,sell,27020.11,BTC-27OCT23-26000-P,33.25,0.01899951,0.019,0,1695945450699,265569236,2221
0.8,,,,buy,27023.83,BTC-27OCT23-26500-P,32.4,0.02500233,0.025,3,1695945398992,265569203,231
1.0,,,,sell,27019.69,BTC-29SEP23-27500-P,43.02,0.01769565,0.018,2,1695945394202,265569197,541
0.1,,,,sell,27019.69,BTC-29DEC23-17000-P,61.9,0.00676242,0.0065,3,1695945394098,265569190,529
0.1,,,,sell,27016.49,BTC-24NOV23-24000-P,42.74,0.02053472,0.0205,1,1695945378756,265569115,542
1.0,,,,sell,27016.46,BTC-27OCT23-28500-C,34.84,0.01947694,0.0195,2,1695945339297,265569081,124
0.6,,,,buy,27016.46,BTC-1OCT23-27500-C,27.61,0.00303175,0.0028,3,1695945337384,265569080,65
0.7,,,,sell,27016.46,BTC-27OCT23-28000-C,33.5,0.0241626,0.024,2,1695945334603,265569077,2066
3.6,,,,sell,27015.85,BTC-27OCT23-27000-P,31.96,0.03322995,0.033,2,1695945320881,265569070,1185
2.7,,,,buy,27015.85,BTC-27OCT23-24500-P,38.07,0.00904786,0.009,2,1695945320722,265569068,126
0.1,,,,sell,27016.81,BTC-30SEP23-27000-C,28.55,0.00756414,0.0075,2,1695945300472,265569050,130
0.1,,,,buy,27019.03,BTC-29DEC23-26000-P,42.83,0.06035391,0.0605,1,1695945262473,265569020,1419
2.0,,,,sell,27018.6,BTC-27OCT23-38000-C,58.69,0.00138584,0.0014,1,1695945223644,265569019,648
0.1,,,,sell,27017.03,BTC-27OCT23-35000-C,51.56,0.00265187,0.0025,2,1695945220882,265569018,736
4.5,,,,sell,27017.15,BTC-6OCT23-27000-P,29.14,0.01564661,0.0155,0,1695945220279,265569017,265
0.5,,,,buy,27017.32,BTC-1OCT23-27000-C,24.47,0.00889134,0.0085,3,1695945173174,265569014,55
0.1,,,,buy,27021.33,BTC-27OCT23-25000-P,36.39,0.01134654,0.0115,3,1695945153519,265569005,2200
0.1,,,,buy,27021.76,BTC-30SEP23-27000-P,29.57,0.00635043,0.0065,2,1695945119559,265569004,45
0.5,,,,sell,27025.35,BTC-29SEP23-26500-C,50.71,0.02018265,0.0205,2,1695945110660,265569003,3479
0.7,,,,sell,27028.94,BTC-30SEP23-29000-C,54.06,0.00020064,0.0002,3,1695944965252,265568987,14
1.0,,,,buy,27029.47,BTC-27OCT23-30000-C,38.96,0.01093222,0.011,1,1695944959175,265568985,2371
5.0,,,,sell,27024.45,BTC-24NOV23-36000-C,51.58,0.00920577,0.009,2,1695944829447,265568962,215
10.0,,,,sell,27028.75,BTC-30SEP23-28000-C,35.69,0.0006082,0.0005,2,1695944757289,265568921,40
3.5,,,,sell,27028.93,BTC-29DEC23-30000-C,44.41,0.05269003,0.0525,1,1695944733667,265568920,2717
0.3,,,,sell,27031.14,BTC-29SEP23-25000-P,108.28,9.904e-05,0.0001,3,1695944511294,265568875,6277
2.7,,,,buy,27026.75,BTC-6OCT23-28500-C,34.04,0.00354563,0.0036,0,1695944505761,265568871,660
7.9,,,,sell,27027.41,BTC-29SEP23-28000-C,53.35,0.00016389,0.0001,2,1695944491398,265568870,5368
5.0,,,,sell,27027.47,BTC-24NOV23-34000-C,48.09,0.01279765,0.0125,2,1695944478968,265568869,367
