amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
3.0,,,,,buy,37886.7,BTC-17NOV23-34500-P,86.85,0.00059408,0.0007,0,1700092796233,271446759,926
0.1,,,,,buy,37885.46,BTC-17NOV23-37250-P,61.96,0.00741049,0.0075,0,1700092781200,271446751,19
0.6,,,,,sell,37889.5,BTC-18NOV23-38000-P,60.77,0.02016212,0.02,2,1700092770254,271446714,22
0.6,,,,,sell,37899.83,BTC-29DEC23-41000-C,59.41,0.05586366,0.056,1,1700092763000,271446709,585
7.2,,,,,sell,37907.64,BTC-26JAN24-48000-C,65.73,0.04317114,0.0435,1,1700092761638,271446702,157
1.4,,,,,buy,37906.05,BTC-26JAN24-32000-P,58.17,0.03023877,0.0305,3,1700092754025,271446697,135
0.6,,,,,sell,37897.94,BTC-29DEC23-42000-C,60.52,0.04865383,0.049,0,1700092748985,271446686,749
4.4,,,,,buy,37896.1,BTC-26JAN24-33000-P,57.8,0.03733608,0.0375,2,1700092746139,271446684,202
0.2,,,,,buy,37894.13,BTC-24NOV23-42000-C,67.56,0.00962653,0.0095,3,1700092743876,271446678,2798
0.1,,,,,sell,37874.58,BTC-24NOV23-46000-C,79.57,0.00339239,0.0032,2,1700092724828,271446598,703
4.0,,,,,buy,37872.75,BTC-17NOV23-34000-P,92.17,0.00047215,0.0005,0,1700092719278,271446572,1063
3.3,,,,,sell,37873.72,BTC-24NOV23-37500-C,56.07,0.04072982,0.041,2,1700092717783,271446570,128
0.9,,,,,sell,37873.67,BTC-1DEC23-39000-C,56.91,0.03651979,0.0365,3,1700092717200,271446564,294
10.6,,,,,sell,37881.69,BTC-1DEC23-38500-C,56.17,0.0415813,0.0415,0,1700092714645,271446560,177
0.1,,,,,buy,37881.69,BTC-28JUN24-55000-P,65.86,0.47246689,0.472,1,1700092714610,271446559,65
0.1,,,,,buy,37882.58,BTC-17NOV23-38000-P,62.43,0.01614124,0.016,0,1700092714018,271446538,87
8.0,,,,,sell,37882.58,BTC-26JAN24-43000-C,61.68,0.06870689,0.068,3,1700092713835,271446525,70
0.3,,,,,sell,37893.62,BTC-1DEC23-40000-C,58.56,0.02858091,0.0285,1,1700092700196,271446494,277
0.1,,,,,sell,37905.39,BTC-16NOV23-37500-P,53.94,0.00266816,0.0024,2,1700092679596,271446436,121
0.1,,,,,sell,37916.44,BTC-18NOV23-45000-C,104.14,0.00075145,0.0007,2,1700092676172,271446397,3
0.4,,,,,buy,37925.11,BTC-29DEC23-39000-C,57.72,0.07365178,0.074,1,1700092670813,271446342,2126
0.5,,,,,buy,37929.37,BTC-17NOV23-37000-P,62.63,0.00532386,0.0055,3,1700092661590,271446184,716
0.4,,,,,buy,37929.37,BTC-29DEC23-43000-C,61.38,0.04269666,0.043,0,1700092661089,271446181,595
6.0,,,,,sell,37920.75,BTC-29DEC23-40000-C,58.95,0.06406779,0.065,1,1700092655373,271446154,7410
0.2,,,,,sell,37929.8,BTC-29DEC23-38000-C,56.82,0.08476044,0.085,0,1700092628330,271445913,2470
0.2,,,,,buy,37929.8,BTC-17NOV23-36500-P,64.62,0.00278831,0.0031,1,1700092628322,271445910,783
0.1,,,,,sell,37952.59,BTC-29MAR24-41000-P,61.87,0.16993381,0.172,2,1700092623785,271445825,32
0.3,,,,,buy,37958.55,BTC-1DEC23-37000-C,55.15,0.06115309,0.062,0,1700092605609,271445531,203
6.0,,,,,sell,37953.94,BTC-29MAR24-24000-P,64.99,0.01459398,0.015,3,1700092587735,271445497,617
0.1,,,,,buy,37956.48,BTC-24NOV23-38000-C,57.4,0.0354128,0.036,1,1700092587444,271445496,4061
0.7,,,,,sell,37955.65,BTC-1DEC23-39500-C,57.85,0.03291766,0.033,0,1700092586472,271445490,189
0.4,,,,,sell,37954.54,BTC-17NOV23-32000-P,119.9,0.00019763,0.0002,2,1700092583041,271445487,562
0.1,,,,,buy,37953.16,BTC-28JUN24-30000-C,60.76,0.31941421,0.3195,0,1700092580857,271445481,669
0.1,,,,,buy,37950.32,BTC-27SEP24-28000-P,60.19,0.06854227,0.0685,2,1700092568921,271445445,61
0.3,,,,,sell,37948.97,BTC-17NOV23-42000-C,95.26,0.00117123,0.001,2,1700092568246,271445444,1000
1.0,,,,,buy,37938.87,BTC-17NOV23-44000-C,116.27,0.00032013,0.0005,0,1700092542168,271445319,555
0.1,,,,,buy,37939.21,BTC-17NOV23-38500-C,65.57,0.00995644,0.01,1,1700092537375,271445314,1199
8.2,,,,,sell,37920.71,BTC-17NOV23-37500-P,61.88,0.00937821,0.0095,2,1700092515610,271445261,306
0.2,,,,,buy,37906.48,BTC-29DEC23-37000-C,56.47,0.09687753,0.0975,1,1700092510147,271445236,2302
0.7,,,,,sell,37904.79,BTC-24NOV23-32000-P,70.88,0.00212471,0.0022,2,1700092509939,271445214,1969
0.1,,,,,sell,37891.18,BTC-16NOV23-37250-P,55.31,0.00135803,0.0013,0,1700092506027,271445167,145
