amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
25.0,,,,,25.0,sell,115746.45,BTC-1AUG25-115000-P,34.66,0.00161892,0.0017,2,1754006389893,378414360,1738
0.1,,,,,0.1,buy,115755.38,BTC-26JUN26-100000-C,48.04,0.27127827,0.2745,2,1754006381230,378414349,129
0.3,,,,,0.3,buy,115755.76,BTC-26SEP25-125000-P,38.61,0.10278753,0.103,0,1754006368624,378414341,374
0.1,,,,,0.1,sell,115744.56,BTC-3AUG25-104000-P,63.5,0.00025577,0.0003,1,1754006354518,378414321,6
1.2,,,,,1.2,sell,115734.88,BTC-26SEP25-40000-P,103.38,0.00033313,0.0003,1,1754006350111,378414317,1663
21.6,,,,,21.6,sell,115774.21,BTC-22AUG25-105000-P,36.98,0.00582262,0.0055,1,1754006322608,378414289,101
0.2,,,,,0.2,sell,115764.43,BTC-31OCT25-120000-P,41.58,0.09378105,0.0935,0,1754006311913,378414275,52
0.7,,,,,0.7,sell,115769.86,BTC-8AUG25-114000-P,33.99,0.01198775,0.012,1,1754006310350,378414274,460
1.0,,,,,1.0,sell,115794.27,BTC-2AUG25-104000-P,79.54,0.00015298,0.0002,1,1754006293810,378414258,36
0.1,,,,,0.1,sell,115761.25,BTC-29AUG25-96000-P,45.23,0.00303513,0.0032,1,1754006279517,378414237,683
0.8,,,,,0.8,sell,115740.98,BTC-1AUG25-116000-C,33.91,0.00291692,0.0031,1,1754006271625,378414224,329
0.2,,,,,0.2,sell,115755.82,BTC-27MAR26-90000-P,47.49,0.04054391,0.041,1,1754006244764,378414178,662
0.1,,,,,0.1,sell,115751.71,BTC-1AUG25-116500-C,35.13,0.0016017,0.0018,1,1754006243256,378414171,8
5.8,,,,,5.8,buy,115751.71,BTC-2AUG25-116000-P,31.02,0.00896076,0.0085,3,1754006243209,378414170,130
0.2,,,,,0.2,buy,115737.46,BTC-8AUG25-108000-P,41.42,0.00300874,0.0032,0,1754006214114,378414134,656
0.1,,,,,0.1,buy,115758.45,BTC-3AUG25-106000-P,56.25,0.00036735,0.0004,0,1754006205332,378414115,8
0.3,,,,,0.3,buy,115806.96,BTC-29AUG25-124000-C,34.97,0.01531335,0.0155,3,1754006177227,378414055,1379
0.6,,,,,0.6,sell,115774.07,BTC-3AUG25-114000-P,30.73,0.00354585,0.0038,1,1754006174404,378414045,37
0.2,,,,,0.2,buy,115759.51,BTC-26SEP25-125000-C,38.55,0.03363989,0.034,3,1754006172513,378413993,3355
0.1,,,,,0.1,sell,115728.59,BTC-8AUG25-118000-C,31.95,0.0109134,0.0105,2,1754006171562,378413984,531
14.2,,,,,14.2,sell,115685.85,BTC-26SEP25-115000-P,39.12,0.05276425,0.053,1,1754006170063,378413962,1078
0.1,,,,,0.1,buy,115685.85,BTC-8AUG25-120000-C,32.59,0.00612501,0.006,3,1754006169006,378413949,1277
0.1,,,,,0.1,sell,115693.73,BTC-8AUG25-121000-C,33.2,0.00460389,0.0046,2,1754006162827,378413919,1330
1.7,,,,,1.7,buy,115666.38,BTC-22AUG25-110000-P,34.84,0.0131768,0.013,1,1754006160653,378413860,43
0.2,,,,,0.2,buy,115643.35,BTC-2AUG25-110000-P,53.31,0.00067751,0.0008,1,1754006155547,378413509,45
0.2,,,,,0.2,sell,115608.26,BTC-1AUG25-119000-C,45.8,0.00014921,0.0001,3,1754006143100,378413456,1895
0.3,,,,,0.3,sell,115616.35,BTC-8AUG25-117000-P,32.82,0.02443205,0.0245,0,1754006138023,378413435,336
0.1,,,,,0.1,buy,115616.35,BTC-3AUG25-113000-P,31.02,0.00232581,0.0023,1,1754006137949,378413434,16
0.2,,,,,0.2,buy,115584.93,BTC-26SEP25-135000-C,39.29,0.0153045,0.0155,2,1754006132127,378413404,1072
0.1,,,,,0.1,buy,115554.79,BTC-2AUG25-114000-P,36.39,0.00325295,0.0035,1,1754006110080,378413334,65
0.6,,,,,0.6,sell,115555.01,BTC-8AUG25-115000-P,33.43,0.01594601,0.016,0,1754006101871,378413312,586
0.3,,,,,0.3,sell,115566.26,BTC-1AUG25-116000-P,32.83,0.00588079,0.006,1,1754006096971,378413305,1649
0.1,,,,,0.1,sell,115669.05,BTC-3AUG25-110000-P,39.45,0.000799,0.0007,1,1754006036970,378413221,9
0.1,,,,,0.1,buy,115636.97,BTC-22AUG25-115000-C,34.18,0.03728929,0.0375,1,1754006034341,378413209,2
0.1,,,,,0.1,sell,115600.8,BTC-22AUG25-108000-P,35.68,0.00963854,0.0095,0,1754006013897,378413149,4
0.1,,,,,0.1,sell,115632.68,BTC-3AUG25-124000-C,43.2,0.00019754,0.0003,1,1754005987674,378413030,4
0.2,,,,,0.2,sell,115633.26,BTC-15AUG25-123000-C,33.6,0.00724931,0.007,2,1754005985239,378413028,190
0.2,,,,,0.2,buy,115626.11,BTC-29AUG25-114000-C,35.43,0.0487467,0.049,2,1754005980206,378413026,965
0.1,,,,,0.1,sell,115666.51,BTC-8AUG25-125000-C,35.63,0.00148495,0.0015,3,1754005967897,378413010,1040
0.3,,,,,0.3,buy,115753.52,BTC-29AUG25-118000-C,34.79,0.03187439,0.032,3,1754005900648,378412885,2357
0.2,,,,,0.2,sell,115786.07,BTC-29AUG25-105000-P,38.12,0.00911846,0.009,0,1754005873145,378412853,609
2.0,,,,,2.0,sell,115787.45,BTC-22AUG25-95000-P,46.01,0.00159633,0.0014,2,1754005869757,378412851,11
0.1,,,,,0.1,sell,115830.16,BTC-26DEC25-120000-C,44.4,0.10905213,0.109,1,1754005810906,378412735,2240
0.2,,,,,0.2,buy,115763.43,BTC-31OCT25-104000-P,42.88,0.03480234,0.035,0,1754005787840,378412648,30
0.1,,,,,0.1,sell,115771.67,BTC-27MAR26-120000-P,45.41,0.1403204,0.1395,1,1754005771614,378412641,250
