amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
3.0,,,,buy,29159.07,BTC-4AUG23-26000-P,77.62,,2.538e-05,0.0001,3,1691020759065,262016392,76
0.1,,,,sell,29158.24,BTC-4AUG23-31000-C,51.0,,0.00037341,0.0003,2,1691020755934,262016389,1046
2.3,,,,buy,29149.75,BTC-29SEP23-28000-P,35.84,,0.03401026,0.034,3,1691020626192,262016379,987
0.9,,,,sell,29144.06,BTC-25AUG23-30000-C,32.21,,0.02124379,0.021,3,1691020549902,262016360,3131
1.4,,,,sell,29147.13,BTC-29DEC23-35000-C,44.41,,0.05530553,0.055,1,1691020359473,262016309,1299
0.1,,,,sell,29152.6,BTC-5AUG23-28750-C,30.84,,0.01913395,0.019,2,1691020278503,262016291,6
0.1,,,,buy,29158.56,BTC-5AUG23-29750-P,33.72,,0.02292242,0.023,0,1691020145814,262016230,9
1.0,,,,buy,29156.02,BTC-3AUG23-28750-P,34.24,,0.00017184,0.0004,0,1691020083941,262016221,168
2.5,,,,sell,29160.71,BTC-27OCT23-33000-C,39.12,,0.03515302,0.035,0,1691020054298,262016188,127
0.9,,,,buy,29145.03,BTC-4AUG23-29750-C,34.05,,0.00187188,0.0019,3,1691019996307,262016156,21
0.1,,,,sell,29143.95,BTC-4AUG23-28750-P,30.67,,0.00246191,0.0023,2,1691019969844,262016133,21
3.0,,,,buy,29138.56,BTC-3AUG23-29250-C,25.81,,0.00173429,0.0017,0,1691019874541,262016117,211
0.1,,,,buy,29138.1,BTC-29MAR24-40000-C,50.05,,0.06685175,0.067,1,1691019857523,262016114,259
0.2,,,,sell,29135.61,BTC-4AUG23-30000-P,38.86,,0.02999366,0.03,3,1691019853483,262016103,475
0.7,,,,buy,29134.16,BTC-4AUG23-29500-C,31.53,,0.0032008,0.0032,1,1691019819283,262016100,994
21.7,,,,sell,29126.75,BTC-18AUG23-31500-C,35.78,,0.00613294,0.006,2,1691019697281,262016056,106
1.0,,,,sell,29120.23,BTC-25AUG23-29000-C,31.49,,0.03534974,0.035,2,1691019424227,262015994,1209
2.1,,,,sell,29124.73,BTC-27OCT23-42000-C,48.2,,0.00761733,0.008,0,1691019383343,262015986,22
2.3,,,,sell,29124.85,BTC-29DEC23-50000-C,53.52,,0.01269731,0.0125,1,1691019375744,262015971,1500
4.6,,,,buy,29127.41,BTC-27OCT23-44000-C,49.76,,0.00573414,0.006,3,1691019352063,262015951,18
1.2,,,,sell,29127.41,BTC-29DEC23-36000-C,45.21,,0.04844871,0.049,0,1691019351643,262015950,313
4.5,,,,buy,29127.41,BTC-27OCT23-40000-C,46.17,,0.00999291,0.0105,0,1691019343239,262015935,44
0.9,,,,sell,29128.86,BTC-3AUG23-29000-P,21.96,,0.001401,0.001,2,1691019306436,262015926,269
2.6,,,,sell,29128.92,BTC-29DEC23-38000-C,46.24,,0.03833732,0.0385,0,1691019296298,262015915,346
4.7,,,,sell,29128.92,BTC-29DEC23-29000-C,42.39,,0.12094383,0.121,0,1691019296278,262015914,409
1.3,,,,buy,29128.92,BTC-29DEC23-37000-C,45.54,,0.0430384,0.043,0,1691019296171,262015912,242
0.9,,,,buy,29128.92,BTC-29DEC23-34000-C,44.03,,0.0620977,0.0625,0,1691019296169,262015911,351
0.6,,,,buy,29128.92,BTC-29DEC23-30000-P,42.57,,0.11020651,0.1105,0,1691019296166,262015909,465
1.3,,,,buy,29128.92,BTC-29DEC23-33000-C,43.53,,0.07065754,0.071,2,1691019296163,262015908,486
4.1,,,,buy,29128.92,BTC-29DEC23-39000-C,46.88,,0.03432199,0.0345,1,1691019296161,262015906,378
0.5,,,,buy,29128.92,BTC-29DEC23-31000-C,42.77,,0.0922949,0.0925,2,1691019296158,262015904,388
