amount,block_trade_id,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,,sell,26815.24,BTC-25MAY23-29500-C,55.1,0.00068942,0.0005,1,1684756085867,255518789,4
10.0,,,,buy,26798.33,BTC-9JUN23-21000-P,60.2,0.00123617,0.0015,1,1684755847270,255518717,19
1.0,,,,sell,26805.86,BTC-29MAR24-30000-C,48.95,0.14489035,0.1435,2,1684755499936,255518498,90
10.0,,,,buy,26807.11,BTC-28JUL23-29000-C,44.14,0.04448945,0.045,0,1684755484509,255518482,230
100.0,76011,BTC-RR-28JUL23-24000_30000,,sell,26793.19,BTC-28JUL23-24000-P,46.38,0.03338538,0.0332,0,1684754669780,255517891,190
0.2,,,,buy,26831.47,BTC-28JUL23-35000-C,49.05,0.01175393,0.012,0,1684753758538,255516865,158
0.3,,,,sell,26823.01,BTC-30JUN23-26000-C,44.44,0.07452859,0.0745,2,1684752359473,255515943,1093
41.0,,,,sell,26848.8,BTC-30JUN23-21000-C,58.94,0.22665759,0.227,1,1684751049169,255515103,602
0.1,,BTC-STRD-2JUN23-26000,255514753,buy,26865.4,BTC-2JUN23-26000-C,41.13,0.04887767,0.0481,0,1684750156963,255514754,50
5.0,,,,buy,26871.27,BTC-29MAR24-70000-C,60.56,0.01605363,0.017,2,1684750111209,255514672,25
7.1,,,,sell,26872.96,BTC-29DEC23-100000-C,71.85,0.00352669,0.0035,3,1684750105166,255514654,319
0.1,,,,buy,26881.19,BTC-28JUL23-44000-C,58.41,0.00297574,0.003,3,1684749983342,255514497,46
0.1,,,,buy,26851.14,BTC-30JUN23-23000-C,53.38,0.15913566,0.161,2,1684749383213,255513813,863
8.0,,,,buy,26872.08,BTC-28JUL23-23000-P,48.44,0.02426709,0.0245,0,1684747816597,255512628,125
0.1,,,,sell,26878.29,BTC-2JUN23-21000-P,65.37,0.00070904,0.0005,3,1684747209351,255512272,63
1.3,,,,sell,26863.44,BTC-29DEC23-60000-C,60.35,0.01225116,0.013,1,1684745629694,255511415,531
0.3,,,,buy,26867.98,BTC-29DEC23-55000-C,58.29,0.01566118,0.0165,0,1684745161136,255511352,259
0.1,,,,sell,26867.02,BTC-29MAR24-41000-C,51.93,0.06444021,0.065,2,1684744609891,255511039,22
1.0,,,,sell,26878.74,BTC-28JUL23-27000-P,43.23,0.07535374,0.075,3,1684743917517,255510667,221
0.1,,,,sell,26880.21,BTC-29DEC23-65000-C,61.66,0.00954003,0.01,2,1684743751550,255510611,304
2.0,,,,buy,26874.97,BTC-30JUN23-50000-C,79.49,0.00072127,0.001,1,1684742913442,255509642,1421
0.3,,,,buy,26847.51,BTC-29SEP23-35000-P,46.48,0.328922,0.327,2,1684742364577,255508502,4
1.0,,,,buy,26856.5,BTC-29SEP23-19000-P,54.16,0.01896361,0.019,3,1684742068786,255508142,821
1.0,,,,buy,26866.09,BTC-29MAR24-31000-C,48.78,0.1318128,0.132,2,1684741330949,255506581,24
0.2,,,,buy,26859.52,BTC-29MAR24-65000-C,57.79,0.01782737,0.018,2,1684741097636,255505928,37
130.0,75989,,,sell,26832.86,BTC-29SEP23-30000-C,43.7,0.06576347,0.0622,2,1684739774680,255504539,1176
500.0,75982,BTC-STRD-2JUN23-28000,,buy,26829.01,BTC-2JUN23-28000-P,43.27,0.05470077,0.0563,2,1684738781843,255501916,13
0.1,,,,buy,26830.45,BTC-22MAY23-26750-P,36.52,0.00053323,0.0005,3,1684738740538,255501480,216
0.1,,,,sell,26897.07,BTC-22MAY23-26750-C,43.33,0.00582025,0.006,2,1684737080758,255499217,125
0.4,,,,buy,26890.92,BTC-30JUN23-33000-P,46.15,0.23319776,0.232,2,1684736587146,255498598,17
0.8,,,,sell,26879.35,BTC-30JUN23-30000-P,43.87,0.13421652,0.134,2,1684736490609,255498225,472
1.0,,,,buy,26873.41,BTC-22MAY23-27000-P,35.15,0.00526826,0.005,0,1684736428162,255498041,163
0.1,,,,sell,26868.97,BTC-22MAY23-27000-C,37.37,0.00062493,0.0005,3,1684736356870,255497768,167
1.0,,,,buy,26814.85,BTC-28JUL23-34000-C,46.46,0.01293759,0.013,3,1684736260329,255497238,126
1.0,,,,sell,26783.22,BTC-29SEP23-60000-C,63.6,0.00372529,0.0035,2,1684735728231,255496908,745
10.0,,,,sell,26765.15,BTC-30JUN23-55000-C,83.24,0.0007491,0.0005,2,1684735317506,255496637,474
0.6,,,,buy,26778.04,BTC-9JUN23-26000-C,41.99,0.05314018,0.0535,1,1684734065708,255495416,1
0.1,,,,sell,26720.84,BTC-22MAY23-26500-P,37.22,0.00030589,0.0005,3,1684730294769,255492097,121
1.0,,,,buy,26649.71,BTC-23MAY23-25000-P,62.92,9.792e-05,0.0005,1,1684727244262,255490513,3
0.4,,,,buy,26652.36,BTC-29DEC23-30000-P,46.69,0.21546372,0.2145,2,1684722759307,255488234,105
1.9,,,,sell,26563.7,BTC-26MAY23-23000-P,65.83,0.00056147,0.0005,3,1684720965843,255485915,1448
1.0,,,,buy,26584.63,BTC-29DEC23-11000-P,68.7,0.00612981,0.0065,2,1684720788629,255485563,122
0.1,,,,buy,26574.62,BTC-22MAY23-26500-C,37.25,0.00525019,0.0055,3,1684720550036,255485242,10
1.5,,,,buy,26625.88,BTC-22MAY23-26250-P,41.49,0.0005035,0.0005,3,1684720231024,255484801,56
0.2,,,,buy,26645.05,BTC-29SEP23-16000-P,60.34,0.00911622,0.0095,0,1684715409973,255477740,426
3.0,,,,sell,26716.41,BTC-28JUL23-50000-C,64.09,0.00171363,0.0015,3,1684715288259,255477225,45
0.6,,,,buy,26716.49,BTC-28JUL23-55000-C,68.59,0.00120364,0.001,3,1684715257507,255477199,35
0.1,,,,sell,26782.43,BTC-22MAY23-27250-C,42.14,0.00059224,0.0005,3,1684714247755,255476062,170
