amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.9,,,buy,30156.12,BTC-11JUL23-29500-P,37.47,0.00186127,0.0021,0,1688939627160,260586124,35
0.1,,,sell,30156.64,BTC-29DEC23-31000-C,50.27,0.13680713,0.137,2,1688939528989,260586076,221
0.5,,,sell,30197.22,BTC-14JUL23-35000-C,65.44,0.00064999,0.0006,2,1688938059196,260585800,496
0.3,,,sell,30188.76,BTC-10JUL23-31500-C,55.81,0.00010977,0.0001,3,1688937905254,260585727,57
0.1,,,sell,30188.64,BTC-29SEP23-27000-P,44.99,0.0348054,0.034,2,1688937887014,260585722,642
0.1,,,sell,30172.47,BTC-14JUL23-31000-P,40.15,0.03359739,0.034,0,1688937805082,260585691,503
0.3,,,sell,30159.54,BTC-11JUL23-33000-C,64.45,0.00017579,0.0002,3,1688937635822,260585644,8
0.2,,,sell,30148.84,BTC-29DEC23-60000-C,61.83,0.01513507,0.015,3,1688937562396,260585565,820
1.0,,,sell,30183.11,BTC-21JUL23-30500-C,37.25,0.02228504,0.0225,2,1688937315357,260585362,464
1.2,,,buy,30193.47,BTC-21JUL23-33000-C,41.54,0.00428905,0.0045,2,1688937265867,260585351,263
0.4,,,buy,30195.77,BTC-21JUL23-27500-P,42.3,0.0031839,0.0034,0,1688937244046,260585343,111
5.2,,,buy,30205.27,BTC-11JUL23-31500-C,42.42,0.00056291,0.0007,2,1688937052308,260585283,18
6.5,,,buy,30201.92,BTC-11JUL23-31250-C,39.29,0.00082488,0.001,0,1688937016974,260585281,13
2.0,,,buy,30198.84,BTC-28JUL23-36000-C,48.49,0.00276363,0.0029,3,1688936201316,260585178,1454
0.2,,,sell,30207.51,BTC-28JUL23-34000-C,43.2,0.00622169,0.006,2,1688935916190,260585145,1928
0.4,,,buy,30212.54,BTC-21JUL23-34000-C,45.16,0.00259211,0.0028,1,1688935887152,260585134,350
0.1,,,sell,30192.9,BTC-12JUL23-29250-P,36.31,0.00238647,0.0021,0,1688935009505,260584911,4
0.4,,,buy,30150.97,BTC-25AUG23-21000-P,58.3,0.00257835,0.0026,3,1688934804288,260584732,438
0.7,,,sell,30158.33,BTC-29DEC23-39000-C,52.83,0.06440487,0.0645,3,1688934803279,260584685,249
2.9,,,buy,30166.78,BTC-21JUL23-29000-P,36.59,0.01009713,0.01,1,1688934772220,260584558,196
1.0,,,buy,30203.85,BTC-25AUG23-28000-P,42.56,0.0266353,0.0265,0,1688934758461,260584379,580
0.1,,,buy,30208.2,BTC-12JUL23-30000-P,33.02,0.00771793,0.0075,1,1688934756374,260584344,18
0.6,,,sell,30245.34,BTC-25AUG23-30000-C,42.23,0.06792508,0.068,3,1688932860429,260583996,939
1.9,,,sell,30258.66,BTC-14JUL23-26000-P,66.8,0.00059035,0.0005,3,1688932388489,260583918,159
2.5,,,sell,30257.32,BTC-29SEP23-24000-P,47.9,0.01458851,0.014,2,1688932126450,260583909,717
2.5,,,sell,30259.29,BTC-29SEP23-38000-C,48.4,0.0245163,0.024,2,1688932106653,260583885,608
4.0,,,buy,30263.05,BTC-25AUG23-26000-P,46.34,0.01292771,0.0135,0,1688931821456,260583836,664
0.1,,,buy,30256.39,BTC-12JUL23-30000-C,33.25,0.01637873,0.016,2,1688930950584,260583693,2
0.1,,,buy,30245.1,BTC-28JUN24-100000-C,69.35,0.02222257,0.0225,0,1688930770874,260583652,59
0.5,,,sell,30230.13,BTC-29DEC23-40000-C,53.16,0.05958535,0.0595,2,1688929433938,260583403,1889
0.1,,,sell,30248.44,BTC-14JUL23-30500-C,37.83,0.01337679,0.0135,2,1688929417283,260583345,1080
0.3,,,buy,30255.7,BTC-10JUL23-30500-P,32.63,0.00979667,0.01,0,1688929317072,260583241,44
0.3,,,buy,30278.6,BTC-11JUL23-31000-C,33.88,0.00171595,0.0017,1,1688926862769,260582929,23
0.1,,,sell,30307.96,BTC-25AUG23-42000-C,52.65,0.00400459,0.0041,3,1688926181152,260582842,326
0.1,,,buy,30306.63,BTC-29SEP23-21000-P,53.54,0.0065302,0.006,3,1688925802954,260582783,848
0.1,,,sell,30302.52,BTC-21JUL23-30000-P,36.25,0.020028,0.02,2,1688925783167,260582781,395
0.1,,,sell,30295.29,BTC-28JUL23-26000-P,48.25,0.00333383,0.0034,2,1688925690477,260582763,2049
0.6,,,buy,30294.91,BTC-28JUL23-35000-C,45.79,0.00425572,0.0044,0,1688925513764,260582742,1544
0.1,,,buy,30280.74,BTC-28JUL23-27000-P,44.3,0.00528651,0.0055,1,1688924953234,260582679,1791
1.9,,,buy,30275.04,BTC-28JUN24-10000-P,68.78,0.00601564,0.0065,3,1688924786464,260582611,38
1.0,,,buy,30280.05,BTC-21JUL23-25500-P,52.04,0.00099302,0.001,2,1688924662800,260582600,59
2.6,,,buy,30279.49,BTC-14JUL23-28000-P,47.12,0.0013952,0.0015,1,1688924637626,260582598,597
1.0,,,buy,30276.8,BTC-25AUG23-35000-C,44.67,0.0185023,0.0185,3,1688924102687,260582528,398
8.1,,,sell,30288.9,BTC-25AUG23-45000-C,55.91,0.00254818,0.0024,2,1688922952665,260582223,230
0.1,,,sell,30282.38,BTC-25AUG23-32000-C,42.3,0.04086134,0.0405,2,1688922132488,260581985,1617
0.2,,,buy,30284.29,BTC-25AUG23-27000-P,44.12,0.01861219,0.0185,1,1688922077672,260581928,769
0.1,,,buy,30300.73,BTC-10JUL23-28000-P,94.17,9.4e-07,0.0003,0,1688921665111,260581762,14
0.1,,,buy,30302.06,BTC-10JUL23-32000-C,71.44,1.228e-05,0.0004,0,1688921598664,260581759,60
5.8,,,sell,30301.84,BTC-25AUG23-38000-C,47.69,0.00944747,0.009,3,1688921593114,260581758,652
0.5,,,buy,30301.49,BTC-12JUL23-30250-C,33.6,0.01240637,0.0125,2,1688921320401,260581696,7
0.1,,,sell,30310.25,BTC-29DEC23-45000-C,55.28,0.04027013,0.04,2,1688920355454,260581541,1040
0.2,,,sell,30308.96,BTC-21JUL23-37000-C,54.01,0.00080927,0.0008,2,1688920209787,260581483,127
0.2,,,buy,30313.98,BTC-29DEC23-75000-C,66.09,0.00749008,0.007,3,1688920052953,260581426,256
0.1,,,buy,30309.0,BTC-28JUN24-31000-C,52.45,0.21458926,0.2155,3,1688920051304,260581412,35
3.1,,,buy,30314.13,BTC-29SEP23-34000-C,45.75,0.04771154,0.0475,2,1688919306988,260581076,791
4.0,,,sell,30336.44,BTC-29DEC23-100000-C,74.7,0.00374156,0.0036,3,1688918738946,260580852,438
0.1,,,sell,30336.44,BTC-25AUG23-30000-P,42.27,0.05100213,0.0505,3,1688918738729,260580851,675
1.0,,,buy,30336.12,BTC-29DEC23-35000-C,51.23,0.09438287,0.095,2,1688918730823,260580843,949
0.1,,,sell,30338.83,BTC-21JUL23-35000-C,47.21,0.0018637,0.0018,3,1688918658332,260580802,270
0.1,,,buy,30338.46,BTC-25AUG23-44000-C,55.1,0.00289455,0.003,3,1688918644127,260580799,217
0.1,,,sell,30340.84,BTC-29SEP23-37000-C,48.8,0.03081499,0.0305,3,1688918584687,260580792,521
0.1,,,buy,30355.35,BTC-21JUL23-32000-C,38.38,0.00963416,0.0095,1,1688918442296,260580728,274
0.1,,,buy,30365.26,BTC-11JUL23-30500-P,30.81,0.01018291,0.0105,3,1688917519976,260580596,14
0.1,,,sell,30361.0,BTC-25AUG23-31000-P,42.96,0.06808396,0.068,3,1688917425893,260580578,258
0.1,,,buy,30346.72,BTC-14JUL23-33500-C,52.42,0.00115029,0.0013,2,1688917168683,260580543,525
0.1,,,sell,30355.77,BTC-21JUL23-28500-P,38.35,0.00613685,0.006,3,1688916564250,260580418,147
0.1,,,sell,30369.73,BTC-21JUL23-28000-P,40.07,0.00421425,0.0041,2,1688916331214,260580375,178
1.0,,,buy,30368.58,BTC-12JUL23-31250-C,34.6,0.00271815,0.0028,0,1688916252288,260580345,4
1.2,,,buy,30358.23,BTC-12JUL23-31500-C,36.18,0.00180594,0.0019,0,1688916181833,260580302,9
0.1,,,sell,30347.86,BTC-28JUL23-24000-P,58.1,0.00171957,0.0016,2,1688916041307,260580236,1795
0.1,,,sell,30295.9,BTC-29SEP23-33000-C,46.1,0.05786805,0.058,0,1688915733916,260580003,999
1.0,,,buy,30379.21,BTC-28JUL23-27000-C,43.42,0.11992061,0.1195,0,1688915154545,260579621,1263
0.1,,,buy,30372.48,BTC-25AUG23-40000-C,51.67,0.00678788,0.007,0,1688915134627,260579609,1104
0.1,,,buy,30352.92,BTC-28JUN24-32000-C,53.0,0.20513096,0.2055,0,1688914701684,260579427,23
0.5,,,sell,30335.74,BTC-28JUL23-38000-C,51.85,0.00157884,0.0015,2,1688914488922,260579323,1343
0.1,,,sell,30348.86,BTC-28JUL23-25000-P,53.67,0.0025165,0.0024,3,1688914158738,260579169,2246
0.1,,,sell,30356.59,BTC-12JUL23-33000-C,43.95,0.00029288,0.0002,1,1688914143090,260579151,2
6.0,,,sell,30357.42,BTC-25AUG23-48000-C,59.22,0.00186454,0.0016,2,1688914004545,260579141,107
0.1,,,sell,30380.85,BTC-25AUG23-32000-P,43.38,0.08785859,0.088,2,1688913364638,260578130,101
0.3,,,buy,30337.18,BTC-12JUL23-32500-C,41.49,0.00046003,0.0004,2,1688913316335,260577862,3
1.0,,,buy,30282.71,BTC-29DEC23-65000-C,63.77,0.01208161,0.012,3,1688913281856,260577645,404
0.2,,,sell,30249.19,BTC-28JUL23-40000-C,57.28,0.00105234,0.0009,2,1688912820228,260577529,909
2.0,,,sell,30253.16,BTC-29DEC23-80000-C,68.17,0.00651439,0.006,2,1688912714053,260577496,318
1.0,,,sell,30227.54,BTC-21JUL23-33500-C,42.14,0.0034897,0.0034,0,1688912595870,260577460,210
0.4,,,sell,30219.24,BTC-29SEP23-29000-P,45.14,0.05820978,0.0585,0,1688912326461,260577347,421
1.0,,,sell,30221.1,BTC-29DEC23-14000-P,66.57,0.00551385,0.005,3,1688912171834,260577315,118
0.3,,,sell,30226.89,BTC-29DEC23-15000-P,65.73,0.00705868,0.007,1,1688912138351,260577307,368
0.3,,,buy,30225.68,BTC-29SEP23-22000-P,52.05,0.00844741,0.0085,1,1688911883418,260577190,836
0.4,,,buy,30211.31,BTC-29DEC23-25000-P,50.64,0.05071713,0.0505,1,1688911776126,260577069,541
0.2,,,sell,30252.61,BTC-12JUL23-32000-C,37.49,0.00069992,0.0006,2,1688911524022,260576787,5
1.0,,,sell,30258.1,BTC-14JUL23-23000-P,89.95,0.00014592,0.0001,3,1688911392492,260576736,87
1.2,,,sell,30277.17,BTC-14JUL23-32500-C,45.91,0.00228351,0.0023,3,1688911050941,260576427,758
0.1,,,buy,30285.58,BTC-11JUL23-33500-C,59.1,0.00013036,0.0001,3,1688910820914,260576345,10
1.0,,,sell,30303.21,BTC-14JUL23-34000-C,55.92,0.00108348,0.001,2,1688910699558,260576279,726
0.9,,,sell,30316.84,BTC-28JUL23-42000-C,61.73,0.00069519,0.0006,3,1688910218106,260576217,491
0.6,,,sell,30322.61,BTC-21JUL23-32500-C,39.9,0.00677528,0.007,1,1688908716899,260576029,232
0.1,,,sell,30344.18,BTC-21JUL23-30500-P,36.65,0.02691704,0.0275,0,1688908327494,260575959,213
0.1,,,sell,30340.05,BTC-29DEC23-24000-P,50.82,0.04122101,0.04,2,1688907206265,260575733,297
0.1,,,sell,30340.51,BTC-10JUL23-29000-P,44.19,0.00010213,0.0001,3,1688907123896,260575652,36
0.1,,,buy,30323.47,BTC-21JUL23-36000-C,51.88,0.001251,0.0014,2,1688907038076,260575613,204
0.6,,,buy,30314.56,BTC-29SEP23-25000-P,47.56,0.01945774,0.0195,3,1688906971223,260575582,968
0.1,,,buy,30313.04,BTC-29SEP23-26000-P,46.66,0.02588728,0.026,0,1688906961668,260575579,742
0.1,,,sell,30279.99,BTC-11JUL23-32000-C,43.97,0.00044209,0.0005,3,1688904593255,260574910,19
0.2,,,sell,30280.5,BTC-29DEC23-27000-C,50.33,0.20459153,0.205,2,1688904487615,260574902,193
1.0,,,buy,30277.1,BTC-29DEC23-33000-P,49.8,0.17328764,0.1725,3,1688903661212,260574853,76
0.1,,,buy,30268.34,BTC-29DEC23-16000-P,62.49,0.00825716,0.008,3,1688900686556,260574477,331
0.1,,,buy,30271.65,BTC-29DEC23-17000-P,60.63,0.01026216,0.01,3,1688900584518,260574433,313
0.1,,,sell,30286.69,BTC-29DEC23-50000-C,57.56,0.02823758,0.028,2,1688899798702,260574336,1158
5.0,,,buy,30299.66,BTC-29DEC23-36000-C,50.94,0.08553201,0.0845,2,1688899224358,260574256,198
0.1,,,sell,30287.21,BTC-29DEC23-32000-C,50.33,0.12527596,0.126,2,1688897542080,260573885,304
0.1,,,sell,30287.84,BTC-29DEC23-29000-P,50.05,0.10024701,0.1005,2,1688897520514,260573882,126
0.4,,,sell,30283.72,BTC-12JUL23-27000-P,57.19,0.00029571,0.0002,2,1688896674225,260573643,2
0.2,,,sell,30261.34,BTC-29MAR24-21000-P,55.27,0.0408671,0.041,3,1688895244935,260573403,48
0.1,,,buy,30286.95,BTC-29MAR24-23000-P,52.88,0.05491148,0.0545,0,1688895167943,260573246,66
2.5,,,sell,30295.81,BTC-21JUL23-45000-C,75.76,0.00020987,0.0001,3,1688895003223,260573179,5
0.1,,,sell,30297.98,BTC-12JUL23-33500-C,49.12,0.00029324,0.0002,1,1688891857446,260572375,1
0.1,BTC-CCOND-14JUL23-27500_28500_31500_32500,260572134,sell,30293.77,BTC-14JUL23-28500-C,38.22,0.06270754,0.0623,0,1688890839011,260572136,35
0.1,BTC-CCOND-14JUL23-27500_28500_31500_32500,260572134,buy,30293.77,BTC-14JUL23-27500-C,54.63,0.09468863,0.0953,0,1688890839011,260572135,35
0.1,,,sell,30285.17,BTC-12JUL23-27500-P,53.86,0.00061422,0.0004,1,1688890161307,260571757,1
0.1,,,sell,30272.76,BTC-14JUL23-27500-P,46.81,0.00103548,0.0008,2,1688889646129,260570961,389
0.1,,,buy,30271.4,BTC-14JUL23-40000-C,85.88,9.743e-05,0.0001,3,1688889399978,260570820,122
0.1,,,sell,30267.4,BTC-14JUL23-36000-C,66.53,0.00053124,0.0004,3,1688889382772,260570771,421
0.6,,,buy,30266.59,BTC-9JUL23-30250-P,22.77,8.361e-05,0.0001,3,1688889317335,260570744,307
0.3,,,sell,30266.9,BTC-29SEP23-30000-C,45.82,0.09673505,0.0975,1,1688889157511,260570708,1857
0.1,,,sell,30263.08,BTC-14JUL23-39000-C,78.88,0.00017816,0.0001,3,1688888952854,260570562,79
1.0,,,sell,30264.34,BTC-10JUL23-28500-P,50.19,2.698e-05,0.0001,2,1688888282739,260570379,55
0.2,,,buy,30264.47,BTC-14JUL23-22000-P,100.49,4.945e-05,0.0001,3,1688888281316,260570377,40
0.3,,,sell,30266.74,BTC-21JUL23-27000-P,41.76,0.00211707,0.0019,2,1688888093588,260570359,153
0.1,,,buy,30282.33,BTC-28JUN24-80000-C,65.6,0.0380243,0.0345,0,1688887253408,260570193,13
0.5,,,buy,30275.21,BTC-9JUL23-30000-P,57.08,1.7e-07,0.0001,2,1688886754080,260570128,360
0.1,,,sell,30250.11,BTC-9JUL23-30250-C,4.56,0.00091079,0.0002,2,1688886349326,260569918,321
0.1,,,sell,30260.57,BTC-9JUL23-30500-C,45.53,0.00011973,0.0001,3,1688886111082,260569841,346
1.3,,,sell,30266.44,BTC-14JUL23-25500-P,67.96,0.00044535,0.0004,2,1688885551868,260569734,189
1.6,,,sell,30253.13,BTC-29SEP23-35000-C,48.04,0.04213963,0.0425,3,1688884675726,260569548,2187
1.0,,,sell,30272.5,BTC-9JUL23-30750-C,55.07,0.00013902,0.0001,3,1688882356244,260569037,418
0.4,,,buy,30272.47,BTC-9JUL23-30500-P,20.22,0.00772393,0.0075,3,1688882066880,260569024,94
0.1,,,sell,30283.48,BTC-28JUL23-21000-P,73.77,0.00078467,0.0007,2,1688881768077,260568995,558
0.1,,,buy,30302.52,BTC-29MAR24-65000-C,62.21,0.02894533,0.029,2,1688878203357,260568135,80
0.2,,,sell,30292.17,BTC-21JUL23-26500-P,47.47,0.00203225,0.002,3,1688877392389,260567914,84
0.5,,,buy,30298.34,BTC-9JUL23-31000-C,57.78,3.569e-05,0.0001,3,1688877195656,260567871,415
0.5,,,sell,30299.47,BTC-21JUL23-41000-C,66.34,0.00034725,0.0003,2,1688876803596,260567863,20
0.8,,,sell,30298.76,BTC-21JUL23-43000-C,72.13,0.00028773,0.0002,3,1688876699760,260567858,11
0.9,,,buy,30300.56,BTC-25AUG23-29000-C,42.72,0.08909111,0.0885,1,1688876409850,260567852,321
0.9,,,sell,30294.33,BTC-28JUL23-29000-C,40.33,0.0628429,0.0635,0,1688876161255,260567729,1525
0.3,,,sell,30296.7,BTC-9JUL23-29750-P,39.27,0.00021402,0.0001,3,1688871061292,260566392,320
0.4,,,sell,30343.22,BTC-11JUL23-27000-P,60.67,0.0001778,0.0001,2,1688868523134,260565763,2
0.3,,,sell,30345.27,BTC-21JUL23-20000-P,92.62,0.00028613,0.0003,1,1688868461944,260565731,1
0.1,,,sell,30365.19,BTC-14JUL23-25000-P,74.14,0.00046954,0.0004,3,1688866288499,260564992,186
0.4,,,buy,30365.43,BTC-14JUL23-41000-C,89.43,6.343e-05,0.0001,3,1688865621736,260564711,51
0.1,,,buy,30395.17,BTC-29DEC23-55000-C,60.17,0.02136725,0.0215,0,1688865008690,260564249,530
1.1,,,sell,30341.87,BTC-29SEP23-32000-P,45.98,0.10922003,0.1095,2,1688863978862,260563493,110
