amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.5,,,,,2.5,buy,101191.68,BTC-28MAR25-60000-P,70.66,0.00865679,0.009,1,1733702384244,332638467,1522
0.1,,,,,0.1,buy,101204.82,BTC-9DEC24-98500-P,62.2,0.00061684,0.0006,3,1733702375736,332638438,103
0.1,,,,,0.1,sell,101196.28,BTC-28MAR25-75000-P,61.76,0.02273698,0.0225,1,1733702369269,332638422,1132
0.5,,,,,0.5,buy,101193.26,BTC-9DEC24-95000-P,91.44,0.00012944,0.0001,3,1733702354746,332638367,118
0.1,,,,,0.1,sell,101190.28,BTC-9DEC24-102000-C,53.13,0.00316189,0.0033,0,1733702349373,332638363,395
1.5,,,,,1.5,sell,101202.32,BTC-28MAR25-180000-C,69.77,0.01830662,0.0185,0,1733702325143,332638295,1111
0.1,,,,,0.1,buy,101243.6,BTC-13DEC24-108000-C,62.28,0.00699237,0.007,0,1733702310267,332638219,550
0.2,,,,,0.2,sell,101269.74,BTC-27DEC24-46000-C,0.0,0.55081209,0.5505,0,1733702296430,332638177,184
0.2,,,,,0.2,sell,101272.88,BTC-27DEC24-50000-C,0.0,0.5117769,0.5115,0,1733702295016,332638171,932
0.3,,,,,0.3,buy,101276.21,BTC-9DEC24-101500-P,49.42,0.00726676,0.007,1,1733702294583,332638170,1
0.1,,,,,0.1,buy,101276.43,BTC-13DEC24-125000-C,83.6,0.00036865,0.0004,1,1733702293886,332638166,236
0.1,,,,,0.1,sell,101276.43,BTC-10DEC24-101000-P,57.31,0.01238037,0.012,3,1733702293857,332638165,6
0.1,,,,,0.1,buy,101276.43,BTC-13DEC24-103000-P,57.39,0.03276796,0.0325,2,1733702293310,332638162,148
0.1,,,,,0.1,sell,101276.31,BTC-13DEC24-101000-P,56.35,0.02172637,0.0215,2,1733702292215,332638161,178
0.1,,,,,0.1,sell,101276.88,BTC-13DEC24-102000-P,56.44,0.02691666,0.0265,2,1733702291667,332638151,186
0.3,,,,,0.3,sell,101283.59,BTC-9DEC24-98000-P,66.23,0.00040758,0.0004,2,1733702290138,332638138,243
0.1,,,,,0.1,sell,101295.73,BTC-11DEC24-101000-P,57.89,0.01589741,0.016,3,1733702286033,332638103,24
0.2,,,,,0.2,buy,101309.38,BTC-9DEC24-101000-P,50.51,0.00451841,0.0045,2,1733702285932,332638102,101
0.1,,,,,0.1,buy,101309.38,BTC-11DEC24-102000-P,57.89,0.02104577,0.021,2,1733702285481,332638099,3
0.1,,,,,0.1,buy,101322.44,BTC-10DEC24-102000-P,58.04,0.01736599,0.017,2,1733702284932,332638097,8
0.3,,,,,0.3,buy,101328.62,BTC-20DEC24-102000-P,55.93,0.03844658,0.039,2,1733702283277,332638093,70
0.1,,,,,0.1,buy,101340.65,BTC-13DEC24-94000-P,62.36,0.00390474,0.004,0,1733702271519,332638033,786
0.1,,,,,0.1,buy,101340.26,BTC-13DEC24-105000-C,60.4,0.01309927,0.0135,1,1733702270853,332638030,887
0.1,,,,,0.1,buy,101350.94,BTC-9DEC24-97500-P,71.45,0.00028438,0.0003,2,1733702260717,332638012,11
0.6,,,,,0.6,buy,101284.95,BTC-9DEC24-103000-C,55.97,0.00139343,0.0015,3,1733702240733,332637977,163
0.2,,,,,0.2,buy,101303.57,BTC-27DEC24-95000-P,54.68,0.01918921,0.0195,2,1733702233780,332637895,1648
0.2,,,,,0.2,sell,101312.32,BTC-27DEC24-45000-C,0.0,0.56089927,0.5605,0,1733702232883,332637886,305
60.0,BLOCK-172138,2,,,60.0,sell,101326.0,BTC-13DEC24-96000-P,58.8,0.00628657,0.0063,2,1733702228233,332637867,685
100.0,BLOCK-172138,2,,,100.0,buy,101326.0,BTC-13DEC24-95000-P,62.03,0.00501912,0.0054,0,1733702228233,332637868,950
3.7,,,,,3.7,buy,101362.24,BTC-10DEC24-94000-P,74.59,0.00074532,0.0008,3,1733702191149,332637592,48
0.1,,,,,0.1,sell,101369.01,BTC-9DEC24-99500-P,54.1,0.00107732,0.001,2,1733702190616,332637590,32
0.1,,,,,0.1,buy,101427.82,BTC-13DEC24-107000-C,61.25,0.00894766,0.009,0,1733702177362,332637467,489
1.0,,,,,1.0,buy,101400.6,BTC-27JUN25-250000-C,72.7,0.02158729,0.0215,2,1733702171777,332637436,519
0.1,,,,,0.1,buy,101319.34,BTC-27DEC24-100000-C,54.09,0.06046856,0.0605,0,1733702165857,332637357,15268
0.1,,,,,0.1,buy,101319.34,BTC-28FEB25-140000-C,63.59,0.03101672,0.031,0,1733702165633,332637345,78
0.1,,,,,0.1,buy,101319.39,BTC-11DEC24-102000-C,58.83,0.01611801,0.0165,0,1733702165629,332637343,28
30.0,BLOCK-172137,2,BTC-CDIAG-11DEC24_10DEC24-103000_102000,,30.0,buy,101319.39,BTC-10DEC24-102000-C,59.68,0.01173002,0.0118,0,1733702164517,332637324,150
30.0,BLOCK-172137,2,BTC-CDIAG-11DEC24_10DEC24-103000_102000,,30.0,sell,101319.39,BTC-11DEC24-103000-C,57.62,0.01232069,0.0121,0,1733702164517,332637325,33
0.9,,,,,0.9,buy,101292.05,BTC-26SEP25-280000-C,70.52,0.03103977,0.0315,2,1733702158628,332637306,246
2.9,,,,,2.9,buy,101288.18,BTC-13DEC24-130000-C,89.21,0.00015061,0.0002,3,1733702149040,332637239,166
0.6,,,,,0.6,sell,101299.84,BTC-20DEC24-120000-C,65.41,0.0046068,0.0045,1,1733702090363,332636971,247
0.4,,,,,0.4,buy,101311.74,BTC-9DEC24-99000-P,58.76,0.00072381,0.0008,3,1733702083104,332636943,192
0.1,,,,,0.1,buy,101300.48,BTC-27DEC24-104000-P,54.77,0.05732817,0.0575,2,1733702081398,332636941,112
0.1,,,,,0.1,buy,101308.2,BTC-9DEC24-94000-P,105.67,4.059e-05,0.0001,3,1733702078911,332636914,114
1.0,,,,,1.0,sell,101308.2,BTC-9DEC24-96000-P,87.55,0.00011674,0.0002,1,1733702078895,332636912,337
0.2,,,,,0.2,buy,101298.26,BTC-13DEC24-104000-C,59.06,0.01570853,0.016,0,1733702074627,332636893,548
0.1,,,,,0.1,sell,101302.49,BTC-31JAN25-81000-P,59.68,0.01373155,0.014,2,1733702074624,332636892,171
0.1,,,,,0.1,sell,101254.86,BTC-20DEC24-85000-P,67.69,0.00279683,0.003,2,1733702037577,332636704,390
0.1,,,,,0.1,buy,101263.57,BTC-26SEP25-70000-C,61.83,0.42271519,0.423,2,1733702037279,332636698,202
0.1,,,,,0.1,buy,101254.86,BTC-28FEB25-180000-C,71.22,0.01007274,0.01,1,1733702037113,332636676,37
0.1,,,,,0.1,buy,101254.86,BTC-9DEC24-99000-C,69.45,0.0232778,0.024,0,1733702037110,332636674,56
0.4,,,,,0.4,buy,101254.86,BTC-13DEC24-100000-P,56.97,0.01740751,0.0175,3,1733702036489,332636653,450
0.2,,,,,0.2,buy,101242.55,BTC-27DEC24-104000-C,54.54,0.04149886,0.0415,0,1733702031767,332636615,228
15.0,BLOCK-172136,2,BTC-CS-13DEC24-99000_101000,,15.0,buy,101242.55,BTC-13DEC24-101000-C,56.27,0.0275181,0.0274,0,1733702031062,332636611,412
15.0,BLOCK-172136,2,BTC-CS-13DEC24-99000_101000,,15.0,sell,101242.55,BTC-13DEC24-99000-C,55.25,0.03893294,0.0386,0,1733702031062,332636612,596
0.5,,,,,0.5,sell,101234.97,BTC-9DEC24-100000-P,50.82,0.00187981,0.0018,2,1733702029977,332636608,246
0.1,,,,,0.1,sell,101214.44,BTC-26SEP25-300000-C,71.82,0.02774986,0.0275,1,1733702015758,332636556,238
0.5,,,,,0.5,buy,101190.88,BTC-27DEC24-108000-C,55.62,0.02805144,0.028,0,1733702005909,332636434,115
10.0,BLOCK-172135,4,,,10.0,buy,101110.49,BTC-31JAN25-102000-C,56.33,0.09299044,0.0935,0,1733701982971,332636305,519
10.0,BLOCK-172135,4,,,10.0,sell,101110.49,BTC-20DEC24-101000-C,54.81,0.04242315,0.0425,0,1733701982971,332636307,300
10.0,BLOCK-172135,4,,,10.0,sell,101110.49,BTC-28FEB25-114000-C,59.41,0.07728815,0.0776,2,1733701982971,332636306,37
10.0,BLOCK-172135,4,,,10.0,buy,101112.98,BTC-27DEC24-110000-C,57.04,0.02299335,0.0233,0,1733701982971,332636304,5283
2.0,,,,,2.0,buy,101104.93,BTC-28FEB25-85000-P,59.25,0.03233758,0.033,0,1733701975448,332636293,85
2.0,,,,,2.0,buy,101104.93,BTC-28FEB25-122000-C,61.05,0.05765597,0.0585,1,1733701975446,332636291,27
2.0,,,,,2.0,buy,101104.93,BTC-28FEB25-125000-C,61.52,0.05171815,0.0525,1,1733701975446,332636290,98
2.0,,,,,2.0,buy,101104.93,BTC-28FEB25-90000-P,58.46,0.04552127,0.0465,0,1733701975446,332636292,43
0.2,,,,,0.2,buy,101114.67,BTC-31JAN25-84000-P,57.79,0.01797462,0.018,2,1733701966558,332636278,279
0.2,,,,,0.2,sell,101123.56,BTC-13DEC24-100000-C,57.19,0.03237839,0.0325,0,1733701949890,332636175,992
0.1,,,,,0.1,buy,101123.56,BTC-9DEC24-100500-P,48.64,0.00330186,0.0032,0,1733701949890,332636174,7
0.1,,,,,0.1,sell,101161.34,BTC-10DEC24-90000-P,94.95,0.00038172,0.0004,2,1733701942718,332636123,87
0.2,,,,,0.2,sell,101164.28,BTC-10DEC24-100000-C,59.76,0.02093481,0.0215,1,1733701927460,332636075,79
0.1,,,,,0.1,sell,101189.95,BTC-20DEC24-96000-P,54.24,0.01518925,0.015,2,1733701915896,332636046,156
0.6,,,,,0.6,sell,101209.05,BTC-28FEB25-120000-C,60.28,0.0624003,0.0625,3,1733701914742,332636023,120
0.2,,,,,0.2,buy,101204.11,BTC-13DEC24-102000-C,57.72,0.02261849,0.023,0,1733701907405,332635909,862
0.1,,,,,0.1,buy,101215.35,BTC-10DEC24-98000-C,65.63,0.03618197,0.037,0,1733701907332,332635906,17
0.2,,,,,0.2,buy,101172.46,BTC-20DEC24-90000-P,60.39,0.00553257,0.006,2,1733701895830,332635749,486
1.0,,,,,1.0,buy,101171.64,BTC-13DEC24-110000-C,65.63,0.00463448,0.0049,0,1733701885543,332635661,1064
0.3,,,,,0.3,sell,101165.21,BTC-20DEC24-105000-C,56.65,0.02648099,0.027,1,1733701877892,332635619,370
0.1,,,,,0.1,sell,101146.73,BTC-27DEC24-90000-P,57.01,0.00964065,0.01,2,1733701862163,332635490,2970
1.2,,,,,1.2,buy,101074.23,BTC-13DEC24-103000-C,58.2,0.01810192,0.0185,1,1733701845138,332635239,800
0.4,,,,,0.4,sell,101023.03,BTC-11DEC24-101000-C,55.79,0.01901158,0.019,1,1733701823428,332635072,81
0.2,,,,,0.2,buy,101034.19,BTC-27JUN25-180000-C,65.56,0.04790884,0.048,0,1733701822817,332635065,529
0.1,,,,,0.1,buy,101039.03,BTC-9DEC24-106000-C,70.24,4.819e-05,0.0001,3,1733701809743,332634807,137
1.0,,,,,1.0,sell,101027.94,BTC-27DEC24-95000-C,54.25,0.08936691,0.0895,0,1733701807141,332634782,6903
0.5,,,,,0.5,buy,101104.37,BTC-27JUN25-200000-C,67.6,0.03677095,0.0365,0,1733701804188,332634729,1353
1.7,,,,,1.7,sell,101038.22,BTC-31JAN25-98000-P,55.88,0.05871163,0.0585,3,1733701801626,332634471,307
3.0,,,,,3.0,buy,101061.45,BTC-9DEC24-101000-C,61.08,0.00538027,0.007,0,1733701801504,332634423,336
0.1,,,,,0.1,buy,101038.22,BTC-10DEC24-101000-C,62.23,0.01392047,0.015,1,1733701801400,332634382,118
2.4,,,,,2.4,sell,100932.27,BTC-31JAN25-94000-P,55.46,0.04315954,0.043,3,1733701800833,332634368,244
0.1,,,,,0.1,buy,100932.27,BTC-13DEC24-106000-C,60.94,0.00935532,0.01,0,1733701800321,332634340,770
0.1,,,,,0.1,sell,100932.27,BTC-13DEC24-90000-P,70.15,0.00190589,0.0019,3,1733701800207,332634335,972
0.3,,,,,0.3,sell,100874.26,BTC-31JAN25-102000-P,55.72,0.07772472,0.0775,3,1733701799924,332634313,123
1.5,,,,,1.5,sell,100874.26,BTC-31JAN25-100000-P,55.47,0.06779577,0.0675,2,1733701799864,332634310,418
1.0,,,,,1.0,buy,100874.26,BTC-10DEC24-106000-C,64.72,0.00194611,0.0021,0,1733701799695,332634292,33
1.0,,,,,1.0,buy,100874.26,BTC-26SEP25-120000-C,60.45,0.18613878,0.186,1,1733701799160,332634254,547
0.2,,,,,0.2,buy,100874.26,BTC-13DEC24-98000-C,60.56,0.04327534,0.045,0,1733701799099,332634248,516
12.6,,,,,12.6,sell,100874.26,BTC-28FEB25-70000-P,65.47,0.01152572,0.0115,1,1733701799084,332634241,56
0.2,,,,,0.2,buy,100874.26,BTC-20DEC24-130000-C,73.46,0.00161277,0.0016,2,1733701799060,332634239,107
0.5,,,,,0.5,buy,100874.26,BTC-9DEC24-101500-C,53.33,0.00340348,0.004,0,1733701798903,332634227,38
0.8,,,,,0.8,buy,100874.26,BTC-9DEC24-100500-C,60.13,0.00801179,0.0095,0,1733701798888,332634226,43
0.2,,,,,0.2,buy,100874.26,BTC-11DEC24-100000-C,60.5,0.02335577,0.025,1,1733701798869,332634225,19
10.0,,,,,10.0,sell,100874.26,BTC-13DEC24-104000-P,55.55,0.0413797,0.0405,2,1733701798839,332634204,61
1.0,,,,,1.0,sell,100877.84,BTC-31JAN25-96000-P,55.52,0.05049851,0.0505,3,1733701798827,332634201,344
0.2,,,,,0.2,sell,100877.84,BTC-27DEC24-102000-P,53.36,0.04874156,0.048,2,1733701798753,332634198,252
0.2,,,,,0.2,sell,100877.84,BTC-27DEC24-98000-P,53.41,0.03020997,0.03,3,1733701798606,332634143,357
2.9,,,,,2.9,sell,100877.84,BTC-20DEC24-104000-P,54.19,0.05225118,0.0515,2,1733701798524,332634125,34
0.2,,,,,0.2,buy,100874.26,BTC-20DEC24-103000-C,55.85,0.03238264,0.033,0,1733701798506,332634124,341
2.8,,,,,2.8,sell,100877.84,BTC-20DEC24-103000-P,53.99,0.04617338,0.0455,2,1733701798487,332634120,32
0.5,,,,,0.5,sell,100877.84,BTC-31JAN25-92000-P,55.63,0.03650178,0.0365,2,1733701798280,332633970,201
