amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
4.0,,,,,buy,29178.49,BTC-9AUG23-28500-P,27.14,0.00058809,0.0005,3,1691452792385,262211517,39
5.0,,,,,sell,29179.99,BTC-9AUG23-28750-P,23.68,0.00113955,0.001,2,1691452785378,262211515,71
1.0,,,,,buy,29180.49,BTC-11AUG23-22000-P,110.52,2.086e-05,0.0001,3,1691452750335,262211513,19
4.0,,,,,sell,29181.31,BTC-25AUG23-27000-P,35.28,0.00571616,0.0055,3,1691452731557,262211510,1808
0.1,,,,,sell,29176.77,BTC-8AUG23-28750-P,30.22,0.00027136,0.0002,3,1691452459351,262211484,230
0.1,,,,,sell,29184.03,BTC-11AUG23-29000-P,29.0,0.00761104,0.0075,0,1691452270638,262211431,785
0.1,,,,,sell,29181.99,BTC-9AUG23-28250-P,31.22,0.00038377,0.0003,2,1691452077912,262211424,39
0.5,,,,,sell,29183.39,BTC-18AUG23-30000-C,30.53,0.01072306,0.0105,2,1691451853491,262211393,309
2.5,,,,,buy,29181.7,BTC-25AUG23-31000-C,34.46,0.00943149,0.01,0,1691451821167,262211383,3153
1.0,,,,,buy,29181.81,BTC-18AUG23-34000-C,48.98,0.00106679,0.0012,0,1691451801260,262211375,65
0.7,,,,,buy,29177.87,BTC-11AUG23-28500-P,30.83,0.00326743,0.0032,3,1691451700705,262211335,690
0.5,,,,,sell,29159.92,BTC-9AUG23-28000-P,37.29,0.00028783,0.0003,2,1691451599650,262211312,32
1.3,,,,,buy,29155.97,BTC-29SEP23-37000-C,43.33,0.00659216,0.007,0,1691451462361,262211264,916
0.4,,,,,sell,29137.47,BTC-25AUG23-30000-C,32.4,0.0175317,0.0175,1,1691451283055,262211220,3390
1.1,,,,,sell,29136.62,BTC-10AUG23-29250-P,25.32,0.00931636,0.0095,1,1691450925970,262211208,27
0.1,,,,,sell,29136.62,BTC-28JUN24-30000-C,47.2,0.1866851,0.186,0,1691450925533,262211206,108
2.5,,,,,sell,29138.69,BTC-11AUG23-31000-C,42.51,0.00137714,0.0013,2,1691450899244,262211205,1024
0.4,,,,,sell,29136.58,BTC-29DEC23-20000-P,47.74,0.01050628,0.01,3,1691450564668,262211130,960
0.4,,,,,sell,29143.4,BTC-11AUG23-28000-P,34.51,0.00178882,0.0016,2,1691450371303,262211112,749
2.4,,,,,buy,29143.4,BTC-29MAR24-39000-C,46.99,0.06350788,0.0635,2,1691450354663,262211111,47
1.0,,,BTC-ICOND-8AUG23-28500_29000_29250_29750,262211099,sell,29139.24,BTC-8AUG23-29750-C,45.48,6.656e-05,0.0005,0,1691450124049,262211101,120
1.0,,,BTC-ICOND-8AUG23-28500_29000_29250_29750,262211099,buy,29139.24,BTC-8AUG23-29000-P,23.43,0.00110779,0.0011,0,1691450124049,262211100,345
1.0,,,BTC-ICOND-8AUG23-28500_29000_29250_29750,262211099,sell,29139.24,BTC-8AUG23-28500-P,40.31,8.034e-05,0.0002,0,1691450124049,262211102,183
1.0,,,BTC-ICOND-8AUG23-28500_29000_29250_29750,262211099,buy,29139.24,BTC-8AUG23-29250-C,23.39,0.00151335,0.0015,0,1691450124049,262211103,318
1.1,,,,,sell,29138.55,BTC-29MAR24-29000-P,43.66,0.11566084,0.1155,0,1691450116991,262211098,97
6.0,,,,,buy,29146.77,BTC-29DEC23-50000-C,52.76,0.010816,0.011,0,1691449807832,262211038,1514
4.1,,,,,sell,29149.02,BTC-29SEP23-26000-P,36.74,0.01302584,0.013,3,1691449788223,262211037,1144
1.0,,,,,sell,29145.54,BTC-10AUG23-28750-P,24.35,0.0027206,0.0025,1,1691449761573,262211021,35
1.0,,,,,sell,29150.8,BTC-10AUG23-30000-C,27.72,0.00138124,0.0012,2,1691449744800,262210998,13
0.1,,,,,buy,29151.99,BTC-18AUG23-29500-C,30.78,0.01601417,0.0165,3,1691449475975,262210994,597
0.1,,,,,sell,29151.58,BTC-11AUG23-29000-C,27.72,0.01504586,0.0145,2,1691449462069,262210985,629
0.1,,,,,sell,29155.18,BTC-25AUG23-29000-P,30.83,0.02309702,0.0225,2,1691449324274,262210968,1697
0.2,,,,,sell,29147.0,BTC-27OCT23-32000-C,35.99,0.03709684,0.037,1,1691449035054,262210929,148
3.0,,,,,buy,29145.36,BTC-11AUG23-30500-C,38.83,0.00204736,0.0023,1,1691448926938,262210924,849
0.7,,,,,sell,29148.88,BTC-29MAR24-37000-C,46.07,0.07557662,0.075,2,1691448886298,262210920,62
4.0,,,,,buy,29148.88,BTC-11AUG23-30000-C,34.65,0.00375538,0.004,1,1691448882812,262210919,1699
6.0,,,,,sell,29149.38,BTC-29MAR24-50000-C,52.01,0.03040624,0.0295,2,1691448846051,262210917,446
10.0,,,,,buy,29146.66,BTC-29DEC23-60000-C,59.0,0.00573781,0.006,1,1691448823086,262210914,951
0.5,,,,,sell,29159.1,BTC-9AUG23-30500-C,36.21,0.00030285,0.0002,2,1691448597009,262210861,39
0.4,,,,,buy,29151.42,BTC-25AUG23-24000-P,52.17,0.00153285,0.0017,0,1691448280625,262210813,1076
2.0,,,,,buy,29151.6,BTC-29SEP23-55000-C,66.04,0.00054177,0.0007,1,1691448256187,262210812,726
0.4,,,,,sell,29150.82,BTC-8AUG23-29500-C,29.08,0.00039285,0.0005,1,1691448080931,262210779,148
0.1,,,,,sell,29145.0,BTC-29DEC23-40000-C,45.56,0.02702273,0.0265,3,1691447999473,262210757,2316
1.7,,,,,buy,29147.44,BTC-29DEC23-65000-C,61.7,0.0044747,0.0047,0,1691447956548,262210753,496
0.1,,,,,buy,29143.78,BTC-29DEC23-75000-C,66.42,0.00280701,0.0031,1,1691447924175,262210741,309
0.3,,,,,sell,29143.76,BTC-10AUG23-29500-C,24.99,0.0037465,0.0038,0,1691447859128,262210738,31
2.8,,,,,buy,29141.93,BTC-25AUG23-46000-C,71.16,0.00016713,0.0001,3,1691447622295,262210696,226
0.5,,,,,sell,29145.62,BTC-29MAR24-26000-C,44.43,0.21332396,0.214,2,1691447562378,262210694,45
2.1,,,,,buy,29144.46,BTC-29MAR24-41000-C,48.38,0.05535609,0.0555,2,1691447517542,262210693,122
2.0,,,,,sell,29145.58,BTC-25AUG23-40000-C,61.13,0.00059605,0.0005,3,1691447492802,262210692,1647
0.1,,,,,sell,29145.95,BTC-18AUG23-25000-P,48.27,0.00093828,0.0008,1,1691447471535,262210688,32
0.4,,,,,buy,29134.22,BTC-25AUG23-29000-C,31.31,0.03157238,0.0315,2,1691447388999,262210626,1788
0.1,,,,,sell,29133.67,BTC-9AUG23-30000-C,31.13,0.00071864,0.0006,2,1691447208610,262210612,32
38.0,,,,,sell,29133.1,BTC-29SEP23-60000-C,69.58,0.00044658,0.0004,2,1691447170753,262210611,1094
1.5,,,,,sell,29131.92,BTC-29SEP23-40000-C,46.91,0.00376979,0.0036,3,1691447138875,262210607,3249
0.1,,,,,buy,29134.83,BTC-9AUG23-29250-P,23.35,0.00731287,0.0075,2,1691447136343,262210583,29
12.7,,,,,buy,29134.86,BTC-29SEP23-50000-C,58.35,0.00093844,0.0008,3,1691447124911,262210580,1603
73.8,,,,,sell,29135.13,BTC-29SEP23-5000-P,157.56,0.00014364,0.0001,3,1691447077427,262210576,232
0.1,,,,,sell,29152.07,BTC-11AUG23-33000-C,60.3,0.00038678,0.0004,3,1691446603843,262210551,278
1.9,,,,,sell,29146.3,BTC-8AUG23-29250-P,19.38,0.00495558,0.0046,0,1691446569801,262210509,61
0.1,,,,,buy,29146.48,BTC-25AUG23-28000-P,33.33,0.01151271,0.012,2,1691446332057,262210430,1794
0.1,,,,,sell,29153.6,BTC-9AUG23-31000-C,46.78,0.00017808,0.0002,2,1691446196689,262210391,16
0.1,,,,,sell,29156.72,BTC-11AUG23-25000-P,68.75,0.00024689,0.0002,3,1691445624248,262210222,60
10.7,,,,,sell,29158.99,BTC-18AUG23-36000-C,57.25,0.00064459,0.0006,3,1691445582290,262210153,42
1.0,,,,,sell,29162.21,BTC-27OCT23-27000-P,35.72,0.02881127,0.029,2,1691445379578,262210118,97
0.1,,,,,sell,29159.06,BTC-11AUG23-29500-C,30.43,0.00737859,0.0075,2,1691445369353,262210113,1250
0.6,,,,,sell,29150.8,BTC-29MAR24-28000-P,43.8,0.09973494,0.0995,2,1691445351140,262210099,73
2.0,,,,,buy,29145.31,BTC-18AUG23-30500-C,32.57,0.00716478,0.007,0,1691445222728,262210052,293
0.6,,,,,buy,29161.29,BTC-10AUG23-31500-C,43.06,0.00027968,0.0002,1,1691445091281,262209988,6
1.0,,,,,sell,29163.16,BTC-10AUG23-28000-P,31.11,0.00061609,0.0005,3,1691445072343,262209978,10
1.9,,,,,sell,29168.47,BTC-9AUG23-29000-P,23.32,0.00342637,0.0031,3,1691444943150,262209953,77
0.1,,,,,sell,29169.05,BTC-8AUG23-30000-C,39.72,0.00023638,0.0001,2,1691444922882,262209944,112
0.1,,,,,buy,29169.05,BTC-29SEP23-35000-C,39.73,0.01063458,0.0105,1,1691444906275,262209942,2927
0.1,,,,,sell,29161.47,BTC-29SEP23-25000-P,38.39,0.00878742,0.0085,3,1691444811108,262209916,1523
0.1,,,,,buy,29161.26,BTC-10AUG23-29250-C,23.9,0.00720273,0.007,2,1691444761601,262209900,17
0.1,,,,,sell,29162.2,BTC-29SEP23-30000-P,34.53,0.0611872,0.0615,0,1691444660072,262209889,1221
0.1,,,,,buy,29174.24,BTC-8AUG23-28250-P,45.13,3.645e-05,0.0001,3,1691444533486,262209877,61
0.1,,,,,sell,29174.2,BTC-11AUG23-29500-P,30.53,0.0168682,0.017,2,1691444321145,262209762,280
5.0,,,,,buy,29208.44,BTC-11AUG23-26000-P,61.45,0.00045448,0.0005,3,1691443937495,262209584,98
1.0,,,,,sell,29234.1,BTC-25AUG23-33000-C,39.28,0.00373874,0.0036,3,1691443905221,262209510,1913
0.1,,,,,sell,29235.98,BTC-29DEC23-32000-P,40.71,0.1409719,0.141,2,1691443890785,262209486,116
15.0,,,,,buy,29232.96,BTC-25AUG23-38000-C,55.32,0.0007057,0.0008,1,1691443774262,262209423,1196
12.5,BLOCK-88760,2,BTC-CCAL-29SEP23_25AUG23-30000,,buy,29232.15,BTC-29SEP23-30000-C,33.22,0.04522217,0.0436,0,1691443698481,262209387,2989
1.0,,,,,buy,29203.08,BTC-10AUG23-29000-P,24.71,0.00449703,0.0045,0,1691443589372,262209360,40
0.1,,,,,sell,29228.99,BTC-27OCT23-28000-P,35.38,0.03904167,0.0395,2,1691443495584,262209200,82
0.6,,,,,sell,29209.18,BTC-18AUG23-29000-P,29.97,0.01549672,0.0155,2,1691443455465,262209096,288
1.0,,,,,sell,29193.86,BTC-11AUG23-31000-P,0.0,0.06169147,0.06,2,1691443428373,262208972,13
1.0,,,,,buy,29193.86,BTC-8AUG23-29000-C,37.6,0.00743401,0.009,0,1691443428366,262208971,257
0.2,,,,,buy,29178.95,BTC-18AUG23-31500-C,36.37,0.00372191,0.0036,0,1691443427042,262208789,241
1.0,,,,,buy,29172.5,BTC-8AUG23-28750-C,37.17,0.01490548,0.0155,0,1691443399393,262208675,47
0.1,,,,,buy,29130.16,BTC-9AUG23-29000-C,24.18,0.00892702,0.009,2,1691443034259,262208481,102
