amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,71222.4,BTC-26JUN26-20000-P,103.75,,0.00094092,0.001,1,1773532790681,420301613,3011
0.5,,,,,,0.5,sell,71207.23,BTC-16MAR26-71000-P,47.28,,0.00979194,0.01,1,1773532778188,420301599,81
0.1,,,,,,0.1,buy,71206.31,BTC-18MAR26-64000-P,69.1,,0.00144249,0.0014,1,1773532773481,420301594,1
0.2,,,,,,0.2,buy,71224.36,BTC-24APR26-70000-P,51.4,,0.05848569,0.0585,3,1773532720429,420301566,1329
0.2,,,,,,0.2,sell,71236.05,BTC-16MAR26-68000-P,53.86,,0.00112854,0.0011,2,1773532701831,420301546,101
1.6,,,,,,1.6,sell,71240.0,BTC-15MAR26-72000-C,30.86,,0.00061026,0.0006,0,1773532691902,420301545,317
0.6,,,,,,0.6,buy,71247.0,BTC-17MAR26-71500-C,50.76,,0.01414519,0.0145,1,1773532659546,420301473,19
25.0,37795,BLOCK-266254,2,BTC-CDIAG-16MAR26_15MAR26-68500_69000,,25.0,sell,71246.97,BTC-15MAR26-69000-C,0.0,,0.03168573,0.0313,2,1773532657498,420301470,6
25.0,37795,BLOCK-266254,2,BTC-CDIAG-16MAR26_15MAR26-68500_69000,,25.0,buy,71246.97,BTC-16MAR26-68500-C,49.07,,0.04016844,0.0398,1,1773532657498,420301469,1
0.1,,,,,,0.1,buy,71244.12,BTC-17MAR26-72500-C,49.03,,0.00828841,0.0085,2,1773532641050,420301382,11
1.8,,,,,,1.8,buy,71243.98,BTC-20MAR26-75000-C,51.99,,0.00754891,0.0075,0,1773532639760,420301380,780
1.0,,,,,,1.0,buy,71225.74,BTC-16MAR26-78000-C,62.03,,6.865e-05,0.0001,3,1773532621992,420301365,24
0.1,,,,,,0.1,buy,71245.64,BTC-27MAR26-75000-C,50.67,,0.01798285,0.0175,0,1773532587714,420301346,3463
10.0,,,,,,10.0,sell,71256.58,BTC-15MAR26-69000-P,50.68,,0.00014645,0.0001,2,1773532580131,420301336,185
0.1,,,,,,0.1,buy,71256.51,BTC-18MAR26-71500-P,51.66,,0.02136478,0.0215,2,1773532575769,420301334,3
0.5,,,,,,0.5,buy,71256.02,BTC-16MAR26-74000-C,43.45,,0.00096941,0.0009,0,1773532561433,420301327,168
0.4,,,,,,0.4,sell,71245.98,BTC-16MAR26-71500-C,44.21,,0.00905455,0.009,0,1773532541423,420301278,57
0.1,,,,,,0.1,sell,71241.13,BTC-16MAR26-72000-C,43.18,,0.00621965,0.006,1,1773532538048,420301271,90
0.1,,,,,,0.1,buy,71241.34,BTC-24APR26-67000-P,53.15,,0.0420258,0.042,2,1773532532661,420301269,420
1.0,,,,,,1.0,buy,71234.65,BTC-24APR26-72000-C,50.32,,0.06253652,0.0625,0,1773532523222,420301258,2673
0.1,,,,,,0.1,buy,71225.16,BTC-16MAR26-73500-C,42.51,,0.00156247,0.0014,0,1773532507349,420301242,71
1.0,,,,,,1.0,buy,71218.35,BTC-18MAR26-71500-C,50.85,,0.01753896,0.0175,2,1773532504667,420301237,4
5.0,,,,,,5.0,buy,71210.58,BTC-24APR26-88000-C,48.37,,0.00854834,0.008,2,1773532499881,420301228,888
0.2,,,,,,0.2,sell,71167.94,BTC-20MAR26-50000-P,106.5,,0.00014415,0.0001,3,1773532444172,420301176,357
0.1,,,,,,0.1,buy,71158.39,BTC-17MAR26-73000-C,48.43,,0.00583737,0.006,0,1773532424427,420301167,30
0.1,,,,,,0.1,buy,71159.77,BTC-16MAR26-76000-C,51.42,,0.00017567,0.0002,3,1773532407435,420301165,124
0.1,,,,,,0.1,buy,71155.44,BTC-17MAR26-74500-C,45.93,,0.00217062,0.0019,2,1773532367089,420301153,33
0.2,,,,,,0.2,sell,71133.71,BTC-16MAR26-71000-C,43.7,,0.01165065,0.0115,0,1773532303987,420301119,59
