amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,sell,69118.45,BTC-7JUN24-80000-C,57.94,0.00747658,0.0075,3,1716422368885,302657731,185
0.1,,,,0.1,sell,69119.62,BTC-27SEP24-62000-P,61.91,0.07510602,0.0745,0,1716422358944,302657730,240
0.5,,,,0.5,buy,69118.83,BTC-25MAY24-63000-P,61.66,0.00049395,0.0005,2,1716422340915,302657724,13
0.2,,,,0.2,buy,69118.83,BTC-25MAY24-62000-P,65.08,0.00030018,0.0003,3,1716422340641,302657723,15
11.0,,,,11.0,buy,69118.83,BTC-23MAY24-68000-P,49.59,0.00060485,0.001,1,1716422340205,302657720,179
0.1,,,,0.1,sell,69121.25,BTC-27SEP24-120000-C,69.14,0.02745577,0.027,2,1716422228786,302657676,671
0.1,,,,0.1,sell,69145.01,BTC-24MAY24-65000-P,63.91,0.00080718,0.0008,1,1716422222400,302657653,607
0.1,,,,0.1,sell,69141.2,BTC-27SEP24-180000-C,76.04,0.00584567,0.0055,3,1716422163965,302657624,265
7.2,,,,7.2,sell,69145.95,BTC-27SEP24-240000-C,81.6,0.00209321,0.0018,2,1716422140452,302657592,175
0.1,,,,0.1,buy,69169.9,BTC-25MAY24-66500-P,51.71,0.00336108,0.0034,2,1716422103593,302657540,17
2.5,,,,2.5,sell,69173.82,BTC-31MAY24-95000-C,74.05,0.00020173,0.0001,3,1716422096851,302657521,861
0.6,,,,0.6,sell,69141.3,BTC-25MAY24-80000-C,70.28,0.00014839,0.0001,2,1716422016827,302657439,5
1.4,,,,1.4,sell,69144.48,BTC-25MAY24-71500-C,52.25,0.00575338,0.0055,2,1716421986800,302657420,13
0.1,,,,0.1,sell,69141.91,BTC-23MAY24-66500-P,66.64,0.00011708,0.0002,3,1716421945760,302657381,85
0.6,,,,0.6,sell,69130.21,BTC-31MAY24-70000-C,49.62,0.02599397,0.026,3,1716421920714,302657361,5122
1.0,,,,1.0,sell,69126.31,BTC-23MAY24-73000-C,78.5,8.098e-05,0.0001,3,1716421907325,302657352,130
0.1,,,,0.1,sell,69116.06,BTC-23MAY24-65500-P,78.94,6.7e-05,0.0001,2,1716421793082,302657274,42
2.0,,,,2.0,sell,69122.41,BTC-31MAY24-60000-P,58.43,0.00170525,0.0017,1,1716421784896,302657264,2985
6.4,,,,6.4,sell,69128.75,BTC-24MAY24-64000-P,69.82,0.00055772,0.0005,3,1716421707849,302657230,726
0.2,,,,0.2,buy,69092.77,BTC-24MAY24-68000-P,51.23,0.0055021,0.0055,2,1716421698082,302657183,255
5.6,,,,5.6,sell,69085.55,BTC-23MAY24-72500-C,70.18,0.00017966,0.0001,3,1716421639196,302657143,112
0.5,,,,0.5,sell,69091.62,BTC-23MAY24-72000-C,67.99,0.00028593,0.0002,3,1716421621462,302657129,294
0.9,,,,0.9,buy,69075.38,BTC-27SEP24-140000-C,71.8,0.01575186,0.015,3,1716421574614,302657014,763
2.0,,,,2.0,sell,69071.18,BTC-24MAY24-61000-P,90.99,0.00019334,0.0002,2,1716421562310,302657011,1296
0.2,,,,0.2,sell,69076.37,BTC-24MAY24-68500-C,51.4,0.01783064,0.018,2,1716421554601,302657010,97
0.1,,,,0.1,sell,69076.81,BTC-24MAY24-63000-P,77.9,0.00037811,0.0004,0,1716421551796,302657009,701
19.0,,,,19.0,buy,69067.18,BTC-27SEP24-85000-C,64.34,0.09162266,0.091,3,1716421534700,302657007,704
0.1,,,,0.1,buy,69063.38,BTC-24MAY24-67000-P,53.98,0.002795,0.0028,2,1716421532081,302657005,620
