amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,52144.73,BTC-1MAR24-48000-P,53.48,,0.00844893,0.0085,2,1708300790271,284647070,670
0.2,,,,,0.2,buy,52127.5,BTC-23FEB24-60000-C,68.48,,0.001115,0.001,2,1708300706312,284647009,1735
0.8,,,,,0.8,buy,52141.23,BTC-19FEB24-52000-P,35.63,,0.00328455,0.003,2,1708300682403,284646978,170
0.1,,,,,0.1,buy,52141.23,BTC-1MAR24-50000-P,53.16,,0.01782339,0.018,3,1708300681825,284646977,628
0.5,,,,,0.5,buy,52130.47,BTC-19FEB24-52000-C,37.15,,0.00610741,0.006,0,1708300667458,284646969,514
0.1,,,,,0.1,sell,52121.18,BTC-19FEB24-52250-C,36.7,,0.00383774,0.0034,2,1708300645270,284646949,163
0.2,,,,,0.2,sell,52110.68,BTC-1MAR24-53000-P,54.82,,0.04443305,0.045,2,1708300638998,284646948,169
1.6,,,,,1.6,sell,52091.54,BTC-1MAR24-54000-C,54.13,,0.02537536,0.025,2,1708300581804,284646828,812
0.1,,,,,0.1,buy,52099.03,BTC-20FEB24-51500-P,46.09,,0.00618979,0.006,3,1708300579544,284646819,98
0.2,,,,,0.2,buy,52107.25,BTC-19FEB24-50500-P,55.71,,0.00024172,0.0002,3,1708300572787,284646759,227
0.1,,,,,0.1,sell,52117.03,BTC-19FEB24-52500-C,41.98,,0.00234823,0.0023,1,1708300563133,284646743,325
0.6,,,,,0.6,sell,52126.64,BTC-19FEB24-51750-P,33.75,,0.00175555,0.0014,2,1708300502264,284646725,132
0.1,,,,,0.1,buy,52115.27,BTC-23FEB24-52000-C,53.23,,0.0256192,0.0255,0,1708300122425,284646572,2795
0.1,,,,,0.1,sell,52111.2,BTC-20FEB24-52500-C,47.55,,0.00889921,0.0085,3,1708300033944,284646435,52
0.1,,,,,0.1,buy,52114.27,BTC-20FEB24-51500-C,44.14,,0.01874844,0.018,0,1708300021326,284646434,58
