amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,buy,29892.02,BTC-28JUL23-24000-P,57.05,0.00748296,0.0075,1,1687478392669,259006724,1357
1.0,,,,sell,29894.49,BTC-14JUL23-30500-C,46.45,0.03783725,0.038,3,1687478388240,259006716,51
1.2,,,,buy,29899.03,BTC-29SEP23-35000-C,50.65,0.05149519,0.0515,3,1687478361298,259006712,1740
0.1,,,,sell,29906.19,BTC-30JUN23-31000-C,48.3,0.0139135,0.014,3,1687478351489,259006702,4059
0.2,,,,buy,29908.98,BTC-23JUN23-29750-P,49.08,0.0036631,0.0035,0,1687478324706,259006700,347
0.1,,,,sell,29913.63,BTC-23JUN23-28000-C,86.39,0.06447588,0.0645,2,1687478314172,259006697,1731
0.1,,,,sell,29914.3,BTC-23JUN23-31000-C,72.05,0.0005755,0.0005,3,1687478311581,259006679,1169
0.1,,,,buy,29905.45,BTC-24JUN23-31500-C,61.86,0.00148893,0.0015,3,1687478200789,259006644,167
0.2,,,,buy,29914.48,BTC-28JUL23-31000-P,47.89,0.07549505,0.0755,0,1687478138435,259006583,69
0.1,,,,sell,29908.36,BTC-25JUN23-31500-C,53.53,0.00264795,0.0025,2,1687478086405,259006550,24
0.1,,,,sell,29905.44,BTC-25JUN23-28500-P,49.41,0.00259695,0.002,2,1687478086150,259006548,29
6.7,,,,buy,29901.59,BTC-14JUL23-28000-P,46.6,0.01757786,0.0175,3,1687478058554,259006464,5
1.0,,,,sell,29901.59,BTC-28JUL23-31000-C,47.89,0.04704509,0.047,2,1687478058509,259006462,1499
0.1,,,,buy,29901.59,BTC-25JUN23-29000-P,48.6,0.00481331,0.0045,0,1687478058401,259006453,67
1.7,,,,sell,29907.16,BTC-24JUN23-32000-C,68.81,0.00107178,0.001,3,1687478051578,259006435,161
1.0,,,,sell,29919.83,BTC-30JUN23-28500-P,46.29,0.00834224,0.008,2,1687477998476,259006395,291
0.3,,,,sell,29912.17,BTC-30JUN23-29000-P,45.12,0.01231509,0.012,0,1687477973736,259006373,1287
0.1,,,,sell,29922.31,BTC-7JUL23-28000-C,47.87,0.07919331,0.08,2,1687477900074,259006341,308
0.1,,,,sell,29929.4,BTC-14JUL23-35000-C,54.78,0.0089354,0.009,3,1687477885942,259006310,22
0.1,,,,buy,29933.82,BTC-23JUN23-30000-P,49.65,0.0070166,0.007,2,1687477883308,259006295,729
2.5,,,,buy,29934.47,BTC-30JUN23-28000-P,48.57,0.00549607,0.0055,3,1687477876493,259006292,2190
0.2,,,,buy,29957.71,BTC-30JUN23-33000-C,56.71,0.00495829,0.005,3,1687477786042,259006267,2673
0.6,,,,sell,29963.55,BTC-23JUN23-27000-C,154.93,0.09932723,0.0995,2,1687477705753,259006228,2327
0.2,,,,buy,29963.55,BTC-25JUN23-29250-P,48.54,0.0060855,0.006,0,1687477705751,259006227,19
0.6,,,,sell,29975.68,BTC-29DEC23-40000-C,52.98,0.06266337,0.062,3,1687477697383,259006217,1354
0.2,,,,buy,29963.62,BTC-28JUN24-31000-C,52.31,0.20945772,0.2095,1,1687477610791,259006176,2
0.1,,,,sell,29959.41,BTC-25JUN23-30000-C,45.65,0.01489899,0.0145,3,1687477510356,259006139,58
0.1,,,,sell,29959.31,BTC-23JUN23-30000-C,43.75,0.00572966,0.005,3,1687477507224,259006138,1651
