amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,0.1,sell,67860.09,BTC-23MAR24-71000-C,72.07,,0.00786918,0.0075,3,1710979185976,292980224,26
0.1,,,,0.1,sell,67886.72,BTC-21MAR24-66000-P,76.45,,0.00147672,0.0012,2,1710979150564,292980174,63
0.1,,,,0.1,buy,67911.38,BTC-22MAR24-73000-C,79.75,,0.00150204,0.0015,0,1710979142207,292980154,1094
0.1,,,,0.1,buy,67912.86,BTC-5APR24-65000-P,71.57,,0.03521446,0.035,1,1710979132431,292980148,299
0.1,,,,0.1,buy,67898.71,BTC-29MAR24-56000-P,85.2,,0.00333688,0.0032,2,1710979097372,292980110,839
0.4,,,,0.4,buy,67895.9,BTC-22MAR24-75000-C,86.1,,0.00052463,0.0006,3,1710979097330,292980109,1176
0.1,,,,0.1,buy,67878.72,BTC-21MAR24-70500-C,79.24,,0.00049516,0.0006,0,1710979089753,292980105,42
0.1,,,,0.1,sell,67880.15,BTC-23MAR24-69500-C,71.82,,0.01388007,0.0135,1,1710979067825,292980068,7
0.1,,,,0.1,buy,67874.62,BTC-5APR24-73000-C,70.96,,0.03278928,0.0325,1,1710979056685,292980041,367
0.1,,,,0.1,sell,67886.01,BTC-26APR24-70000-C,77.03,,0.09294835,0.093,0,1710979021420,292979970,2373
1.0,,,,1.0,sell,67911.76,BTC-21MAR24-62000-C,143.09,,0.08743546,0.0875,0,1710979001895,292979938,154
0.1,,,,0.1,sell,67895.43,BTC-23MAR24-66500-P,73.52,,0.01453626,0.014,3,1710978984827,292979887,23
0.1,,,,0.1,sell,67896.7,BTC-21MAR24-70000-C,77.35,,0.00098005,0.0011,0,1710978983166,292979886,142
0.1,,,,0.1,sell,67901.76,BTC-21MAR24-63500-P,112.23,,0.00026575,0.0003,2,1710978977306,292979883,35
0.1,,,,0.1,sell,67924.92,BTC-26APR24-105000-C,89.53,,0.01109129,0.011,1,1710978961864,292979848,691
0.1,,,,0.1,sell,67934.19,BTC-22MAR24-60000-P,115.99,,0.0010881,0.001,3,1710978938415,292979768,1479
1.5,,,,1.5,sell,67935.26,BTC-29MAR24-69000-C,70.89,,0.03763931,0.0375,0,1710978932737,292979762,1035
0.2,,,,0.2,buy,67905.35,BTC-26APR24-88000-C,82.21,,0.02840098,0.0285,1,1710978907929,292979722,343
0.1,,,,0.1,buy,67870.46,BTC-5APR24-59000-P,75.86,,0.01255196,0.013,1,1710978884459,292979664,63
0.2,,,,0.2,sell,67815.93,BTC-28JUN24-48000-P,80.22,,0.03037182,0.0305,2,1710978862805,292979627,407
0.1,,,,0.1,sell,67892.92,BTC-21MAR24-64000-P,100.49,,0.00040466,0.0003,2,1710978802167,292979400,154
2.0,,,,2.0,sell,67862.65,BTC-23MAR24-60000-P,94.59,,0.00173666,0.0015,2,1710978749281,292979327,34
1.0,,,,1.0,sell,67798.22,BTC-27DEC24-40000-C,81.92,,0.52908148,0.5305,2,1710978733885,292979295,372
0.2,,,,0.2,buy,67806.59,BTC-26APR24-65000-P,76.04,,0.06462505,0.0645,0,1710978726304,292979276,1127
0.9,,,,0.9,sell,67853.56,BTC-21MAR24-68500-C,70.61,,0.0048475,0.0048,2,1710978724650,292979260,120
30.0,BLOCK-133202,2,BTC-PDIAG-23MAR24_21MAR24-58000_56000,30.0,buy,67876.57,BTC-21MAR24-56000-P,243.38,,1.197e-05,0.0001,3,1710978685084,292979199,195
30.0,BLOCK-133202,2,BTC-PDIAG-23MAR24_21MAR24-58000_56000,30.0,sell,67876.57,BTC-23MAR24-58000-P,105.19,,0.00101994,0.0009,2,1710978685084,292979200,16
0.5,,,,0.5,buy,67884.44,BTC-21MAR24-71500-C,89.14,,0.00030853,0.0003,3,1710978647191,292979122,71
0.1,,,,0.1,buy,67891.93,BTC-5APR24-62000-P,72.97,,0.02148741,0.0215,2,1710978627840,292979048,249
0.1,,,,0.1,sell,67891.87,BTC-5APR24-76000-C,71.26,,0.02181945,0.0215,1,1710978623631,292979036,234
2.0,,,,2.0,sell,67882.13,BTC-22MAR24-66500-P,73.19,,0.00956864,0.009,2,1710978614167,292979014,46
2.0,,,,2.0,sell,67882.13,BTC-22MAR24-56000-P,150.0,,0.00052761,0.0005,3,1710978613998,292978994,813
0.1,,,,0.1,buy,67868.53,BTC-29MAR24-85000-C,81.51,,0.00198945,0.002,0,1710978612020,292978983,3231
1.6,,,,1.6,buy,67818.92,BTC-26APR24-100000-C,87.91,,0.0142482,0.0145,0,1710978576034,292978779,1295
0.1,,,,0.1,buy,67720.91,BTC-29MAR24-80000-C,76.32,,0.00431665,0.0045,0,1710978529841,292978597,4718
0.1,,,,0.1,buy,67811.0,BTC-31MAY24-35000-P,89.58,,0.00399001,0.0042,3,1710978467351,292978411,213
