amount,block_trade_id,block_trade_leg_count,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
3.9,,,buy,30580.66,BTC-3JUL23-31750-C,45.84,0.00056918,0.001,3,1688265448338,260025197,39
0.1,,,buy,30586.47,BTC-3JUL23-32000-C,45.57,0.00039775,0.0005,3,1688265307145,260025173,70
0.1,,,buy,30574.58,BTC-25AUG23-45000-C,61.01,0.00671209,0.0065,0,1688264500370,260024817,206
0.3,,,sell,30556.35,BTC-2JUL23-30000-C,37.19,0.01843508,0.0185,3,1688264316375,260023883,73
0.1,,,buy,30570.08,BTC-21JUL23-39000-C,57.23,0.00194665,0.002,3,1688263921865,260023612,41
0.3,,,buy,30565.24,BTC-29SEP23-65000-C,70.45,0.00321378,0.003,3,1688263815774,260023580,246
1.0,,,buy,30585.28,BTC-21JUL23-37000-C,54.1,0.00347132,0.004,1,1688261021127,260022954,67
0.2,,,sell,30575.15,BTC-2JUL23-31000-C,37.48,0.00032031,0.0005,3,1688259457294,260022365,233
0.1,,,sell,30589.28,BTC-14JUL23-26000-P,48.49,0.00123098,0.001,2,1688259030652,260022218,92
0.3,,,sell,30571.21,BTC-2JUL23-30250-C,17.24,0.01137459,0.011,3,1688257964891,260021432,112
0.9,,,buy,30589.58,BTC-28JUN24-95000-C,66.93,0.02447646,0.024,1,1688257719434,260020804,6
2.0,,,buy,30585.23,BTC-7JUL23-27000-P,52.14,0.00071878,0.0005,3,1688256538467,260020011,345
