amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,buy,91314.85,BTC-26DEC25-118000-P,49.42,0.29043298,0.29,2,1764287979673,401237746,531
0.1,,,,,,0.1,sell,91316.18,BTC-28NOV25-118000-P,336.37,0.29228284,0.2925,0,1764287963448,401237738,1282
0.1,,,,,,0.1,buy,91285.96,BTC-26DEC25-116000-P,48.16,0.26956122,0.269,2,1764287892591,401237673,512
0.2,,,,,,0.2,sell,91286.03,BTC-28NOV25-91000-C,35.66,0.00570903,0.006,3,1764287878322,401237670,1193
0.1,,,,,,0.1,sell,91303.11,BTC-28NOV25-116000-P,226.08,0.2704923,0.2705,2,1764287819616,401237641,1717
1.0,,,,,,1.0,sell,91303.2,BTC-29NOV25-82000-P,72.82,0.00014156,0.0001,3,1764287814559,401237639,76
2.4,,,,,,2.4,sell,91303.2,BTC-28NOV25-88000-P,63.43,0.00017291,0.0002,1,1764287812004,401237638,916
0.1,,,,,,0.1,buy,91314.64,BTC-26DEC25-110000-C,47.45,0.00525156,0.0055,1,1764287799859,401237614,6461
0.1,,,,,,0.1,sell,91276.63,BTC-27MAR26-95000-P,47.56,0.12128065,0.121,0,1764287779959,401237602,2393
0.1,,,,,,0.1,sell,91276.63,BTC-5DEC25-91000-P,42.07,0.02232246,0.022,0,1764287779678,401237600,251
0.2,,,,,,0.2,sell,91301.55,BTC-28NOV25-90000-C,41.07,0.014977,0.015,2,1764287672657,401237484,2908
0.1,,,,,,0.1,sell,91309.79,BTC-5DEC25-88000-P,44.5,0.01074694,0.0105,2,1764287663895,401237479,558
0.5,,,,,,0.5,buy,91302.71,BTC-19DEC25-90000-C,47.78,0.05412475,0.0545,0,1764287620425,401237441,2
0.1,,,,,,0.1,buy,91301.33,BTC-30NOV25-91000-C,33.67,0.01249658,0.0125,2,1764287607829,401237436,79
0.1,,,,,,0.1,sell,91277.77,BTC-27MAR26-85000-P,49.3,0.06989352,0.07,0,1764287542430,401237355,2149
1.0,,,,,,1.0,buy,91289.04,BTC-19DEC25-115000-C,51.4,0.00180452,0.0018,3,1764287478607,401237298,15
0.1,,,,,,0.1,buy,91287.6,BTC-27FEB26-130000-C,48.0,0.01004136,0.01,3,1764287453201,401237273,23
0.1,,,,,,0.1,sell,91287.9,BTC-25SEP26-240000-C,54.97,0.01017442,0.01,3,1764287450764,401237270,168
0.1,,,,,,0.1,sell,91299.1,BTC-5DEC25-93000-C,41.97,0.01588369,0.016,2,1764287400328,401237246,673
0.1,,,,,,0.1,sell,91295.05,BTC-26DEC25-125000-C,55.58,0.00144851,0.0015,2,1764287324433,401237218,7399
0.1,,,,,,0.1,buy,91328.86,BTC-29NOV25-91000-P,35.72,0.00724233,0.007,3,1764287231159,401237101,65
0.1,,,,,,0.1,sell,91328.86,BTC-28NOV25-92000-C,35.79,0.00149144,0.0016,0,1764287231135,401237097,1380
0.1,,,,,,0.1,buy,91383.05,BTC-28NOV25-87000-P,71.9,9.746e-05,0.0001,3,1764287095525,401236864,604
0.1,,,,,,0.1,buy,91377.92,BTC-28NOV25-96000-C,72.07,4.831e-05,0.0001,3,1764287067888,401236831,2088
0.1,,,,,,0.1,buy,91356.99,BTC-26DEC25-92000-P,46.34,0.05364564,0.0535,2,1764286998878,401236771,557
0.3,,,,,,0.3,buy,91374.17,BTC-26DEC25-85000-P,49.68,0.02458634,0.0245,3,1764286920457,401236713,15319
1.0,,,,,,1.0,buy,91353.5,BTC-25SEP26-75000-P,52.76,0.08040244,0.081,2,1764286881793,401236667,36
0.1,,,,,,0.1,sell,91324.77,BTC-29NOV25-90000-P,37.25,0.00366579,0.0035,2,1764286745960,401236595,53
0.2,,,,,,0.2,sell,91223.63,BTC-28NOV25-91000-P,30.48,0.00293759,0.0027,1,1764286455156,401236173,666
0.2,,,,,,0.2,buy,91223.4,BTC-5DEC25-86000-P,48.14,0.0068931,0.007,0,1764286452822,401236143,352
0.1,,,,,,0.1,buy,91223.4,BTC-5DEC25-96000-C,41.32,0.00665886,0.0065,2,1764286452186,401236142,415
0.1,,,,,,0.1,buy,91216.88,BTC-5DEC25-70000-P,84.63,0.0004493,0.0005,1,1764286411949,401236106,259
1.1,,,,,,1.1,buy,91231.98,BTC-30JAN26-140000-C,52.07,0.00283702,0.0027,3,1764286402103,401236079,675
5.0,,,,,,5.0,sell,91277.03,BTC-30JAN26-150000-C,54.84,0.00187595,0.0017,3,1764286378478,401235969,282
1.0,,,,,,1.0,sell,91300.93,BTC-30JAN26-60000-P,63.78,0.00518657,0.0048,3,1764286328395,401235885,361
0.5,,,,,,0.5,sell,91325.65,BTC-29NOV25-93000-C,37.45,0.00274783,0.0028,2,1764286315656,401235854,60
0.2,,,,,,0.2,sell,91362.45,BTC-28NOV25-93000-C,41.42,0.00045758,0.0005,3,1764286266742,401235736,1167
0.2,,,,,,0.2,sell,91366.0,BTC-12DEC25-94000-C,45.53,0.02449664,0.0245,3,1764286202046,401235691,323
0.5,,,,,,0.5,sell,91407.76,BTC-29NOV25-94000-C,37.96,0.00139111,0.0013,0,1764286149819,401235626,93
