amount,block_trade_id,block_trade_leg_count,combo_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.0,,,,2.0,buy,58121.28,BTC-15SEP24-68000-C,74.98,7.022e-05,0.0001,2,1726185419306,317432926,2
2.0,,,,2.0,buy,58127.45,BTC-20SEP24-46000-P,81.56,0.00074965,0.0008,3,1726185396866,317432925,315
1.8,,,,1.8,buy,58119.76,BTC-27SEP24-36000-P,100.35,0.0002958,0.0004,3,1726185366520,317432910,419
1.6,,,,1.6,sell,58119.86,BTC-13SEP24-58000-P,32.62,0.00346404,0.003,2,1726185349018,317432909,895
0.1,,,,0.1,sell,58125.79,BTC-27DEC24-90000-C,64.65,0.02397127,0.024,3,1726185329923,317432908,2511
3.0,,,,3.0,buy,58128.32,BTC-8NOV24-80000-C,64.0,0.01541236,0.0155,1,1726185241503,317432766,888
1.0,,,,1.0,sell,58134.14,BTC-20SEP24-56000-C,50.2,0.05094994,0.0505,3,1726185183600,317432764,452
0.5,,,,0.5,sell,58143.34,BTC-15SEP24-63000-C,52.93,0.00045327,0.0005,1,1726185101041,317432743,26
7.4,,,,7.4,sell,58165.15,BTC-27SEP24-60000-C,49.94,0.02714665,0.027,1,1726185092710,317432726,3553
10.0,,,,10.0,sell,58177.31,BTC-27SEP24-59000-C,49.91,0.03431507,0.034,1,1726185013274,317432644,1464
0.1,,,,0.1,buy,58163.57,BTC-13SEP24-55500-P,77.06,0.00016176,0.0002,3,1726184994147,317432636,318
2.2,,,,2.2,sell,58140.77,BTC-13SEP24-54000-P,103.31,0.00014799,0.0001,3,1726184962030,317432573,1262
0.1,,,,0.1,sell,58138.37,BTC-4OCT24-68000-C,52.33,0.00779198,0.0075,3,1726184957782,317432572,133
0.5,,,,0.5,sell,58147.21,BTC-13SEP24-57000-C,41.69,0.02027232,0.02,0,1726184882474,317432569,1086
0.2,,,,0.2,sell,58140.52,BTC-25OCT24-56000-P,52.29,0.04942515,0.0495,2,1726184836826,317432556,644
0.3,,,,0.3,sell,58127.63,BTC-20SEP24-61000-C,49.04,0.01042136,0.0105,2,1726184819891,317432548,1086
1.0,,,,1.0,sell,58127.84,BTC-4OCT24-54000-P,52.16,0.02056065,0.02,2,1726184784269,317432543,82
2.0,,,,2.0,sell,58113.51,BTC-4OCT24-48000-P,61.51,0.00600569,0.006,1,1726184756878,317432515,14
1.0,,,,1.0,buy,58127.37,BTC-29NOV24-35000-P,71.56,0.0059884,0.006,3,1726184693068,317432499,282
0.5,,,,0.5,sell,58132.43,BTC-13SEP24-55000-C,90.81,0.05390905,0.054,1,1726184689655,317432496,257
1.0,,,,1.0,sell,58132.43,BTC-27SEP24-55000-C,52.63,0.0745181,0.0745,1,1726184689600,317432495,1103
0.1,,,,0.1,sell,58146.64,BTC-14SEP24-59500-C,42.47,0.0027784,0.0027,2,1726184682768,317432482,78
0.1,,,,0.1,sell,58174.64,BTC-4OCT24-56000-P,51.12,0.0307886,0.0305,2,1726184649426,317432471,346
0.1,,,,0.1,buy,58168.81,BTC-14SEP24-56500-C,46.94,0.03097216,0.031,1,1726184634646,317432470,13
0.1,,,,0.1,sell,58168.81,BTC-14SEP24-56500-P,46.72,0.00219348,0.0022,2,1726184634606,317432468,52
0.5,,,,0.5,sell,58161.93,BTC-15SEP24-54000-P,57.58,0.00094499,0.001,3,1726184562290,317432433,20
0.2,,,,0.2,sell,58162.65,BTC-27SEP24-62000-C,49.03,0.01673551,0.016,2,1726184555169,317432432,2173
0.5,,,,0.5,buy,58157.23,BTC-14SEP24-58500-C,41.61,0.00759932,0.0075,2,1726184518376,317432430,109
0.1,,,,0.1,sell,58150.61,BTC-4OCT24-62000-C,49.85,0.02486735,0.0245,3,1726184501871,317432408,254
0.3,,,,0.3,sell,58151.76,BTC-27SEP24-63000-C,49.63,0.01289392,0.0125,3,1726184489429,317432407,1612
0.3,,,,0.3,sell,58151.47,BTC-27SEP24-53000-P,54.06,0.01099344,0.0105,3,1726184487588,317432406,2135
0.1,,,,0.1,buy,58127.58,BTC-27DEC24-39000-C,64.54,0.35905516,0.359,1,1726184291127,317432379,42
0.5,,,,0.5,buy,58127.43,BTC-4OCT24-64000-C,50.44,0.01648408,0.0165,1,1726184290501,317432375,76
1.6,,,,1.6,buy,58124.33,BTC-15SEP24-51000-P,75.19,0.00027981,0.0003,3,1726184259183,317432363,13
0.9,,,,0.9,sell,58102.96,BTC-20SEP24-55000-P,52.54,0.00963419,0.0095,3,1726184114091,317432341,587
1.0,,,,1.0,buy,58090.66,BTC-20SEP24-58000-P,49.91,0.0268378,0.027,0,1726184079434,317432329,382
0.1,,,,0.1,buy,58103.49,BTC-4OCT24-66000-C,51.2,0.01118459,0.011,0,1726183836502,317432307,8
0.1,,,,0.1,buy,58069.42,BTC-20SEP24-58000-C,50.21,0.02921121,0.0295,0,1726183748549,317432277,561
1.0,,,,1.0,sell,58067.23,BTC-14SEP24-62000-C,53.97,0.00033196,0.0003,2,1726183297722,317432168,67
0.1,,,,0.1,buy,58074.79,BTC-27SEP24-65000-C,51.09,0.00751077,0.0075,1,1726183259820,317432165,5387
0.1,,,,0.1,buy,58080.56,BTC-28MAR25-220000-C,82.26,0.00597668,0.0065,0,1726183234618,317432162,401
0.1,,,,0.1,sell,58078.13,BTC-25OCT24-44000-P,62.11,0.00763148,0.0075,3,1726183131250,317432145,151
1.0,,,,1.0,sell,58140.39,BTC-14SEP24-61000-C,51.33,0.00079888,0.0009,0,1726182655820,317431831,39
1.0,,,,1.0,sell,58152.33,BTC-4OCT24-55000-C,52.06,0.08309173,0.083,0,1726182526137,317431797,43
0.1,,,,0.1,sell,58160.37,BTC-20SEP24-64000-C,50.21,0.00344578,0.0032,3,1726182521386,317431796,506
121.8,BLOCK-157535,1,,121.8,buy,58125.1,BTC-15SEP24-52000-P,74.54,0.00068548,0.0007,1,1726182299015,317431721,57
0.5,,,,0.5,buy,58142.13,BTC-15SEP24-58000-P,39.83,0.01146021,0.0115,3,1726182255411,317431689,33
0.4,,,,0.4,sell,58141.08,BTC-14SEP24-60000-C,44.31,0.00195527,0.0017,0,1726182242550,317431687,80
0.1,,,,0.1,buy,58160.0,BTC-20SEP24-55000-C,52.41,0.06467925,0.0645,0,1726182154049,317431671,435
325.0,BLOCK-157534,2,BTC-CCAL-15SEP24_13SEP24-56500,325.0,buy,58132.02,BTC-13SEP24-56500-C,62.79,0.0284602,0.0288,2,1726181905845,317431495,179
325.0,BLOCK-157534,2,BTC-CCAL-15SEP24_13SEP24-56500,325.0,sell,58132.02,BTC-15SEP24-56500-C,41.31,0.03215462,0.0319,1,1726181905845,317431496,1
0.1,,,,0.1,buy,58151.3,BTC-13SEP24-57000-P,46.07,0.00066201,0.0006,1,1726181869846,317431455,1072
0.1,,,,0.1,sell,58122.06,BTC-4OCT24-50000-P,58.18,0.0088697,0.009,1,1726181665607,317431364,64
0.6,,,,0.6,buy,58103.08,BTC-25OCT24-79000-C,59.01,0.00683873,0.007,1,1726181566445,317431316,173
30.0,BLOCK-157533,2,BTC-PCAL-20SEP24_13SEP24-61000,30.0,sell,58197.02,BTC-20SEP24-61000-P,48.7,0.05813406,0.0579,0,1726181285150,317431098,30
30.0,BLOCK-157533,2,BTC-PCAL-20SEP24_13SEP24-61000,30.0,buy,58198.18,BTC-13SEP24-61000-P,77.24,0.04852345,0.0487,2,1726181285150,317431097,234
0.2,,,,0.2,buy,58244.08,BTC-20SEP24-59000-C,50.33,0.02233625,0.023,0,1726181242330,317431047,481
0.1,,,,0.1,buy,58230.84,BTC-4OCT24-52000-P,54.93,0.01321358,0.013,2,1726181240837,317431039,17
5.0,,,,5.0,buy,58249.66,BTC-20SEP24-72000-C,65.06,0.00041588,0.0004,3,1726181230372,317430961,141
20.0,BLOCK-157532,2,BTC-PCAL-20SEP24_13SEP24-62000,20.0,buy,58234.16,BTC-13SEP24-62000-P,81.94,0.06478613,0.0649,2,1726181187689,317430852,578
20.0,BLOCK-157532,2,BTC-PCAL-20SEP24_13SEP24-62000,20.0,sell,58234.16,BTC-20SEP24-62000-P,48.27,0.07122691,0.0708,2,1726181187689,317430853,11
20.0,BLOCK-157531,2,BTC-PCAL-20SEP24_13SEP24-63000,20.0,sell,58234.32,BTC-20SEP24-63000-P,50.49,0.08610025,0.0861,2,1726181108811,317430641,16
20.0,BLOCK-157531,2,BTC-PCAL-20SEP24_13SEP24-63000,20.0,buy,58234.32,BTC-13SEP24-63000-P,131.99,0.08202371,0.0826,2,1726181108811,317430642,75
0.7,,,,0.7,sell,58219.76,BTC-27SEP24-85000-C,74.16,0.00039785,0.0003,2,1726181025114,317430511,4527
1.0,,,,1.0,sell,58227.09,BTC-15SEP24-57000-C,41.37,0.02651793,0.0265,0,1726180994770,317430493,3
0.1,,,,0.1,sell,58187.87,BTC-13SEP24-58500-P,32.58,0.00809754,0.0075,2,1726180972515,317430476,53
0.1,,,,0.1,sell,58186.08,BTC-20SEP24-50000-P,66.72,0.00196672,0.002,2,1726180849228,317430264,414
0.9,,,,0.9,buy,58147.19,BTC-20SEP24-56000-P,51.2,0.01351541,0.0135,2,1726180782138,317430180,588
1.3,,,,1.3,buy,58194.49,BTC-27JUN25-90000-C,65.81,0.10947213,0.1095,3,1726180635476,317430060,176
0.1,,,,0.1,sell,58163.18,BTC-14SEP24-57000-P,46.49,0.00376505,0.004,1,1726180547478,317429852,74
0.1,,,,0.1,buy,58125.5,BTC-4OCT24-61000-C,50.12,0.03029203,0.03,1,1726180496055,317429752,141
2.6,,,,2.6,buy,58095.16,BTC-15SEP24-59000-C,39.04,0.00679455,0.0065,3,1726180351018,317429624,28
1.0,,,,1.0,buy,58088.05,BTC-14SEP24-58000-C,43.34,0.01159637,0.0115,2,1726180347835,317429598,166
0.1,,,,0.1,buy,58019.76,BTC-27SEP24-49000-P,63.0,0.00428181,0.0045,0,1726180284304,317429521,1485
0.3,,,,0.3,sell,58050.72,BTC-13SEP24-56000-P,61.28,0.00032012,0.0003,3,1726180231058,317429443,1148
0.2,,,,0.2,sell,58050.71,BTC-13SEP24-61000-C,67.33,8.18e-05,0.0001,3,1726180205875,317429442,1275
0.5,,,,0.5,sell,58064.54,BTC-13SEP24-58000-C,37.97,0.00545342,0.0055,0,1726180093948,317429417,1358
0.2,,,,0.2,sell,58066.54,BTC-20SEP24-53000-P,56.12,0.00505495,0.0047,2,1726180029675,317429387,334
0.1,,,,0.1,sell,58069.88,BTC-13SEP24-58500-C,39.23,0.0021904,0.0023,1,1726179976235,317429357,289
0.2,,,,0.2,buy,58037.25,BTC-20SEP24-62000-C,49.49,0.00713299,0.007,0,1726179738461,317429301,755
0.1,,,,0.1,buy,58024.07,BTC-27SEP24-44000-P,73.9,0.00137245,0.0014,2,1726179541728,317429225,920
0.2,,,,0.2,buy,57995.4,BTC-14SEP24-55500-C,52.3,0.04449455,0.0445,1,1726179520006,317429203,6
0.1,,,,0.1,sell,57995.4,BTC-25OCT24-40000-P,68.8,0.00415732,0.0043,0,1726179519490,317429202,343
0.1,,,,0.1,buy,57995.4,BTC-27SEP24-43000-P,77.0,0.00113168,0.0012,3,1726179519427,317429201,738
0.1,,,,0.1,buy,57985.43,BTC-27SEP24-42000-P,79.83,0.00093582,0.001,3,1726179462680,317429172,795
0.1,,,,0.1,buy,57981.85,BTC-27SEP24-40000-P,85.73,0.00066396,0.0007,3,1726179431109,317429166,1457
0.6,,,,0.6,sell,57957.0,BTC-27JUN25-85000-P,65.77,0.4980829,0.4975,0,1726179350246,317429123,3
0.5,,,,0.5,sell,57942.29,BTC-13SEP24-54500-C,86.23,0.05949963,0.0595,2,1726179250397,317429043,37
10.2,,,,10.2,buy,57943.14,BTC-27SEP24-52000-P,57.41,0.00902249,0.0095,2,1726178936285,317428932,2379
0.1,,,,0.1,buy,57994.25,BTC-27SEP24-48000-P,64.73,0.00330515,0.0035,0,1726178845135,317428850,1815
0.1,,,,0.1,sell,57994.31,BTC-29NOV24-62000-C,59.66,0.08777305,0.088,3,1726178841204,317428849,75
0.1,,,,0.1,sell,58014.83,BTC-27SEP24-46000-C,70.38,0.21125323,0.2115,2,1726178818556,317428826,105
0.2,,,,0.2,buy,57985.41,BTC-27SEP24-70000-C,56.47,0.00256043,0.0025,0,1726178770939,317428755,6872
0.1,,,,0.1,buy,57930.53,BTC-14SEP24-56000-P,51.3,0.00210203,0.0023,0,1726178500430,317428450,70
1.0,,,,1.0,buy,57931.13,BTC-27DEC24-150000-C,78.14,0.00329531,0.0031,2,1726178495657,317428448,1271
0.2,,,,0.2,sell,57936.49,BTC-27SEP24-50000-P,59.92,0.00547013,0.0055,1,1726178469035,317428383,3663
0.1,,,,0.1,sell,57926.04,BTC-13SEP24-59000-C,41.01,0.00074945,0.0006,2,1726178418429,317428272,1429
0.2,,,,0.2,buy,57929.11,BTC-14SEP24-58500-P,43.69,0.01645153,0.0165,3,1726178025815,317427879,18
0.1,,,,0.1,buy,57968.03,BTC-14SEP24-58000-P,43.22,0.01107587,0.011,2,1726177965924,317427813,51
0.5,,,,0.5,sell,57969.94,BTC-15SEP24-56000-P,43.56,0.00322604,0.003,0,1726177936298,317427756,14
