amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
5.8,,,,buy,29911.78,BTC-9JUL23-28500-P,51.2,0.00221338,0.0023,0,1688687998351,260448328,42
0.3,,,,sell,29914.09,BTC-7JUL23-28500-P,84.98,0.00042306,0.0003,3,1688687992939,260448325,949
1.0,,,,buy,29920.78,BTC-7JUL23-28000-P,116.34,0.00013223,0.0004,0,1688687975625,260448313,1074
0.9,,,,buy,29907.01,BTC-7JUL23-27500-P,135.55,3.016e-05,0.0003,1,1688687965044,260448259,678
0.1,,,,sell,29907.56,BTC-9JUL23-30500-C,38.43,0.00513654,0.005,2,1688687963713,260448257,39
1.0,,,,buy,29908.48,BTC-7JUL23-30750-C,62.88,0.00051007,0.0006,1,1688687962501,260448256,144
0.1,,,,buy,29912.27,BTC-28JUL23-29000-P,43.85,0.0262533,0.0265,1,1688687947865,260448243,1192
1.0,,,,sell,29919.96,BTC-28JUL23-30000-C,43.82,0.04285229,0.043,3,1688687943302,260448230,2759
2.4,,,,sell,29922.37,BTC-29DEC23-24000-P,53.58,0.04894478,0.049,0,1688687910461,260448183,289
0.2,,,,sell,29917.47,BTC-8JUL23-29750-P,41.33,0.0077189,0.0075,1,1688687902503,260448176,134
6.0,,,,buy,29912.41,BTC-9JUL23-27500-P,63.69,0.00097382,0.001,0,1688687901697,260448173,7
1.0,,,,sell,29913.47,BTC-21JUL23-30000-C,41.93,0.03322993,0.033,2,1688687884218,260448156,107
0.2,,,,sell,29902.12,BTC-8JUL23-31000-C,47.6,0.00152159,0.0015,3,1688687879281,260448135,135
2.0,,,,buy,29898.91,BTC-8JUL23-29500-P,45.35,0.00529638,0.0055,0,1688687871396,260448127,112
2.5,,,,sell,29921.78,BTC-25AUG23-34000-C,48.8,0.0294495,0.029,2,1688687850669,260448048,1100
0.8,,,,sell,29928.08,BTC-8JUL23-30500-C,43.51,0.00387378,0.0037,2,1688687828770,260447991,153
1.0,,,,sell,29928.08,BTC-25AUG23-31000-C,46.79,0.0569023,0.057,3,1688687828363,260447981,1121
0.1,,,,sell,29949.11,BTC-8JUL23-30750-C,44.15,0.00268316,0.0024,3,1688687793341,260447895,95
