amount,block_trade_id,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
8.1,,,buy,26476.96,BTC-26MAY23-26500-P,31.14,0.0044971,0.004,3,1685059171921,255913682,648
3.1,,,sell,26477.8,BTC-16JUN23-28500-C,43.25,0.01541374,0.0155,1,1685059147184,255913675,14
1.0,,,buy,26477.8,BTC-16JUN23-28000-C,42.94,0.01957751,0.02,0,1685059147148,255913674,5
2.9,,,sell,26477.8,BTC-2JUN23-28500-C,44.66,0.0039844,0.004,2,1685059147090,255913673,352
0.7,,,sell,26477.11,BTC-30JUN23-28000-C,42.95,0.03123794,0.031,3,1685059135507,255913668,2421
1.0,,,sell,26476.94,BTC-28MAY23-26000-P,36.09,0.00472486,0.0045,3,1685059127659,255913667,23
0.1,,,buy,26476.32,BTC-2JUN23-26500-C,40.37,0.02239104,0.0225,2,1685059118941,255913665,318
0.1,,,buy,26476.32,BTC-2JUN23-26000-C,41.53,0.03365475,0.0335,3,1685059118940,255913663,159
0.5,,,buy,26477.01,BTC-30JUN23-38000-C,60.99,0.00241622,0.0025,1,1685059039919,255913659,844
0.1,,,sell,26476.04,BTC-2JUN23-32000-C,61.38,0.00042427,0.0005,3,1685059001784,255913655,179
1.2,,,buy,26476.93,BTC-2JUN23-27500-C,40.55,0.00923994,0.009,3,1685058911336,255913639,962
1.0,,,sell,26475.35,BTC-30JUN23-18000-P,71.29,0.0032494,0.003,3,1685058780471,255913602,1143
1.0,,,sell,26471.83,BTC-2JUN23-29500-C,46.67,0.00172026,0.0015,2,1685058525564,255913533,498
0.1,,,buy,26470.55,BTC-30JUN23-29000-C,43.68,0.02168593,0.0215,2,1685058490927,255913530,2288
0.4,,,sell,26477.72,BTC-26MAY23-26000-P,43.98,0.00071886,0.0005,3,1685058415915,255913517,3164
0.2,,,sell,26484.98,BTC-27MAY23-26500-C,35.34,0.00831677,0.0085,3,1685058404618,255913509,135
0.2,,,sell,26475.2,BTC-26MAY23-26250-P,32.34,0.00144769,0.001,3,1685058208388,255913455,448
0.1,,,sell,26474.45,BTC-27MAY23-25000-P,53.91,0.00073659,0.0005,3,1685058202955,255913454,71
1.0,,,buy,26482.12,BTC-9JUN23-21000-P,67.55,0.0019787,0.002,2,1685058023771,255913405,59
1.0,,,buy,26480.39,BTC-26MAY23-26500-C,37.84,0.00428696,0.0045,3,1685057830585,255913312,495
0.1,,,buy,26476.02,BTC-28MAY23-26250-C,32.85,0.01601724,0.0155,3,1685057733547,255913293,23
0.5,,,sell,26482.75,BTC-2JUN23-27000-C,41.0,0.01487191,0.015,1,1685057580254,255913112,2119
1.0,,,sell,26486.1,BTC-26MAY23-27000-C,43.27,0.0006617,0.0005,3,1685057573968,255913108,2620
1.0,,,sell,26497.5,BTC-9JUN23-26500-C,39.59,0.03184395,0.0315,3,1685057344119,255912970,470
1.0,,,buy,26494.54,BTC-26MAY23-27000-P,42.55,0.01919021,0.019,2,1685057261326,255912930,3060
0.5,,,buy,26507.56,BTC-9JUN23-31000-C,49.44,0.00225926,0.0025,3,1685057081735,255912831,344
0.5,,,buy,26496.54,BTC-26MAY23-27500-C,71.54,0.00035211,0.0005,3,1685056699894,255912531,828
1.0,,,sell,26495.59,BTC-27MAY23-26500-P,35.39,0.00842449,0.0085,2,1685056682726,255912516,43
1.1,,,sell,26495.54,BTC-28MAY23-25750-P,39.09,0.003094,0.003,2,1685056681930,255912515,18
1.0,,,sell,26506.8,BTC-27MAY23-26750-C,33.27,0.00482243,0.0045,1,1685056651874,255912482,72
