amount,block_rfq_id,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,,0.1,sell,68222.51,BTC-10APR26-58000-P,68.36,,0.00302791,0.003,3,1775001595382,423090943,169
0.2,,,,,,0.2,buy,68231.92,BTC-1APR26-68000-C,42.07,,0.00691553,0.007,2,1775001580387,423090936,205
0.2,,,,,,0.2,buy,68241.61,BTC-2APR26-69500-C,48.24,,0.0045294,0.0048,2,1775001555013,423090923,44
0.1,,,,,,0.1,sell,68237.88,BTC-24APR26-75000-C,47.21,,0.01539101,0.0155,1,1775001536974,423090921,1933
0.1,,,,,,0.1,sell,68251.7,BTC-25SEP26-45000-P,61.31,,0.02792343,0.028,3,1775001515819,423090912,509
0.1,,,,,,0.1,sell,68208.04,BTC-26JUN26-68000-C,49.45,,0.09953865,0.0995,1,1775001468558,423090837,589
0.3,,,,,,0.3,sell,68221.44,BTC-17APR26-74000-C,47.37,,0.01258443,0.0125,1,1775001390441,423090822,207
0.1,,,,,,0.1,sell,68240.5,BTC-25SEP26-78000-C,48.8,,0.08842443,0.0885,1,1775001251960,423090788,903
7.0,,,,,,7.0,buy,68261.44,BTC-4APR26-67500-P,50.88,,0.01383542,0.014,2,1775001245684,423090777,3
0.1,,,,,,0.1,sell,68264.81,BTC-25SEP26-40000-P,65.35,,0.01903273,0.019,3,1775001226092,423090734,1090
0.1,,,,,,0.1,buy,68245.26,BTC-26JUN26-90000-C,46.07,,0.01404177,0.014,1,1775001219742,423090720,5389
0.6,,,,,,0.6,buy,68245.26,BTC-26JUN26-70000-C,48.76,,0.08529889,0.0855,0,1775001219421,423090718,2150
0.1,,,,,,0.1,sell,68228.3,BTC-25SEP26-65000-P,51.58,,0.11055425,0.1105,2,1775001218773,423090710,905
0.1,,,,,,0.1,buy,68228.3,BTC-26JUN26-82000-C,46.08,,0.02953991,0.0295,0,1775001218341,423090685,516
0.1,,,,,,0.1,sell,68213.82,BTC-1APR26-68500-C,39.35,,0.00321685,0.003,2,1775001195215,423090669,170
0.1,,,,,,0.1,buy,68216.54,BTC-10APR26-62000-P,61.19,,0.00750176,0.008,0,1775001173466,423090667,337
0.1,,,,,,0.1,sell,68214.88,BTC-1APR26-67000-C,45.9,,0.0185133,0.0185,2,1775001153003,423090656,110
3.8,,,,,,3.8,sell,68231.25,BTC-1APR26-70000-C,46.29,,0.00018563,0.0002,3,1775001061791,423090642,176
0.1,,,,,,0.1,sell,68233.05,BTC-4APR26-65000-P,55.45,,0.00524041,0.005,2,1775001060550,423090635,16
