amount,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,buy,35140.96,BTC-29MAR24-90000-C,83.45,,0.01315994,0.014,0,1699204887694,269960823,172
1.2,sell,35134.98,BTC-29DEC23-37000-C,60.63,,0.07728317,0.078,1,1699204886893,269960820,1595
0.3,sell,35171.8,BTC-29DEC23-23000-P,71.88,,0.00513814,0.005,0,1699204673754,269960512,1837
2.0,buy,35259.31,BTC-29MAR24-80000-C,80.12,,0.01858922,0.019,0,1699204448118,269959804,210
0.1,buy,35278.47,BTC-26JAN24-41000-C,64.89,,0.07334028,0.0735,0,1699204444382,269959733,45
0.7,buy,35169.54,BTC-29DEC23-36000-P,59.21,,0.09279466,0.093,2,1699204250245,269957855,260
0.2,sell,35193.68,BTC-24NOV23-36000-P,54.51,,0.0566028,0.0565,3,1699204241533,269957821,294
1.0,buy,35152.98,BTC-28JUN24-70000-C,73.09,,0.0548186,0.0555,0,1699204234148,269957535,251
0.4,buy,35128.24,BTC-17NOV23-38500-C,59.29,,0.01292942,0.013,0,1699204228068,269957429,40
3.6,sell,35128.24,BTC-10NOV23-28500-P,90.04,,0.00062115,0.0006,0,1699204227385,269957337,301
0.1,buy,35059.5,BTC-29DEC23-60000-C,78.15,,0.00654147,0.0065,1,1699204173419,269956692,1890
0.7,buy,34985.56,BTC-29DEC23-75000-C,89.88,,0.00249256,0.0027,1,1699203935207,269955391,470
0.5,buy,34988.49,BTC-29DEC23-43000-C,64.65,,0.03481323,0.035,0,1699203814865,269955299,253
0.1,buy,34984.13,BTC-29DEC23-65000-C,82.04,,0.0044198,0.0045,3,1699203566076,269955040,887
0.1,sell,34981.05,BTC-8NOV23-31500-P,66.28,,0.00063886,0.0006,0,1699203548534,269955008,5
0.1,sell,34982.84,BTC-27SEP24-30000-C,60.36,,0.31614766,0.316,0,1699203519720,269954988,81
1.3,sell,34983.63,BTC-29DEC23-12000-P,107.43,,0.00041852,0.0003,3,1699203509131,269954987,244
0.5,sell,34983.86,BTC-29DEC23-13000-P,103.05,,0.00056611,0.0004,2,1699203504037,269954974,208
3.0,sell,34977.2,BTC-26JAN24-39000-C,63.08,,0.08415005,0.0845,0,1699203493225,269954956,85
1.0,sell,34977.18,BTC-29MAR24-45000-C,66.56,,0.08828847,0.0895,3,1699203491940,269954951,1711
0.1,buy,34974.99,BTC-26JAN24-34000-C,60.13,,0.13743487,0.1375,3,1699203078564,269954282,81
0.1,sell,34973.81,BTC-26JAN24-34000-P,59.27,,0.0865191,0.085,3,1699203022333,269954264,80
1.0,buy,34977.24,BTC-17NOV23-50000-C,80.44,,0.00037988,0.0004,2,1699202865152,269954192,81
5.0,buy,34977.5,BTC-29MAR24-43000-C,65.63,,0.09920795,0.101,0,1699202863710,269954138,12
0.4,buy,34976.21,BTC-27SEP24-31000-P,60.82,,0.1301825,0.132,0,1699202838720,269954135,13
1.2,sell,34974.24,BTC-17NOV23-43000-C,67.35,,0.00279759,0.0026,2,1699202706003,269954110,153
0.1,sell,34979.29,BTC-8NOV23-32500-P,52.24,,0.00091741,0.0008,2,1699202621828,269954051,10
1.0,buy,34975.86,BTC-29MAR24-120000-C,89.43,,0.0040621,0.006,0,1699202556643,269953929,324
1.2,buy,34975.86,BTC-27SEP24-140000-C,81.46,,0.02020278,0.025,1,1699202556303,269953926,62
1.7,buy,34976.13,BTC-24NOV23-25000-P,81.25,,0.00201276,0.0018,3,1699202479646,269953875,2375
3.5,sell,34975.26,BTC-24NOV23-23000-P,90.73,,0.00127324,0.0011,3,1699202462549,269953873,1253
2.4,sell,34945.68,BTC-24NOV23-27000-P,72.92,,0.00294382,0.0032,1,1699200972976,269953285,2311
9.6,buy,34943.26,BTC-24NOV23-28000-P,67.54,,0.00368092,0.0039,0,1699200950204,269953282,1818
0.1,buy,34944.36,BTC-26JAN24-58000-C,75.19,,0.01806402,0.018,2,1699200671638,269953087,17
1.2,buy,34940.91,BTC-26JAN24-42000-P,64.9,,0.23796732,0.237,3,1699200587635,269953067,6
10.0,sell,34894.67,BTC-17NOV23-55000-C,86.37,,0.00014324,0.0001,2,1699199521076,269951933,47
1.0,sell,34940.27,BTC-29MAR24-10000-P,95.86,,0.00180667,0.0018,2,1699198393859,269951165,350
1.0,buy,34898.35,BTC-29DEC23-20000-P,79.4,,0.00234051,0.0026,0,1699197605883,269950822,2158
0.1,sell,34883.85,BTC-29DEC23-70000-C,84.28,,0.00312016,0.0029,2,1699197530982,269950707,554
0.2,buy,34897.78,BTC-17NOV23-27000-P,73.37,,0.00084869,0.001,2,1699197367964,269950675,46
0.5,buy,34911.83,BTC-26JAN24-33000-P,59.73,,0.07401007,0.074,2,1699197076305,269950549,108
1.0,buy,34905.31,BTC-26JAN24-52000-C,71.72,,0.02717692,0.0275,2,1699197058745,269950543,53
0.2,sell,34918.15,BTC-10NOV23-47000-C,93.45,,0.00012575,0.0001,3,1699196919399,269950457,51
3.6,buy,34910.61,BTC-26JAN24-22000-P,68.63,,0.00723684,0.0075,2,1699196663372,269950136,20
0.1,sell,34937.98,BTC-8NOV23-42000-C,80.5,,0.00023247,0.0001,2,1699196335981,269949998,2
0.9,buy,34943.97,BTC-27SEP24-15000-P,70.51,,0.01416686,0.016,1,1699194959325,269949128,65
1.0,buy,34951.18,BTC-26JAN24-44000-C,66.04,,0.05254054,0.0525,2,1699194696938,269949005,73
0.3,sell,34913.73,BTC-24NOV23-20000-P,106.94,,0.00064631,0.0006,2,1699194362239,269948679,648
5.7,sell,34850.62,BTC-29DEC23-42000-C,63.39,,0.03826924,0.038,2,1699193590308,269947670,318
7.0,sell,34894.29,BTC-24NOV23-55000-C,87.02,,0.00098365,0.001,2,1699193516339,269947411,146
0.1,buy,34911.5,BTC-28JUN24-24000-C,62.66,,0.39034665,0.391,2,1699193067320,269946885,28
2.0,sell,34817.92,BTC-8NOV23-39000-C,70.6,,0.00086626,0.0009,2,1699192763446,269946137,11
2.1,buy,34864.36,BTC-29DEC23-19000-P,79.86,,0.00171605,0.0017,0,1699192755798,269945990,1005
3.2,sell,34963.6,BTC-8NOV23-40000-C,76.46,,0.00061778,0.0006,3,1699192598944,269944807,7
0.1,sell,34966.44,BTC-28JUN24-25000-C,62.54,,0.3720448,0.3725,2,1699192598478,269944796,81
1.7,sell,34994.7,BTC-29DEC23-14000-P,98.25,,0.00067072,0.0005,3,1699192570365,269944544,279
0.1,sell,35015.93,BTC-27SEP24-25000-C,61.04,,0.39809053,0.3985,3,1699192530569,269944318,3
1.0,buy,35079.89,BTC-6NOV23-32000-C,97.98,,0.08820269,0.0885,2,1699190828880,269943436,2
0.8,sell,35084.75,BTC-17NOV23-33500-C,49.89,,0.06489365,0.0655,0,1699190667592,269943205,35
0.5,buy,35136.56,BTC-24NOV23-30000-C,57.12,,0.15984849,0.159,0,1699189622582,269942655,2957
0.9,buy,35122.45,BTC-28JUN24-55000-C,67.29,,0.08954923,0.087,2,1699189265390,269942551,553
0.9,sell,35172.8,BTC-26JAN24-48000-C,69.29,,0.03926639,0.0395,0,1699188201392,269942026,50
0.5,sell,35150.75,BTC-8NOV23-39500-C,71.99,,0.00087418,0.0009,0,1699187151365,269941407,4
1.6,sell,35088.67,BTC-6NOV23-38500-C,80.42,,5.049e-05,0.0001,3,1699186876886,269940934,91
2.0,sell,35171.03,BTC-29DEC23-37000-P,59.83,,0.10982357,0.1105,3,1699186008926,269940066,126
1.0,sell,35110.71,BTC-29DEC23-22000-P,72.24,,0.00359949,0.0035,2,1699185588926,269939646,1706
8.0,buy,35094.67,BTC-29DEC23-15000-C,0.0,,0.58114684,0.58,0,1699185022857,269939255,96
0.1,sell,35158.69,BTC-29DEC23-5000-P,172.49,,9.634e-05,0.0001,3,1699183808600,269938740,403
1.0,sell,35138.98,BTC-10NOV23-44000-C,86.53,,0.00044814,0.0005,1,1699183271577,269938411,161
0.1,buy,35123.63,BTC-27SEP24-24000-P,60.7,,0.0563998,0.056,0,1699180540627,269937126,52
0.1,buy,35088.56,BTC-26JAN24-32000-P,60.66,,0.06054691,0.062,2,1699180071415,269936902,70
0.1,sell,35076.91,BTC-26JAN24-36000-P,60.01,,0.11610963,0.1145,2,1699179467629,269936570,44
0.1,buy,35075.01,BTC-26JAN24-36000-C,62.23,,0.11346032,0.116,2,1699179453540,269936537,114
0.1,buy,35069.39,BTC-28JUN24-39000-P,61.64,,0.23212191,0.231,2,1699179430715,269936518,22
1.2,sell,35148.05,BTC-24NOV23-22000-P,96.3,,0.00101543,0.0009,3,1699177686080,269935573,1014
3.3,sell,35135.89,BTC-29DEC23-34000-C,57.96,,0.11348214,0.1135,0,1699177126488,269935331,2572
0.2,buy,35109.16,BTC-17NOV23-28000-P,69.2,,0.00125017,0.0014,2,1699176304556,269934492,83
0.5,buy,35114.41,BTC-26JAN24-56000-C,73.71,,0.02150055,0.021,2,1699176210154,269934336,16
0.1,buy,35122.79,BTC-17NOV23-46000-C,75.77,,0.00142053,0.0016,2,1699176093015,269934293,107
1.0,sell,35064.17,BTC-24NOV23-32000-C,48.81,,0.10899943,0.106,1,1699175003383,269932829,2972
1.0,buy,35063.18,BTC-29MAR24-30000-P,63.83,,0.07035989,0.074,1,1699174636818,269932651,436
3.5,sell,35077.62,BTC-17NOV23-21000-P,113.71,,0.00037982,0.0003,2,1699173990064,269932222,3
0.1,sell,35088.99,BTC-17NOV23-24000-P,94.67,,0.0006094,0.0006,3,1699173933805,269932076,10
5.6,buy,35098.8,BTC-24NOV23-60000-C,93.53,,0.00065265,0.0006,3,1699173912162,269932053,144
1.0,buy,35115.92,BTC-6NOV23-33000-C,55.8,,0.06124716,0.061,2,1699173518296,269931602,2
0.1,sell,35134.72,BTC-6NOV23-38000-C,63.4,,0.0002313,0.0001,3,1699173418275,269931500,57
0.1,sell,35158.44,BTC-6NOV23-35500-P,36.65,,0.0140368,0.013,3,1699172586809,269930673,19
0.4,sell,35162.18,BTC-28JUN24-35000-C,62.01,,0.2187339,0.22,0,1699171889340,269930090,431
0.1,buy,35170.89,BTC-10NOV23-36000-P,50.7,,0.03565087,0.0355,3,1699171855839,269929978,156
0.4,sell,35175.33,BTC-28JUN24-33000-C,61.5,,0.24661336,0.244,2,1699171786160,269929885,209
0.1,buy,35189.93,BTC-26JAN24-35000-P,60.22,,0.09828958,0.098,0,1699171742399,269929842,66
1.2,sell,35178.11,BTC-7NOV23-40500-C,74.0,,0.00022117,0.0001,3,1699171363156,269929269,3
2.1,sell,35181.06,BTC-6NOV23-39000-C,79.68,,7.293e-05,0.0001,3,1699171292560,269929131,26
0.1,buy,35195.31,BTC-28JUN24-30000-C,61.0,,0.28643738,0.286,1,1699171224422,269928951,647
0.1,buy,35191.55,BTC-5NOV23-35250-C,115.03,,0.0,0.0001,3,1699171102852,269928755,459
0.5,buy,35149.14,BTC-29DEC23-38000-P,60.51,,0.13017478,0.1295,3,1699170605752,269927957,73
2.0,sell,35149.79,BTC-24NOV23-31000-C,58.51,M,0.13478698,0.136,0,1699170354476,269927765,2259
0.2,sell,35128.77,BTC-26JAN24-37000-C,62.66,,0.10465207,0.106,0,1699169949729,269927252,121
0.1,buy,35141.91,BTC-28JUN24-29000-C,61.02,,0.30225041,0.301,0,1699169629814,269927028,272
0.5,sell,35151.46,BTC-5NOV23-35000-P,39.77,,4.657e-05,0.0001,3,1699169393429,269926942,330
4.5,buy,35089.48,BTC-28JUN24-37000-C,61.32,,0.19505356,0.194,0,1699168092619,269926270,224
2.8,sell,35083.63,BTC-28JUN24-28000-C,62.34,,0.31853212,0.32,0,1699168006745,269926185,278
0.3,sell,35115.25,BTC-27SEP24-45000-C,62.02,,0.16921799,0.166,0,1699166164664,269925550,141
1.0,sell,35118.74,BTC-5NOV23-35500-C,47.77,,0.00020159,0.0001,3,1699165987871,269925445,202
0.1,sell,35124.74,BTC-5NOV23-34750-P,54.89,,2.988e-05,0.0002,1,1699165936293,269925418,470
0.5,sell,35126.51,BTC-5NOV23-36000-C,92.94,,7.16e-06,0.0001,3,1699165827949,269925388,256
0.5,sell,35131.68,BTC-10NOV23-45000-C,82.16,,0.00029255,0.0002,2,1699165725158,269925355,195
2.5,sell,35135.33,BTC-10NOV23-25000-P,106.56,,0.00018139,0.0001,3,1699165675398,269925333,71
0.6,sell,35127.68,BTC-7NOV23-42000-C,89.92,,0.00017437,0.0001,1,1699165622471,269925313,13
0.3,sell,35145.47,BTC-5NOV23-35750-C,63.99,,0.00012924,0.0001,2,1699165003844,269925057,215
0.2,sell,35140.83,BTC-5NOV23-35500-P,52.5,,0.01048279,0.0105,1,1699164681123,269924933,52
0.1,buy,35182.35,BTC-5NOV23-34750-C,50.99,,0.01236888,0.0125,3,1699164133954,269924768,285
0.2,sell,35174.45,BTC-5NOV23-35000-C,33.85,,0.00538437,0.0055,3,1699163596937,269924485,755
0.1,buy,35157.67,BTC-5NOV23-35250-P,25.36,,0.00340582,0.0032,0,1699163111556,269924237,152
0.1,sell,35221.6,BTC-5NOV23-36250-C,84.87,,1.06e-05,0.0001,2,1699162749946,269923799,152
0.5,sell,35221.2,BTC-5NOV23-34000-P,99.58,,2.16e-06,0.0001,3,1699162372193,269923499,250
10.0,buy,35194.24,BTC-27SEP24-80000-C,71.72,,0.06285168,0.064,0,1699161903019,269922988,80
1.1,sell,35194.06,BTC-10NOV23-24500-P,112.35,,0.00015163,0.0001,2,1699161885656,269922986,60
11.0,buy,35235.96,BTC-29MAR24-42000-C,66.09,,0.11042994,0.1125,0,1699161319302,269922293,51
0.1,sell,35233.77,BTC-26JAN24-37000-P,62.55,,0.13158076,0.1325,2,1699158611134,269918882,38
14.0,buy,35320.07,BTC-29MAR24-65000-C,74.49,,0.03240917,0.033,1,1699157089791,269916792,568
1.4,sell,35323.58,BTC-29DEC23-80000-C,93.78,,0.00242003,0.0025,0,1699157076153,269916782,719
17.0,buy,35329.83,BTC-29MAR24-85000-C,81.25,,0.01498016,0.016,2,1699157060136,269916772,161
0.1,sell,35319.72,BTC-29MAR24-25000-P,63.72,,0.03040818,0.03,2,1699156904068,269916461,848
0.1,buy,35309.79,BTC-26JAN24-42000-C,65.78,,0.06817924,0.068,0,1699156722360,269915616,103
0.3,buy,35270.7,BTC-7NOV23-35750-P,47.0,,0.02155454,0.0215,3,1699156698195,269915274,4
0.1,buy,35267.67,BTC-26JAN24-60000-C,76.5,,0.01720008,0.017,1,1699156635036,269915069,18
1.0,buy,35247.98,BTC-29MAR24-40000-C,63.85,,0.12389407,0.124,0,1699156556219,269914808,1445
0.3,sell,35198.76,BTC-10NOV23-24000-P,117.43,,0.00010016,0.0001,2,1699156360191,269914445,44
0.1,buy,35173.15,BTC-28JUN24-26000-P,60.56,,0.05630646,0.055,2,1699156092789,269914101,314
0.1,buy,35123.57,BTC-29DEC23-30000-C,59.9,,0.18771996,0.188,0,1699155277207,269913441,4672
0.1,sell,35107.95,BTC-10NOV23-23500-P,122.25,,0.00013755,0.0001,2,1699154396206,269913067,97
1.0,sell,35086.02,BTC-26JAN24-24000-P,64.64,,0.01191484,0.011,2,1699153886366,269912784,24
1.0,buy,34997.5,BTC-29DEC23-33000-C,58.47,,0.12846635,0.128,0,1699150801190,269911625,2573
10.0,buy,35025.76,BTC-27SEP24-65000-C,68.23,,0.08933301,0.09,0,1699148806152,269910710,32
0.2,sell,34983.16,BTC-29DEC23-27000-C,63.87,,0.25524268,0.2555,0,1699147772455,269910431,1957
0.4,sell,34996.88,BTC-10NOV23-27500-P,92.75,,0.00055634,0.0005,3,1699147706580,269910403,238
5.0,sell,35000.48,BTC-17NOV23-52000-C,79.49,,0.00032035,0.0002,3,1699147679946,269910399,9
0.5,sell,35036.51,BTC-5NOV23-34250-P,41.33,,0.0001959,0.0001,3,1699146772257,269909999,201
0.4,sell,35032.33,BTC-5NOV23-34500-P,29.65,,0.00016153,0.0001,3,1699146556708,269909901,380
5.0,buy,34999.7,BTC-29MAR24-31000-P,61.12,,0.08228154,0.0805,2,1699144042426,269907955,159
0.5,sell,34983.67,BTC-5NOV23-36500-C,64.76,,4.977e-05,0.0001,3,1699143169156,269906677,337
0.1,sell,35094.68,BTC-29MAR24-36000-C,62.88,,0.16174614,0.1615,0,1699142533259,269906039,756
