amount,block_trade_id,combo_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,buy,26737.37,BTC-9JUN23-27000-C,43.25,0.03499305,0.035,2,1684703157630,255467361,26
2.5,,,sell,26707.72,BTC-2JUN23-21000-P,62.53,0.00081401,0.0005,3,1684703140932,255467117,62
2.0,,,buy,26687.51,BTC-2JUN23-25000-P,44.76,0.00872764,0.0085,0,1684703128360,255466867,151
0.6,,,buy,26687.51,BTC-9JUN23-23500-P,48.7,0.00636559,0.006,0,1684703127619,255466843,21
1.7,,,buy,26713.96,BTC-2JUN23-27000-P,42.7,0.03519542,0.035,0,1684703124444,255466731,172
0.3,,,sell,26745.75,BTC-24MAY23-26750-C,37.43,0.01306693,0.0125,2,1684703118224,255466535,5
1.0,,,buy,26745.75,BTC-23MAY23-26250-P,39.06,0.00307891,0.003,0,1684703118046,255466508,18
0.1,,,sell,26745.75,BTC-26MAY23-27500-C,42.34,0.00863096,0.0085,2,1684703117961,255466507,216
1.0,,,buy,26745.75,BTC-2JUN23-25500-P,43.77,0.01225983,0.012,0,1684703117951,255466506,137
0.1,,,sell,26764.23,BTC-9JUN23-31000-C,49.78,0.005338,0.0055,2,1684703116235,255466323,146
2.5,,,buy,26769.67,BTC-23MAY23-27000-P,38.92,0.0134131,0.014,0,1684703113540,255466202,30
0.1,,,buy,26769.67,BTC-24MAY23-27000-P,41.59,0.01659153,0.0175,0,1684703113474,255466198,10
1.0,,,buy,26852.9,BTC-24MAY23-27250-C,40.48,0.00733926,0.0075,0,1684702731105,255465566,10
0.7,,,buy,26846.48,BTC-28JUL23-36000-C,48.6,0.00904087,0.009,3,1684702512187,255465438,117
1.2,,,buy,26843.58,BTC-28JUL23-20000-P,54.03,0.00941997,0.0095,0,1684702500445,255465429,91
27.2,,,sell,26834.4,BTC-30JUN23-21000-C,58.23,0.22588632,0.2265,3,1684702482355,255465357,590
1.0,,,buy,26863.1,BTC-29SEP23-50000-C,57.92,0.00687123,0.007,2,1684702326402,255465176,790
5.0,,,sell,26863.2,BTC-29SEP23-32000-C,46.57,0.04896644,0.05,0,1684702322385,255465174,391
5.0,,,buy,26866.11,BTC-9JUN23-21000-P,59.72,0.00124534,0.0015,0,1684702271071,255465163,16
0.6,,,buy,26876.96,BTC-9JUN23-27000-P,42.94,0.04007869,0.04,1,1684702224747,255465159,21
1.5,,,buy,26883.57,BTC-2JUN23-27500-C,43.31,0.02159653,0.0215,1,1684702201531,255465132,637
4.5,,,buy,26884.31,BTC-9JUN23-27500-C,43.25,0.02960506,0.0295,3,1684702175884,255465107,33
3.0,,,sell,26883.09,BTC-28JUL23-32000-C,45.33,0.02153212,0.022,3,1684702133611,255465101,345
1.4,,,sell,26880.65,BTC-30JUN23-30000-C,45.38,0.02145471,0.0215,3,1684702035335,255465073,4526
33.5,,,sell,26887.61,BTC-30JUN23-34000-C,50.01,0.00739052,0.0065,3,1684701707505,255464820,1058
0.6,,,sell,26891.98,BTC-30JUN23-35000-C,53.47,0.00606222,0.006,1,1684701679216,255464808,3553
0.1,,,sell,26890.24,BTC-9JUN23-26500-C,41.96,0.04711976,0.046,2,1684701453364,255464640,12
3.2,,,buy,26893.04,BTC-29DEC23-37000-C,49.5,0.05299303,0.054,1,1684701350112,255464633,44
1.0,,,buy,26894.0,BTC-26MAY23-28500-C,46.03,0.00369471,0.0035,3,1684701264590,255464623,164
1.1,,,buy,26894.31,BTC-23MAY23-28500-C,50.86,0.00045134,0.0005,3,1684701258704,255464620,36
4.4,,,buy,26893.96,BTC-29SEP23-35000-C,48.25,0.03171963,0.033,2,1684701184005,255464610,1259
2.5,,,buy,26893.96,BTC-29SEP23-38000-C,50.13,0.02130652,0.0225,3,1684701178852,255464609,248
1.0,,,sell,26894.05,BTC-24MAY23-29000-C,48.52,0.00071384,0.0005,2,1684701156150,255464607,11
0.1,,,sell,26896.59,BTC-30JUN23-14000-P,89.98,0.00091113,0.001,3,1684701010502,255464601,822
6.0,,,buy,26896.84,BTC-30JUN23-23000-P,50.53,0.01352967,0.014,1,1684700996164,255464598,1471
0.2,,,sell,26899.77,BTC-30JUN23-19000-C,66.51,0.29821186,0.299,2,1684700793930,255464591,322
1.0,,,buy,26896.74,BTC-29DEC23-20000-P,51.5,0.04277005,0.043,3,1684700782066,255464572,461
0.4,,,buy,26895.45,BTC-29SEP23-26000-C,45.85,0.12723202,0.127,2,1684700736612,255464553,163
0.5,,,sell,26911.39,BTC-23MAY23-27500-C,37.53,0.00264925,0.0025,3,1684700163375,255464341,42
1.5,,,buy,26920.38,BTC-24MAY23-26500-C,39.3,0.02271873,0.0225,1,1684699631746,255464241,8
0.1,,,buy,26910.88,BTC-26MAY23-26000-C,42.07,0.04155814,0.041,3,1684698918026,255463841,856
1.2,,,buy,26911.11,BTC-30JUN23-32000-C,48.54,0.01231731,0.0125,1,1684698838582,255463838,1634
4.3,,,sell,26910.1,BTC-23MAY23-26500-C,40.45,0.01961105,0.02,1,1684698531734,255463694,6
2.1,,,sell,26888.92,BTC-2JUN23-26500-P,42.29,0.02285846,0.0225,2,1684697504179,255463413,159
0.4,,,buy,26893.42,BTC-30JUN23-22000-P,52.85,0.00943171,0.0095,3,1684697109492,255463272,1307
0.1,,,buy,26883.42,BTC-28JUL23-35000-C,47.44,0.01124253,0.011,2,1684696328542,255462807,156
0.1,,,buy,26881.15,BTC-29SEP23-18000-P,55.66,0.01448208,0.0145,2,1684696251256,255462801,598
1.0,,,sell,26884.34,BTC-24MAY23-27750-C,41.21,0.00372847,0.0035,1,1684695531485,255462246,8
1.0,,,sell,26878.98,BTC-29DEC23-32000-C,46.23,0.08515654,0.083,2,1684695401532,255462205,90
0.1,,,sell,26888.32,BTC-24MAY23-25500-P,42.77,0.00150371,0.001,2,1684695072139,255462046,17
0.3,,,buy,26905.28,BTC-29SEP23-55000-C,60.95,0.00470362,0.005,2,1684694961980,255461969,446
5.0,,,sell,26900.91,BTC-9JUN23-30000-C,45.98,0.00905599,0.0085,2,1684694898989,255461946,42
0.1,,,buy,26899.04,BTC-9JUN23-25000-P,44.9,0.01305688,0.013,3,1684694892006,255461945,48
0.1,,,buy,26871.91,BTC-9JUN23-26000-P,43.68,0.02346668,0.024,0,1684694473863,255461646,31
0.4,,,sell,26872.29,BTC-30JUN23-28000-C,44.89,0.04182854,0.042,0,1684694302975,255461637,2055
0.4,,,buy,26864.76,BTC-26MAY23-32000-C,72.34,0.00042751,0.0005,3,1684694081602,255461503,3736
0.2,,,sell,26857.04,BTC-30JUN23-19000-P,63.5,0.00360807,0.0035,2,1684694070725,255461486,1166
0.1,,,sell,26856.54,BTC-30JUN23-20000-P,60.1,0.00492292,0.005,1,1684694035221,255461453,1693
0.3,,,buy,26871.17,BTC-2JUN23-24000-P,50.19,0.00385814,0.004,1,1684693182809,255461044,179
1.0,,,sell,26864.35,BTC-28JUL23-33000-C,46.24,0.01742955,0.0175,2,1684691438033,255460695,145
3.6,,,sell,26848.18,BTC-29DEC23-34000-C,47.8,0.06921577,0.0695,0,1684691412044,255460652,48
0.1,,,buy,26875.48,BTC-29SEP23-23000-P,48.23,0.04737668,0.048,0,1684691331961,255460470,342
0.1,,,buy,26902.26,BTC-22MAY23-30000-C,135.48,0.0,0.0005,1,1684691080719,255460229,2
0.1,,,sell,26897.78,BTC-30JUN23-29000-C,44.14,0.0301892,0.0295,2,1684689981808,255459753,1852
0.3,,,sell,26921.7,BTC-28JUL23-26000-P,44.49,0.0584664,0.058,1,1684689004713,255459473,236
2.0,,,sell,26893.92,BTC-2JUN23-23000-P,51.55,0.00173904,0.0015,3,1684688712156,255458914,75
1.0,,,sell,26897.68,BTC-9JUN23-32000-C,50.35,0.00375489,0.0035,3,1684687906198,255458668,49
0.4,,,sell,26888.76,BTC-2JUN23-26000-P,42.15,0.01584784,0.0155,2,1684687852809,255458653,191
1.0,,,sell,26882.5,BTC-29SEP23-15000-P,62.86,0.00728313,0.007,2,1684686249954,255457957,628
1.0,,,sell,26883.56,BTC-28JUL23-50000-C,63.4,0.00172669,0.0015,2,1684686220784,255457946,44
0.3,,,sell,26882.54,BTC-30JUN23-38000-C,57.31,0.00321198,0.003,2,1684686208618,255457945,803
0.3,,,sell,26890.33,BTC-9JUN23-33000-C,53.25,0.00271899,0.0025,2,1684686153932,255457918,24
0.2,,,sell,26887.38,BTC-2JUN23-32000-C,53.75,0.0017112,0.0015,2,1684686117813,255457912,108
0.1,,,sell,26891.41,BTC-24MAY23-26500-P,37.51,0.00676855,0.0065,2,1684686041410,255457867,5
0.1,,,buy,26901.31,BTC-30JUN23-27000-C,44.15,0.05739592,0.057,2,1684685891797,255457825,1383
0.5,,,buy,26912.36,BTC-29DEC23-35000-C,47.6,0.06335197,0.062,2,1684684857961,255457360,569
0.3,,,buy,26905.25,BTC-26MAY23-33000-C,81.69,0.00023572,0.0005,3,1684684745967,255457312,1494
12.0,,,buy,26908.1,BTC-22MAY23-27750-C,45.75,0.00025481,0.0005,3,1684684688792,255457305,59
1.0,,,buy,26844.1,BTC-26MAY23-24000-P,57.26,0.00079093,0.001,1,1684683926110,255456527,2034
0.1,,,sell,26848.86,BTC-29MAR24-45000-C,52.64,0.05030361,0.0495,3,1684683882450,255456220,92
0.2,,,sell,26891.14,BTC-22MAY23-26500-C,34.8,0.01587084,0.016,1,1684683850615,255456018,1
0.4,,,sell,26947.38,BTC-29SEP23-28000-C,45.78,0.09318753,0.0945,1,1684683553798,255455817,282
1.0,,,sell,26927.27,BTC-29MAR24-50000-C,53.9,0.03743268,0.037,0,1684683277273,255455768,151
5.0,,,sell,26954.84,BTC-9JUN23-38000-C,63.64,0.00072453,0.0005,1,1684682858410,255455653,5
1.0,,,sell,26938.42,BTC-24MAY23-29500-C,54.42,0.00070713,0.0005,1,1684682505446,255455520,6
5.0,,,buy,26939.21,BTC-29DEC23-30000-C,46.13,0.10673749,0.105,2,1684682498490,255455519,722
0.1,,,buy,26977.36,BTC-26MAY23-27500-P,40.63,0.02884933,0.029,2,1684681502457,255455271,34
1.0,,,sell,26938.57,BTC-29MAR24-40000-C,51.31,0.06900522,0.069,0,1684681289296,255455087,72
0.3,,,buy,26931.77,BTC-29SEP23-17000-P,58.13,0.01123401,0.0115,3,1684681023354,255454746,472
1.0,,,buy,26952.33,BTC-9JUN23-22000-P,55.64,0.00225406,0.0025,0,1684680984846,255454638,37
1.0,,,buy,26959.53,BTC-9JUN23-24000-P,48.49,0.00698266,0.0075,0,1684680806473,255454480,24
2.6,,,sell,26965.48,BTC-24MAY23-26750-P,34.35,0.00870785,0.008,2,1684680162407,255454339,2
0.1,,,buy,26963.34,BTC-29DEC23-50000-C,55.1,0.0202891,0.0205,2,1684679248485,255454008,677
0.1,,,sell,26909.26,BTC-22MAY23-26000-P,47.75,0.00020974,0.0005,3,1684677665459,255453257,54
0.3,,,buy,26926.77,BTC-30JUN23-26000-C,44.76,0.0777596,0.0775,3,1684677025512,255453177,1086
5.0,,,buy,26932.9,BTC-30JUN23-45000-C,70.76,0.00123561,0.0015,2,1684676990606,255453125,1491
10.7,,,buy,26922.52,BTC-9JUN23-34000-C,56.55,0.00173221,0.002,0,1684676258739,255452890,16
0.9,,,buy,26896.69,BTC-29SEP23-31000-C,44.82,0.05807769,0.0555,2,1684673552264,255450882,204
1.0,,,sell,26864.0,BTC-9JUN23-26500-P,42.54,0.03164455,0.0315,0,1684671570724,255449421,31
0.5,,,sell,26862.5,BTC-30JUN23-40000-C,62.09,0.00278066,0.0025,3,1684671560662,255449420,2951
4.9,,,sell,26850.62,BTC-9JUN23-28000-C,43.96,0.02294031,0.023,2,1684671507886,255449402,38
1.0,,,buy,26831.37,BTC-2JUN23-29000-C,45.39,0.00752955,0.008,0,1684670214020,255448150,235
17.0,,,buy,26849.28,BTC-2JUN23-33000-C,57.35,0.00075891,0.001,3,1684670177311,255448053,115
0.1,,,sell,26861.57,BTC-30JUN23-25000-C,45.86,0.10033257,0.1,2,1684670058470,255447447,1887
6.0,,,sell,26891.12,BTC-28JUL23-27000-C,43.35,0.07410114,0.0735,2,1684670007190,255447278,82
2.4,,,sell,26914.89,BTC-28JUL23-31000-C,43.39,0.02691705,0.0265,3,1684669905125,255447111,428
7.7,,,buy,26884.81,BTC-9JUN23-22500-P,51.78,0.00277538,0.003,3,1684667994522,255446023,7
1.0,,,buy,26885.91,BTC-9JUN23-24500-P,45.89,0.00997898,0.01,0,1684667590898,255445699,31
13.0,,,buy,26952.51,BTC-9JUN23-25500-P,43.47,0.01672541,0.017,0,1684666809804,255444684,29
5.0,,,buy,26935.19,BTC-29SEP23-21000-P,51.97,0.0281928,0.032,0,1684666346494,255444175,348
4.2,,,buy,26945.4,BTC-9JUN23-28500-C,42.53,0.0172923,0.0175,2,1684665927293,255443050,52
1.0,,,buy,26968.64,BTC-2JUN23-24500-P,45.7,0.00439772,0.0045,1,1684665925615,255442895,96
0.1,,,sell,27047.44,BTC-29MAR24-30000-C,49.49,0.14570065,0.149,2,1684665379647,255441952,89
0.1,,,buy,27065.03,BTC-26MAY23-28000-P,34.96,0.03888062,0.0385,2,1684664251505,255441739,1577
0.1,,,buy,27069.44,BTC-22MAY23-24000-P,121.69,1.1e-07,0.0005,1,1684664184731,255441724,1
0.2,,,buy,27068.29,BTC-22MAY23-27250-P,27.45,0.00913786,0.0095,0,1684660746199,255440540,5
0.1,,,buy,27063.42,BTC-28JUL23-34000-C,46.44,0.01419207,0.0145,1,1684660698756,255440511,124
0.1,,,sell,27056.08,BTC-29SEP23-20000-P,52.6,0.02328974,0.0235,2,1684659384881,255440176,561
2.0,,,buy,27058.78,BTC-30JUN23-17000-P,76.18,0.00179227,0.0025,1,1684658302770,255439913,866
0.1,,,sell,27062.54,BTC-9JUN23-20000-P,59.32,0.00072832,0.0005,3,1684658078652,255439823,10
3.5,,,sell,27069.73,BTC-29SEP23-33000-C,46.53,0.04460808,0.044,0,1684657191802,255439380,193
0.8,,,sell,27065.22,BTC-30JUN23-28000-P,42.72,0.07565451,0.0755,3,1684656772291,255439056,1054
3.0,,,buy,27065.08,BTC-2JUN23-27500-P,38.38,0.0361919,0.036,2,1684655640670,255437601,55
1.0,,,buy,27078.85,BTC-22MAY23-28000-C,39.52,0.0003038,0.0005,3,1684654014620,255435937,45
0.1,,,buy,27095.02,BTC-28JUL23-27000-P,44.45,0.07184341,0.0735,2,1684650159761,255434449,211
1.9,,,sell,27095.8,BTC-21MAY23-27000-C,0.0,0.00390232,0.0035,3,1684650120472,255434444,377
0.2,,,buy,27112.73,BTC-29SEP23-16000-P,60.21,0.00855402,0.0085,3,1684646871240,255433182,425
1.6,,,sell,27123.56,BTC-28JUL23-28000-C,43.26,0.06161129,0.0615,3,1684646355021,255432931,142
0.3,,,buy,27126.51,BTC-21MAY23-27250-C,28.25,0.00046736,0.0005,3,1684646093646,255432811,241
0.1,,,sell,27121.64,BTC-9JUN23-19000-P,68.28,0.00073046,0.0005,3,1684646024209,255432787,9
0.1,,,buy,27150.67,BTC-28JUL23-24000-P,46.57,0.03043748,0.0305,3,1684645131898,255432181,186
3.0,,,sell,27197.91,BTC-29SEP23-45000-C,54.58,0.01141121,0.0115,2,1684641258545,255431176,622
1.5,,,sell,27198.1,BTC-29SEP23-40000-C,50.86,0.01803905,0.0185,3,1684641229975,255431173,1586
2.0,,,buy,27201.13,BTC-26MAY23-23000-P,67.83,0.00046149,0.0005,3,1684641208299,255431171,1447
7.4,,,buy,27188.69,BTC-29DEC23-40000-C,50.26,0.04096754,0.0425,0,1684640347709,255430605,891
10.0,,,buy,27170.4,BTC-21MAY23-27500-C,42.14,9.479e-05,0.0005,3,1684639371257,255430454,125
0.1,,,buy,27171.13,BTC-21MAY23-27000-P,26.5,0.00056106,0.0005,3,1684638537922,255430070,137
3.5,,,sell,27173.82,BTC-29DEC23-25000-P,47.95,0.10162527,0.1005,2,1684638267921,255429807,266
0.5,,,buy,27173.82,BTC-29DEC23-30000-P,45.74,0.19900378,0.1975,3,1684638265033,255429802,99
0.1,,,sell,27176.43,BTC-29SEP23-27000-P,44.18,0.10177325,0.0995,2,1684636648633,255429165,163
0.1,,,sell,27184.29,BTC-29SEP23-34000-C,45.7,0.03688051,0.0365,2,1684635387603,255428887,246
19.2,,,sell,27202.62,BTC-29SEP23-20000-C,53.85,0.29125468,0.2925,3,1684633191126,255428037,344
8.7,,,sell,27199.72,BTC-29DEC23-60000-C,58.58,0.01275988,0.012,2,1684632379394,255427776,528
0.3,,,buy,27221.98,BTC-29DEC23-33000-C,46.69,0.0821456,0.079,3,1684632361485,255427691,118
0.1,,,sell,27222.03,BTC-29DEC23-38000-C,49.08,0.05089398,0.05,2,1684632359451,255427688,57
0.1,,,sell,27206.63,BTC-29SEP23-37000-C,49.49,0.02788507,0.0275,3,1684632233330,255427575,102
1.0,,,sell,27207.1,BTC-29MAR24-23000-P,51.35,0.10154552,0.0985,2,1684632187199,255427478,13
0.3,,,sell,27228.8,BTC-30JUN23-23000-C,51.29,0.16890726,0.1695,2,1684631743867,255427208,860
0.1,,,buy,27250.54,BTC-21MAY23-27250-P,27.34,0.00285611,0.003,3,1684631596336,255426943,21
2.0,,,sell,27238.58,BTC-29SEP23-22000-P,50.42,0.03805605,0.037,2,1684631176945,255426568,264
0.1,,,buy,27267.0,BTC-22MAY23-27500-P,24.63,0.01117656,0.011,1,1684630751724,255425979,1
0.5,,,sell,27277.55,BTC-2JUN23-22500-P,59.29,0.00143073,0.0015,2,1684630218481,255425058,83
1.1,,,buy,27263.49,BTC-2JUN23-22000-P,60.58,0.00082212,0.001,3,1684630185850,255424818,53
