amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,0.1,sell,94569.03,BTC-13JAN25-94000-P,31.41,0.00520723,0.0048,1,1736639989773,340084652,159
0.1,,,0.1,sell,94567.6,BTC-12JAN25-94500-P,18.04,0.0021694,0.0018,2,1736639910150,340084650,33
1.0,,,1.0,buy,94568.0,BTC-13JAN25-100000-C,40.41,0.00011038,0.0001,3,1736639905564,340084649,67
0.1,,,0.1,sell,94560.23,BTC-28FEB25-94000-P,57.22,0.07173825,0.072,1,1736639892289,340084648,439
0.1,,,0.1,buy,94534.4,BTC-13JAN25-94000-C,31.75,0.0113384,0.011,2,1736639808466,340084566,86
0.1,,,0.1,sell,94548.1,BTC-28MAR25-100000-C,59.26,0.09227404,0.0925,1,1736639718494,340084538,6387
2.0,,,2.0,buy,94561.81,BTC-17JAN25-106000-C,55.83,0.00151068,0.0014,3,1736639667906,340084523,454
0.1,,,0.1,sell,94603.63,BTC-28FEB25-85000-P,57.3,0.0339694,0.0335,3,1736639451213,340084492,643
0.5,,,0.5,sell,94603.11,BTC-28MAR25-110000-C,60.15,0.05990705,0.06,1,1736639124012,340084283,3234
0.1,,,0.1,sell,94613.99,BTC-13JAN25-97000-P,37.13,0.02606382,0.0265,3,1736639112945,340084264,4
0.1,,,0.1,buy,94621.09,BTC-12JAN25-97000-P,39.34,0.02508119,0.025,0,1736639092078,340084263,9
0.1,,,0.1,buy,94648.19,BTC-12JAN25-93000-C,25.21,0.01759996,0.0175,0,1736638969889,340084230,106
0.1,,,0.1,sell,94643.86,BTC-13JAN25-93000-C,37.63,0.01997262,0.0205,0,1736638964350,340084216,25
1.0,,,1.0,buy,94670.9,BTC-14JAN25-99000-C,43.86,0.00160048,0.0018,0,1736638889525,340084184,8
0.3,,,0.3,buy,94702.29,BTC-13JAN25-95000-P,33.05,0.00945202,0.0095,0,1736638869463,340084161,86
0.1,,,0.1,buy,94723.24,BTC-14JAN25-93000-P,42.08,0.00608102,0.006,3,1736638807084,340084132,97
0.1,,,0.1,buy,94688.13,BTC-28MAR25-120000-C,61.61,0.03915727,0.0395,1,1736638681309,340084101,5061
0.1,,,0.1,sell,94687.12,BTC-28MAR25-170000-C,69.12,0.00649536,0.006,3,1736638680928,340084100,304
0.1,,,0.1,buy,94693.75,BTC-28MAR25-125000-C,61.94,0.03165982,0.0315,1,1736638666171,340084097,954
0.4,,,0.4,sell,94694.96,BTC-13JAN25-91000-P,40.15,0.00065091,0.0005,2,1736638632037,340084076,62
0.3,,,0.3,buy,94703.86,BTC-28FEB25-60000-P,76.9,0.00374489,0.004,1,1736638565865,340084049,284
0.4,,,0.4,sell,94661.98,BTC-31JAN25-88000-P,57.26,0.02139315,0.0215,3,1736638506765,340083985,857
0.1,,,0.1,sell,94645.38,BTC-12JAN25-95000-C,23.32,0.00119521,0.0014,0,1736638484672,340083976,515
