amount,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.7,0.7,sell,62676.62,BTC-12JUL24-61000-P,41.67,,0.01599466,0.016,0,1719791987081,306982980,297
0.2,0.2,buy,62673.66,BTC-2JUL24-64000-C,42.01,,0.00326161,0.0031,3,1719791979473,306982975,24
10.0,10.0,buy,62672.93,BTC-27DEC24-90000-P,65.16,,0.43099864,0.438,2,1719791954063,306982972,119
10.0,10.0,sell,62692.47,BTC-27DEC24-95000-P,57.84,,0.49508898,0.4835,2,1719791923335,306982958,33
5.0,5.0,sell,62695.34,BTC-2JUL24-62500-P,38.61,,0.00782484,0.0075,3,1719791904894,306982951,43
0.1,0.1,buy,62713.27,BTC-12JUL24-58000-P,45.28,,0.00562904,0.006,1,1719791846464,306982898,383
1.3,1.3,sell,62697.2,BTC-19JUL24-82000-C,53.59,,0.00067325,0.0007,0,1719791822238,306982874,7
0.6,0.6,buy,62697.2,BTC-3JUL24-57000-P,62.79,,0.00044777,0.0005,3,1719791821767,306982873,9
0.1,0.1,buy,62695.59,BTC-5JUL24-56000-P,56.64,,0.00063949,0.0007,0,1719791818742,306982870,716
0.1,0.1,sell,62697.13,BTC-2JUL24-62000-P,39.45,,0.00505484,0.0047,2,1719791815231,306982869,18
0.1,0.1,buy,62737.74,BTC-26JUL24-60000-P,44.13,,0.02376339,0.024,1,1719791790590,306982753,1391
0.1,0.1,buy,62740.28,BTC-3JUL24-60500-P,45.04,,0.00274378,0.0027,0,1719791790232,306982752,34
0.1,0.1,sell,62748.89,BTC-1JUL24-62500-P,29.82,,0.0023675,0.0019,2,1719791736963,306982720,33
0.1,0.1,sell,62748.89,BTC-1JUL24-63000-C,33.16,,0.00268227,0.0024,3,1719791736945,306982719,115
0.4,0.4,sell,62747.46,BTC-1JUL24-63500-C,37.55,,0.00092027,0.0009,2,1719791680028,306982713,80
0.6,0.6,sell,62733.17,BTC-12JUL24-60000-P,41.89,,0.01121605,0.011,1,1719791663494,306982688,581
