amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.3,,,,,buy,27410.24,BTC-29DEC23-38000-C,47.8,,0.0104575,0.0105,3,1696550378338,266126365,845
0.1,,,,,buy,27412.39,BTC-24NOV23-36000-C,45.02,,0.00421957,0.0043,3,1696550367778,266126359,353
0.1,,,,,sell,27412.82,BTC-29DEC23-32000-C,41.35,,0.02951078,0.0295,3,1696550365893,266126357,1955
0.1,,,,,sell,27412.91,BTC-24NOV23-33000-C,40.43,,0.00903615,0.009,2,1696550347569,266126355,487
0.5,,,,,sell,27417.01,BTC-24NOV23-28000-C,34.25,,0.04337739,0.0435,1,1696550287050,266126345,1131
0.1,,,,,sell,27420.59,BTC-20OCT23-28000-C,29.51,,0.0157077,0.015,2,1696550123146,266126318,522
0.3,,,,,buy,27419.18,BTC-6OCT23-27500-C,26.89,,0.00164537,0.0019,2,1696550092478,266126316,1736
0.3,,,,,buy,27439.77,BTC-8OCT23-27250-P,26.64,,0.00525372,0.0055,1,1696550037853,266126254,22
0.1,,,,,buy,27442.0,BTC-27OCT23-30000-C,35.07,,0.00680602,0.007,3,1696550009256,266126246,3072
2.1,,,,,buy,27440.39,BTC-7OCT23-26500-P,37.25,,0.00052407,0.0006,2,1696549998646,266126242,38
0.1,,,,,buy,27438.84,BTC-7OCT23-28500-C,38.45,,0.00050382,0.0005,3,1696549995121,266126238,47
2.7,,,,,sell,27429.6,BTC-13OCT23-27500-C,28.28,,0.01529457,0.015,2,1696549942156,266126212,854
1.9,,,,,sell,27428.64,BTC-13OCT23-27500-P,28.11,,0.01740488,0.017,2,1696549930524,266126210,292
0.1,,,,,buy,27428.31,BTC-20OCT23-26000-P,34.52,,0.00779948,0.008,3,1696549922423,266126203,317
0.1,,,,,buy,27427.68,BTC-13OCT23-26500-P,32.81,,0.00578696,0.006,3,1696549914501,266126202,730
0.3,,,,,buy,27428.07,BTC-24NOV23-32000-C,38.89,,0.01196238,0.012,3,1696549901326,266126201,758
0.2,,,,,buy,27427.72,BTC-13OCT23-28000-C,30.3,,0.0083672,0.009,1,1696549884921,266126200,989
1.2,,,,,sell,27426.93,BTC-7OCT23-27500-C,26.07,,0.0055674,0.005,3,1696549865069,266126192,98
0.8,,,,,sell,27422.16,BTC-7OCT23-27250-P,27.01,,0.00420725,0.0039,1,1696549821806,266126161,50
1.0,,,,,buy,27440.43,BTC-7OCT23-27750-C,30.06,,0.00302244,0.003,3,1696549643047,266126069,101
0.8,,,,,sell,27443.06,BTC-24NOV23-26000-P,35.87,,0.02670296,0.027,1,1696549608518,266126059,862
1.1,,,,,sell,27436.28,BTC-27OCT23-27000-C,31.19,,0.03957294,0.0395,2,1696549392815,266125987,2625
0.4,,,,,sell,27436.27,BTC-7OCT23-27000-P,29.26,,0.00198456,0.0018,2,1696549391297,266125986,32
0.1,,,,,buy,27428.9,BTC-13OCT23-29000-C,32.26,,0.00255489,0.0026,2,1696549343477,266125947,682
0.1,,,,,buy,27428.82,BTC-13OCT23-28500-C,30.41,,0.00455573,0.0046,2,1696549327867,266125944,1063
2.0,,,,,sell,27424.87,BTC-8OCT23-29000-C,36.0,,0.00034897,0.0003,2,1696549239563,266125921,38
5.0,,,,,buy,27424.39,BTC-8OCT23-27500-C,25.94,,0.00678924,0.007,3,1696549217651,266125918,18
10.0,,,,,sell,27424.53,BTC-7OCT23-29000-C,44.69,,0.00025429,0.0002,3,1696549209957,266125917,47
0.1,,,,,sell,27425.52,BTC-6OCT23-27750-C,29.61,,0.00052191,0.0004,2,1696549165466,266125913,300
3.4,,,,,sell,27419.97,BTC-8OCT23-28000-C,28.36,,0.00198344,0.0022,3,1696549124123,266125887,60
0.1,,,,,sell,27419.67,BTC-29DEC23-34000-C,43.28,,0.02035412,0.02,3,1696549099869,266125883,1236
0.1,,,,,sell,27417.61,BTC-29DEC23-35000-C,44.59,,0.01694705,0.017,2,1696549063870,266125867,2439
6.0,,,,,buy,27426.95,BTC-8OCT23-27000-P,28.68,,0.0031307,0.0034,0,1696549038267,266125851,18
10.2,,,,,sell,27426.14,BTC-27OCT23-24000-P,42.73,,0.0041598,0.0043,3,1696548967135,266125839,2151
1.0,,,,,buy,27427.75,BTC-13OCT23-29500-P,31.01,,0.07668058,0.076,0,1696548945408,266125826,20
0.1,,,,,buy,27426.1,BTC-7OCT23-27500-P,28.56,,0.0084401,0.0085,0,1696548936833,266125812,94
8.0,,,,,buy,27425.71,BTC-27OCT23-23000-P,47.34,,0.00257948,0.0027,3,1696548887793,266125807,1507
5.0,,,,,buy,27423.79,BTC-27OCT23-22000-P,51.81,,0.00159658,0.0017,2,1696548881210,266125804,1066
6.3,,,,,buy,27421.39,BTC-24NOV23-22000-P,46.37,,0.00626554,0.0065,0,1696548810766,266125774,581
2.9,,,,,sell,27415.11,BTC-24NOV23-25000-P,37.7,,0.01825926,0.0185,3,1696548793889,266125757,801
1.3,,,,,sell,27407.91,BTC-27OCT23-21000-P,55.55,,0.00096089,0.001,3,1696548651978,266125707,751
0.3,,,,,buy,27417.36,BTC-29DEC23-30000-C,39.68,,0.04512831,0.045,3,1696548511931,266125656,3124
0.1,,,,,buy,27419.25,BTC-6OCT23-27500-P,23.09,,0.00486535,0.0047,1,1696548449889,266125632,885
0.3,,,,,buy,27430.2,BTC-24NOV23-31000-C,37.24,,0.01597288,0.016,2,1696548392961,266125609,780
0.5,,,,,sell,27423.55,BTC-7OCT23-28000-C,31.82,,0.00150593,0.0014,2,1696548275743,266125572,105
