amount,block_trade_id,block_trade_leg_count,combo_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,sell,43721.02,BTC-12DEC23-44750-C,39.18,,0.00415187,0.0044,3,1702166355608,274595825,16
0.7,,,,buy,43720.79,BTC-11DEC23-43750-C,29.47,,0.00726372,0.007,3,1702166343671,274595822,88
0.1,,,,sell,43711.87,BTC-29DEC23-55000-C,60.06,,0.00350738,0.0034,3,1702166312517,274595814,3756
0.5,,,,sell,43694.53,BTC-12DEC23-45250-C,39.03,,0.00244383,0.0022,2,1702166201843,274595770,14
1.1,,,,buy,43698.21,BTC-29DEC23-30000-P,84.43,,0.00135539,0.0015,2,1702166154274,274595752,3531
1.0,,,,buy,43713.91,BTC-11DEC23-45000-C,38.8,,0.00112307,0.0013,2,1702166032458,274595655,124
0.1,,,,buy,43717.74,BTC-12DEC23-44000-P,35.9,,0.01468413,0.0145,3,1702166027206,274595654,23
2.0,,,,sell,43718.01,BTC-26JAN24-46000-C,53.39,,0.06036621,0.0605,3,1702166022306,274595652,857
1.5,,,,buy,43723.77,BTC-26JAN24-38000-P,55.1,,0.02295711,0.023,0,1702166020607,274595650,514
0.1,,,,sell,43740.13,BTC-11DEC23-44250-C,32.25,,0.00342475,0.0035,2,1702165997196,274595607,130
1.0,,,,sell,43741.79,BTC-10DEC23-43750-C,22.46,,0.00302287,0.0027,2,1702165991843,274595606,120
0.6,,,,sell,43752.05,BTC-10DEC23-44250-C,34.86,,0.000668,0.0008,1,1702165954271,274595568,396
0.1,,,,buy,43736.89,BTC-29DEC23-65000-C,77.66,,0.00114175,0.0011,0,1702165876479,274595406,1580
0.8,,,,sell,43737.12,BTC-10DEC23-43500-P,27.76,,0.00107092,0.0013,0,1702165867861,274595402,442
0.2,,,,buy,43703.49,BTC-11DEC23-41750-P,45.08,,0.00043059,0.0005,0,1702165759754,274595287,88
0.1,,,,buy,43706.31,BTC-26JAN24-51000-C,54.86,,0.02976041,0.0295,3,1702165756100,274595286,67
1.0,,,,sell,43703.76,BTC-12DEC23-44250-C,36.93,,0.00696899,0.007,2,1702165749042,274595283,7
1.0,,,,sell,43720.37,BTC-29DEC23-50000-C,50.79,,0.00873391,0.0085,2,1702165709451,274595251,7284
0.8,,,,buy,43727.44,BTC-26JAN24-35000-P,58.8,,0.01249214,0.0125,1,1702165687901,274595249,636
0.2,,,,buy,43686.82,BTC-15DEC23-46500-C,51.07,,0.00539477,0.0055,3,1702165563209,274595091,216
0.3,,,,sell,43695.99,BTC-11DEC23-42250-P,36.73,,0.00078589,0.0006,3,1702165545106,274595045,68
1.0,,,,buy,43692.02,BTC-10DEC23-52000-C,234.37,,0.0,0.0002,0,1702165538766,274595040,3
0.4,,,,sell,43693.38,BTC-15DEC23-45000-C,46.68,,0.01150712,0.0115,3,1702165479682,274594975,1423
6.0,,,,buy,43691.5,BTC-28JUN24-70000-C,60.92,,0.05197457,0.052,3,1702165468157,274594967,339
2.0,,,,sell,43715.48,BTC-11DEC23-42500-P,37.34,,0.00101127,0.0011,1,1702165450429,274594942,69
0.1,,,,buy,43715.79,BTC-11DEC23-43250-P,32.47,,0.00339515,0.0035,2,1702165435302,274594919,167
0.1,,,,sell,43708.84,BTC-11DEC23-43750-P,29.64,,0.00779326,0.0075,0,1702165430175,274594915,217
0.1,,,,sell,43705.34,BTC-29DEC23-48000-C,48.91,,0.0143748,0.0145,3,1702165425609,274594890,476
0.7,,,,sell,43747.78,BTC-10DEC23-45500-C,65.17,,0.00022808,0.0002,3,1702165390006,274594812,96
0.4,,,,sell,43756.02,BTC-10DEC23-45250-C,57.35,,0.00026454,0.0002,3,1702165388129,274594805,93
0.8,,,,sell,43754.83,BTC-10DEC23-44500-C,38.01,,0.00053624,0.0004,3,1702165385225,274594804,286
0.2,,,,sell,43745.97,BTC-10DEC23-43000-P,39.06,,0.00041431,0.0004,1,1702165269821,274594662,279
0.1,,,,buy,43715.8,BTC-11DEC23-44500-C,34.32,,0.00240959,0.0024,2,1702165255607,274594557,106
0.4,,,,buy,43707.8,BTC-29MAR24-55000-C,57.4,,0.05505153,0.055,3,1702165246292,274594541,924
