amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,sell,30510.47,BTC-28JUL23-27000-P,47.77,,0.00799108,0.008,0,1688601508309,260302428,1638
0.1,,,,,buy,30510.47,BTC-28JUL23-28000-P,44.29,,0.01248457,0.012,1,1688601508268,260302427,1157
0.1,,,,,sell,30503.64,BTC-14JUL23-33000-C,44.7,,0.00495526,0.0045,3,1688601324422,260302365,517
0.3,,,,,buy,30505.54,BTC-8JUL23-29750-P,54.88,,0.00752196,0.0075,3,1688601297289,260302360,60
5.0,,,,,sell,30506.71,BTC-14JUL23-27500-P,55.76,,0.00421247,0.004,1,1688601242591,260302358,324
0.1,,,,,sell,30509.56,BTC-21JUL23-33000-C,43.0,,0.01029705,0.01,1,1688601212192,260302349,86
0.1,,,,,sell,30494.71,BTC-7JUL23-32500-C,57.81,,0.0006966,0.0005,3,1688601151930,260302299,537
1.0,,,,,sell,30508.3,BTC-7JUL23-27000-P,101.38,,0.00068458,0.0005,2,1688601074198,260302279,852
11.0,,,,,buy,30505.0,BTC-14JUL23-27000-P,60.67,,0.00327249,0.0035,1,1688601012452,260302269,188
14.0,,,,,buy,30487.48,BTC-6JUL23-30500-P,47.78,,0.00577866,0.006,3,1688600977564,260302234,364
0.1,,,,,sell,30487.35,BTC-8JUL23-32000-C,48.04,,0.00225293,0.002,2,1688600942515,260302232,17
0.1,,,,,sell,30500.65,BTC-21JUL23-33500-C,43.38,,0.00792602,0.0075,2,1688600933521,260302210,131
0.1,,,,,sell,30498.52,BTC-25AUG23-35000-C,46.97,,0.02524523,0.025,2,1688600916738,260302150,292
0.3,,,,,buy,30513.98,BTC-14JUL23-30500-P,43.63,,0.02474676,0.025,0,1688600873097,260302140,493
0.1,,,,,sell,30520.24,BTC-8JUL23-29000-P,63.58,,0.00440846,0.004,2,1688600764418,260302057,98
0.1,,,,,sell,30536.65,BTC-8JUL23-28000-P,80.52,,0.0028016,0.0025,3,1688600739867,260301987,114
0.3,,,,,sell,30536.78,BTC-7JUL23-30750-C,45.19,,0.00833413,0.008,1,1688600739097,260301986,16
0.1,,,,,sell,30536.71,BTC-6JUL23-30000-P,58.54,,0.00170955,0.0015,3,1688600737918,260301984,241
0.1,,,,,buy,30532.71,BTC-14JUL23-30500-C,43.8,,0.02751926,0.028,1,1688600732602,260301977,685
0.1,,,,,sell,30532.2,BTC-7JUL23-28000-P,86.11,,0.00156943,0.001,2,1688600714102,260301944,963
0.1,,,,,sell,30532.2,BTC-7JUL23-29000-P,72.36,,0.00287555,0.0025,3,1688600713583,260301942,1024
0.3,,,,,buy,30523.97,BTC-7JUL23-30000-P,53.76,,0.00588853,0.006,0,1688600712866,260301939,1352
0.2,,,,,buy,30528.75,BTC-14JUL23-30000-P,44.38,,0.01766722,0.018,1,1688600698674,260301898,456
0.5,,,,,buy,30528.51,BTC-29SEP23-35000-C,48.55,,0.04791903,0.048,1,1688600663733,260301815,2060
10.4,,,,,buy,30527.76,BTC-21JUL23-26000-P,55.47,,0.0032103,0.0035,1,1688600661577,260301813,34
0.1,,,,,sell,30528.49,BTC-7JUL23-28500-P,84.06,,0.00213643,0.002,3,1688600640541,260301806,811
0.2,,,,,buy,30522.45,BTC-14JUL23-28500-P,50.36,,0.00666626,0.007,1,1688600555870,260301773,377
0.6,,,,,sell,30519.66,BTC-7JUL23-30500-C,47.32,,0.01178719,0.012,1,1688600540724,260301751,988
