amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,sell,43021.42,BTC-15DEC23-42500-P,39.65,,0.00092144,0.0009,3,1702598318812,275430787,833
0.1,,,,,0.1,buy,43020.39,BTC-26JAN24-62000-C,65.5,,0.00649428,0.0065,2,1702598189973,275430733,139
0.2,,,,,0.2,buy,43016.52,BTC-26JAN24-58000-C,61.31,,0.00950812,0.0095,0,1702598187053,275430731,370
0.1,,,,,0.1,sell,43026.31,BTC-26JAN24-80000-C,81.48,,0.00202501,0.0019,3,1702598167187,275430710,262
0.1,,,,,0.1,sell,43022.86,BTC-16DEC23-42500-P,42.35,,0.00489166,0.005,0,1702598124265,275430693,71
0.5,,,,,0.5,sell,43022.86,BTC-15DEC23-43000-P,33.64,,0.00366982,0.0036,2,1702598124197,275430692,988
0.1,,,,,0.1,buy,43020.94,BTC-15DEC23-44500-C,65.99,,0.00034225,0.0004,3,1702598123134,275430691,700
0.3,,,,,0.3,buy,43012.53,BTC-15DEC23-43000-C,33.86,,0.00443579,0.0045,0,1702598057939,275430639,2021
12.5,BLOCK-116080,2,BTC-CDIAG-28JUN24_26JAN24-55000_41000,,12.5,buy,43006.13,BTC-28JUN24-55000-C,58.31,,0.09821893,0.099,0,1702598006724,275430598,747
12.5,BLOCK-116080,2,BTC-CDIAG-28JUN24_26JAN24-55000_41000,,12.5,sell,43006.13,BTC-26JAN24-41000-C,52.4,,0.10294531,0.1027,2,1702598006724,275430597,621
0.1,,,,,0.1,buy,43006.25,BTC-22DEC23-42000-C,43.15,,0.03912075,0.039,2,1702597998381,275430596,548
0.1,,,,,0.1,sell,43015.43,BTC-15DEC23-42000-C,53.98,,0.02433953,0.0245,2,1702597977131,275430569,1645
0.1,,,,,0.1,buy,43004.77,BTC-15DEC23-40500-P,86.96,,4.093e-05,0.0001,3,1702597919657,275430526,964
0.8,,,,,0.8,buy,43004.63,BTC-15DEC23-41000-C,72.62,,0.04695887,0.047,3,1702597848730,275430520,1042
0.3,,,,,0.3,sell,42984.82,BTC-22DEC23-44000-C,43.17,,0.01551074,0.0155,2,1702597724900,275430364,1195
0.3,,,,,0.3,sell,42991.29,BTC-22DEC23-46000-C,45.78,,0.00548655,0.0055,3,1702597712569,275430281,571
4.9,,,,,4.9,buy,42996.97,BTC-17DEC23-44000-C,37.4,,0.00406041,0.004,3,1702597346015,275430002,23
0.1,,,,,0.1,buy,42981.57,BTC-29DEC23-43500-P,45.46,,0.03999241,0.04,1,1702597311190,275429957,69
3.4,,,,,3.4,sell,42988.31,BTC-26JAN24-24000-P,85.54,,0.00180603,0.0016,2,1702597238605,275429909,178
0.1,,,,,0.1,buy,42986.84,BTC-15DEC23-50000-C,189.9,,4e-08,0.0001,3,1702597176811,275429895,888
29.6,,,,,29.6,sell,42987.47,BTC-29DEC23-10000-P,248.83,,0.00018133,0.0001,2,1702597131099,275429892,483
0.1,,,,,0.1,sell,42996.64,BTC-15DEC23-43250-C,35.94,,0.00210727,0.0022,3,1702597101152,275429855,231
2.6,,,,,2.6,buy,43001.98,BTC-16DEC23-41000-P,53.92,,0.00077321,0.001,0,1702597080374,275429833,55
0.1,,,,,0.1,sell,43006.19,BTC-15DEC23-38000-P,161.82,,2.5e-07,0.0001,3,1702597072504,275429811,754
