amount,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.0,,,1.0,buy,96148.35,BTC-28FEB25-96000-P,44.7,,0.02948616,0.0295,0,1739750390468,347960141,1198
0.1,,,0.1,buy,96151.21,BTC-19FEB25-97000-P,42.15,,0.01795944,0.018,0,1739750386656,347960135,121
0.1,,,0.1,buy,96197.23,BTC-21FEB25-97000-P,43.49,,0.0232299,0.023,0,1739750306745,347960049,439
0.1,,,0.1,sell,96193.6,BTC-21FEB25-96000-P,43.42,,0.0176519,0.0175,0,1739750305662,347960043,600
0.1,,,0.1,sell,96192.09,BTC-19FEB25-96000-P,41.33,,0.01213732,0.012,1,1739750292748,347960020,46
0.1,,,0.1,sell,96193.37,BTC-21FEB25-99000-C,44.18,,0.00873894,0.0085,3,1739750244191,347960011,503
1.0,,,1.0,buy,96209.19,BTC-28FEB25-100000-C,46.46,,0.01750894,0.018,3,1739750238319,347960002,2424
0.1,,,0.1,buy,96161.17,BTC-21FEB25-101000-C,46.0,,0.00475266,0.0046,2,1739750184342,347959990,590
2.0,,,2.0,sell,96161.17,BTC-17FEB25-96000-P,35.7,,0.00327566,0.0035,0,1739750183861,347959968,172
0.1,,,0.1,sell,96138.72,BTC-19FEB25-102000-C,47.11,,0.00105766,0.001,3,1739750116672,347959901,10
0.1,,,0.1,buy,96146.78,BTC-7MAR25-93000-P,45.79,,0.02470319,0.0245,1,1739750111006,347959900,31
0.1,,,0.1,buy,96096.59,BTC-28FEB25-91000-P,44.58,,0.01064233,0.0105,0,1739750042351,347959839,495
0.1,,,0.1,buy,96113.9,BTC-7MAR25-101000-C,46.87,,0.02376354,0.0235,2,1739750012618,347959837,43
1.0,,,1.0,buy,96113.52,BTC-28MAR25-100000-C,51.16,,0.05357902,0.0535,2,1739750006854,347959836,9190
0.1,,,0.1,sell,96100.15,BTC-17FEB25-99000-C,46.93,,0.00015424,0.0001,3,1739749958612,347959818,687
0.1,,,0.1,sell,96097.81,BTC-21FEB25-95000-P,42.7,,0.01339701,0.013,1,1739749929453,347959808,601
0.1,,,0.1,buy,96098.56,BTC-21FEB25-90000-P,47.08,,0.00216569,0.0023,1,1739749917857,347959802,1053
0.1,,,0.1,sell,96097.49,BTC-19FEB25-98000-C,40.17,,0.00599668,0.0055,2,1739749914841,347959801,51
0.2,,,0.2,sell,96101.32,BTC-28FEB25-98000-P,45.87,,0.04130581,0.042,0,1739749873097,347959792,1554
1.0,,,1.0,sell,96099.16,BTC-28FEB25-95000-P,44.92,,0.02471556,0.025,0,1739749850871,347959779,1069
1.0,,,1.0,sell,96100.5,BTC-28FEB25-100000-P,46.76,,0.05514172,0.056,1,1739749837534,347959771,1724
0.1,,,0.1,sell,96102.37,BTC-18FEB25-99000-C,42.16,,0.00158427,0.0016,2,1739749836512,347959770,362
0.2,,,0.2,buy,96106.34,BTC-28FEB25-88000-P,46.94,,0.00532949,0.0055,1,1739749825049,347959767,1852
0.6,,,0.6,buy,96147.25,BTC-17FEB25-94000-P,42.21,,0.00013133,0.0002,1,1739749806868,347959759,101
0.3,,,0.3,buy,96125.81,BTC-17FEB25-96000-C,34.24,,0.00468699,0.0049,2,1739749762025,347959677,10
0.1,,,0.1,buy,96097.74,BTC-21FEB25-98000-C,45.6,,0.01149289,0.012,0,1739749742861,347959640,556
1.0,,,1.0,sell,96119.9,BTC-17FEB25-97500-C,37.52,,0.00065712,0.0006,2,1739749727542,347959619,69
1.0,,,1.0,buy,96141.26,BTC-17FEB25-97000-P,33.85,,0.01013519,0.01,0,1739749653950,347959568,321
0.7,,,0.7,buy,96148.53,BTC-28MAR25-85000-P,50.85,,0.01900708,0.019,0,1739749519833,347959453,3299
1.1,,,1.1,buy,96190.37,BTC-7MAR25-85000-P,48.4,,0.00604096,0.006,1,1739749412485,347959358,82
0.1,,,0.1,buy,96169.31,BTC-27JUN25-140000-C,58.52,,0.0349566,0.035,3,1739749409173,347959330,1923
1.0,,,1.0,buy,96161.63,BTC-18FEB25-95000-C,40.58,,0.01672797,0.017,0,1739749385068,347959312,2
0.1,,,0.1,buy,96100.82,BTC-28FEB25-103000-C,46.79,,0.00990177,0.01,3,1739749377546,347959276,546
0.3,,,0.3,sell,96084.87,BTC-25APR25-75000-P,55.27,,0.01433293,0.014,3,1739749371746,347959246,124
0.2,,,0.2,sell,96083.01,BTC-21FEB25-93000-P,44.58,,0.00681465,0.007,0,1739749352766,347959244,444
0.1,,,0.1,sell,96085.06,BTC-28FEB25-118000-C,58.07,,0.00092063,0.001,3,1739749346899,347959239,935
0.2,,,0.2,buy,96088.86,BTC-27JUN25-130000-C,57.53,,0.04761218,0.0475,3,1739749337274,347959227,1159
0.1,,,0.1,buy,96088.8,BTC-28FEB25-97000-C,45.32,,0.02807093,0.0285,2,1739749334998,347959226,165
0.2,,,0.2,buy,96087.9,BTC-25APR25-140000-C,58.35,,0.01000677,0.01,3,1739749332989,347959223,279
0.1,,,0.1,buy,96124.2,BTC-18FEB25-93000-P,42.72,,0.00117425,0.0012,1,1739749293733,347959162,20
0.7,,,0.7,buy,96124.91,BTC-7MAR25-88000-P,46.92,,0.01048085,0.0105,1,1739749293182,347959160,216
0.2,,,0.2,buy,96145.35,BTC-18FEB25-96000-C,36.91,,0.01040139,0.01,1,1739749266143,347959137,1
0.2,,,0.2,sell,96171.01,BTC-19FEB25-103000-C,47.81,,0.00064,0.0006,2,1739749236676,347959111,14
0.1,,,0.1,buy,96174.12,BTC-7MAR25-115000-C,51.89,,0.00382163,0.0037,2,1739749208619,347959097,119
0.2,,,0.2,sell,96192.66,BTC-21FEB25-94000-P,44.3,,0.00928956,0.0095,1,1739749197588,347959089,521
0.4,,,0.4,buy,96189.22,BTC-18FEB25-97000-C,38.99,,0.00589504,0.006,2,1739749192230,347959088,31
0.2,,,0.2,buy,96156.0,BTC-17FEB25-90000-P,93.04,,1.2e-07,0.0001,3,1739749116340,347959040,15
1.0,,,1.0,sell,96122.53,BTC-25APR25-98000-C,53.39,,0.08908635,0.0895,2,1739749102911,347958980,122
0.1,,,0.1,buy,96141.66,BTC-18FEB25-94000-P,40.33,,0.00218676,0.0023,1,1739749095844,347958974,91
2.0,,,2.0,buy,96147.03,BTC-21FEB25-103000-C,49.08,,0.00258508,0.0027,2,1739749086444,347958963,540
0.2,,,0.2,buy,96124.4,BTC-28FEB25-90000-P,45.44,,0.00838397,0.0085,0,1739749069275,347958937,3044
0.5,,,0.5,sell,96123.35,BTC-28FEB25-114000-C,54.59,,0.00163331,0.0017,2,1739749057511,347958909,1196
2.5,,,2.5,sell,96107.53,BTC-25APR25-180000-C,67.31,,0.0024174,0.0024,2,1739749028423,347958845,90
0.1,,,0.1,sell,96114.0,BTC-17FEB25-95000-P,32.53,,0.00075783,0.0006,3,1739749014589,347958799,149
0.2,,,0.2,sell,96120.33,BTC-28FEB25-104000-C,47.45,,0.00840847,0.0085,2,1739748964650,347958774,1385
0.1,,,0.1,sell,96141.76,BTC-27JUN25-85000-C,55.63,,0.20603758,0.206,2,1739748960912,347958710,309
0.1,,,0.1,buy,96184.22,BTC-19FEB25-99000-C,42.81,,0.00405412,0.004,2,1739748930418,347958592,49
1.9,,,1.9,sell,96161.8,BTC-28MAR25-120000-C,54.62,,0.01182301,0.0115,3,1739748846920,347958515,9356
0.3,,,0.3,buy,96161.8,BTC-19FEB25-90000-P,47.52,,0.00065054,0.0006,1,1739748846470,347958513,10
2.6,,,2.6,sell,96160.23,BTC-28MAR25-130000-C,58.17,,0.00615296,0.006,2,1739748836108,347958491,4459
2.5,,,2.5,buy,96160.23,BTC-28MAR25-112000-C,53.06,,0.02180906,0.0215,2,1739748835842,347958488,477
0.2,,,0.2,sell,96160.74,BTC-17FEB25-98000-C,38.64,,0.00037371,0.0003,2,1739748796816,347958412,373
2.2,BTC-CCAL-25APR25_28FEB25-70000,347958351,2.2,buy,96171.33,BTC-25APR25-70000-C,57.67,,0.29230185,0.2919,2,1739748738474,347958353,56
2.2,BTC-CCAL-25APR25_28FEB25-70000,347958351,2.2,sell,96171.33,BTC-28FEB25-70000-C,89.89,,0.27443649,0.2749,2,1739748738474,347958352,58
0.1,,,0.1,sell,96224.58,BTC-18FEB25-96000-P,37.96,,0.00796361,0.008,1,1739748698248,347958241,118
0.1,,,0.1,buy,96215.18,BTC-7MAR25-91000-P,46.04,,0.01761735,0.0175,1,1739748656655,347958157,61
1.0,,,1.0,sell,96211.12,BTC-28MAR25-80000-P,52.9,,0.0104429,0.0105,1,1739748651607,347958156,4129
0.1,,,0.1,sell,96207.31,BTC-27JUN25-100000-C,55.6,,0.12820937,0.128,2,1739748634312,347958146,2084
1.0,,,1.0,buy,96178.99,BTC-27JUN25-120000-C,56.72,,0.0660376,0.066,2,1739748624038,347958111,1944
0.3,,,0.3,sell,96180.6,BTC-19FEB25-101000-C,46.76,,0.00163929,0.0018,2,1739748608171,347958045,10
0.1,,,0.1,buy,96242.5,BTC-28FEB25-80000-P,57.74,,0.00117554,0.0012,1,1739748589682,347957975,3464
0.4,,,0.4,buy,96235.51,BTC-28MAR25-75000-P,56.36,,0.0058155,0.006,1,1739748584889,347957961,3306
0.1,,,0.1,sell,96234.11,BTC-19FEB25-100000-C,43.93,,0.00261916,0.0026,3,1739748556542,347957925,42
0.1,,,0.1,sell,96232.68,BTC-19FEB25-95000-P,41.14,,0.00758633,0.0075,0,1739748554453,347957924,29
0.5,,,0.5,sell,96216.56,BTC-7MAR25-105000-C,47.13,,0.01420072,0.0135,2,1739748549943,347957920,68
0.3,,,0.3,sell,96227.24,BTC-17FEB25-98500-C,41.45,,0.00020987,0.0002,3,1739748488164,347957835,36
0.2,,,0.2,buy,96228.09,BTC-21FEB25-105000-C,51.59,,0.00140122,0.0016,0,1739748481720,347957832,719
1.0,,,1.0,buy,96221.12,BTC-28FEB25-86000-P,49.32,,0.00346021,0.0036,0,1739748479858,347957827,1045
1.0,,,1.0,buy,96189.99,BTC-27JUN25-115000-C,56.4,,0.07815379,0.078,2,1739748472170,347957808,431
0.1,,,0.1,buy,96222.76,BTC-17FEB25-98000-P,41.26,,0.01879491,0.0185,1,1739748467994,347957758,168
0.1,,,0.1,sell,96259.07,BTC-19FEB25-94000-P,41.92,,0.00470002,0.0046,0,1739748445239,347957577,23
0.1,,,0.1,buy,96273.69,BTC-18FEB25-98000-C,38.33,,0.00325093,0.0031,3,1739748372136,347957487,180
0.1,,,0.1,buy,96275.26,BTC-7MAR25-90000-P,46.13,,0.01472468,0.0145,1,1739748348170,347957473,119
2.2,,,2.2,buy,96288.92,BTC-28FEB25-105000-C,47.08,,0.00720924,0.007,3,1739748329958,347957457,1485
0.9,,,0.9,buy,96322.83,BTC-28MAR25-88000-P,50.39,,0.02675527,0.0265,1,1739748321218,347957442,334
0.3,,,0.3,sell,96346.05,BTC-27JUN25-160000-C,60.7,,0.02001531,0.02,2,1739748313086,347957411,863
0.1,,,0.1,buy,96382.09,BTC-21FEB25-112000-C,60.64,,0.00026268,0.0003,1,1739748297246,347957364,232
0.1,,,0.1,buy,96379.71,BTC-25APR25-50000-P,78.69,,0.00187276,0.0021,1,1739748279083,347957345,72
0.1,,,0.1,buy,96372.26,BTC-25APR25-40000-P,94.15,,0.00095599,0.0012,0,1739748269910,347957340,41
0.1,,,0.1,buy,96372.95,BTC-25APR25-60000-P,66.71,,0.00386287,0.004,0,1739748247897,347957330,102
0.1,,,0.1,buy,96383.15,BTC-25APR25-70000-P,58.59,,0.00885327,0.009,0,1739748237464,347957317,141
0.1,,,0.1,buy,96375.34,BTC-25APR25-80000-P,54.3,,0.02227326,0.0225,0,1739748211954,347957286,250
5.0,,,5.0,buy,96375.42,BTC-19FEB25-93000-P,44.67,,0.00267622,0.0029,0,1739748207124,347957285,9
0.3,,,0.3,sell,96382.09,BTC-18FEB25-101000-C,42.8,,0.00052248,0.0004,2,1739748167131,347957243,52
1.4,,,1.4,sell,96380.56,BTC-28MAR25-96000-P,50.96,,0.05986973,0.06,1,1739748157323,347957239,355
0.5,,,0.5,sell,96413.42,BTC-18FEB25-102000-C,44.49,,0.00031527,0.0002,2,1739748101966,347957158,20
0.1,,,0.1,sell,96467.37,BTC-28MAR25-65000-P,66.31,,0.00230948,0.0022,2,1739748080089,347957097,2103
5.6,,,5.6,sell,96451.06,BTC-28FEB25-108000-P,49.03,,0.1216073,0.1215,1,1739748075758,347957080,309
0.1,,,0.1,sell,96437.53,BTC-28MAR25-90000-P,50.13,,0.03304838,0.0325,0,1739748067255,347957062,3095
1.0,,,1.0,sell,96283.43,BTC-28FEB25-92000-P,44.97,,0.01298765,0.013,0,1739747952929,347956849,1790
1.0,,,1.0,sell,96241.2,BTC-27JUN25-135000-C,58.31,,0.04151083,0.0415,2,1739747892455,347956674,400
0.1,,,0.1,sell,96241.2,BTC-26SEP25-90000-C,57.58,,0.2297431,0.23,2,1739747891875,347956673,267
13.7,,,13.7,buy,96241.2,BTC-27JUN25-110000-C,55.99,,0.09274251,0.092,3,1739747891866,347956672,1345
