amount,block_trade_id,block_trade_leg_count,combo_id,combo_trade_id,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,,,0.1,buy,62928.52,BTC-24MAY24-61000-P,51.45,0.02006657,0.02,1,1715644787671,301326232,581
0.1,,,,,0.1,sell,62929.02,BTC-24MAY24-65000-C,50.84,0.02180897,0.0215,1,1715644784173,301326231,479
0.3,,,,,0.3,buy,62914.92,BTC-15MAY24-63000-C,43.48,0.01026353,0.01,3,1715644758591,301326220,91
0.1,,,,,0.1,buy,62906.69,BTC-28JUN24-57000-P,55.71,0.03368314,0.0335,1,1715644718483,301326189,705
0.1,,,,,0.1,sell,62906.78,BTC-28JUN24-75000-C,57.3,0.02559757,0.0255,1,1715644714984,301326188,4498
0.1,,,,,0.1,sell,62908.29,BTC-16MAY24-64000-C,48.01,0.00866243,0.0085,3,1715644713223,301326187,45
0.6,,,,,0.6,sell,62910.05,BTC-31MAY24-65000-C,52.49,0.03292423,0.033,3,1715644703166,301326183,2161
0.4,,,,,0.4,sell,62909.25,BTC-14MAY24-61500-P,42.66,0.00018917,0.0002,3,1715644669581,301326180,102
0.1,,,,,0.1,sell,62906.54,BTC-24MAY24-67000-C,52.03,0.01300926,0.013,1,1715644477769,301326110,532
0.6,,,,,0.6,sell,62882.19,BTC-24MAY24-64000-C,51.32,0.02739038,0.0275,2,1715644471570,301326104,475
0.7,,,,,0.7,sell,62882.45,BTC-31MAY24-61000-P,52.93,0.03045183,0.0305,1,1715644469564,301326102,1125
0.1,,,,,0.1,buy,62897.99,BTC-17MAY24-68000-C,56.89,0.00196654,0.002,2,1715644420147,301326079,1188
0.1,,,,,0.1,sell,62891.86,BTC-24MAY24-60000-P,51.59,0.01535088,0.015,3,1715644402846,301326074,399
0.1,,,,,0.1,sell,62879.35,BTC-28JUN24-53000-P,57.35,0.01894941,0.0185,1,1715644379720,301326052,644
0.1,,,,,0.1,sell,62879.31,BTC-28JUN24-80000-C,59.27,0.01618413,0.016,1,1715644376218,301326050,4134
0.1,,,,,0.1,buy,62876.36,BTC-16MAY24-60500-P,51.54,0.0037659,0.0037,2,1715644371779,301326048,8
0.5,,,,,0.5,sell,62869.06,BTC-16MAY24-57000-P,63.91,0.00057681,0.0005,2,1715644336491,301325975,18
0.1,,,,,0.1,buy,62860.35,BTC-31MAY24-61000-C,52.8,0.06353398,0.0635,2,1715644315304,301325914,788
0.1,,,,,0.1,buy,62859.63,BTC-24MAY24-62000-C,50.98,0.04254142,0.0425,2,1715644314772,301325913,330
